device_key,arm,budget_type,budget,calibration_sessions,calibration_records,q_raw,requested_delta,accepted_delta,threshold,status
iotsim-combined-cycle-5_0-0_to_OpenvSwitch-13_5-0,Q-S64,SESSION,64,64,75,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-5_0-0_to_OpenvSwitch-13_5-0,Q-S128,SESSION,128,128,150,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-5_0-0_to_OpenvSwitch-13_5-0,Q-S256,SESSION,256,256,295,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-5_0-0_to_OpenvSwitch-13_5-0,Q-R100,RECORD,100,84,100,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-5_0-0_to_OpenvSwitch-13_5-0,Q-R500,RECORD,500,261,300,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-5_0-0_to_OpenvSwitch-13_5-0,Q-R1000,RECORD,1000,261,300,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-6_0-0_to_OpenvSwitch-13_6-0,Z,SESSION,0,0,0,0.065159872174263,0.0,0.0,0.065159872174263,ZERO_SHOT_BASELINE
iotsim-combined-cycle-6_0-0_to_OpenvSwitch-13_6-0,Q-S64,SESSION,64,64,76,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-6_0-0_to_OpenvSwitch-13_6-0,Q-S128,SESSION,128,128,151,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-6_0-0_to_OpenvSwitch-13_6-0,Q-S256,SESSION,256,256,295,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-6_0-0_to_OpenvSwitch-13_6-0,Q-R100,RECORD,100,83,100,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-6_0-0_to_OpenvSwitch-13_6-0,Q-R500,RECORD,500,260,299,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-6_0-0_to_OpenvSwitch-13_6-0,Q-R1000,RECORD,1000,260,299,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-7_0-0_to_OpenvSwitch-13_7-0,Z,SESSION,0,0,0,0.065159872174263,0.0,0.0,0.065159872174263,ZERO_SHOT_BASELINE
iotsim-combined-cycle-7_0-0_to_OpenvSwitch-13_7-0,Q-S64,SESSION,64,64,75,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-7_0-0_to_OpenvSwitch-13_7-0,Q-S128,SESSION,128,128,150,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-7_0-0_to_OpenvSwitch-13_7-0,Q-S256,SESSION,256,256,294,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-7_0-0_to_OpenvSwitch-13_7-0,Q-R100,RECORD,100,84,100,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-7_0-0_to_OpenvSwitch-13_7-0,Q-R500,RECORD,500,261,299,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-7_0-0_to_OpenvSwitch-13_7-0,Q-R1000,RECORD,1000,261,299,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-8_0-0_to_OpenvSwitch-13_8-0,Z,SESSION,0,0,0,0.065159872174263,0.0,0.0,0.065159872174263,ZERO_SHOT_BASELINE
iotsim-combined-cycle-8_0-0_to_OpenvSwitch-13_8-0,Q-S64,SESSION,64,64,76,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-8_0-0_to_OpenvSwitch-13_8-0,Q-S128,SESSION,128,128,151,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-8_0-0_to_OpenvSwitch-13_8-0,Q-S256,SESSION,256,256,295,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-8_0-0_to_OpenvSwitch-13_8-0,Q-R100,RECORD,100,83,100,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-8_0-0_to_OpenvSwitch-13_8-0,Q-R500,RECORD,500,261,300,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-8_0-0_to_OpenvSwitch-13_8-0,Q-R1000,RECORD,1000,261,300,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-9_0-0_to_OpenvSwitch-13_9-0,Z,SESSION,0,0,0,0.065159872174263,0.0,0.0,0.065159872174263,ZERO_SHOT_BASELINE
iotsim-combined-cycle-9_0-0_to_OpenvSwitch-13_9-0,Q-S64,SESSION,64,64,76,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-9_0-0_to_OpenvSwitch-13_9-0,Q-S128,SESSION,128,128,150,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-9_0-0_to_OpenvSwitch-13_9-0,Q-S256,SESSION,256,256,294,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-9_0-0_to_OpenvSwitch-13_9-0,Q-R100,RECORD,100,83,100,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-9_0-0_to_OpenvSwitch-13_9-0,Q-R500,RECORD,500,260,298,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-9_0-0_to_OpenvSwitch-13_9-0,Q-R1000,RECORD,1000,260,298,0.06515988319416892,1.1019905918341344e-08,0.0,0.065159872174263,CAP_EXCEEDED_ZERO_SHOT
iotsim-combined-cycle-tls-1_0-0_to_OpenvSwitch-14_1-0,Z,SESSION,0,0,0,0.065159872174263,0.0,0.0,0.065159872174263,ZERO_SHOT_BASELINE
