seed,feature_set,model_kind,attack_q,risk_threshold,strong_attack_q,d_attack_thr,attack_threshold,strong_attack_threshold,dev_attack_min,dev_ood_max,dev_review_max,report_attack_min,final_ood_max,feasible_1pct,feasible_5pct,selection_uses_final_ood,selection_uses_report_only_attack,dev_score
42,current_evidence,histgb_shallow,0.99,0.9,0.75,1.25,0.113699272280086,0.9853149088967149,1.0,0.01,0.0,nan,nan,True,True,False,False,0.985
42,current_evidence,histgb_shallow,0.995,0.5,0.75,1.0,0.15199847008292583,0.9853149088967149,1.0,0.0013333333333333333,0.0,nan,nan,True,True,False,False,0.998
42,current_evidence,histgb_shallow,0.995,0.5,0.75,1.25,0.15199847008292583,0.9853149088967149,1.0,0.0013333333333333333,0.0,nan,nan,True,True,False,False,0.998
42,current_evidence,histgb_shallow,0.995,0.7,0.75,1.0,0.15199847008292583,0.9853149088967149,1.0,0.0026666666666666666,0.0,nan,nan,True,True,False,False,0.996
42,current_evidence,histgb_shallow,0.995,0.7,0.75,1.25,0.15199847008292583,0.9853149088967149,1.0,0.0026666666666666666,0.0,nan,nan,True,True,False,False,0.996
42,current_evidence,histgb_shallow,0.995,0.9,0.75,1.0,0.15199847008292583,0.9853149088967149,1.0,0.01,0.0,nan,nan,True,True,False,False,0.985
42,current_evidence,histgb_shallow,0.995,0.9,0.75,1.25,0.15199847008292583,0.9853149088967149,1.0,0.01,0.0,nan,nan,True,True,False,False,0.985
42,past_temporal_only,logreg_balanced,0.99,0.5,0.75,1.0,0.0009516605822443486,0.9999992780927911,0.96875,0.6575438596491228,0.0,nan,nan,False,False,False,False,-0.017565789473684146
42,past_temporal_only,logreg_balanced,0.99,0.5,0.75,1.25,0.0009516605822443486,0.9999992780927911,0.96875,0.6575438596491228,0.0,nan,nan,False,False,False,False,-0.017565789473684146
42,past_temporal_only,logreg_balanced,0.99,0.7,0.75,1.0,0.0009516605822443486,0.9999992780927911,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
42,past_temporal_only,logreg_balanced,0.99,0.7,0.75,1.25,0.0009516605822443486,0.9999992780927911,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
42,past_temporal_only,logreg_balanced,0.99,0.9,0.75,1.0,0.0009516605822443486,0.9999992780927911,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
42,past_temporal_only,logreg_balanced,0.99,0.9,0.75,1.25,0.0009516605822443486,0.9999992780927911,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
42,past_temporal_only,logreg_balanced,0.995,0.5,0.75,1.0,0.0009574560248759701,0.9999992780927911,0.96875,0.6575438596491228,0.0,nan,nan,False,False,False,False,-0.017565789473684146
42,past_temporal_only,logreg_balanced,0.995,0.5,0.75,1.25,0.0009574560248759701,0.9999992780927911,0.96875,0.6575438596491228,0.0,nan,nan,False,False,False,False,-0.017565789473684146
42,past_temporal_only,logreg_balanced,0.995,0.7,0.75,1.0,0.0009574560248759701,0.9999992780927911,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
42,past_temporal_only,logreg_balanced,0.995,0.7,0.75,1.25,0.0009574560248759701,0.9999992780927911,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
42,past_temporal_only,logreg_balanced,0.995,0.9,0.75,1.0,0.0009574560248759701,0.9999992780927911,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
42,past_temporal_only,logreg_balanced,0.995,0.9,0.75,1.25,0.0009574560248759701,0.9999992780927911,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
42,past_temporal_only,histgb_shallow,0.99,0.5,0.75,1.0,0.0032747971592891182,0.985806665519558,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
42,past_temporal_only,histgb_shallow,0.99,0.5,0.75,1.25,0.0032747971592891182,0.985806665519558,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
42,past_temporal_only,histgb_shallow,0.99,0.7,0.75,1.0,0.0032747971592891182,0.985806665519558,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
42,past_temporal_only,histgb_shallow,0.99,0.7,0.75,1.25,0.0032747971592891182,0.985806665519558,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
42,past_temporal_only,histgb_shallow,0.99,0.9,0.75,1.0,0.0032747971592891182,0.985806665519558,1.0,0.0013333333333333333,0.0,nan,nan,True,True,False,False,0.998
42,past_temporal_only,histgb_shallow,0.99,0.9,0.75,1.25,0.0032747971592891182,0.985806665519558,1.0,0.0013333333333333333,0.0,nan,nan,True,True,False,False,0.998
42,past_temporal_only,histgb_shallow,0.995,0.5,0.75,1.0,0.0032747971592891182,0.985806665519558,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
42,past_temporal_only,histgb_shallow,0.995,0.5,0.75,1.25,0.0032747971592891182,0.985806665519558,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
42,past_temporal_only,histgb_shallow,0.995,0.7,0.75,1.0,0.0032747971592891182,0.985806665519558,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
42,past_temporal_only,histgb_shallow,0.995,0.7,0.75,1.25,0.0032747971592891182,0.985806665519558,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
42,past_temporal_only,histgb_shallow,0.995,0.9,0.75,1.0,0.0032747971592891182,0.985806665519558,1.0,0.0013333333333333333,0.0,nan,nan,True,True,False,False,0.998
42,past_temporal_only,histgb_shallow,0.995,0.9,0.75,1.25,0.0032747971592891182,0.985806665519558,1.0,0.0013333333333333333,0.0,nan,nan,True,True,False,False,0.998
42,current_plus_temporal,logreg_balanced,0.99,0.5,0.75,1.0,0.001241468587159523,0.9999999706206292,1.0,0.6575438596491228,0.0,nan,nan,False,False,False,False,0.013684210526315854
42,current_plus_temporal,logreg_balanced,0.99,0.5,0.75,1.25,0.001241468587159523,0.9999999706206292,1.0,0.6575438596491228,0.0,nan,nan,False,False,False,False,0.013684210526315854
42,current_plus_temporal,logreg_balanced,0.99,0.7,0.75,1.0,0.001241468587159523,0.9999999706206292,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
42,current_plus_temporal,logreg_balanced,0.99,0.7,0.75,1.25,0.001241468587159523,0.9999999706206292,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
42,current_plus_temporal,logreg_balanced,0.99,0.9,0.75,1.0,0.001241468587159523,0.9999999706206292,1.0,0.6589473684210526,0.0,nan,nan,False,False,False,False,0.011578947368421133
42,current_plus_temporal,logreg_balanced,0.99,0.9,0.75,1.25,0.001241468587159523,0.9999999706206292,1.0,0.6589473684210526,0.0,nan,nan,False,False,False,False,0.011578947368421133
42,current_plus_temporal,logreg_balanced,0.995,0.5,0.75,1.0,0.0013794526008079496,0.9999999706206292,1.0,0.6575438596491228,0.0,nan,nan,False,False,False,False,0.013684210526315854
42,current_plus_temporal,logreg_balanced,0.995,0.5,0.75,1.25,0.0013794526008079496,0.9999999706206292,1.0,0.6575438596491228,0.0,nan,nan,False,False,False,False,0.013684210526315854
42,current_plus_temporal,logreg_balanced,0.995,0.7,0.75,1.0,0.0013794526008079496,0.9999999706206292,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
42,current_plus_temporal,logreg_balanced,0.995,0.7,0.75,1.25,0.0013794526008079496,0.9999999706206292,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
42,current_plus_temporal,logreg_balanced,0.995,0.9,0.75,1.0,0.0013794526008079496,0.9999999706206292,1.0,0.6589473684210526,0.0,nan,nan,False,False,False,False,0.011578947368421133
42,current_plus_temporal,logreg_balanced,0.995,0.9,0.75,1.25,0.0013794526008079496,0.9999999706206292,1.0,0.6589473684210526,0.0,nan,nan,False,False,False,False,0.011578947368421133
42,current_plus_temporal,histgb_shallow,0.99,0.5,0.75,1.0,0.005302723953182572,0.9858060841132114,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
42,current_plus_temporal,histgb_shallow,0.99,0.5,0.75,1.25,0.005302723953182572,0.9858060841132114,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
42,current_plus_temporal,histgb_shallow,0.99,0.7,0.75,1.0,0.005302723953182572,0.9858060841132114,1.0,0.0,0.0,nan,nan,True,True,False,False,1.0
42,current_plus_temporal,histgb_shallow,0.99,0.7,0.75,1.25,0.005302723953182572,0.9858060841132114,1.0,0.0,0.0,nan,nan,True,True,False,False,1.0
42,current_plus_temporal,histgb_shallow,0.99,0.9,0.75,1.0,0.005302723953182572,0.9858060841132114,1.0,0.0,0.0,nan,nan,True,True,False,False,1.0
42,current_plus_temporal,histgb_shallow,0.99,0.9,0.75,1.25,0.005302723953182572,0.9858060841132114,1.0,0.0,0.0,nan,nan,True,True,False,False,1.0
42,current_plus_temporal,histgb_shallow,0.995,0.5,0.75,1.0,0.005302723953182572,0.9858060841132114,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
42,current_plus_temporal,histgb_shallow,0.995,0.5,0.75,1.25,0.005302723953182572,0.9858060841132114,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
42,current_plus_temporal,histgb_shallow,0.995,0.7,0.75,1.0,0.005302723953182572,0.9858060841132114,1.0,0.0,0.0,nan,nan,True,True,False,False,1.0
42,current_plus_temporal,histgb_shallow,0.995,0.7,0.75,1.25,0.005302723953182572,0.9858060841132114,1.0,0.0,0.0,nan,nan,True,True,False,False,1.0
42,current_plus_temporal,histgb_shallow,0.995,0.9,0.75,1.0,0.005302723953182572,0.9858060841132114,1.0,0.0,0.0,nan,nan,True,True,False,False,1.0
42,current_plus_temporal,histgb_shallow,0.995,0.9,0.75,1.25,0.005302723953182572,0.9858060841132114,1.0,0.0,0.0,nan,nan,True,True,False,False,1.0
43,current_evidence,logreg_balanced,0.99,0.5,0.75,1.0,0.017358185254647752,0.9999977712350456,0.96875,0.37964912280701757,0.0,nan,nan,False,False,False,False,0.39927631578947365
43,current_evidence,logreg_balanced,0.99,0.5,0.75,1.25,0.017358185254647752,0.9999977712350456,0.96875,0.37964912280701757,0.0,nan,nan,False,False,False,False,0.39927631578947365
43,current_evidence,logreg_balanced,0.99,0.7,0.75,1.0,0.017358185254647752,0.9999977712350456,1.0,0.39789473684210525,0.0,nan,nan,False,False,False,False,0.40315789473684216
43,current_evidence,logreg_balanced,0.99,0.7,0.75,1.25,0.017358185254647752,0.9999977712350456,1.0,0.39789473684210525,0.0,nan,nan,False,False,False,False,0.40315789473684216
43,current_evidence,logreg_balanced,0.99,0.9,0.75,1.0,0.017358185254647752,0.9999977712350456,1.0,0.4336842105263158,0.0,nan,nan,False,False,False,False,0.3494736842105264
43,current_evidence,logreg_balanced,0.99,0.9,0.75,1.25,0.017358185254647752,0.9999977712350456,1.0,0.4336842105263158,0.0,nan,nan,False,False,False,False,0.3494736842105264
43,current_evidence,logreg_balanced,0.995,0.5,0.75,1.0,0.021750430708124796,0.9999977712350456,0.96875,0.37964912280701757,0.0,nan,nan,False,False,False,False,0.39927631578947365
43,current_evidence,logreg_balanced,0.995,0.5,0.75,1.25,0.021750430708124796,0.9999977712350456,0.96875,0.37964912280701757,0.0,nan,nan,False,False,False,False,0.39927631578947365
43,current_evidence,logreg_balanced,0.995,0.7,0.75,1.0,0.021750430708124796,0.9999977712350456,1.0,0.39789473684210525,0.0,nan,nan,False,False,False,False,0.40315789473684216
43,current_evidence,logreg_balanced,0.995,0.7,0.75,1.25,0.021750430708124796,0.9999977712350456,1.0,0.39789473684210525,0.0,nan,nan,False,False,False,False,0.40315789473684216
43,current_evidence,logreg_balanced,0.995,0.9,0.75,1.0,0.021750430708124796,0.9999977712350456,1.0,0.4336842105263158,0.0,nan,nan,False,False,False,False,0.3494736842105264
43,current_evidence,logreg_balanced,0.995,0.9,0.75,1.25,0.021750430708124796,0.9999977712350456,1.0,0.4336842105263158,0.0,nan,nan,False,False,False,False,0.3494736842105264
43,current_evidence,histgb_shallow,0.99,0.5,0.75,1.0,0.113699272280086,0.9853149088967149,1.0,0.0013333333333333333,0.0,nan,nan,True,True,False,False,0.998
43,current_evidence,histgb_shallow,0.99,0.5,0.75,1.25,0.113699272280086,0.9853149088967149,1.0,0.0013333333333333333,0.0,nan,nan,True,True,False,False,0.998
43,current_evidence,histgb_shallow,0.99,0.7,0.75,1.0,0.113699272280086,0.9853149088967149,1.0,0.0026666666666666666,0.0,nan,nan,True,True,False,False,0.996
43,current_evidence,histgb_shallow,0.99,0.7,0.75,1.25,0.113699272280086,0.9853149088967149,1.0,0.0026666666666666666,0.0,nan,nan,True,True,False,False,0.996
43,current_evidence,histgb_shallow,0.99,0.9,0.75,1.0,0.113699272280086,0.9853149088967149,1.0,0.01,0.0,nan,nan,True,True,False,False,0.985
43,current_evidence,histgb_shallow,0.99,0.9,0.75,1.25,0.113699272280086,0.9853149088967149,1.0,0.01,0.0,nan,nan,True,True,False,False,0.985
43,current_evidence,histgb_shallow,0.995,0.5,0.75,1.0,0.15199847008292583,0.9853149088967149,1.0,0.0013333333333333333,0.0,nan,nan,True,True,False,False,0.998
43,current_evidence,histgb_shallow,0.995,0.5,0.75,1.25,0.15199847008292583,0.9853149088967149,1.0,0.0013333333333333333,0.0,nan,nan,True,True,False,False,0.998
43,current_evidence,histgb_shallow,0.995,0.7,0.75,1.0,0.15199847008292583,0.9853149088967149,1.0,0.0026666666666666666,0.0,nan,nan,True,True,False,False,0.996
43,current_evidence,histgb_shallow,0.995,0.7,0.75,1.25,0.15199847008292583,0.9853149088967149,1.0,0.0026666666666666666,0.0,nan,nan,True,True,False,False,0.996
43,current_evidence,histgb_shallow,0.995,0.9,0.75,1.0,0.15199847008292583,0.9853149088967149,1.0,0.01,0.0,nan,nan,True,True,False,False,0.985
43,current_evidence,histgb_shallow,0.995,0.9,0.75,1.25,0.15199847008292583,0.9853149088967149,1.0,0.01,0.0,nan,nan,True,True,False,False,0.985
43,past_temporal_only,logreg_balanced,0.99,0.5,0.75,1.0,0.0009516605822443486,0.9999992780927911,0.96875,0.6575438596491228,0.0,nan,nan,False,False,False,False,-0.017565789473684146
43,past_temporal_only,logreg_balanced,0.99,0.5,0.75,1.25,0.0009516605822443486,0.9999992780927911,0.96875,0.6575438596491228,0.0,nan,nan,False,False,False,False,-0.017565789473684146
43,past_temporal_only,logreg_balanced,0.99,0.7,0.75,1.0,0.0009516605822443486,0.9999992780927911,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
43,past_temporal_only,logreg_balanced,0.99,0.7,0.75,1.25,0.0009516605822443486,0.9999992780927911,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
43,past_temporal_only,logreg_balanced,0.99,0.9,0.75,1.0,0.0009516605822443486,0.9999992780927911,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
43,past_temporal_only,logreg_balanced,0.99,0.9,0.75,1.25,0.0009516605822443486,0.9999992780927911,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
43,past_temporal_only,logreg_balanced,0.995,0.5,0.75,1.0,0.0009574560248759701,0.9999992780927911,0.96875,0.6575438596491228,0.0,nan,nan,False,False,False,False,-0.017565789473684146
43,past_temporal_only,logreg_balanced,0.995,0.5,0.75,1.25,0.0009574560248759701,0.9999992780927911,0.96875,0.6575438596491228,0.0,nan,nan,False,False,False,False,-0.017565789473684146
43,past_temporal_only,logreg_balanced,0.995,0.7,0.75,1.0,0.0009574560248759701,0.9999992780927911,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
43,past_temporal_only,logreg_balanced,0.995,0.7,0.75,1.25,0.0009574560248759701,0.9999992780927911,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
43,past_temporal_only,logreg_balanced,0.995,0.9,0.75,1.0,0.0009574560248759701,0.9999992780927911,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
43,past_temporal_only,logreg_balanced,0.995,0.9,0.75,1.25,0.0009574560248759701,0.9999992780927911,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
43,past_temporal_only,histgb_shallow,0.99,0.5,0.75,1.0,0.0032747971592891182,0.985806665519558,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
43,past_temporal_only,histgb_shallow,0.99,0.5,0.75,1.25,0.0032747971592891182,0.985806665519558,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
43,past_temporal_only,histgb_shallow,0.99,0.7,0.75,1.0,0.0032747971592891182,0.985806665519558,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
43,past_temporal_only,histgb_shallow,0.99,0.7,0.75,1.25,0.0032747971592891182,0.985806665519558,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
43,past_temporal_only,histgb_shallow,0.99,0.9,0.75,1.0,0.0032747971592891182,0.985806665519558,1.0,0.0013333333333333333,0.0,nan,nan,True,True,False,False,0.998
43,past_temporal_only,histgb_shallow,0.99,0.9,0.75,1.25,0.0032747971592891182,0.985806665519558,1.0,0.0013333333333333333,0.0,nan,nan,True,True,False,False,0.998
43,past_temporal_only,histgb_shallow,0.995,0.5,0.75,1.0,0.0032747971592891182,0.985806665519558,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
43,past_temporal_only,histgb_shallow,0.995,0.5,0.75,1.25,0.0032747971592891182,0.985806665519558,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
43,past_temporal_only,histgb_shallow,0.995,0.7,0.75,1.0,0.0032747971592891182,0.985806665519558,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
43,past_temporal_only,histgb_shallow,0.995,0.7,0.75,1.25,0.0032747971592891182,0.985806665519558,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
43,past_temporal_only,histgb_shallow,0.995,0.9,0.75,1.0,0.0032747971592891182,0.985806665519558,1.0,0.0013333333333333333,0.0,nan,nan,True,True,False,False,0.998
43,past_temporal_only,histgb_shallow,0.995,0.9,0.75,1.25,0.0032747971592891182,0.985806665519558,1.0,0.0013333333333333333,0.0,nan,nan,True,True,False,False,0.998
43,current_plus_temporal,logreg_balanced,0.99,0.5,0.75,1.0,0.001241468587159523,0.9999999706206292,1.0,0.6575438596491228,0.0,nan,nan,False,False,False,False,0.013684210526315854
43,current_plus_temporal,logreg_balanced,0.99,0.5,0.75,1.25,0.001241468587159523,0.9999999706206292,1.0,0.6575438596491228,0.0,nan,nan,False,False,False,False,0.013684210526315854
43,current_plus_temporal,logreg_balanced,0.99,0.7,0.75,1.0,0.001241468587159523,0.9999999706206292,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
43,current_plus_temporal,logreg_balanced,0.99,0.7,0.75,1.25,0.001241468587159523,0.9999999706206292,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
43,current_plus_temporal,logreg_balanced,0.99,0.9,0.75,1.0,0.001241468587159523,0.9999999706206292,1.0,0.6589473684210526,0.0,nan,nan,False,False,False,False,0.011578947368421133
43,current_plus_temporal,logreg_balanced,0.99,0.9,0.75,1.25,0.001241468587159523,0.9999999706206292,1.0,0.6589473684210526,0.0,nan,nan,False,False,False,False,0.011578947368421133
43,current_plus_temporal,logreg_balanced,0.995,0.5,0.75,1.0,0.0013794526008079496,0.9999999706206292,1.0,0.6575438596491228,0.0,nan,nan,False,False,False,False,0.013684210526315854
43,current_plus_temporal,logreg_balanced,0.995,0.5,0.75,1.25,0.0013794526008079496,0.9999999706206292,1.0,0.6575438596491228,0.0,nan,nan,False,False,False,False,0.013684210526315854
43,current_plus_temporal,logreg_balanced,0.995,0.7,0.75,1.0,0.0013794526008079496,0.9999999706206292,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
43,current_plus_temporal,logreg_balanced,0.995,0.7,0.75,1.25,0.0013794526008079496,0.9999999706206292,1.0,0.6582456140350877,0.0,nan,nan,False,False,False,False,0.012631578947368327
43,current_plus_temporal,logreg_balanced,0.995,0.9,0.75,1.0,0.0013794526008079496,0.9999999706206292,1.0,0.6589473684210526,0.0,nan,nan,False,False,False,False,0.011578947368421133
43,current_plus_temporal,logreg_balanced,0.995,0.9,0.75,1.25,0.0013794526008079496,0.9999999706206292,1.0,0.6589473684210526,0.0,nan,nan,False,False,False,False,0.011578947368421133
43,current_plus_temporal,histgb_shallow,0.99,0.5,0.75,1.0,0.005302723953182572,0.9858060841132114,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
43,current_plus_temporal,histgb_shallow,0.99,0.5,0.75,1.25,0.005302723953182572,0.9858060841132114,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
43,current_plus_temporal,histgb_shallow,0.99,0.7,0.75,1.0,0.005302723953182572,0.9858060841132114,1.0,0.0,0.0,nan,nan,True,True,False,False,1.0
43,current_plus_temporal,histgb_shallow,0.99,0.7,0.75,1.25,0.005302723953182572,0.9858060841132114,1.0,0.0,0.0,nan,nan,True,True,False,False,1.0
43,current_plus_temporal,histgb_shallow,0.99,0.9,0.75,1.0,0.005302723953182572,0.9858060841132114,1.0,0.0,0.0,nan,nan,True,True,False,False,1.0
43,current_plus_temporal,histgb_shallow,0.99,0.9,0.75,1.25,0.005302723953182572,0.9858060841132114,1.0,0.0,0.0,nan,nan,True,True,False,False,1.0
43,current_plus_temporal,histgb_shallow,0.995,0.5,0.75,1.0,0.005302723953182572,0.9858060841132114,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
43,current_plus_temporal,histgb_shallow,0.995,0.5,0.75,1.25,0.005302723953182572,0.9858060841132114,0.96875,0.0,0.0,nan,nan,True,True,False,False,0.96875
43,current_plus_temporal,histgb_shallow,0.995,0.7,0.75,1.0,0.005302723953182572,0.9858060841132114,1.0,0.0,0.0,nan,nan,True,True,False,False,1.0
43,current_plus_temporal,histgb_shallow,0.995,0.7,0.75,1.25,0.005302723953182572,0.9858060841132114,1.0,0.0,0.0,nan,nan,True,True,False,False,1.0
43,current_plus_temporal,histgb_shallow,0.995,0.9,0.75,1.0,0.005302723953182572,0.9858060841132114,1.0,0.0,0.0,nan,nan,True,True,False,False,1.0
43,current_plus_temporal,histgb_shallow,0.995,0.9,0.75,1.25,0.005302723953182572,0.9858060841132114,1.0,0.0,0.0,nan,nan,True,True,False,False,1.0
44,current_evidence,logreg_balanced,0.99,0.5,0.75,1.0,0.017358185254647752,0.9999977712350456,0.96875,0.37964912280701757,0.0,nan,nan,False,False,False,False,0.39927631578947365
44,current_evidence,logreg_balanced,0.99,0.5,0.75,1.25,0.017358185254647752,0.9999977712350456,0.96875,0.37964912280701757,0.0,nan,nan,False,False,False,False,0.39927631578947365
44,current_evidence,logreg_balanced,0.99,0.7,0.75,1.0,0.017358185254647752,0.9999977712350456,1.0,0.39789473684210525,0.0,nan,nan,False,False,False,False,0.40315789473684216
44,current_evidence,logreg_balanced,0.99,0.7,0.75,1.25,0.017358185254647752,0.9999977712350456,1.0,0.39789473684210525,0.0,nan,nan,False,False,False,False,0.40315789473684216
44,current_evidence,logreg_balanced,0.99,0.9,0.75,1.0,0.017358185254647752,0.9999977712350456,1.0,0.4336842105263158,0.0,nan,nan,False,False,False,False,0.3494736842105264
44,current_evidence,logreg_balanced,0.99,0.9,0.75,1.25,0.017358185254647752,0.9999977712350456,1.0,0.4336842105263158,0.0,nan,nan,False,False,False,False,0.3494736842105264
44,current_evidence,logreg_balanced,0.995,0.5,0.75,1.0,0.021750430708124796,0.9999977712350456,0.96875,0.37964912280701757,0.0,nan,nan,False,False,False,False,0.39927631578947365
44,current_evidence,logreg_balanced,0.995,0.5,0.75,1.25,0.021750430708124796,0.9999977712350456,0.96875,0.37964912280701757,0.0,nan,nan,False,False,False,False,0.39927631578947365
44,current_evidence,logreg_balanced,0.995,0.7,0.75,1.0,0.021750430708124796,0.9999977712350456,1.0,0.39789473684210525,0.0,nan,nan,False,False,False,False,0.40315789473684216
44,current_evidence,logreg_balanced,0.995,0.7,0.75,1.25,0.021750430708124796,0.9999977712350456,1.0,0.39789473684210525,0.0,nan,nan,False,False,False,False,0.40315789473684216
44,current_evidence,logreg_balanced,0.995,0.9,0.75,1.0,0.021750430708124796,0.9999977712350456,1.0,0.4336842105263158,0.0,nan,nan,False,False,False,False,0.3494736842105264
