method,representation,guard_type,input_mode,positive_budget,seed,seed_group,ood_negative_weight,threshold_policy,threshold,id_calib_alarm_at_selection,ood_val_alarm_at_selection,threshold_selection_feasible,roc_auc,pr_auc,final_ood_alarm,attack_detection,feasible,attack_eval_size,final_ood_eval_size,hidden_dim,pooling_type,checkpoint_id,train_time_seconds,inference_time_seconds,parameter_count,feature_dim
original100_plus_transformer_hidden_fixed_guard_lr,original100_plus_transformer_hidden,fixed_ood_weight_2,original100_flat100_plus_transformer_hidden16,16,49,heldout_support_47_51,2.0,guarded_id_calib_and_ood_val_target1pct,-2.94481268671407,0.0098,0.001,True,0.9987186181818182,0.9968983212926902,0.0007,0.9949090909090909,True,1375,10000,16,outputLayer_transformer_mean_pool,D:\study\paper\anomaly_detection\paper04\KitNET-py-master\KitNET-py-master\runs\frontend100_tailreg_stage1_2026-03-27\transformer_seed42\kitnet_transformer_seed42.ckpt,0.9372181999497116,0.01925639994442463,117,116
original100_plus_transformer_hidden_fixed_guard_lr,original100_plus_transformer_hidden,fixed_ood_weight_2,original100_flat100_plus_transformer_hidden16,16,50,heldout_support_47_51,2.0,guarded_id_calib_and_ood_val_target1pct,-3.3779783951346043,0.01,0.0005,True,0.9996496,0.9954210243139971,0.0019,0.9992727272727273,True,1375,10000,16,outputLayer_transformer_mean_pool,D:\study\paper\anomaly_detection\paper04\KitNET-py-master\KitNET-py-master\runs\frontend100_tailreg_stage1_2026-03-27\transformer_seed42\kitnet_transformer_seed42.ckpt,0.7122414000332355,0.018057800130918622,117,116
original100_plus_transformer_hidden_fixed_guard_lr,original100_plus_transformer_hidden,fixed_ood_weight_2,original100_flat100_plus_transformer_hidden16,16,51,heldout_support_47_51,2.0,guarded_id_calib_and_ood_val_target1pct,-3.4920185501818533,0.01,0.003,True,0.9998326545454546,0.998501269708406,0.0025,1.0,True,1375,10000,16,outputLayer_transformer_mean_pool,D:\study\paper\anomaly_detection\paper04\KitNET-py-master\KitNET-py-master\runs\frontend100_tailreg_stage1_2026-03-27\transformer_seed42\kitnet_transformer_seed42.ckpt,0.802138099912554,0.019899599952623248,117,116
original100_plus_transformer_hidden_fixed_guard_lr,original100_plus_transformer_hidden,fixed_ood_weight_2,original100_flat100_plus_transformer_hidden16,32,42,main_paired_42_46,2.0,guarded_id_calib_and_ood_val_target1pct,-3.7329827838833682,0.0098,0.002,True,0.9987502545454545,0.9904871820391671,0.0017,0.9323636363636364,True,1375,10000,16,outputLayer_transformer_mean_pool,D:\study\paper\anomaly_detection\paper04\KitNET-py-master\KitNET-py-master\runs\frontend100_tailreg_stage1_2026-03-27\transformer_seed42\kitnet_transformer_seed42.ckpt,0.7649510002229363,0.018013000022619963,117,116
original100_plus_transformer_hidden_fixed_guard_lr,original100_plus_transformer_hidden,fixed_ood_weight_2,original100_flat100_plus_transformer_hidden16,32,43,main_paired_42_46,2.0,guarded_id_calib_and_ood_val_target1pct,-3.69106219047187,0.0098,0.001,True,0.9900755636363635,0.9748498030799784,0.0026,0.9258181818181819,True,1375,10000,16,outputLayer_transformer_mean_pool,D:\study\paper\anomaly_detection\paper04\KitNET-py-master\KitNET-py-master\runs\frontend100_tailreg_stage1_2026-03-27\transformer_seed42\kitnet_transformer_seed42.ckpt,0.8722691999282688,0.018502600025385618,117,116
original100_plus_transformer_hidden_fixed_guard_lr,original100_plus_transformer_hidden,fixed_ood_weight_2,original100_flat100_plus_transformer_hidden16,32,44,main_paired_42_46,2.0,guarded_id_calib_and_ood_val_target1pct,-3.53707277158961,0.0098,0.001,True,0.9955667636363636,0.987355436742784,0.0031,0.9381818181818182,True,1375,10000,16,outputLayer_transformer_mean_pool,D:\study\paper\anomaly_detection\paper04\KitNET-py-master\KitNET-py-master\runs\frontend100_tailreg_stage1_2026-03-27\transformer_seed42\kitnet_transformer_seed42.ckpt,0.8146184999495745,0.017855399986729026,117,116
original100_plus_transformer_hidden_fixed_guard_lr,original100_plus_transformer_hidden,fixed_ood_weight_2,original100_flat100_plus_transformer_hidden16,32,45,main_paired_42_46,2.0,guarded_id_calib_and_ood_val_target1pct,-3.0851359247065364,0.0098,0.0035,True,0.9817119272727273,0.9208681689812361,0.0058,0.9832727272727273,True,1375,10000,16,outputLayer_transformer_mean_pool,D:\study\paper\anomaly_detection\paper04\KitNET-py-master\KitNET-py-master\runs\frontend100_tailreg_stage1_2026-03-27\transformer_seed42\kitnet_transformer_seed42.ckpt,1.3514038999564946,0.021010400028899312,117,116
original100_plus_transformer_hidden_fixed_guard_lr,original100_plus_transformer_hidden,fixed_ood_weight_2,original100_flat100_plus_transformer_hidden16,32,46,main_paired_42_46,2.0,guarded_id_calib_and_ood_val_target1pct,-4.329478674510942,0.01,0.0015,True,0.9938415999999999,0.9842695190869982,0.0042,0.944,True,1375,10000,16,outputLayer_transformer_mean_pool,D:\study\paper\anomaly_detection\paper04\KitNET-py-master\KitNET-py-master\runs\frontend100_tailreg_stage1_2026-03-27\transformer_seed42\kitnet_transformer_seed42.ckpt,0.8396616000682116,0.01870530005544424,117,116
original100_plus_transformer_hidden_fixed_guard_lr,original100_plus_transformer_hidden,fixed_ood_weight_2,original100_flat100_plus_transformer_hidden16,32,47,heldout_support_47_51,2.0,guarded_id_calib_and_ood_val_target1pct,-2.258182422563863,0.0098,0.002,True,0.9956911999999997,0.9947406751321781,0.0018,0.9905454545454545,True,1375,10000,16,outputLayer_transformer_mean_pool,D:\study\paper\anomaly_detection\paper04\KitNET-py-master\KitNET-py-master\runs\frontend100_tailreg_stage1_2026-03-27\transformer_seed42\kitnet_transformer_seed42.ckpt,1.1162626000586897,0.020982699934393167,117,116
original100_plus_transformer_hidden_fixed_guard_lr,original100_plus_transformer_hidden,fixed_ood_weight_2,original100_flat100_plus_transformer_hidden16,32,48,heldout_support_47_51,2.0,guarded_id_calib_and_ood_val_target1pct,-3.9954105746196236,0.01,0.006,True,0.9997610181818182,0.998084817388284,0.004,0.9927272727272727,True,1375,10000,16,outputLayer_transformer_mean_pool,D:\study\paper\anomaly_detection\paper04\KitNET-py-master\KitNET-py-master\runs\frontend100_tailreg_stage1_2026-03-27\transformer_seed42\kitnet_transformer_seed42.ckpt,0.7674786001443863,0.023386700078845024,117,116
original100_plus_transformer_hidden_fixed_guard_lr,original100_plus_transformer_hidden,fixed_ood_weight_2,original100_flat100_plus_transformer_hidden16,32,49,heldout_support_47_51,2.0,guarded_id_calib_and_ood_val_target1pct,-2.915384548549658,0.0098,0.002,True,0.9946789818181818,0.993739112410584,0.0029,0.9905454545454545,True,1375,10000,16,outputLayer_transformer_mean_pool,D:\study\paper\anomaly_detection\paper04\KitNET-py-master\KitNET-py-master\runs\frontend100_tailreg_stage1_2026-03-27\transformer_seed42\kitnet_transformer_seed42.ckpt,0.8691970999352634,0.01979000004939735,117,116
original100_plus_transformer_hidden_fixed_guard_lr,original100_plus_transformer_hidden,fixed_ood_weight_2,original100_flat100_plus_transformer_hidden16,32,50,heldout_support_47_51,2.0,guarded_id_calib_and_ood_val_target1pct,-2.8173594579989274,0.01,0.0015,True,0.9999154181818182,0.9988444348410546,0.0022,1.0,True,1375,10000,16,outputLayer_transformer_mean_pool,D:\study\paper\anomaly_detection\paper04\KitNET-py-master\KitNET-py-master\runs\frontend100_tailreg_stage1_2026-03-27\transformer_seed42\kitnet_transformer_seed42.ckpt,0.9137571000028402,0.018867899896577,117,116
original100_plus_transformer_hidden_fixed_guard_lr,original100_plus_transformer_hidden,fixed_ood_weight_2,original100_flat100_plus_transformer_hidden16,32,51,heldout_support_47_51,2.0,guarded_id_calib_and_ood_val_target1pct,-3.0844718060422402,0.01,0.0025,True,0.9870493090909092,0.9197435885600572,0.009,0.9847272727272727,True,1375,10000,16,outputLayer_transformer_mean_pool,D:\study\paper\anomaly_detection\paper04\KitNET-py-master\KitNET-py-master\runs\frontend100_tailreg_stage1_2026-03-27\transformer_seed42\kitnet_transformer_seed42.ckpt,0.7886597001925111,0.019028499955311418,117,116
