seed_group,method,representation,guard_type,input_mode,positive_budget,ood_negative_weight,threshold_policy,n_seeds,auc_mean,auc_std,auc_min,auc_max,pr_auc_mean,pr_auc_min,pr_auc_max,ood_alarm_mean,ood_alarm_std,ood_alarm_min,ood_alarm_max,attack_detection_mean,attack_detection_std,attack_detection_min,attack_detection_max,feasible_rate,parameter_count_mean,feature_dim,hidden_dim
heldout_support_47_51,original100_plus_transformer_hidden_fixed_guard_lr,original100_plus_transformer_hidden,fixed_ood_weight_2,original100_flat100_plus_transformer_hidden16,32,2.0,guarded_id_calib_and_ood_val_target1pct,5,0.9954191854545454,0.005237946731501672,0.9870493090909092,0.9999154181818182,0.9810305256664316,0.9197435885600572,0.9988444348410546,0.00398,0.0029277978072264482,0.0018,0.009,0.9917090909090909,0.005505219161534715,0.9847272727272727,1.0,1.0,117.0,116,16
heldout_support_47_51,transformer_hidden_fixed_guard_lr,transformer_hidden,fixed_ood_weight_2,transformer_outputlayer_meanpooled_hidden16,32,2.0,guarded_id_calib_and_ood_val_target1pct,5,0.6145138472727273,0.012921957302457923,0.5981362909090908,0.6256542545454545,0.5360510749278926,0.5107823379583507,0.5497364467634909,0.01394,0.0036841552627434144,0.0093,0.0169,0.47941818181818185,0.03754587276896718,0.43272727272727274,0.5076363636363637,0.2,17.0,16,16
heldout_support_47_51,transformer_hidden_plain_lr,transformer_hidden,plain,transformer_outputlayer_meanpooled_hidden16,32,1.0,guarded_id_calib_and_ood_val_target1pct,5,0.6044049890909091,0.007812390753088495,0.5952073454545455,0.6142186181818182,0.5286954050758687,0.5089453968723985,0.540719704541516,0.014280000000000001,0.003256071252291634,0.0093,0.0165,0.48014545454545454,0.03492196732220126,0.4334545454545455,0.5054545454545455,0.2,17.0,16,16
main_paired_42_46,original100_plus_transformer_hidden_fixed_guard_lr,original100_plus_transformer_hidden,fixed_ood_weight_2,original100_flat100_plus_transformer_hidden16,32,2.0,guarded_id_calib_and_ood_val_target1pct,5,0.9919892218181818,0.006542678059087102,0.9817119272727273,0.9987502545454545,0.9715660219860327,0.9208681689812361,0.9904871820391671,0.0034799999999999996,0.0015801898620102584,0.0017,0.0058,0.9447272727272727,0.02258061774001453,0.9258181818181819,0.9832727272727273,1.0,117.0,116,16
main_paired_42_46,transformer_hidden_fixed_guard_lr,transformer_hidden,fixed_ood_weight_2,transformer_outputlayer_meanpooled_hidden16,32,2.0,guarded_id_calib_and_ood_val_target1pct,5,0.6148366690909091,0.007423821336800038,0.6057841454545454,0.6259116363636363,0.5389551493964215,0.5272576448927992,0.549341906575684,0.01474,0.0037766387171663633,0.008,0.0168,0.49134545454545453,0.032818458825323006,0.43272727272727274,0.509090909090909,0.2,17.0,16,16
main_paired_42_46,transformer_hidden_plain_lr,transformer_hidden,plain,transformer_outputlayer_meanpooled_hidden16,32,1.0,guarded_id_calib_and_ood_val_target1pct,5,0.6058683927272728,0.004313355422168501,0.6000863999999999,0.6118878545454545,0.5326854726418626,0.518907549614353,0.5397640291884219,0.01472,0.0037579249593359364,0.008,0.0165,0.48974545454545454,0.036358545098131946,0.42472727272727273,0.5076363636363637,0.2,17.0,16,16
