bank_name,threshold_rule,seeds,support_val_detection_mean,support_val_detection_min,support_val_detection_max,medium_attack_eval_detection_report_only_mean,medium_attack_eval_detection_report_only_min,medium_attack_eval_detection_report_only_max,dev_heavy_query_detection_report_only_mean,dev_heavy_query_detection_report_only_min,dev_heavy_query_detection_report_only_max,id_calib_alarm_mean,id_calib_alarm_min,id_calib_alarm_max,ood_val_alarm_mean,ood_val_alarm_min,ood_val_alarm_max,final_ood_alarm_report_only_mean,final_ood_alarm_report_only_min,final_ood_alarm_report_only_max,active_label_budget_mean,active_label_budget_min,active_label_budget_max,confirmed_attack_count_mean,confirmed_attack_count_min,confirmed_attack_count_max,bank_train_rows_mean,bank_train_rows_min,bank_train_rows_max,bank_total_rows_mean,bank_total_rows_min,bank_total_rows_max,triple_attack_min,attack_recovery_ge_095_all_three,attack_recovery_ge_090_all_three,medium_retention_delta_vs_base_min,heavy_gain_delta_vs_base_min
base128_retained_plus_active128_bank256,np_orderstat_id_ood_1pct,5,0.8,0.6875,0.96875,0.5361777777777779,0.07288888888888889,0.7435555555555555,0.9376,0.81925,0.99375,0.0,0.0,0.0,0.0012000000000000001,0.0,0.004666666666666667,0.0154,0.002,0.04033333333333333,128.0,128.0,128.0,128.0,128.0,128.0,224.0,224.0,224.0,256.0,256.0,256.0,0.07288888888888889,False,False,-0.9164444444444444,0.63975
base128_retained_plus_active128_bank256,support_val_guided_empirical_1pct,5,0.8,0.6875,0.96875,0.5254222222222222,0.07288888888888889,0.7386666666666667,0.9375,0.81925,0.99375,0.0,0.0,0.0,0.0010666666666666667,0.0,0.004666666666666667,0.014266666666666667,0.002,0.04033333333333333,128.0,128.0,128.0,128.0,128.0,128.0,224.0,224.0,224.0,256.0,256.0,256.0,0.07288888888888889,False,False,-0.9031111111111111,0.64075
base128_retained_plus_active64_bank192,np_orderstat_id_ood_1pct,5,0.85,0.71875,1.0,0.7861333333333334,0.6662222222222223,0.964,0.9919,0.979,0.9995,0.0,0.0,0.0,0.0010666666666666667,0.0,0.005333333333333333,0.044866666666666666,0.0033333333333333335,0.124,64.0,64.0,64.0,64.0,64.0,64.0,160.0,160.0,160.0,192.0,192.0,192.0,0.6662222222222223,False,False,-0.323111111111111,0.7995
base128_retained_plus_active64_bank192,support_val_guided_empirical_1pct,5,0.85,0.71875,1.0,0.7690666666666667,0.6662222222222223,0.8786666666666667,0.9916,0.979,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0344,0.0033333333333333335,0.07166666666666667,64.0,64.0,64.0,64.0,64.0,64.0,160.0,160.0,160.0,192.0,192.0,192.0,0.6662222222222223,False,False,-0.3097777777777777,0.8005
base_kcenter128_only,np_orderstat_id_ood_1pct,5,0.975,0.96875,1.0,0.992,0.9893333333333333,0.9928888888888889,0.48489999999999994,0.1795,0.93475,0.005666666666666667,0.0033333333333333335,0.008333333333333333,0.0022666666666666664,0.0,0.005333333333333333,0.06233333333333333,0.008,0.163,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,96.0,128.0,128.0,128.0,0.1795,False,False,0.0,0.0
base_kcenter128_only,support_val_guided_empirical_1pct,5,0.975,0.96875,1.0,0.9891555555555556,0.976,0.9928888888888889,0.48155000000000003,0.1785,0.93475,0.002666666666666667,0.0,0.005,0.0,0.0,0.0,0.0204,0.002,0.083,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,96.0,128.0,128.0,128.0,0.1785,False,False,0.0,0.0
