dataset,holdout,method,method_version,seed_group,ood_target,ood_target_label,n_seeds,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,attack_high_detection_mean,attack_high_detection_std,attack_high_detection_min,attack_high_detection_max,final_ood_high_alarm_mean,final_ood_high_alarm_std,final_ood_high_alarm_min,final_ood_high_alarm_max,feasible_rate,threshold_mean,threshold_min,threshold_max,feature_dim,selected_feature_count,train_time_mean,inference_time_mean,support_provenance_clean_rate,threshold_provenance_clean_rate
harder_holdout,chrono_late_train_early_eval,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,heldout_47_51,0.015,1.5pct,5,0.705273963806188,0.0,0.7560938824515404,0.0,0.6809690601284296,0.0,0.6809690601284296,0.6809690601284296,0.0019,0.0,0.0019,0.0019,1.0,-3.4369717597355867,-3.4369717597355867,-3.4369717597355867,100,0,0.8458193400001619,0.022515779999957887,1.0,1.0
harder_holdout,chrono_late_train_early_eval,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,main_42_46,0.015,1.5pct,5,0.705273963806188,0.0,0.7560938824515404,0.0,0.6809690601284296,0.0,0.6809690601284296,0.6809690601284296,0.0019,0.0,0.0019,0.0019,1.0,-3.4369717597355867,-3.4369717597355867,-3.4369717597355867,100,0,1.001897099999951,0.02573843999980454,1.0,1.0
harder_holdout,chrono_late_train_early_eval,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,heldout_47_51,0.015,1.5pct,5,0.9806204028021016,0.0,0.9612652574285201,0.0,0.7641564506713369,0.0,0.7641564506713369,0.7641564506713369,0.0139,0.0,0.0139,0.0139,0.0,-1.071366076589143,-1.071366076589143,-1.071366076589143,32,32,0.20169379999988452,0.008498879999933706,1.0,1.0
harder_holdout,chrono_late_train_early_eval,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,main_42_46,0.015,1.5pct,5,0.9806204028021016,0.0,0.9612652574285201,0.0,0.7641564506713369,0.0,0.7641564506713369,0.7641564506713369,0.0139,0.0,0.0139,0.0139,0.0,-1.071366076589143,-1.071366076589143,-1.071366076589143,32,32,0.19681844000024284,0.00874106000028405,1.0,1.0
harder_holdout,chrono_late_train_early_eval,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,heldout_47_51,0.02,2.0pct,5,0.705273963806188,0.0,0.7560938824515404,0.0,0.6827203736135435,0.0,0.6827203736135435,0.6827203736135435,0.0028,0.0,0.0028,0.0028,1.0,-3.6444497027958134,-3.644449702795814,-3.644449702795814,100,0,0.8458193400001619,0.022515779999957887,1.0,1.0
harder_holdout,chrono_late_train_early_eval,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,main_42_46,0.02,2.0pct,5,0.705273963806188,0.0,0.7560938824515404,0.0,0.6827203736135435,0.0,0.6827203736135435,0.6827203736135435,0.0028,0.0,0.0028,0.0028,1.0,-3.6444497027958134,-3.644449702795814,-3.644449702795814,100,0,1.001897099999951,0.02573843999980454,1.0,1.0
harder_holdout,chrono_late_train_early_eval,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,heldout_47_51,0.02,2.0pct,5,0.9806204028021016,0.0,0.9612652574285201,0.0,0.8032691185055458,0.0,0.8032691185055458,0.8032691185055458,0.019,0.0,0.019,0.019,0.0,-1.8563854153752692,-1.8563854153752692,-1.8563854153752692,32,32,0.20169379999988452,0.008498879999933706,1.0,1.0
harder_holdout,chrono_late_train_early_eval,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,main_42_46,0.02,2.0pct,5,0.9806204028021016,0.0,0.9612652574285201,0.0,0.8032691185055458,0.0,0.8032691185055458,0.8032691185055458,0.019,0.0,0.019,0.019,0.0,-1.8563854153752692,-1.8563854153752692,-1.8563854153752692,32,32,0.19681844000024284,0.00874106000028405,1.0,1.0
harder_holdout,holdout_bin_2,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,heldout_47_51,0.005,0.5pct,5,0.39120140949554894,0.0,0.40456989791595277,0.0,0.32047477744807124,0.0,0.32047477744807124,0.32047477744807124,0.001,0.0,0.001,0.001,1.0,-2.581646605551015,-2.581646605551015,-2.581646605551015,100,0,0.7117524600000251,0.0196592000002056,1.0,1.0
harder_holdout,holdout_bin_2,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,main_42_46,0.005,0.5pct,5,0.39120140949554894,0.0,0.40456989791595277,0.0,0.32047477744807124,0.0,0.32047477744807124,0.32047477744807124,0.001,0.0,0.001,0.001,1.0,-2.581646605551015,-2.581646605551015,-2.581646605551015,100,0,0.7717938400001003,0.021688199999880454,1.0,1.0
harder_holdout,holdout_bin_2,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,heldout_47_51,0.005,0.5pct,5,0.9406764094955488,0.0,0.8874848250315692,0.0,0.7974777448071216,0.0,0.7974777448071216,0.7974777448071216,0.0051,0.0,0.0051,0.0051,1.0,-1.4566658383604079,-1.4566658383604079,-1.4566658383604079,32,32,0.18765320000002247,0.006682500000351865,1.0,1.0
harder_holdout,holdout_bin_2,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,main_42_46,0.005,0.5pct,5,0.9406764094955488,0.0,0.8874848250315692,0.0,0.7974777448071216,0.0,0.7974777448071216,0.7974777448071216,0.0051,0.0,0.0051,0.0051,1.0,-1.4566658383604079,-1.4566658383604079,-1.4566658383604079,32,32,0.1955681600000389,0.006554299999697833,1.0,1.0
harder_holdout,holdout_bin_2,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,heldout_47_51,0.008,0.8pct,5,0.39120140949554894,0.0,0.40456989791595277,0.0,0.3249258160237389,0.0,0.3249258160237389,0.3249258160237389,0.001,0.0,0.001,0.001,1.0,-2.8906883451807137,-2.8906883451807137,-2.8906883451807137,100,0,0.7117524600000251,0.0196592000002056,1.0,1.0
harder_holdout,holdout_bin_2,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,main_42_46,0.008,0.8pct,5,0.39120140949554894,0.0,0.40456989791595277,0.0,0.3249258160237389,0.0,0.3249258160237389,0.3249258160237389,0.001,0.0,0.001,0.001,1.0,-2.8906883451807137,-2.8906883451807137,-2.8906883451807137,100,0,0.7717938400001003,0.021688199999880454,1.0,1.0
harder_holdout,holdout_bin_2,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,heldout_47_51,0.008,0.8pct,5,0.9406764094955488,0.0,0.8874848250315692,0.0,0.8078635014836795,0.0,0.8078635014836796,0.8078635014836796,0.0061,0.0,0.0061,0.0061,1.0,-1.8428993629358472,-1.8428993629358474,-1.8428993629358474,32,32,0.18765320000002247,0.006682500000351865,1.0,1.0
harder_holdout,holdout_bin_2,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,main_42_46,0.008,0.8pct,5,0.9406764094955488,0.0,0.8874848250315692,0.0,0.8078635014836795,0.0,0.8078635014836796,0.8078635014836796,0.0061,0.0,0.0061,0.0061,1.0,-1.8428993629358472,-1.8428993629358474,-1.8428993629358474,32,32,0.1955681600000389,0.006554299999697833,1.0,1.0
harder_holdout,holdout_bin_2,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,heldout_47_51,0.01,1.0pct,5,0.39120140949554894,0.0,0.40456989791595277,0.0,0.3264094955489614,0.0,0.3264094955489614,0.3264094955489614,0.0011,0.0,0.0011,0.0011,1.0,-3.126371385544741,-3.126371385544741,-3.126371385544741,100,0,0.7117524600000251,0.0196592000002056,1.0,1.0
harder_holdout,holdout_bin_2,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,main_42_46,0.01,1.0pct,5,0.39120140949554894,0.0,0.40456989791595277,0.0,0.3264094955489614,0.0,0.3264094955489614,0.3264094955489614,0.0011,0.0,0.0011,0.0011,1.0,-3.126371385544741,-3.126371385544741,-3.126371385544741,100,0,0.7717938400001003,0.021688199999880454,1.0,1.0
harder_holdout,holdout_bin_2,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,heldout_47_51,0.01,1.0pct,5,0.9406764094955488,0.0,0.8874848250315692,0.0,0.8093471810089021,0.0,0.8093471810089021,0.8093471810089021,0.006799999999999999,0.0,0.0068,0.0068,1.0,-1.9876145615455427,-1.9876145615455427,-1.9876145615455427,32,32,0.18765320000002247,0.006682500000351865,1.0,1.0
harder_holdout,holdout_bin_2,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,main_42_46,0.01,1.0pct,5,0.9406764094955488,0.0,0.8874848250315692,0.0,0.8093471810089021,0.0,0.8093471810089021,0.8093471810089021,0.006799999999999999,0.0,0.0068,0.0068,1.0,-1.9876145615455427,-1.9876145615455427,-1.9876145615455427,32,32,0.1955681600000389,0.006554299999697833,1.0,1.0
harder_holdout,holdout_bin_2,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,heldout_47_51,0.012,1.2pct,5,0.39120140949554894,0.0,0.40456989791595277,0.0,0.327893175074184,0.0,0.327893175074184,0.327893175074184,0.0012,0.0,0.0012,0.0012,1.0,-3.2619715072620465,-3.2619715072620465,-3.2619715072620465,100,0,0.7117524600000251,0.0196592000002056,1.0,1.0
harder_holdout,holdout_bin_2,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,main_42_46,0.012,1.2pct,5,0.39120140949554894,0.0,0.40456989791595277,0.0,0.327893175074184,0.0,0.327893175074184,0.327893175074184,0.0012,0.0,0.0012,0.0012,1.0,-3.2619715072620465,-3.2619715072620465,-3.2619715072620465,100,0,0.7717938400001003,0.021688199999880454,1.0,1.0
harder_holdout,holdout_bin_2,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,heldout_47_51,0.012,1.2pct,5,0.9406764094955488,0.0,0.8874848250315692,0.0,0.8123145400593472,0.0,0.8123145400593472,0.8123145400593472,0.007299999999999999,0.0,0.0073,0.0073,1.0,-2.126415783477891,-2.126415783477891,-2.126415783477891,32,32,0.18765320000002247,0.006682500000351865,1.0,1.0
harder_holdout,holdout_bin_2,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,main_42_46,0.012,1.2pct,5,0.9406764094955488,0.0,0.8874848250315692,0.0,0.8123145400593472,0.0,0.8123145400593472,0.8123145400593472,0.007299999999999999,0.0,0.0073,0.0073,1.0,-2.126415783477891,-2.126415783477891,-2.126415783477891,32,32,0.1955681600000389,0.006554299999697833,1.0,1.0
harder_holdout,holdout_bin_2,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,heldout_47_51,0.015,1.5pct,5,0.39120140949554894,0.0,0.40456989791595277,0.0,0.33160237388724034,0.0,0.33160237388724034,0.33160237388724034,0.0014,0.0,0.0014,0.0014,1.0,-3.4184915921835453,-3.4184915921835453,-3.4184915921835453,100,0,0.7117524600000251,0.0196592000002056,1.0,1.0
harder_holdout,holdout_bin_2,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,main_42_46,0.015,1.5pct,5,0.39120140949554894,0.0,0.40456989791595277,0.0,0.33160237388724034,0.0,0.33160237388724034,0.33160237388724034,0.0014,0.0,0.0014,0.0014,1.0,-3.4184915921835453,-3.4184915921835453,-3.4184915921835453,100,0,0.7717938400001003,0.021688199999880454,1.0,1.0
harder_holdout,holdout_bin_2,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,heldout_47_51,0.015,1.5pct,5,0.9406764094955488,0.0,0.8874848250315692,0.0,0.8204747774480712,0.0,0.8204747774480712,0.8204747774480712,0.0081,0.0,0.0081,0.0081,1.0,-2.3361322451042112,-2.3361322451042112,-2.3361322451042112,32,32,0.18765320000002247,0.006682500000351865,1.0,1.0
harder_holdout,holdout_bin_2,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,main_42_46,0.015,1.5pct,5,0.9406764094955488,0.0,0.8874848250315692,0.0,0.8204747774480712,0.0,0.8204747774480712,0.8204747774480712,0.0081,0.0,0.0081,0.0081,1.0,-2.3361322451042112,-2.3361322451042112,-2.3361322451042112,32,32,0.1955681600000389,0.006554299999697833,1.0,1.0
harder_holdout,holdout_bin_2,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,heldout_47_51,0.02,2.0pct,5,0.39120140949554894,0.0,0.40456989791595277,0.0,0.3353115727002967,0.0,0.3353115727002967,0.3353115727002967,0.0016,0.0,0.0016,0.0016,1.0,-3.5529003738716143,-3.5529003738716143,-3.5529003738716143,100,0,0.7117524600000251,0.0196592000002056,1.0,1.0
harder_holdout,holdout_bin_2,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,main_42_46,0.02,2.0pct,5,0.39120140949554894,0.0,0.40456989791595277,0.0,0.3353115727002967,0.0,0.3353115727002967,0.3353115727002967,0.0016,0.0,0.0016,0.0016,1.0,-3.5529003738716143,-3.5529003738716143,-3.5529003738716143,100,0,0.7717938400001003,0.021688199999880454,1.0,1.0
harder_holdout,holdout_bin_2,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,heldout_47_51,0.02,2.0pct,5,0.9406764094955488,0.0,0.8874848250315692,0.0,0.8241839762611276,0.0,0.8241839762611276,0.8241839762611276,0.0084,0.0,0.0084,0.0084,1.0,-2.4899297844084507,-2.4899297844084507,-2.4899297844084507,32,32,0.18765320000002247,0.006682500000351865,1.0,1.0
harder_holdout,holdout_bin_2,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,main_42_46,0.02,2.0pct,5,0.9406764094955488,0.0,0.8874848250315692,0.0,0.8241839762611276,0.0,0.8241839762611276,0.8241839762611276,0.0084,0.0,0.0084,0.0084,1.0,-2.4899297844084507,-2.4899297844084507,-2.4899297844084507,32,32,0.1955681600000389,0.006554299999697833,1.0,1.0
primary_lowood,primary_lowood,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,heldout_47_51,0.005,0.5pct,5,0.9925373090909092,0.0,0.9695076293611751,0.0,0.9287272727272727,0.0,0.9287272727272727,0.9287272727272727,0.0028,0.0,0.0028,0.0028,1.0,-2.283850927043697,-2.283850927043697,-2.283850927043697,100,0,1.2423985999999787,0.02542437999982212,1.0,1.0
primary_lowood,primary_lowood,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,main_42_46,0.005,0.5pct,5,0.9925373090909092,0.0,0.9695076293611751,0.0,0.9287272727272727,0.0,0.9287272727272727,0.9287272727272727,0.0028,0.0,0.0028,0.0028,1.0,-2.283850927043697,-2.283850927043697,-2.283850927043697,100,0,1.4323482799996783,0.030271019999781858,1.0,1.0
primary_lowood,primary_lowood,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,heldout_47_51,0.005,0.5pct,5,0.9546770181818183,0.0,0.9482192541507887,0.0,0.9236363636363636,0.0,0.9236363636363636,0.9236363636363636,0.013300000000000001,0.0,0.0133,0.0133,0.0,-3.2324561958544265,-3.232456195854427,-3.232456195854427,32,32,0.23949805999982346,0.012892620000093303,1.0,1.0
primary_lowood,primary_lowood,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,main_42_46,0.005,0.5pct,5,0.9546770181818183,0.0,0.9482192541507887,0.0,0.9236363636363636,0.0,0.9236363636363636,0.9236363636363636,0.013300000000000001,0.0,0.0133,0.0133,0.0,-3.2324561958544265,-3.232456195854427,-3.232456195854427,32,32,0.26612314000012705,0.01137964000008651,1.0,1.0
primary_lowood,primary_lowood,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,heldout_47_51,0.008,0.8pct,5,0.9925373090909092,0.0,0.9695076293611751,0.0,0.9294545454545455,0.0,0.9294545454545454,0.9294545454545454,0.0035000000000000005,0.0,0.0035,0.0035,1.0,-2.5511138191112526,-2.5511138191112526,-2.5511138191112526,100,0,1.2423985999999787,0.02542437999982212,1.0,1.0
primary_lowood,primary_lowood,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,main_42_46,0.008,0.8pct,5,0.9925373090909092,0.0,0.9695076293611751,0.0,0.9294545454545455,0.0,0.9294545454545454,0.9294545454545454,0.0035000000000000005,0.0,0.0035,0.0035,1.0,-2.5511138191112526,-2.5511138191112526,-2.5511138191112526,100,0,1.4323482799996783,0.030271019999781858,1.0,1.0
primary_lowood,primary_lowood,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,heldout_47_51,0.008,0.8pct,5,0.9546770181818183,0.0,0.9482192541507887,0.0,0.9243636363636364,0.0,0.9243636363636364,0.9243636363636364,0.014599999999999998,0.0,0.0146,0.0146,0.0,-3.340601775032772,-3.340601775032772,-3.340601775032772,32,32,0.23949805999982346,0.012892620000093303,1.0,1.0
primary_lowood,primary_lowood,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,main_42_46,0.008,0.8pct,5,0.9546770181818183,0.0,0.9482192541507887,0.0,0.9243636363636364,0.0,0.9243636363636364,0.9243636363636364,0.014599999999999998,0.0,0.0146,0.0146,0.0,-3.340601775032772,-3.340601775032772,-3.340601775032772,32,32,0.26612314000012705,0.01137964000008651,1.0,1.0
primary_lowood,primary_lowood,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,heldout_47_51,0.01,1.0pct,5,0.9925373090909092,0.0,0.9695076293611751,0.0,0.9294545454545455,0.0,0.9294545454545454,0.9294545454545454,0.0036,0.0,0.0036,0.0036,1.0,-2.646479427395543,-2.646479427395543,-2.646479427395543,100,0,1.2423985999999787,0.02542437999982212,1.0,1.0
primary_lowood,primary_lowood,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,main_42_46,0.01,1.0pct,5,0.9925373090909092,0.0,0.9695076293611751,0.0,0.9294545454545455,0.0,0.9294545454545454,0.9294545454545454,0.0036,0.0,0.0036,0.0036,1.0,-2.646479427395543,-2.646479427395543,-2.646479427395543,100,0,1.4323482799996783,0.030271019999781858,1.0,1.0
primary_lowood,primary_lowood,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,heldout_47_51,0.01,1.0pct,5,0.9546770181818183,0.0,0.9482192541507887,0.0,0.9243636363636364,0.0,0.9243636363636364,0.9243636363636364,0.0156,0.0,0.0156,0.0156,0.0,-3.426404387097379,-3.426404387097379,-3.426404387097379,32,32,0.23949805999982346,0.012892620000093303,1.0,1.0
primary_lowood,primary_lowood,V2_selected_source_rich_top32_kcenter32_fixed_guard_lr,V2_LOW_GUARD_plus,main_42_46,0.01,1.0pct,5,0.9546770181818183,0.0,0.9482192541507887,0.0,0.9243636363636364,0.0,0.9243636363636364,0.9243636363636364,0.0156,0.0,0.0156,0.0156,0.0,-3.426404387097379,-3.426404387097379,-3.426404387097379,32,32,0.26612314000012705,0.01137964000008651,1.0,1.0
primary_lowood,primary_lowood,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,heldout_47_51,0.012,1.2pct,5,0.9925373090909092,0.0,0.9695076293611751,0.0,0.9309090909090909,0.0,0.9309090909090909,0.9309090909090909,0.0038,0.0,0.0038,0.0038,1.0,-2.7115290745656973,-2.7115290745656973,-2.7115290745656973,100,0,1.2423985999999787,0.02542437999982212,1.0,1.0
primary_lowood,primary_lowood,V1_original100_kcenter32_fixed_guard_lr,V1_LOW_GUARD_minimal,main_42_46,0.012,1.2pct,5,0.9925373090909092,0.0,0.9695076293611751,0.0,0.9309090909090909,0.0,0.9309090909090909,0.9309090909090909,0.0038,0.0,0.0038,0.0038,1.0,-2.7115290745656973,-2.7115290745656973,-2.7115290745656973,100,0,1.4323482799996783,0.030271019999781858,1.0,1.0
