source_path,file_type,contains_timestamp,contains_packet_order,contains_bin_id,contains_row_id,contains_split_label,contains_support_id,contains_eval_id,contains_attack_family,contains_capture_id,usable_for_temporal_split,usable_for_leakage_audit,notes
runs/frontend100_deep_svdd_baseline_2026-04-09/upload_manifest.txt,txt,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_deep_svdd_baseline_smoketest_2026-04-09/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_deep_svdd_baseline_smoketest_2026-04-09/deep_svdd_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_deep_svdd_baseline_smoketest_2026-04-09_b/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_deep_svdd_baseline_smoketest_2026-04-09_b/deep_svdd_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_deep_svdd_baseline_smoketest_2026-04-09_c/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_deep_svdd_baseline_smoketest_2026-04-09_c/deep_svdd_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_diagload_gate_multiseed_2026-04-08/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_diagload_gate_multiseed_2026-04-08/diagload_gate_multiseed_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_diagload_gate_rescue_2026-04-08/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_diagload_gate_rescue_2026-04-08/diagload_gate_rescue_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_diagload_overlap_analysis_2026-04-08/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_diagload_overlap_analysis_2026-04-08/failure_overlap_manifest.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_diagload_overlap_analysis_2026-04-08/failure_overlap_sample_manifest.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_diagload_sweep_no_compact_2026-04-08/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_diagload_sweep_no_compact_2026-04-08/diagload_sweep_manifest.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_ensemble_distillation_v1_2026-04-11/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_ensemble_distillation_v1_2026-04-11/ensemble_distillation_v1_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_ensemble_distillation_v1_smoke_2026-04-11/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_ensemble_distillation_v1_smoke_2026-04-11/ensemble_distillation_v1_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_external_baselines_2026-04-08/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_external_baselines_2026-04-08/external_baseline_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_final_candidate_audit_2026-04-08/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_final_candidate_audit_2026-04-08/final_candidate_audit_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_latent_compact_v3_2026-04-05/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_compact_v3_2026-04-05/run_spec.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_compact_v3_2026-04-05/upload_manifest.txt,txt,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_latent_compact_v3_2026-04-05_local_live/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_compact_v3_2026-04-05_local_live/latent_compact_v3_config_manifest.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_compact_v3_2026-04-05_local_live/latent_compact_v3_lc0p01_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_compact_v3_2026-04-05_local_live/latent_compact_v3_lc0p05_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_compact_v3_2026-04-05_local_live/latent_compact_v3_lc0p10_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_compact_v3_2026-04-05_local_live/latent_compact_v3_lc0p50_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_compact_v3_2026-04-05_local_live/rescoring_hybrid/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_compact_v3_2026-04-05_local_live/rescoring_hybrid/negative_recipe_rescoring_manifest.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_compact_v3_2026-04-05_local_live/run_spec.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_latent_compact_v3_smoketest_2026-04-05/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_latent_compact_v3_smoketest_2026-04-05/latent_compact_v3_lc0p01_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_contrastive_compact_v2_2026-04-04/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_contrastive_compact_v2_2026-04-04/latent_contrastive_compact_v2_config_manifest.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_contrastive_compact_v2_2026-04-04/transformer_latent_contrastive_compact_v2_m5.0_lm0.5_lc0.01_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_contrastive_compact_v2_2026-04-04/transformer_latent_contrastive_compact_v2_m5.0_lm0.5_lc0.05_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_contrastive_compact_v2_2026-04-04/transformer_latent_contrastive_compact_v2_m5.0_lm0.5_lc0.10_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_contrastive_v1_2026-04-04/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_contrastive_v1_2026-04-04/latent_contrastive_v1_config_manifest.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_contrastive_v1_2026-04-04/transformer_latent_contrastive_v1_m1.0_l0.1_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_contrastive_v1_2026-04-04/transformer_latent_contrastive_v1_m1.0_l0.5_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_contrastive_v1_2026-04-04/transformer_latent_contrastive_v1_m5.0_l0.1_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_contrastive_v1_2026-04-04/transformer_latent_contrastive_v1_m5.0_l0.5_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_ensemble_cost_ablation_2026-04-08/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_latent_ensemble_cost_ablation_2026-04-08/latent_ensemble_cost_ablation_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_latent_scorer_benchmark_2026-04-06/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_scorer_benchmark_2026-04-06/latent_scorer_benchmark_manifest.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_scorer_benchmark_smoketest_2026-04-06/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_scorer_benchmark_smoketest_2026-04-06/latent_scorer_benchmark_manifest.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_latent_seed_ensemble_2026-04-08/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_latent_seed_ensemble_2026-04-08/latent_seed_ensemble_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_latent_seed_ensemble_idq_sweep_2026-04-08/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_latent_seed_ensemble_idq_sweep_2026-04-08/latent_seed_ensemble_idq_sweep_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_latent_tail_seed_diagnostics_2026-04-08/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_latent_tail_seed_diagnostics_2026-04-08/latent_tail_seed_diagnostics_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_locked_candidate_multiseed_2026-04-06/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_locked_candidate_multiseed_2026-04-06/latent_swap_spike_mix_seed101/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_locked_candidate_multiseed_2026-04-06/latent_swap_spike_mix_seed202/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_locked_candidate_multiseed_2026-04-06/latent_swap_spike_mix_seed303/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_locked_candidate_multiseed_2026-04-06/multiseed_locked_candidate_aggregate.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_locked_candidate_multiseed_2026-04-06/multiseed_locked_candidate_manifest.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_locked_candidate_multiseed_2026-04-06/multiseed_locked_candidate_pairwise_aggregate.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_locked_candidate_multiseed_2026-04-06/multiseed_locked_candidate_pairwise_per_seed.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_locked_candidate_multiseed_2026-04-06/multiseed_locked_candidate_results.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_locked_candidate_multiseed_2026-04-06/multiseed_locked_candidate_results.md,md,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_locked_candidate_multiseed_2026-04-06/multiseed_locked_candidate_summary.md,md,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_mae_latent_v1_2026-04-06/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_mae_latent_v1_2026-04-06/mae_latent_contrastive_v1_m0.3_hybrid_cosine_default_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_mae_latent_v1_2026-04-06/mae_latent_contrastive_v1_m0.4_hybrid_cosine_default_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_mae_latent_v1_2026-04-06/mae_latent_v1_config_manifest.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_mae_latent_v1_smoketest_2026-04-06/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_mae_latent_v1_smoketest_2026-04-06/smoke_m0.3_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_mae_tailreg_v1_2026-04-03/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_mae_tailreg_v1_2026-04-03/mae_tailreg_v1_config_manifest.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_mae_tailreg_v1_2026-04-03/transformer_mae_tailreg_v1_m0.3_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_mae_tailreg_v1_2026-04-03/transformer_mae_tailreg_v1_m0.4_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_mae_v1_2026-04-03/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_mae_v1_2026-04-03/mae_v1_config_manifest.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_mae_v1_2026-04-03/transformer_mae_v1_m0.3_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_mae_v1_2026-04-03/transformer_mae_v1_m0.4_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_mae_v1_2026-04-03/transformer_mae_v1_m0.5_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_mahalanobis_rescue_2026-04-07/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_mahalanobis_rescue_2026-04-07/mahalanobis_rescue_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_modern_tabular_baselines_ft_2026-04-13/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_modern_tabular_baselines_ft_2026-04-13/repo/ood/frontend100_crosscapture_calib_stability_report.py,py,no,no,no,no,yes,no,yes,no,yes,no,partial,code-level evidence only
runs/frontend100_modern_tabular_baselines_ft_2026-04-13/repo/ood/frontend100_crosscapture_stability_report.py,py,no,no,no,no,yes,no,no,no,yes,no,partial,code-level evidence only
runs/frontend100_modern_tabular_baselines_ft_2026-04-13/repo/ood/frontend100_locked_candidate_multiseed.py,py,no,no,no,no,yes,no,yes,no,no,no,partial,code-level evidence only
runs/frontend100_modern_tabular_baselines_ft_2026-04-13/repo/ood/frontend100_threshold_baseline.py,py,no,no,no,no,yes,no,yes,no,yes,no,partial,code-level evidence only
runs/frontend100_modern_tabular_baselines_ft_2026-04-13/repo/ood/frontend100_threshold_tradeoff_constrained.py,py,no,no,no,no,yes,no,yes,yes,no,no,partial,code-level evidence only
runs/frontend100_modern_tabular_baselines_ft_2026-04-13/repo/ood/prepare_frontend100_crosscapture_sources.py,py,no,no,no,no,no,no,no,no,yes,no,partial,code-level evidence only
runs/frontend100_modern_tabular_baselines_ft_2026-04-13/repo/ood/prepare_frontend_f2_crosscapture_sources.py,py,no,no,no,no,no,no,no,no,yes,no,partial,code-level evidence only
runs/frontend100_modern_tabular_baselines_ft_2026-04-13/run_spec.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_modern_tabular_baselines_ft_2026-04-13/source_root/runs/frontend100_joint_eval_stage2_2026-04-01/attack_manifest_stage2.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_modern_tabular_baselines_ft_2026-04-13/upload_manifest.txt,txt,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_modern_tabular_baselines_ft_2026-04-14/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_modern_tabular_baselines_ft_2026-04-14/manifests/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_modern_tabular_baselines_ft_2026-04-14/manifests/modern_tabular_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_modern_tabular_baselines_ft_2026-04-14/modern_tabular_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_modern_tabular_baselines_ft_2026-04-14/repo/ood/frontend100_crosscapture_calib_stability_report.py,py,no,no,no,no,yes,no,yes,no,yes,no,partial,code-level evidence only
runs/frontend100_modern_tabular_baselines_ft_2026-04-14/repo/ood/frontend100_crosscapture_stability_report.py,py,no,no,no,no,yes,no,no,no,yes,no,partial,code-level evidence only
runs/frontend100_modern_tabular_baselines_ft_2026-04-14/repo/ood/frontend100_locked_candidate_multiseed.py,py,no,no,no,no,yes,no,yes,no,no,no,partial,code-level evidence only
runs/frontend100_modern_tabular_baselines_ft_2026-04-14/repo/ood/frontend100_threshold_baseline.py,py,no,no,no,no,yes,no,yes,no,yes,no,partial,code-level evidence only
runs/frontend100_modern_tabular_baselines_ft_2026-04-14/repo/ood/frontend100_threshold_tradeoff_constrained.py,py,no,no,no,no,yes,no,yes,yes,no,no,partial,code-level evidence only
runs/frontend100_modern_tabular_baselines_ft_2026-04-14/repo/ood/prepare_frontend100_crosscapture_sources.py,py,no,no,no,no,no,no,no,no,yes,no,partial,code-level evidence only
runs/frontend100_modern_tabular_baselines_ft_2026-04-14/repo/ood/prepare_frontend_f2_crosscapture_sources.py,py,no,no,no,no,no,no,no,no,yes,no,partial,code-level evidence only
runs/frontend100_modern_tabular_baselines_ft_2026-04-14/run_spec.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_modern_tabular_baselines_ft_2026-04-14/source_root/runs/frontend100_joint_eval_stage2_2026-04-01/attack_manifest_stage2.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_modern_tabular_baselines_ft_2026-04-14/upload_manifest.txt,txt,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_modern_tabular_baselines_ft_smoke_2026-04-13/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_modern_tabular_baselines_ft_smoke_2026-04-13/modern_tabular_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_modern_tabular_baselines_resnet_2026-04-12/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_modern_tabular_baselines_resnet_2026-04-12/repo/ood/frontend100_crosscapture_calib_stability_report.py,py,no,no,no,no,yes,no,yes,no,yes,no,partial,code-level evidence only
runs/frontend100_modern_tabular_baselines_resnet_2026-04-12/repo/ood/frontend100_crosscapture_stability_report.py,py,no,no,no,no,yes,no,no,no,yes,no,partial,code-level evidence only
runs/frontend100_modern_tabular_baselines_resnet_2026-04-12/repo/ood/frontend100_locked_candidate_multiseed.py,py,no,no,no,no,yes,no,yes,no,no,no,partial,code-level evidence only
runs/frontend100_modern_tabular_baselines_resnet_2026-04-12/repo/ood/frontend100_threshold_baseline.py,py,no,no,no,no,yes,no,yes,no,yes,no,partial,code-level evidence only
runs/frontend100_modern_tabular_baselines_resnet_2026-04-12/repo/ood/frontend100_threshold_tradeoff_constrained.py,py,no,no,no,no,yes,no,yes,yes,no,no,partial,code-level evidence only
runs/frontend100_modern_tabular_baselines_resnet_2026-04-12/repo/ood/prepare_frontend100_crosscapture_sources.py,py,no,no,no,no,no,no,no,no,yes,no,partial,code-level evidence only
runs/frontend100_modern_tabular_baselines_resnet_2026-04-12/run_spec.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_modern_tabular_baselines_resnet_2026-04-12/source_root/runs/frontend100_joint_eval_stage2_2026-04-01/attack_manifest_stage2.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_modern_tabular_baselines_resnet_2026-04-12/upload_manifest.txt,txt,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_modern_tabular_baselines_smoke_2026-04-12/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_modern_tabular_baselines_smoke_2026-04-12/modern_tabular_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_modern_tabular_baselines_smoke_resnet_2026-04-12/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_modern_tabular_baselines_smoke_resnet_2026-04-12/modern_tabular_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_negative_recipe_rescoring_2026-04-05/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_negative_recipe_rescoring_2026-04-05/negative_recipe_rescoring_manifest.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_negative_semantics_ablation_2026-04-05/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_negative_semantics_ablation_2026-04-05/latent_permute_only_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_negative_semantics_ablation_2026-04-05/latent_permute_spike_mix_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_negative_semantics_ablation_2026-04-05/latent_spike_only_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_negative_semantics_ablation_2026-04-05/latent_swap_only_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_negative_semantics_ablation_2026-04-05/latent_swap_permute_mix_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_negative_semantics_ablation_2026-04-05/latent_swap_spike_mix_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_negative_semantics_ablation_2026-04-05/negative_semantics_ablation_manifest.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_recurrent_deep_baselines_2026-04-08/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_recurrent_deep_baselines_2026-04-08/recurrent_deep_baseline_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_runtime_benchmark_2026-04-09/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_runtime_benchmark_2026-04-09/runtime_benchmark_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_runtime_benchmark_smoketest_2026-04-09_b/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_runtime_benchmark_smoketest_2026-04-09_b/runtime_benchmark_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_score_postprocessing_2026-04-05/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_score_postprocessing_2026-04-05/score_postprocessing_manifest.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_structured_frontend_v1_smoke_2026-04-13/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_structured_frontend_v1_smoke_2026-04-13/structured_frontend_v1_config_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_temporal_frontend_v1_2026-04-08/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_temporal_frontend_v1_2026-04-08/temporal_frontend_v1_config_manifest.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_threshold_tradeoff_constrained_2026-04-02/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_threshold_tradeoff_constrained_2026-04-02/threshold_rule_manifest.json,json,no,no,no,no,yes,no,no,yes,no,no,yes,metadata fields detected
runs/frontend100_threshold_tradeoff_constrained_2026-04-02/threshold_tradeoff_results.csv,csv,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_threshold_tradeoff_constrained_2026-04-02/threshold_tradeoff_summary.md,md,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_timescale_tokenizer_v1_1_smoke_2026-04-13/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_timescale_tokenizer_v1_1_smoke_2026-04-13/timescale_tokenizer_v1_1_config_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_timescale_tokenizer_v1_2_smoke_2026-04-13/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_timescale_tokenizer_v1_2_smoke_2026-04-13/timescale_tokenizer_v1_2_config_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_timescale_tokenizer_v1_3_smoke_2026-04-13/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_timescale_tokenizer_v1_3_smoke_2026-04-13/timescale_tokenizer_v1_3_config_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_timescale_tokenizer_v1_smoke_2026-04-13/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_timescale_tokenizer_v1_smoke_2026-04-13/timescale_tokenizer_v1_config_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_transformer_self_audit_2026-04-02/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_transformer_self_audit_2026-04-02/transformer_self_audit_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_uncertainty_v1_2026-04-04/cache_scores/uncertainty_combined_nll_diagnostics.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend100_uncertainty_v1_2026-04-04/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_uncertainty_v1_2026-04-04/transformer_uncertainty_v1_seed42/config.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend100_uncertainty_v1_2026-04-04/uncertainty_v1_config_manifest.json,json,no,no,no,no,yes,no,no,no,no,no,yes,metadata fields detected
runs/frontend_f2_attack_source_2026-04-13/frontend_f2_attack_source_metadata.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend_f2_contrast_tokenizer_v1_smoke_2026-04-14/config.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
runs/frontend_f2_contrast_tokenizer_v1_smoke_2026-04-14/frontend_f2_contrast_manifest.json,json,no,no,no,no,no,no,no,no,no,no,no,no target metadata fields detected in header/head
