route,epoch,loss,ce,supcon,rex,held_value
H1_c1_mlp_ce,9,0.04695794249282164,0.04695794249282164,0.0,0.0,iotsim-hydraulic-system
H1_c1_mlp_ce,10,0.04333576450453085,0.04333576450453085,0.0,0.0,iotsim-hydraulic-system
H1_c1_mlp_ce,11,0.04008520767092705,0.04008520767092705,0.0,0.0,iotsim-hydraulic-system
H1_c1_mlp_ce,12,0.037015631247092694,0.037015631247092694,0.0,0.0,iotsim-hydraulic-system
H1_c1_mlp_ce,13,0.034326618975576234,0.034326618975576234,0.0,0.0,iotsim-hydraulic-system
H1_c1_mlp_ce,14,0.03185872404890902,0.03185872404890902,0.0,0.0,iotsim-hydraulic-system
H1_c1_mlp_ce,15,0.029644098242416102,0.029644098242416102,0.0,0.0,iotsim-hydraulic-system
H1_c1_mlp_ce,16,0.027558725108118617,0.027558725108118617,0.0,0.0,iotsim-hydraulic-system
H1_c1_mlp_ce,17,0.025676605784717726,0.025676605784717726,0.0,0.0,iotsim-hydraulic-system
H1_c1_mlp_ce,18,0.024012183003565845,0.024012183003565845,0.0,0.0,iotsim-hydraulic-system
H1_c1_mlp_ce,19,0.022456638076726126,0.022456638076726126,0.0,0.0,iotsim-hydraulic-system
H1_c1_mlp_ce,20,0.02104034767869641,0.02104034767869641,0.0,0.0,iotsim-hydraulic-system
H1_c1_mlp_ce,21,0.019762129248941645,0.019762129248941645,0.0,0.0,iotsim-hydraulic-system
H1_c1_mlp_ce,22,0.018583012361298588,0.018583012361298588,0.0,0.0,iotsim-hydraulic-system
H1_c1_mlp_ce,23,0.01752633661689127,0.01752633661689127,0.0,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,0,0.6571803583818323,0.12281914844232447,5.343611997716567,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,1,0.6190530833076028,0.10073876906843747,5.183143082787009,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,2,0.6024152110604679,0.08885625136249206,5.135589543510886,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,3,0.5928248482591966,0.08073144975830526,5.1209339534535125,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,4,0.5851187285254983,0.07379446595030673,5.1132424298454735,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,5,0.5786224919206956,0.06782006757224307,5.108024400823257,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,6,0.5732333660125732,0.06241654626586858,5.108167984906365,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,7,0.5683416303466348,0.057520031490746665,5.10821600521312,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,8,0.5636088357252234,0.053009692360373104,5.105991363525391,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,9,0.5593269256984487,0.04885438654352637,5.104725360870361,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,10,0.5556862915263456,0.04509491210474687,5.105913611019359,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,11,0.552212210262523,0.041747753672740036,5.104644438799689,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,12,0.5490287437158472,0.03855946791522643,5.104692599352668,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,13,0.5462380963213304,0.03576302155852318,5.104750661288991,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,14,0.5437653204974007,0.03320114752825569,5.105641645543716,0.0,iotsim-hydraulic-system
H2_c1_supcon_proto,15,0.5412901499692131,0.030898040050969404,5.103920936584473,0.0,iotsim-hydraulic-system
