candidate,decision,stack,risk_threshold,protect_attack,protect_benign_q,job_index,job_label,weighting,seed,role,role_kind,phase,stage,rows,candidate_hard_alarm_rate,candidate_veto_rate,candidate_review_rate,candidate_unknown_rate,candidate_high_risk_rate,candidate_attack_protected_rate,temporal_hard_alarm_rate,parent_hard_alarm_rate,raw_alarm_rate,temporal_attack_score_mean,temporal_attack_score_p50,temporal_attack_score_p95,temporal_ood_risk_mean,temporal_ood_risk_p50,temporal_ood_risk_p95,candidate_risk_score_mean,candidate_risk_score_p50,candidate_risk_score_p95,attack_score_mean,attack_score_p50,attack_score_p95,ood_risk_mean,ood_risk_p50,ood_risk_p95,d_attack_outer_min_mean,d_attack_outer_min_p50,d_attack_outer_min_p95,d_benign_core_min_mean,d_benign_core_min_p50,d_benign_core_min_p95
V1_hard_ood_risk_existing_controller,issue27ckc_temporal,hard_ood_calibrated,0.9,False,0.1,1,medium_ratio_seed42,medium_mass_ratio_recalibrated,42,ood_val,benign_ood,select,calibration_select,12205,0.0005735354362965998,0.0,0.0,0.9994264645637034,0.0004916018025399426,0.0005735354362965998,0.0005735354362965998,0.001474805407619828,0.0005735354362965998,0.0006028140819107837,2.939835892077895e-05,2.939835892077895e-05,0.9909320313580157,0.9910124606561104,0.9910124606561104,0.9909320313580157,0.9910124606561104,0.9910124606561104,0.015114057570997713,0.010814565908650183,0.03701606454091481,0.9899166944895909,0.9910143999127515,0.9910371415733535,0.56016982467826,0.3675714135169983,1.8069212675094604,0.2521576992364349,0.2338835448026657,0.4508522093296051
V1_hard_ood_risk_existing_controller,issue27ckc_temporal,hard_ood_calibrated,0.9,False,0.1,1,medium_ratio_seed42,medium_mass_ratio_recalibrated,42,support_val,attack,select,calibration_select,69,0.7101449275362319,0.0,0.0,0.2898550724637681,0.08695652173913043,0.7101449275362319,0.7101449275362319,0.9710144927536232,0.7101449275362319,0.710026098266907,0.9998206696579218,0.9998206696579218,0.37913971282145953,0.009372877410651473,0.9910124606561104,0.37913971282145953,0.009372877410651473,0.9910124606561104,0.845373409385025,0.9566615867508396,0.9776824104109282,0.2774488419927729,0.010592125675390862,0.9911282713411941,0.1912225975614527,0.20870047807693481,0.2970812141895294,4.949573464313711,0.22832384705543518,32.90724868774414
V1_hard_ood_risk_existing_controller,issue27ckc_temporal,hard_ood_calibrated,0.9,False,0.1,1,medium_ratio_seed42,medium_mass_ratio_recalibrated,42,ood_stress,benign_ood,fit,hard_ood_dev_fit,149950,0.0011003667889296432,0.0,0.0,0.9988996332110703,0.0002400800266755585,0.0011003667889296432,0.0011003667889296432,0.9975458486162054,0.0011003667889296432,0.0011295354697199466,2.939835892077895e-05,2.939835892077895e-05,0.9901679691173393,0.9910124606561104,0.9910124606561104,0.9901679691173393,0.9910124606561104,0.9910124606561104,0.9166932993094603,0.95145989269624,0.95145989269624,0.9891115877823485,0.9911282713411941,0.9911282713411941,0.1308988538031659,0.12803010642528534,0.1382742077112198,1.2217648579927194,1.2441378831863403,1.4362099051475523
V1_hard_ood_risk_existing_controller,issue27ckc_temporal,hard_ood_calibrated,0.9,False,0.1,1,medium_ratio_seed42,medium_mass_ratio_recalibrated,42,ood_stress,benign_ood,select,hard_ood_dev_select,79950,0.0010881801125703565,0.0,0.0,0.9989118198874296,0.00023764853033145716,0.0010881801125703565,0.0010881801125703565,0.9972482801751095,0.0010881801125703565,0.0011173513370697856,2.939835892077895e-05,2.939835892077895e-05,0.9901775451881839,0.9910124606561104,0.9910124606561104,0.9901775451881839,0.9910124606561104,0.9910124606561104,0.9164172883965233,0.95145989269624,0.95145989269624,0.989159441348694,0.9911282713411941,0.9911282713411941,0.13099583898450226,0.12810561060905457,0.13861535713076592,1.1925257397122946,1.2332006096839905,1.433415526151657
V1_hard_ood_risk_existing_controller,issue27ckc_temporal,hard_ood_calibrated,0.9,False,0.1,1,medium_ratio_seed42,medium_mass_ratio_recalibrated,42,same_file_query,attack,,read_only,125679,0.41060956882215804,0.0,0.0,0.589390431177842,0.03104735079050597,0.41060161204338036,0.41060956882215804,0.9781586422552694,0.41060956882215804,0.41055326117916086,2.939835892077895e-05,0.9998206696579218,0.6183242501755727,0.9910124606561104,0.9910124606561104,0.6183242501755727,0.9910124606561104,0.9910124606561104,0.8969083453686683,0.9597183931425581,0.9768736942773663,0.4538013606974485,0.4570403542770004,0.9910371415733535,0.2793733999720786,0.2682771384716034,0.6038384020328519,6.990577576476779,0.9336416125297546,33.233313369750974
V1_hard_ood_risk_existing_controller,issue27ckc_temporal,hard_ood_calibrated,0.9,False,0.1,1,medium_ratio_seed42,medium_mass_ratio_recalibrated,42,future_query,attack,,read_only,378145,0.4485237144481614,1.586692935249706e-05,1.586692935249706e-05,0.5514604186224861,0.03332848510492007,0.418643641989184,0.4485237144481614,0.6654431501143742,0.44853958137751393,0.4484753566522671,2.939835892077895e-05,0.9998206696579218,0.5833250827819694,0.9910124606561104,0.9910124606561104,0.5833250827819694,0.9910124606561104,0.9910124606561104,0.5752216420497631,0.7380073653415211,0.9768736942773663,0.529087143589997,0.845996893560318,0.9910371415733535,12.030564596396804,0.2228345423936844,0.4169149458408354,3.998445289193905,0.17790484428405762,28.885646057128906
V1_hard_ood_risk_existing_controller,issue27ckc_temporal,hard_ood_calibrated,0.9,False,0.1,1,medium_ratio_seed42,medium_mass_ratio_recalibrated,42,sealed_final_ood,benign_ood,,report_only,154900,0.00315687540348612,0.0,0.0,0.9968431245965139,0.00029696578437701744,0.00315687540348612,0.00315687540348612,0.9992188508715301,0.00315687540348612,0.0031856148319047146,2.939835892077895e-05,2.939835892077895e-05,0.9882050601694885,0.9910124606561104,0.9910124606561104,0.9882050601694885,0.9910124606561104,0.9910124606561104,0.9493128827615361,0.95145989269624,0.95145989269624,0.9846885458288263,0.9911282713411941,0.9917244124809192,0.1326267429351268,0.12875311821699142,0.15603312477469433,1.2368373185322603,1.240908920764923,1.5765157461166381
V1_hard_ood_risk_existing_controller,issue27ckc_temporal,hard_ood_calibrated,0.9,False,0.1,1,medium_ratio_seed42,medium_mass_ratio_recalibrated,42,sealed_final_attack,attack,,report_only,110104,0.44109205841749616,0.0,0.0,0.5589079415825038,0.02899985468284531,0.43968429848143575,0.44109205841749616,0.9024376952699266,0.44109205841749616,0.44102938820404247,2.939835892077895e-05,0.9998206696579218,0.5863859259618741,0.9910124606561104,0.9910124606561104,0.5863859259618741,0.9910124606561104,0.9910124606561104,0.7309200805107912,0.9181429887614636,0.9768736942773663,0.5231648199349223,0.8650376439457156,0.9910371415733535,0.35019770276203643,0.29835131764411926,0.8014458090066909,2.1013809560416727,0.4855678081512451,10.782660722732544
V2_hard_ood_conservative_veto,risk_veto,hard_ood_calibrated,0.5,False,0.1,1,medium_ratio_seed42,medium_mass_ratio_recalibrated,42,id_calib,benign_id,select,calibration_select,51497,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.767442763656135e-05,0.0,2.9398358920778937e-05,2.939835892077895e-05,2.939835892077895e-05,0.9910124606561103,0.9910124606561104,0.9910124606561104,0.9910124606561103,0.9910124606561104,0.9910124606561104,0.004580924327239696,0.004170101398308747,0.005908905493278141,0.9906690753087788,0.9910371415733535,0.9911507273779904,0.840859997972337,0.22583690285682678,1.94617919921875,0.15997714714100691,0.15714775025844574,0.20686061978340148
V2_hard_ood_conservative_veto,risk_veto,hard_ood_calibrated,0.5,False,0.1,1,medium_ratio_seed42,medium_mass_ratio_recalibrated,42,ood_val,benign_ood,select,calibration_select,12205,8.19336337566571e-05,0.0004916018025399426,0.0004916018025399426,0.9994264645637034,0.0004916018025399426,0.0,0.0005735354362965998,0.001474805407619828,0.0005735354362965998,0.0006028140819107837,2.939835892077895e-05,2.939835892077895e-05,0.9909320313580157,0.9910124606561104,0.9910124606561104,0.9909320313580157,0.9910124606561104,0.9910124606561104,0.015114057570997713,0.010814565908650183,0.03701606454091481,0.9899166944895909,0.9910143999127515,0.9910371415733535,0.56016982467826,0.3675714135169983,1.8069212675094604,0.2521576992364349,0.2338835448026657,0.4508522093296051
