dataset,holdout,split_protocol,method,method_group,representation,adapter,support_method,support_size,support_budget,seed,seed_group,ood_target,ood_target_label,roc_auc,pr_auc,attack_high_detection,final_ood_high_alarm,feasible_final_1pct,threshold,attack_eval_size,final_ood_eval_size,feature_dim,selected_topk,hard_negative_count,train_time,inference_time,parameter_count,provenance_clean,threshold_diagnostic_only,final_eval_used_for_selection
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,44,main_42_46,0.012,1.2pct,0.9546770181818182,0.9482192541507887,0.9265454545454546,0.019,False,-3.6971765961626635,1375,10000,32,32,0,0.18204539999715053,0.006683599989628419,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,44,main_42_46,0.015,1.5pct,0.9546770181818182,0.9482192541507887,0.928,0.0222,False,-3.882553548140707,1375,10000,32,32,0,0.18204539999715053,0.006683599989628419,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,44,main_42_46,0.02,2.0pct,0.9546770181818182,0.9482192541507887,0.9294545454545454,0.0287,False,-4.187793147940497,1375,10000,32,32,0,0.18204539999715053,0.006683599989628419,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,45,main_42_46,0.005,0.5pct,0.9546770181818182,0.9482192541507887,0.9236363636363636,0.0133,False,-3.232456195854427,1375,10000,32,32,0,0.15895050000108313,0.007455600003595464,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,45,main_42_46,0.008,0.8pct,0.9546770181818182,0.9482192541507887,0.9243636363636364,0.0146,False,-3.340601775032772,1375,10000,32,32,0,0.15895050000108313,0.007455600003595464,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,45,main_42_46,0.01,1.0pct,0.9546770181818182,0.9482192541507887,0.9243636363636364,0.0156,False,-3.426404387097379,1375,10000,32,32,0,0.15895050000108313,0.007455600003595464,33,True,False,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,45,main_42_46,0.012,1.2pct,0.9546770181818182,0.9482192541507887,0.9265454545454546,0.019,False,-3.6971765961626635,1375,10000,32,32,0,0.15895050000108313,0.007455600003595464,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,45,main_42_46,0.015,1.5pct,0.9546770181818182,0.9482192541507887,0.928,0.0222,False,-3.882553548140707,1375,10000,32,32,0,0.15895050000108313,0.007455600003595464,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,45,main_42_46,0.02,2.0pct,0.9546770181818182,0.9482192541507887,0.9294545454545454,0.0287,False,-4.187793147940497,1375,10000,32,32,0,0.15895050000108313,0.007455600003595464,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,46,main_42_46,0.005,0.5pct,0.9546770181818182,0.9482192541507887,0.9236363636363636,0.0133,False,-3.232456195854427,1375,10000,32,32,0,0.22730840000440367,0.00759319998905994,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,46,main_42_46,0.008,0.8pct,0.9546770181818182,0.9482192541507887,0.9243636363636364,0.0146,False,-3.340601775032772,1375,10000,32,32,0,0.22730840000440367,0.00759319998905994,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,46,main_42_46,0.01,1.0pct,0.9546770181818182,0.9482192541507887,0.9243636363636364,0.0156,False,-3.426404387097379,1375,10000,32,32,0,0.22730840000440367,0.00759319998905994,33,True,False,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,46,main_42_46,0.012,1.2pct,0.9546770181818182,0.9482192541507887,0.9265454545454546,0.019,False,-3.6971765961626635,1375,10000,32,32,0,0.22730840000440367,0.00759319998905994,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,46,main_42_46,0.015,1.5pct,0.9546770181818182,0.9482192541507887,0.928,0.0222,False,-3.882553548140707,1375,10000,32,32,0,0.22730840000440367,0.00759319998905994,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,46,main_42_46,0.02,2.0pct,0.9546770181818182,0.9482192541507887,0.9294545454545454,0.0287,False,-4.187793147940497,1375,10000,32,32,0,0.22730840000440367,0.00759319998905994,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,47,heldout_47_51,0.005,0.5pct,0.9546770181818182,0.9482192541507887,0.9236363636363636,0.0133,False,-3.232456195854427,1375,10000,32,32,0,0.17624349999823608,0.005441800007247366,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,47,heldout_47_51,0.008,0.8pct,0.9546770181818182,0.9482192541507887,0.9243636363636364,0.0146,False,-3.340601775032772,1375,10000,32,32,0,0.17624349999823608,0.005441800007247366,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,47,heldout_47_51,0.01,1.0pct,0.9546770181818182,0.9482192541507887,0.9243636363636364,0.0156,False,-3.426404387097379,1375,10000,32,32,0,0.17624349999823608,0.005441800007247366,33,True,False,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,47,heldout_47_51,0.012,1.2pct,0.9546770181818182,0.9482192541507887,0.9265454545454546,0.019,False,-3.6971765961626635,1375,10000,32,32,0,0.17624349999823608,0.005441800007247366,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,47,heldout_47_51,0.015,1.5pct,0.9546770181818182,0.9482192541507887,0.928,0.0222,False,-3.882553548140707,1375,10000,32,32,0,0.17624349999823608,0.005441800007247366,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,47,heldout_47_51,0.02,2.0pct,0.9546770181818182,0.9482192541507887,0.9294545454545454,0.0287,False,-4.187793147940497,1375,10000,32,32,0,0.17624349999823608,0.005441800007247366,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,48,heldout_47_51,0.005,0.5pct,0.9546770181818182,0.9482192541507887,0.9236363636363636,0.0133,False,-3.232456195854427,1375,10000,32,32,0,0.13525370000570547,0.006567499993252568,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,48,heldout_47_51,0.008,0.8pct,0.9546770181818182,0.9482192541507887,0.9243636363636364,0.0146,False,-3.340601775032772,1375,10000,32,32,0,0.13525370000570547,0.006567499993252568,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,48,heldout_47_51,0.01,1.0pct,0.9546770181818182,0.9482192541507887,0.9243636363636364,0.0156,False,-3.426404387097379,1375,10000,32,32,0,0.13525370000570547,0.006567499993252568,33,True,False,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,48,heldout_47_51,0.012,1.2pct,0.9546770181818182,0.9482192541507887,0.9265454545454546,0.019,False,-3.6971765961626635,1375,10000,32,32,0,0.13525370000570547,0.006567499993252568,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,48,heldout_47_51,0.015,1.5pct,0.9546770181818182,0.9482192541507887,0.928,0.0222,False,-3.882553548140707,1375,10000,32,32,0,0.13525370000570547,0.006567499993252568,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,48,heldout_47_51,0.02,2.0pct,0.9546770181818182,0.9482192541507887,0.9294545454545454,0.0287,False,-4.187793147940497,1375,10000,32,32,0,0.13525370000570547,0.006567499993252568,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,49,heldout_47_51,0.005,0.5pct,0.9546770181818182,0.9482192541507887,0.9236363636363636,0.0133,False,-3.232456195854427,1375,10000,32,32,0,0.1447347999928752,0.006279900000663474,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,49,heldout_47_51,0.008,0.8pct,0.9546770181818182,0.9482192541507887,0.9243636363636364,0.0146,False,-3.340601775032772,1375,10000,32,32,0,0.1447347999928752,0.006279900000663474,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,49,heldout_47_51,0.01,1.0pct,0.9546770181818182,0.9482192541507887,0.9243636363636364,0.0156,False,-3.426404387097379,1375,10000,32,32,0,0.1447347999928752,0.006279900000663474,33,True,False,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,49,heldout_47_51,0.012,1.2pct,0.9546770181818182,0.9482192541507887,0.9265454545454546,0.019,False,-3.6971765961626635,1375,10000,32,32,0,0.1447347999928752,0.006279900000663474,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,49,heldout_47_51,0.015,1.5pct,0.9546770181818182,0.9482192541507887,0.928,0.0222,False,-3.882553548140707,1375,10000,32,32,0,0.1447347999928752,0.006279900000663474,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,49,heldout_47_51,0.02,2.0pct,0.9546770181818182,0.9482192541507887,0.9294545454545454,0.0287,False,-4.187793147940497,1375,10000,32,32,0,0.1447347999928752,0.006279900000663474,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,50,heldout_47_51,0.005,0.5pct,0.9546770181818182,0.9482192541507887,0.9236363636363636,0.0133,False,-3.232456195854427,1375,10000,32,32,0,0.17929289999301545,0.00642199999128934,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,50,heldout_47_51,0.008,0.8pct,0.9546770181818182,0.9482192541507887,0.9243636363636364,0.0146,False,-3.340601775032772,1375,10000,32,32,0,0.17929289999301545,0.00642199999128934,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,50,heldout_47_51,0.01,1.0pct,0.9546770181818182,0.9482192541507887,0.9243636363636364,0.0156,False,-3.426404387097379,1375,10000,32,32,0,0.17929289999301545,0.00642199999128934,33,True,False,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,50,heldout_47_51,0.012,1.2pct,0.9546770181818182,0.9482192541507887,0.9265454545454546,0.019,False,-3.6971765961626635,1375,10000,32,32,0,0.17929289999301545,0.00642199999128934,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,50,heldout_47_51,0.015,1.5pct,0.9546770181818182,0.9482192541507887,0.928,0.0222,False,-3.882553548140707,1375,10000,32,32,0,0.17929289999301545,0.00642199999128934,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,50,heldout_47_51,0.02,2.0pct,0.9546770181818182,0.9482192541507887,0.9294545454545454,0.0287,False,-4.187793147940497,1375,10000,32,32,0,0.17929289999301545,0.00642199999128934,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,51,heldout_47_51,0.005,0.5pct,0.9546770181818182,0.9482192541507887,0.9236363636363636,0.0133,False,-3.232456195854427,1375,10000,32,32,0,0.14944560000731144,0.0070496999978786334,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,51,heldout_47_51,0.008,0.8pct,0.9546770181818182,0.9482192541507887,0.9243636363636364,0.0146,False,-3.340601775032772,1375,10000,32,32,0,0.14944560000731144,0.0070496999978786334,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,51,heldout_47_51,0.01,1.0pct,0.9546770181818182,0.9482192541507887,0.9243636363636364,0.0156,False,-3.426404387097379,1375,10000,32,32,0,0.14944560000731144,0.0070496999978786334,33,True,False,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,51,heldout_47_51,0.012,1.2pct,0.9546770181818182,0.9482192541507887,0.9265454545454546,0.019,False,-3.6971765961626635,1375,10000,32,32,0,0.14944560000731144,0.0070496999978786334,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,51,heldout_47_51,0.015,1.5pct,0.9546770181818182,0.9482192541507887,0.928,0.0222,False,-3.882553548140707,1375,10000,32,32,0,0.14944560000731144,0.0070496999978786334,33,True,True,False
primary_lowood,primary_lowood,current_lowood_same_protocol,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,51,heldout_47_51,0.02,2.0pct,0.9546770181818182,0.9482192541507887,0.9294545454545454,0.0287,False,-4.187793147940497,1375,10000,32,32,0,0.14944560000731144,0.0070496999978786334,33,True,True,False
harder_holdout,chrono_late_train_early_eval,harder_holdout_local_calibration_issue17_18_19,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,42,main_42_46,0.005,0.5pct,0.9806204028021016,0.9612652574285201,0.7098657326328079,0.0035,True,0.1953391988737625,3426,10000,32,32,0,0.1638770999998087,0.005960299997241236,33,True,True,False
harder_holdout,chrono_late_train_early_eval,harder_holdout_local_calibration_issue17_18_19,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,42,main_42_46,0.008,0.8pct,0.9806204028021016,0.9612652574285201,0.7218330414477525,0.008,True,-0.22410922283595572,3426,10000,32,32,0,0.1638770999998087,0.005960299997241236,33,True,True,False
harder_holdout,chrono_late_train_early_eval,harder_holdout_local_calibration_issue17_18_19,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,42,main_42_46,0.01,1.0pct,0.9806204028021016,0.9612652574285201,0.7314652656158785,0.0097,True,-0.46364417869220853,3426,10000,32,32,0,0.1638770999998087,0.005960299997241236,33,True,False,False
harder_holdout,chrono_late_train_early_eval,harder_holdout_local_calibration_issue17_18_19,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,42,main_42_46,0.012,1.2pct,0.9806204028021016,0.9612652574285201,0.7358435493286631,0.0103,False,-0.6067427317924122,3426,10000,32,32,0,0.1638770999998087,0.005960299997241236,33,True,True,False
harder_holdout,chrono_late_train_early_eval,harder_holdout_local_calibration_issue17_18_19,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,42,main_42_46,0.015,1.5pct,0.9806204028021016,0.9612652574285201,0.7641564506713369,0.0139,False,-1.071366076589143,3426,10000,32,32,0,0.1638770999998087,0.005960299997241236,33,True,True,False
harder_holdout,chrono_late_train_early_eval,harder_holdout_local_calibration_issue17_18_19,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,42,main_42_46,0.02,2.0pct,0.9806204028021016,0.9612652574285201,0.8032691185055458,0.019,False,-1.8563854153752692,3426,10000,32,32,0,0.1638770999998087,0.005960299997241236,33,True,True,False
harder_holdout,chrono_late_train_early_eval,harder_holdout_local_calibration_issue17_18_19,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,43,main_42_46,0.005,0.5pct,0.9806204028021016,0.9612652574285201,0.7098657326328079,0.0035,True,0.1953391988737625,3426,10000,32,32,0,0.185252399998717,0.006342499997117557,33,True,True,False
harder_holdout,chrono_late_train_early_eval,harder_holdout_local_calibration_issue17_18_19,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,43,main_42_46,0.008,0.8pct,0.9806204028021016,0.9612652574285201,0.7218330414477525,0.008,True,-0.22410922283595572,3426,10000,32,32,0,0.185252399998717,0.006342499997117557,33,True,True,False
harder_holdout,chrono_late_train_early_eval,harder_holdout_local_calibration_issue17_18_19,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,43,main_42_46,0.01,1.0pct,0.9806204028021016,0.9612652574285201,0.7314652656158785,0.0097,True,-0.46364417869220853,3426,10000,32,32,0,0.185252399998717,0.006342499997117557,33,True,False,False
harder_holdout,chrono_late_train_early_eval,harder_holdout_local_calibration_issue17_18_19,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,43,main_42_46,0.012,1.2pct,0.9806204028021016,0.9612652574285201,0.7358435493286631,0.0103,False,-0.6067427317924122,3426,10000,32,32,0,0.185252399998717,0.006342499997117557,33,True,True,False
harder_holdout,chrono_late_train_early_eval,harder_holdout_local_calibration_issue17_18_19,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,selected_source_rich_top32,fixed_guard_lr,kcenter,32,32,43,main_42_46,0.015,1.5pct,0.9806204028021016,0.9612652574285201,0.7641564506713369,0.0139,False,-1.071366076589143,3426,10000,32,32,0,0.185252399998717,0.006342499997117557,33,True,True,False
