dataset,holdout,method,method_group,seed_group,ood_target,ood_target_label,n_seeds,roc_auc_mean,pr_auc_mean,attack_high_detection_mean,attack_high_detection_std,attack_high_detection_min,attack_high_detection_max,final_ood_high_alarm_mean,final_ood_high_alarm_max,feasible_rate,threshold_mean,support_size,feature_dim,selected_topk,hard_negative_count,train_time_mean,inference_time_mean,provenance_clean_rate,diagnostic_only
harder_holdout,holdout_bin_2,M4b_source_rich_top32_random64_fixed_guard,support_budget_random_baseline,main_42_46,0.005,0.5pct,5,0.9679626854599407,0.9322945534571712,0.8100890207715133,0.12835435826614655,0.6090504451038575,0.9666172106824926,0.0007,0.002,1.0,0.1495511085017903,64,32,32,0,0.14621208000171465,0.006927319997339509,1.0,True
harder_holdout,holdout_bin_2,M5_source_rich_top16_kcenter32_fixed_guard,feature_count,heldout_47_51,0.005,0.5pct,5,0.9001278931750744,0.751913278526875,0.615727002967359,0.0,0.615727002967359,0.615727002967359,0.003,0.003,1.0,2.579550798410944,32,16,16,0,0.06701712000358384,0.003650920002837665,1.0,True
harder_holdout,holdout_bin_2,M5_source_rich_top16_kcenter32_fixed_guard,feature_count,main_42_46,0.005,0.5pct,5,0.9001278931750744,0.751913278526875,0.615727002967359,0.0,0.615727002967359,0.615727002967359,0.003,0.003,1.0,2.579550798410944,32,16,16,0,0.0706181799992919,0.0038024600013159215,1.0,True
harder_holdout,holdout_bin_2,M7_source_rich_top48_kcenter32_fixed_guard,feature_count,heldout_47_51,0.005,0.5pct,5,0.9710079376854599,0.9213053607348345,0.8442136498516322,0.0,0.844213649851632,0.844213649851632,0.0022,0.0022,1.0,-1.454461791487697,32,48,48,0,0.27800108000228646,0.009865880003781058,1.0,True
harder_holdout,holdout_bin_2,M7_source_rich_top48_kcenter32_fixed_guard,feature_count,main_42_46,0.005,0.5pct,5,0.9710079376854599,0.9213053607348345,0.8442136498516322,0.0,0.844213649851632,0.844213649851632,0.0022,0.0022,1.0,-1.454461791487697,32,48,48,0,0.2910021799965762,0.010100080000120215,1.0,True
harder_holdout,holdout_bin_2,M8_source_rich_top64_kcenter32_fixed_guard,feature_count,heldout_47_51,0.005,0.5pct,5,0.9959862759643915,0.9865837153127115,0.9265578635014837,0.0,0.9265578635014837,0.9265578635014837,0.0026,0.0026,1.0,-2.098685945060788,32,64,64,0,0.46034973999776413,0.011552600003778935,1.0,True
harder_holdout,holdout_bin_2,M8_source_rich_top64_kcenter32_fixed_guard,feature_count,main_42_46,0.005,0.5pct,5,0.9959862759643915,0.9865837153127115,0.9265578635014837,0.0,0.9265578635014837,0.9265578635014837,0.0026,0.0026,1.0,-2.098685945060788,32,64,64,0,0.47622096000704917,0.01259520000021439,1.0,True
harder_holdout,holdout_bin_2,M9_source_rich_top32_kcenter32_hardneg_w4,low_fpr_adapter_sanity,heldout_47_51,0.005,0.5pct,5,0.943137759643917,0.8902819486138267,0.7959940652818991,0.0,0.7959940652818991,0.7959940652818991,0.0046,0.0046,1.0,-1.4840786305275042,32,32,32,100,0.16613038000068628,0.0067203600017819555,1.0,True
harder_holdout,holdout_bin_2,M9_source_rich_top32_kcenter32_hardneg_w4,low_fpr_adapter_sanity,main_42_46,0.005,0.5pct,5,0.943137759643917,0.8902819486138267,0.7959940652818991,0.0,0.7959940652818991,0.7959940652818991,0.0046,0.0046,1.0,-1.4840786305275042,32,32,32,100,0.16624552000139375,0.007248780003283173,1.0,True
harder_holdout,holdout_bin_2,M0_V1_original100_kcenter32_fixed_guard,baseline,heldout_47_51,0.008,0.8pct,5,0.39120140949554894,0.40456989791595277,0.3249258160237389,0.0,0.3249258160237389,0.3249258160237389,0.001,0.001,1.0,-2.8906883451807137,32,100,0,0,0.703109100004076,0.01953423999948427,1.0,True
harder_holdout,holdout_bin_2,M0_V1_original100_kcenter32_fixed_guard,baseline,main_42_46,0.008,0.8pct,5,0.39120140949554894,0.40456989791595277,0.3249258160237389,0.0,0.3249258160237389,0.3249258160237389,0.001,0.001,1.0,-2.8906883451807137,32,100,0,0,0.7249197599972831,0.019263499998487532,1.0,True
harder_holdout,holdout_bin_2,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,heldout_47_51,0.008,0.8pct,5,0.9406764094955488,0.8874848250315692,0.8078635014836795,0.0,0.8078635014836796,0.8078635014836796,0.0061,0.0061,1.0,-1.8428993629358472,32,32,32,0,0.15916862000303808,0.006890940002631396,1.0,True
harder_holdout,holdout_bin_2,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,main_42_46,0.008,0.8pct,5,0.9406764094955488,0.8874848250315692,0.8078635014836795,0.0,0.8078635014836796,0.8078635014836796,0.0061,0.0061,1.0,-1.8428993629358472,32,32,32,0,0.16700718000065534,0.007176060002529993,1.0,True
harder_holdout,holdout_bin_2,M3_source_rich_top32_kcenter64_fixed_guard,support_budget,heldout_47_51,0.008,0.8pct,5,0.9290508160237391,0.8916492572661125,0.7507418397626113,0.0,0.7507418397626113,0.7507418397626113,0.0004,0.0004,1.0,2.4125598573868157,64,32,32,0,0.15559595999948214,0.006030899999313988,1.0,True
harder_holdout,holdout_bin_2,M3_source_rich_top32_kcenter64_fixed_guard,support_budget,main_42_46,0.008,0.8pct,5,0.9290508160237391,0.8916492572661125,0.7507418397626113,0.0,0.7507418397626113,0.7507418397626113,0.0004,0.0004,1.0,2.4125598573868157,64,32,32,0,0.16115330000175163,0.007122080001863651,1.0,True
harder_holdout,holdout_bin_2,M4_source_rich_top32_kcenter128_fixed_guard,support_budget,heldout_47_51,0.008,0.8pct,5,0.9637350890207713,0.9126209880128183,0.8560830860534125,0.0,0.8560830860534124,0.8560830860534124,0.0012,0.0012,1.0,2.2259588132488575,128,32,32,0,0.17008533999905923,0.007209860000875779,1.0,True
harder_holdout,holdout_bin_2,M4_source_rich_top32_kcenter128_fixed_guard,support_budget,main_42_46,0.008,0.8pct,5,0.9637350890207713,0.9126209880128183,0.8560830860534125,0.0,0.8560830860534124,0.8560830860534124,0.0012,0.0012,1.0,2.2259588132488575,128,32,32,0,0.17220428000146057,0.0072606200032169,1.0,True
harder_holdout,holdout_bin_2,M4b_source_rich_top32_random64_fixed_guard,support_budget_random_baseline,heldout_47_51,0.008,0.8pct,5,0.9536110237388724,0.9255308361532185,0.8502967359050444,0.03353247023505435,0.8026706231454006,0.887240356083086,0.00122,0.003,1.0,-1.5324438949040031,64,32,32,0,0.14938931999495253,0.007053999998606742,1.0,True
harder_holdout,holdout_bin_2,M4b_source_rich_top32_random64_fixed_guard,support_budget_random_baseline,main_42_46,0.008,0.8pct,5,0.9679626854599407,0.9322945534571712,0.8218100890207716,0.1202666175393226,0.6335311572700296,0.9681008902077152,0.0025599999999999998,0.0097,1.0,-0.5518984525859848,64,32,32,0,0.14621208000171465,0.006927319997339509,1.0,True
harder_holdout,holdout_bin_2,M5_source_rich_top16_kcenter32_fixed_guard,feature_count,heldout_47_51,0.008,0.8pct,5,0.9001278931750744,0.751913278526875,0.6172106824925816,0.0,0.6172106824925816,0.6172106824925816,0.0031,0.0031,1.0,2.3293144319890486,32,16,16,0,0.06701712000358384,0.003650920002837665,1.0,True
harder_holdout,holdout_bin_2,M5_source_rich_top16_kcenter32_fixed_guard,feature_count,main_42_46,0.008,0.8pct,5,0.9001278931750744,0.751913278526875,0.6172106824925816,0.0,0.6172106824925816,0.6172106824925816,0.0031,0.0031,1.0,2.3293144319890486,32,16,16,0,0.0706181799992919,0.0038024600013159215,1.0,True
harder_holdout,holdout_bin_2,M7_source_rich_top48_kcenter32_fixed_guard,feature_count,heldout_47_51,0.008,0.8pct,5,0.9710079376854599,0.9213053607348345,0.8545994065281899,0.0,0.8545994065281899,0.8545994065281899,0.004,0.004,1.0,-2.330212698279535,32,48,48,0,0.27800108000228646,0.009865880003781058,1.0,True
harder_holdout,holdout_bin_2,M7_source_rich_top48_kcenter32_fixed_guard,feature_count,main_42_46,0.008,0.8pct,5,0.9710079376854599,0.9213053607348345,0.8545994065281899,0.0,0.8545994065281899,0.8545994065281899,0.004,0.004,1.0,-2.330212698279535,32,48,48,0,0.2910021799965762,0.010100080000120215,1.0,True
harder_holdout,holdout_bin_2,M8_source_rich_top64_kcenter32_fixed_guard,feature_count,heldout_47_51,0.008,0.8pct,5,0.9959862759643915,0.9865837153127115,0.9688427299703264,0.0,0.9688427299703264,0.9688427299703264,0.0044,0.0044,1.0,-2.9436170865607796,32,64,64,0,0.46034973999776413,0.011552600003778935,1.0,True
harder_holdout,holdout_bin_2,M8_source_rich_top64_kcenter32_fixed_guard,feature_count,main_42_46,0.008,0.8pct,5,0.9959862759643915,0.9865837153127115,0.9688427299703264,0.0,0.9688427299703264,0.9688427299703264,0.0044,0.0044,1.0,-2.9436170865607796,32,64,64,0,0.47622096000704917,0.01259520000021439,1.0,True
harder_holdout,holdout_bin_2,M9_source_rich_top32_kcenter32_hardneg_w4,low_fpr_adapter_sanity,heldout_47_51,0.008,0.8pct,5,0.943137759643917,0.8902819486138267,0.8019287833827893,0.0,0.8019287833827893,0.8019287833827893,0.005,0.005,1.0,-1.7964680364266243,32,32,32,100,0.16613038000068628,0.0067203600017819555,1.0,True
harder_holdout,holdout_bin_2,M9_source_rich_top32_kcenter32_hardneg_w4,low_fpr_adapter_sanity,main_42_46,0.008,0.8pct,5,0.943137759643917,0.8902819486138267,0.8019287833827893,0.0,0.8019287833827893,0.8019287833827893,0.005,0.005,1.0,-1.7964680364266243,32,32,32,100,0.16624552000139375,0.007248780003283173,1.0,True
harder_holdout,holdout_bin_2,M0_V1_original100_kcenter32_fixed_guard,baseline,heldout_47_51,0.01,1.0pct,5,0.39120140949554894,0.40456989791595277,0.3264094955489614,0.0,0.3264094955489614,0.3264094955489614,0.0011,0.0011,1.0,-3.126371385544741,32,100,0,0,0.703109100004076,0.01953423999948427,1.0,False
harder_holdout,holdout_bin_2,M0_V1_original100_kcenter32_fixed_guard,baseline,main_42_46,0.01,1.0pct,5,0.39120140949554894,0.40456989791595277,0.3264094955489614,0.0,0.3264094955489614,0.3264094955489614,0.0011,0.0011,1.0,-3.126371385544741,32,100,0,0,0.7249197599972831,0.019263499998487532,1.0,False
harder_holdout,holdout_bin_2,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,heldout_47_51,0.01,1.0pct,5,0.9406764094955488,0.8874848250315692,0.8093471810089021,0.0,0.8093471810089021,0.8093471810089021,0.006799999999999999,0.0068,1.0,-1.9876145615455427,32,32,32,0,0.15916862000303808,0.006890940002631396,1.0,False
harder_holdout,holdout_bin_2,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,main_42_46,0.01,1.0pct,5,0.9406764094955488,0.8874848250315692,0.8093471810089021,0.0,0.8093471810089021,0.8093471810089021,0.006799999999999999,0.0068,1.0,-1.9876145615455427,32,32,32,0,0.16700718000065534,0.007176060002529993,1.0,False
harder_holdout,holdout_bin_2,M3_source_rich_top32_kcenter64_fixed_guard,support_budget,heldout_47_51,0.01,1.0pct,5,0.9290508160237391,0.8916492572661125,0.766320474777448,0.0,0.766320474777448,0.766320474777448,0.0004,0.0004,1.0,1.9824664640241145,64,32,32,0,0.15559595999948214,0.006030899999313988,1.0,False
harder_holdout,holdout_bin_2,M3_source_rich_top32_kcenter64_fixed_guard,support_budget,main_42_46,0.01,1.0pct,5,0.9290508160237391,0.8916492572661125,0.766320474777448,0.0,0.766320474777448,0.766320474777448,0.0004,0.0004,1.0,1.9824664640241145,64,32,32,0,0.16115330000175163,0.007122080001863651,1.0,False
harder_holdout,holdout_bin_2,M4_source_rich_top32_kcenter128_fixed_guard,support_budget,heldout_47_51,0.01,1.0pct,5,0.9637350890207713,0.9126209880128183,0.8583086053412463,0.0,0.8583086053412463,0.8583086053412463,0.0016999999999999997,0.0017,1.0,1.817917711347118,128,32,32,0,0.17008533999905923,0.007209860000875779,1.0,False
harder_holdout,holdout_bin_2,M4_source_rich_top32_kcenter128_fixed_guard,support_budget,main_42_46,0.01,1.0pct,5,0.9637350890207713,0.9126209880128183,0.8583086053412463,0.0,0.8583086053412463,0.8583086053412463,0.0016999999999999997,0.0017,1.0,1.817917711347118,128,32,32,0,0.17220428000146057,0.0072606200032169,1.0,False
harder_holdout,holdout_bin_2,M4b_source_rich_top32_random64_fixed_guard,support_budget_random_baseline,heldout_47_51,0.01,1.0pct,5,0.9536110237388724,0.9255308361532185,0.8556379821958456,0.032974756586429003,0.8100890207715133,0.8916913946587537,0.00258,0.0052,1.0,-1.9785773568071128,64,32,32,0,0.14938931999495253,0.007053999998606742,1.0,False
harder_holdout,holdout_bin_2,M5_source_rich_top16_kcenter32_fixed_guard,feature_count,heldout_47_51,0.01,1.0pct,5,0.9001278931750744,0.751913278526875,0.6172106824925816,0.0,0.6172106824925816,0.6172106824925816,0.0031,0.0031,1.0,2.1805875526183174,32,16,16,0,0.06701712000358384,0.003650920002837665,1.0,False
harder_holdout,holdout_bin_2,M5_source_rich_top16_kcenter32_fixed_guard,feature_count,main_42_46,0.01,1.0pct,5,0.9001278931750744,0.751913278526875,0.6172106824925816,0.0,0.6172106824925816,0.6172106824925816,0.0031,0.0031,1.0,2.1805875526183174,32,16,16,0,0.0706181799992919,0.0038024600013159215,1.0,False
harder_holdout,holdout_bin_2,M7_source_rich_top48_kcenter32_fixed_guard,feature_count,heldout_47_51,0.01,1.0pct,5,0.9710079376854599,0.9213053607348345,0.8545994065281899,0.0,0.8545994065281899,0.8545994065281899,0.0043,0.0043,1.0,-2.6189721313339978,32,48,48,0,0.27800108000228646,0.009865880003781058,1.0,False
harder_holdout,holdout_bin_2,M7_source_rich_top48_kcenter32_fixed_guard,feature_count,main_42_46,0.01,1.0pct,5,0.9710079376854599,0.9213053607348345,0.8545994065281899,0.0,0.8545994065281899,0.8545994065281899,0.0043,0.0043,1.0,-2.6189721313339978,32,48,48,0,0.2910021799965762,0.010100080000120215,1.0,False
harder_holdout,holdout_bin_2,M8_source_rich_top64_kcenter32_fixed_guard,feature_count,heldout_47_51,0.01,1.0pct,5,0.9959862759643915,0.9865837153127115,0.9740356083086054,0.0,0.9740356083086054,0.9740356083086054,0.0057,0.0057,1.0,-3.4616880163438504,32,64,64,0,0.46034973999776413,0.011552600003778935,1.0,False
harder_holdout,holdout_bin_2,M8_source_rich_top64_kcenter32_fixed_guard,feature_count,main_42_46,0.01,1.0pct,5,0.9959862759643915,0.9865837153127115,0.9740356083086054,0.0,0.9740356083086054,0.9740356083086054,0.0057,0.0057,1.0,-3.4616880163438504,32,64,64,0,0.47622096000704917,0.01259520000021439,1.0,False
harder_holdout,holdout_bin_2,M9_source_rich_top32_kcenter32_hardneg_w4,low_fpr_adapter_sanity,heldout_47_51,0.01,1.0pct,5,0.943137759643917,0.8902819486138267,0.8063798219584569,0.0,0.8063798219584569,0.8063798219584569,0.0054,0.0054,1.0,-1.896402164729576,32,32,32,100,0.16613038000068628,0.0067203600017819555,1.0,False
harder_holdout,holdout_bin_2,M9_source_rich_top32_kcenter32_hardneg_w4,low_fpr_adapter_sanity,main_42_46,0.01,1.0pct,5,0.943137759643917,0.8902819486138267,0.8063798219584569,0.0,0.8063798219584569,0.8063798219584569,0.0054,0.0054,1.0,-1.896402164729576,32,32,32,100,0.16624552000139375,0.007248780003283173,1.0,False
harder_holdout,holdout_bin_2,M0_V1_original100_kcenter32_fixed_guard,baseline,heldout_47_51,0.012,1.2pct,5,0.39120140949554894,0.40456989791595277,0.327893175074184,0.0,0.327893175074184,0.327893175074184,0.0012,0.0012,1.0,-3.2619715072620465,32,100,0,0,0.703109100004076,0.01953423999948427,1.0,True
harder_holdout,holdout_bin_2,M0_V1_original100_kcenter32_fixed_guard,baseline,main_42_46,0.012,1.2pct,5,0.39120140949554894,0.40456989791595277,0.327893175074184,0.0,0.327893175074184,0.327893175074184,0.0012,0.0012,1.0,-3.2619715072620465,32,100,0,0,0.7249197599972831,0.019263499998487532,1.0,True
harder_holdout,holdout_bin_2,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,heldout_47_51,0.012,1.2pct,5,0.9406764094955488,0.8874848250315692,0.8123145400593472,0.0,0.8123145400593472,0.8123145400593472,0.007299999999999999,0.0073,1.0,-2.126415783477891,32,32,32,0,0.15916862000303808,0.006890940002631396,1.0,True
harder_holdout,holdout_bin_2,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,main_42_46,0.012,1.2pct,5,0.9406764094955488,0.8874848250315692,0.8123145400593472,0.0,0.8123145400593472,0.8123145400593472,0.007299999999999999,0.0073,1.0,-2.126415783477891,32,32,32,0,0.16700718000065534,0.007176060002529993,1.0,True
harder_holdout,holdout_bin_2,M3_source_rich_top32_kcenter64_fixed_guard,support_budget,heldout_47_51,0.012,1.2pct,5,0.9290508160237391,0.8916492572661125,0.7729970326409495,0.0,0.7729970326409495,0.7729970326409495,0.0004,0.0004,1.0,1.6928787842450608,64,32,32,0,0.15559595999948214,0.006030899999313988,1.0,True
harder_holdout,holdout_bin_2,M3_source_rich_top32_kcenter64_fixed_guard,support_budget,main_42_46,0.012,1.2pct,5,0.9290508160237391,0.8916492572661125,0.7729970326409495,0.0,0.7729970326409495,0.7729970326409495,0.0004,0.0004,1.0,1.6928787842450608,64,32,32,0,0.16115330000175163,0.007122080001863651,1.0,True
harder_holdout,holdout_bin_2,M4_source_rich_top32_kcenter128_fixed_guard,support_budget,heldout_47_51,0.012,1.2pct,5,0.9637350890207713,0.9126209880128183,0.8590504451038574,0.0,0.8590504451038575,0.8590504451038575,0.0018,0.0018,1.0,1.524984199153338,128,32,32,0,0.17008533999905923,0.007209860000875779,1.0,True
harder_holdout,holdout_bin_2,M4_source_rich_top32_kcenter128_fixed_guard,support_budget,main_42_46,0.012,1.2pct,5,0.9637350890207713,0.9126209880128183,0.8590504451038574,0.0,0.8590504451038575,0.8590504451038575,0.0018,0.0018,1.0,1.524984199153338,128,32,32,0,0.17220428000146057,0.0072606200032169,1.0,True
harder_holdout,holdout_bin_2,M4b_source_rich_top32_random64_fixed_guard,support_budget_random_baseline,heldout_47_51,0.012,1.2pct,5,0.9536110237388724,0.9255308361532185,0.8608308605341246,0.03493191030130195,0.8167655786350149,0.8976261127596439,0.0040999999999999995,0.0093,1.0,-2.375764519196026,64,32,32,0,0.14938931999495253,0.007053999998606742,1.0,True
harder_holdout,holdout_bin_2,M5_source_rich_top16_kcenter32_fixed_guard,feature_count,heldout_47_51,0.012,1.2pct,5,0.9001278931750744,0.751913278526875,0.6172106824925816,0.0,0.6172106824925816,0.6172106824925816,0.0033999999999999994,0.0034,1.0,1.9516680156965875,32,16,16,0,0.06701712000358384,0.003650920002837665,1.0,True
harder_holdout,holdout_bin_2,M5_source_rich_top16_kcenter32_fixed_guard,feature_count,main_42_46,0.012,1.2pct,5,0.9001278931750744,0.751913278526875,0.6172106824925816,0.0,0.6172106824925816,0.6172106824925816,0.0033999999999999994,0.0034,1.0,1.9516680156965875,32,16,16,0,0.0706181799992919,0.0038024600013159215,1.0,True
harder_holdout,holdout_bin_2,M7_source_rich_top48_kcenter32_fixed_guard,feature_count,heldout_47_51,0.012,1.2pct,5,0.9710079376854599,0.9213053607348345,0.8545994065281899,0.0,0.8545994065281899,0.8545994065281899,0.0048,0.0048,1.0,-2.8526283891355444,32,48,48,0,0.27800108000228646,0.009865880003781058,1.0,True
harder_holdout,holdout_bin_2,M7_source_rich_top48_kcenter32_fixed_guard,feature_count,main_42_46,0.012,1.2pct,5,0.9710079376854599,0.9213053607348345,0.8545994065281899,0.0,0.8545994065281899,0.8545994065281899,0.0048,0.0048,1.0,-2.8526283891355444,32,48,48,0,0.2910021799965762,0.010100080000120215,1.0,True
harder_holdout,holdout_bin_2,M8_source_rich_top64_kcenter32_fixed_guard,feature_count,heldout_47_51,0.012,1.2pct,5,0.9959862759643915,0.9865837153127115,0.9755192878338279,0.0,0.9755192878338279,0.9755192878338279,0.0072,0.0072,1.0,-3.738835667858286,32,64,64,0,0.46034973999776413,0.011552600003778935,1.0,True
harder_holdout,holdout_bin_2,M8_source_rich_top64_kcenter32_fixed_guard,feature_count,main_42_46,0.012,1.2pct,5,0.9959862759643915,0.9865837153127115,0.9755192878338279,0.0,0.9755192878338279,0.9755192878338279,0.0072,0.0072,1.0,-3.738835667858286,32,64,64,0,0.47622096000704917,0.01259520000021439,1.0,True
harder_holdout,holdout_bin_2,M9_source_rich_top32_kcenter32_hardneg_w4,low_fpr_adapter_sanity,heldout_47_51,0.012,1.2pct,5,0.943137759643917,0.8902819486138267,0.8093471810089021,0.0,0.8093471810089021,0.8093471810089021,0.0058,0.0058,1.0,-2.0418729010847407,32,32,32,100,0.16613038000068628,0.0067203600017819555,1.0,True
harder_holdout,holdout_bin_2,M9_source_rich_top32_kcenter32_hardneg_w4,low_fpr_adapter_sanity,main_42_46,0.012,1.2pct,5,0.943137759643917,0.8902819486138267,0.8093471810089021,0.0,0.8093471810089021,0.8093471810089021,0.0058,0.0058,1.0,-2.0418729010847407,32,32,32,100,0.16624552000139375,0.007248780003283173,1.0,True
harder_holdout,holdout_bin_2,M0_V1_original100_kcenter32_fixed_guard,baseline,heldout_47_51,0.015,1.5pct,5,0.39120140949554894,0.40456989791595277,0.33160237388724034,0.0,0.33160237388724034,0.33160237388724034,0.0014,0.0014,1.0,-3.4184915921835453,32,100,0,0,0.703109100004076,0.01953423999948427,1.0,True
harder_holdout,holdout_bin_2,M0_V1_original100_kcenter32_fixed_guard,baseline,main_42_46,0.015,1.5pct,5,0.39120140949554894,0.40456989791595277,0.33160237388724034,0.0,0.33160237388724034,0.33160237388724034,0.0014,0.0014,1.0,-3.4184915921835453,32,100,0,0,0.7249197599972831,0.019263499998487532,1.0,True
harder_holdout,holdout_bin_2,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,heldout_47_51,0.015,1.5pct,5,0.9406764094955488,0.8874848250315692,0.8204747774480712,0.0,0.8204747774480712,0.8204747774480712,0.0081,0.0081,1.0,-2.3361322451042112,32,32,32,0,0.15916862000303808,0.006890940002631396,1.0,True
harder_holdout,holdout_bin_2,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,main_42_46,0.015,1.5pct,5,0.9406764094955488,0.8874848250315692,0.8204747774480712,0.0,0.8204747774480712,0.8204747774480712,0.0081,0.0081,1.0,-2.3361322451042112,32,32,32,0,0.16700718000065534,0.007176060002529993,1.0,True
harder_holdout,holdout_bin_2,M3_source_rich_top32_kcenter64_fixed_guard,support_budget,heldout_47_51,0.015,1.5pct,5,0.9290508160237391,0.8916492572661125,0.7826409495548962,0.0,0.7826409495548962,0.7826409495548962,0.0006,0.0006,1.0,1.2775731368604617,64,32,32,0,0.15559595999948214,0.006030899999313988,1.0,True
harder_holdout,holdout_bin_2,M3_source_rich_top32_kcenter64_fixed_guard,support_budget,main_42_46,0.015,1.5pct,5,0.9290508160237391,0.8916492572661125,0.7826409495548962,0.0,0.7826409495548962,0.7826409495548962,0.0006,0.0006,1.0,1.2775731368604617,64,32,32,0,0.16115330000175163,0.007122080001863651,1.0,True
harder_holdout,holdout_bin_2,M4_source_rich_top32_kcenter128_fixed_guard,support_budget,heldout_47_51,0.015,1.5pct,5,0.9637350890207713,0.9126209880128183,0.859792284866469,0.0,0.8597922848664689,0.8597922848664689,0.0033,0.0033,1.0,1.2211689317185714,128,32,32,0,0.17008533999905923,0.007209860000875779,1.0,True
harder_holdout,holdout_bin_2,M4_source_rich_top32_kcenter128_fixed_guard,support_budget,main_42_46,0.015,1.5pct,5,0.9637350890207713,0.9126209880128183,0.859792284866469,0.0,0.8597922848664689,0.8597922848664689,0.0033,0.0033,1.0,1.2211689317185714,128,32,32,0,0.17220428000146057,0.0072606200032169,1.0,True
harder_holdout,holdout_bin_2,M5_source_rich_top16_kcenter32_fixed_guard,feature_count,heldout_47_51,0.015,1.5pct,5,0.9001278931750744,0.751913278526875,0.620919881305638,0.0,0.620919881305638,0.620919881305638,0.0033999999999999994,0.0034,1.0,1.7510507049539015,32,16,16,0,0.06701712000358384,0.003650920002837665,1.0,True
harder_holdout,holdout_bin_2,M5_source_rich_top16_kcenter32_fixed_guard,feature_count,main_42_46,0.015,1.5pct,5,0.9001278931750744,0.751913278526875,0.620919881305638,0.0,0.620919881305638,0.620919881305638,0.0033999999999999994,0.0034,1.0,1.7510507049539015,32,16,16,0,0.0706181799992919,0.0038024600013159215,1.0,True
harder_holdout,holdout_bin_2,M7_source_rich_top48_kcenter32_fixed_guard,feature_count,heldout_47_51,0.015,1.5pct,5,0.9710079376854599,0.9213053607348345,0.8568249258160238,0.0,0.8568249258160238,0.8568249258160238,0.0053,0.0053,1.0,-3.1743041822899345,32,48,48,0,0.27800108000228646,0.009865880003781058,1.0,True
harder_holdout,holdout_bin_2,M7_source_rich_top48_kcenter32_fixed_guard,feature_count,main_42_46,0.015,1.5pct,5,0.9710079376854599,0.9213053607348345,0.8568249258160238,0.0,0.8568249258160238,0.8568249258160238,0.0053,0.0053,1.0,-3.1743041822899345,32,48,48,0,0.2910021799965762,0.010100080000120215,1.0,True
harder_holdout,holdout_bin_2,M8_source_rich_top64_kcenter32_fixed_guard,feature_count,heldout_47_51,0.015,1.5pct,5,0.9959862759643915,0.9865837153127115,0.9755192878338279,0.0,0.9755192878338279,0.9755192878338279,0.0079,0.0079,1.0,-3.908052940004572,32,64,64,0,0.46034973999776413,0.011552600003778935,1.0,True
harder_holdout,holdout_bin_2,M8_source_rich_top64_kcenter32_fixed_guard,feature_count,main_42_46,0.015,1.5pct,5,0.9959862759643915,0.9865837153127115,0.9755192878338279,0.0,0.9755192878338279,0.9755192878338279,0.0079,0.0079,1.0,-3.908052940004572,32,64,64,0,0.47622096000704917,0.01259520000021439,1.0,True
harder_holdout,holdout_bin_2,M9_source_rich_top32_kcenter32_hardneg_w4,low_fpr_adapter_sanity,heldout_47_51,0.015,1.5pct,5,0.943137759643917,0.8902819486138267,0.816765578635015,0.0,0.8167655786350149,0.8167655786350149,0.0061,0.0061,1.0,-2.2850881469272943,32,32,32,100,0.16613038000068628,0.0067203600017819555,1.0,True
harder_holdout,holdout_bin_2,M9_source_rich_top32_kcenter32_hardneg_w4,low_fpr_adapter_sanity,main_42_46,0.015,1.5pct,5,0.943137759643917,0.8902819486138267,0.816765578635015,0.0,0.8167655786350149,0.8167655786350149,0.0061,0.0061,1.0,-2.2850881469272943,32,32,32,100,0.16624552000139375,0.007248780003283173,1.0,True
harder_holdout,holdout_bin_2,M0_V1_original100_kcenter32_fixed_guard,baseline,heldout_47_51,0.02,2.0pct,5,0.39120140949554894,0.40456989791595277,0.3353115727002967,0.0,0.3353115727002967,0.3353115727002967,0.0016,0.0016,1.0,-3.5529003738716143,32,100,0,0,0.703109100004076,0.01953423999948427,1.0,True
harder_holdout,holdout_bin_2,M0_V1_original100_kcenter32_fixed_guard,baseline,main_42_46,0.02,2.0pct,5,0.39120140949554894,0.40456989791595277,0.3353115727002967,0.0,0.3353115727002967,0.3353115727002967,0.0016,0.0016,1.0,-3.5529003738716143,32,100,0,0,0.7249197599972831,0.019263499998487532,1.0,True
harder_holdout,holdout_bin_2,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,heldout_47_51,0.02,2.0pct,5,0.9406764094955488,0.8874848250315692,0.8241839762611276,0.0,0.8241839762611276,0.8241839762611276,0.0084,0.0084,1.0,-2.4899297844084507,32,32,32,0,0.15916862000303808,0.006890940002631396,1.0,True
harder_holdout,holdout_bin_2,M1_V2_source_rich_top32_kcenter32_fixed_guard,v2_baseline,main_42_46,0.02,2.0pct,5,0.9406764094955488,0.8874848250315692,0.8241839762611276,0.0,0.8241839762611276,0.8241839762611276,0.0084,0.0084,1.0,-2.4899297844084507,32,32,32,0,0.16700718000065534,0.007176060002529993,1.0,True
