variant,active_strong_regions,active_strong_labels,active_strong_semantic_groups,mean_support_val_label_consistency,mean_support_val_uncertain_coverage,ood_val_nearest_core_rate,ood_val_nearest_core_plus_near_rate,mirai_udp_nonregression,active_count_nonregression,consistency_nonregression,ood_nonregression,admissible
V0_frozen512_single_medoid,1,Mirai UDP Flooding,1,0.664047619047619,0.9949999999999999,0.7350833333333333,0.7557916666666666,True,True,True,True,True
V1_frozen512_two_medoid,2,Mirai GRE Flooding|Mirai UDP Flooding,1,0.7161904761904763,0.9899999999999999,0.6980833333333333,0.7657083333333333,True,True,True,True,True
V2_frozen512_adaptive_three_medoid,2,Mirai GRE Flooding|Mirai UDP Flooding,1,0.7161904761904763,0.9899999999999999,0.6980833333333333,0.7657083333333333,True,True,True,True,True
