candidate_name,seeds,dev_attack_hard_min_mean,dev_attack_hard_min_min,dev_attack_hard_min_max,review_dev_max_mean,review_dev_max_min,review_dev_max_max,ood_dev_hard_max_mean,ood_dev_hard_max_min,ood_dev_hard_max_max,report_only_attack_hard_min_mean,report_only_attack_hard_min_min,report_only_attack_hard_min_max,final_ood_report_only_hard_rate_mean,final_ood_report_only_hard_rate_min,final_ood_report_only_hard_rate_max
nca16_metric_shell_controller,5,0.7461293608352432,0.5606060606060606,0.9242424242424242,0.03,0.03,0.03,0.24625,0.0775,0.395,0.7701611111111111,0.10355555555555555,0.98675,0.15819999999999998,0.043666666666666666,0.31733333333333336
