seed,scorer_kind,weighting_policy,subspace_name,region_policy,prototype_budget,region_max,top_k,inner_radius_q,outer_radius_q,attack_outer_norm,benign_core_norm,conflict_slack,review_budget,subspace_dim,region_count,total_prototypes,centroid_distance_ops_per_raw_alarm,prototype_distance_ops_per_raw_alarm_est,raw_score_low_can_skip_bank
42,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,70,8,49,560,1470,True
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,70,8,44,560,1260,True
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,70,8,45,560,1260,True
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,70,8,48,560,1260,True
46,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,70,8,41,560,1260,True
