seed,scorer_kind,weighting_policy,subspace_name,region_policy,prototype_budget,region_max,top_k,inner_radius_q,outer_radius_q,attack_outer_norm,benign_core_norm,conflict_slack,review_budget,role,region_id,source_family,top1_route_rate,hard_alarm_rate_with_top1_region,rows
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r1,heavy,0.0,0.0,2250
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r2,heavy,0.0,0.0,2250
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r3,heavy,0.0,0.0,2250
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r4,heavy,0.0,0.0,2250
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r5,heavy,0.0,0.0,2250
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r6,medium,0.43822222222222224,0.244,2250
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r7,heavy,0.0,0.0,2250
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r0,medium,0.13925,0.09,4000
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r1,heavy,0.0,0.0,4000
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r2,heavy,0.01425,0.00725,4000
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r3,heavy,0.0,0.0,4000
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r4,heavy,0.0,0.0,4000
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r5,heavy,0.0,0.0,4000
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r6,medium,0.81125,0.61675,4000
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r7,heavy,0.03525,0.0165,4000
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r0,medium,0.13966666666666666,0.0,3000
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r1,heavy,0.0,0.0,3000
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r2,heavy,0.0,0.0,3000
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r3,heavy,0.0,0.0,3000
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r4,heavy,0.0,0.0,3000
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r5,heavy,0.0,0.0,3000
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r6,medium,0.8603333333333333,0.0,3000
43,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r7,heavy,0.0,0.0,3000
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r0,mixed:heavy:1|medium:64,0.023333333333333334,0.0,600
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r1,heavy,0.35333333333333333,0.0,600
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r2,heavy,0.0,0.0,600
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r3,heavy,0.0,0.0,600
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r4,heavy,0.0,0.0,600
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r5,heavy,0.0,0.0,600
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r6,medium,0.0033333333333333335,0.0,600
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r7,medium,0.62,0.0,600
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r0,mixed:heavy:1|medium:64,0.0,0.0,1500
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r1,heavy,0.36133333333333334,0.0,1500
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r2,heavy,0.0,0.0,1500
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r3,heavy,0.0,0.0,1500
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r4,heavy,0.0,0.0,1500
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r5,heavy,0.0,0.0,1500
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r6,medium,0.0,0.0,1500
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r7,medium,0.6386666666666667,0.0,1500
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r0,mixed:heavy:1|medium:64,0.011929824561403509,0.0,2850
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r1,heavy,0.2785964912280702,0.0,2850
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r2,heavy,0.0,0.0,2850
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r3,heavy,0.0,0.0,2850
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r4,heavy,0.0,0.0,2850
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r5,heavy,0.0,0.0,2850
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r6,medium,0.0,0.0,2850
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r7,medium,0.7094736842105264,0.0,2850
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r0,mixed:heavy:1|medium:64,0.041666666666666664,0.041666666666666664,24
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r1,heavy,0.0,0.0,24
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r2,heavy,0.0,0.0,24
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r3,heavy,0.0,0.0,24
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r4,heavy,0.0,0.0,24
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r5,heavy,0.0,0.0,24
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r6,medium,0.125,0.125,24
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r7,medium,0.8333333333333334,0.6666666666666666,24
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r0,mixed:heavy:1|medium:64,0.0,0.0,9
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r1,heavy,0.3333333333333333,0.1111111111111111,9
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r2,heavy,0.3333333333333333,0.3333333333333333,9
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r3,heavy,0.0,0.0,9
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r4,heavy,0.0,0.0,9
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r5,heavy,0.3333333333333333,0.3333333333333333,9
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r6,medium,0.0,0.0,9
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r7,medium,0.0,0.0,9
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r0,mixed:heavy:1|medium:64,0.0,0.0,34
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r1,heavy,0.058823529411764705,0.029411764705882353,34
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r2,heavy,0.0,0.0,34
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r3,heavy,0.0,0.0,34
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r4,heavy,0.0,0.0,34
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r5,heavy,0.0,0.0,34
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r6,medium,0.0,0.0,34
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_medium_query,cluster_kcenter_r7,medium,0.9411764705882353,0.7941176470588235,34
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r0,mixed:heavy:1|medium:64,0.0,0.0,31
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r1,heavy,1.0,0.9354838709677419,31
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r2,heavy,0.0,0.0,31
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r3,heavy,0.0,0.0,31
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r4,heavy,0.0,0.0,31
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r5,heavy,0.0,0.0,31
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r6,medium,0.0,0.0,31
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,pseudo_heavy_query,cluster_kcenter_r7,medium,0.0,0.0,31
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r0,mixed:heavy:1|medium:64,0.0035555555555555557,0.003111111111111111,2250
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r1,heavy,0.005333333333333333,0.0022222222222222222,2250
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r2,heavy,0.0,0.0,2250
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r3,heavy,0.0,0.0,2250
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r4,heavy,0.0,0.0,2250
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r5,heavy,0.0,0.0,2250
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r6,medium,0.0,0.0,2250
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,medium_attack_eval_report_only,cluster_kcenter_r7,medium,0.9911111111111112,0.864,2250
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r0,mixed:heavy:1|medium:64,0.0,0.0,4000
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r1,heavy,0.724,0.57925,4000
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r2,heavy,0.03475,0.03475,4000
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r3,heavy,0.0,0.0,4000
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r4,heavy,0.00125,0.00075,4000
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r5,heavy,0.0505,0.0505,4000
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r6,medium,0.0,0.0,4000
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,dev_heavy_query_report_only,cluster_kcenter_r7,medium,0.1895,0.165,4000
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r0,mixed:heavy:1|medium:64,0.03266666666666666,0.0,3000
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r1,heavy,0.3506666666666667,0.0,3000
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r2,heavy,0.0,0.0,3000
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r3,heavy,0.0,0.0,3000
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r4,heavy,0.0,0.0,3000
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r5,heavy,0.0,0.0,3000
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r6,medium,0.0,0.0,3000
44,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,final_ood_report_only,cluster_kcenter_r7,medium,0.6166666666666667,0.0,3000
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r0,mixed:heavy:1|medium:64,0.6333333333333333,0.0,600
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r1,heavy,0.0,0.0,600
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r2,heavy,0.0,0.0,600
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r3,heavy,0.325,0.0,600
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r4,medium,0.0,0.0,600
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r5,heavy,0.0,0.0,600
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r6,medium,0.041666666666666664,0.0,600
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,id_calib,cluster_kcenter_r7,medium,0.0,0.0,600
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r0,mixed:heavy:1|medium:64,0.6293333333333333,0.0,1500
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r1,heavy,0.0,0.0,1500
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r2,heavy,0.0,0.0,1500
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r3,heavy,0.3626666666666667,0.0,1500
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r4,medium,0.008,0.0,1500
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r5,heavy,0.0,0.0,1500
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r6,medium,0.0,0.0,1500
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_val,cluster_kcenter_r7,medium,0.0,0.0,1500
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r0,mixed:heavy:1|medium:64,0.7214035087719298,0.0,2850
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r1,heavy,0.0,0.0,2850
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r2,heavy,0.0,0.0,2850
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r3,heavy,0.2785964912280702,0.0,2850
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r4,medium,0.0,0.0,2850
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r5,heavy,0.0,0.0,2850
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r6,medium,0.0,0.0,2850
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,ood_stress_val,cluster_kcenter_r7,medium,0.0,0.0,2850
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r0,mixed:heavy:1|medium:64,0.8,0.8,25
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r1,heavy,0.0,0.0,25
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r2,heavy,0.0,0.0,25
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r3,heavy,0.0,0.0,25
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r4,medium,0.08,0.04,25
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r5,heavy,0.0,0.0,25
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r6,medium,0.04,0.04,25
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_medium_val,cluster_kcenter_r7,medium,0.08,0.08,25
45,shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,support_heavy_val,cluster_kcenter_r0,mixed:heavy:1|medium:64,0.0,0.0,8
