seed,weighting_policy,role,score_mean,score_q50,score_q90,score_q95,score_q99,score_min,score_max,raw_alarm_rate
42,medium_region_boost,ood_val,-0.04849922152232748,-0.05155214086683943,-0.03531026545065147,-0.03285455220527325,-0.024798039816593787,-0.054148580944513594,-0.006684117148588686,0.0
42,medium_region_boost,ood_stress_val,-0.043989976851001505,-0.05155214086683943,-0.031532620463360056,-0.029190314126227294,0.039248628088099834,-0.05422048812376212,0.057103196170055236,0.015789473684210527
42,medium_region_boost,support_medium_val,0.6624594782467106,0.8072387893842833,0.9001137765647947,0.9053924270056969,0.9179910257725927,-0.008527572122417934,0.9219695306463493,0.96
42,medium_region_boost,support_heavy_val,0.8404565498064811,0.864883471967771,0.8840711344912242,0.8840711344912242,0.8840711344912242,0.6310927696305456,0.8840711344912242,1.0
42,medium_region_boost,pseudo_medium_query,0.3680242051735448,0.4304354539181209,0.7801507463869705,0.8018039825347487,0.8339080630079813,-0.054148580944513594,0.841469781252633,0.6785714285714286
42,medium_region_boost,pseudo_heavy_query,0.47686116037344395,0.34103756317653894,0.8745811977602478,0.874962030735819,0.874962030735819,0.15046556924189722,0.874962030735819,1.0
42,attack_total_parity,id_calib,-0.39233291694104355,-0.42711442784941367,-0.3093712989928408,-0.20763744138437096,-0.11855334500343155,-0.4578328135893462,0.22641945980772132,0.0016666666666666668
42,attack_total_parity,ood_val,-0.4186535593671956,-0.4343142921255031,-0.34167005085119795,-0.3233931981429253,-0.3174405045430033,-0.4578328135893462,-0.1344179731835594,0.0
42,attack_total_parity,ood_stress_val,-0.37298613721448004,-0.4343142921255031,-0.18624940774921134,-0.1527908742666818,-0.13805738216387098,-0.460487270175786,0.14297645082156224,0.0003508771929824561
42,attack_total_parity,support_medium_val,0.37774450727947273,0.4757067720383082,0.49327351497955113,0.49411671996541323,0.49411671996541323,-0.20458889353606757,0.49411671996541323,0.92
42,attack_total_parity,support_heavy_val,0.4745605214266111,0.48718614123526754,0.48718614123526754,0.48718614123526754,0.48718614123526754,0.39050394172657904,0.48718614123526754,1.0
42,attack_total_parity,pseudo_medium_query,-0.013504813735041605,0.1499989515653895,0.32785918124251007,0.3905507532480606,0.41376113124699265,-0.4578328135893462,0.41740391845773833,0.5357142857142857
42,attack_total_parity,pseudo_heavy_query,0.031085625118974128,-0.14318798575122232,0.45514315222755736,0.45514315222755736,0.45779680921445554,-0.18844710514722257,0.45898903191871415,0.34375
42,medium_dominant_parity,id_calib,-0.2885270338819071,-0.3275979321500068,-0.1929953934496217,-0.12121571858052888,-0.07091268936451019,-0.3568087059356414,0.2753130549798443,0.01
42,medium_dominant_parity,ood_val,-0.31127692715428185,-0.33140769210737286,-0.21495635152355635,-0.19457260187087969,-0.1473264004481188,-0.3568087059356414,0.0,0.0
42,medium_dominant_parity,ood_stress_val,-0.272459754364832,-0.33140769210737286,-0.10736162072714783,-0.0915452390418483,-0.0915452390418483,-0.3568087059356414,0.22796175346926167,0.002807017543859649
42,medium_dominant_parity,support_medium_val,0.5030514180678793,0.5791974062879028,0.5949865238325205,0.5949865238325205,0.5949865238325205,0.000685748526558061,0.5949865238325205,1.0
42,medium_dominant_parity,support_heavy_val,0.5727065002823186,0.5875229640039996,0.5875229640039996,0.5875229640039996,0.5875229640039996,0.4752328609688539,0.5875229640039996,1.0
42,medium_dominant_parity,pseudo_medium_query,0.14775010851172038,0.3609976594138987,0.48046104271498613,0.5302268831667174,0.548909633192369,-0.3568087059356414,0.5520487494795183,0.6428571428571429
42,medium_dominant_parity,pseudo_heavy_query,0.24180309620518975,0.11911348707258346,0.5565780992954068,0.5565780992954068,0.5603542627985201,0.044356749719113464,0.5620508000245565,1.0
43,uniform_sample,id_calib,-0.06810836989972424,-0.07122044819860625,-0.061084404057125626,-0.0606561637713595,-0.02981168835102943,-0.07216047935396747,0.06450680688219673,0.0033333333333333335
43,uniform_sample,ood_val,-0.06904669152580535,-0.0701557296952824,-0.06745722347471261,-0.06479242850496604,-0.050584360605078316,-0.07292836763373405,0.0,0.0
43,uniform_sample,ood_stress_val,-0.060427144714840605,-0.06519160753657506,-0.05231144664538151,-0.035570606044298646,-0.001906532461902949,-0.07292836763373405,0.0765739861467043,0.008771929824561403
43,uniform_sample,support_medium_val,0.60420191477588,0.8514421962715057,0.8766977983845707,0.8788837677873215,0.8799446749044386,0.00010615997768907703,0.8802099016837179,1.0
43,uniform_sample,support_heavy_val,0.8166485328106214,0.8223066971239504,0.8223066971239504,0.8223066971239504,0.8223066971239504,0.80385554456966,0.8223066971239504,1.0
43,uniform_sample,pseudo_medium_query,0.5496447635223517,0.40517520489684855,0.8838017147847286,0.8838017147847286,0.8889691961569478,-0.05273450289906213,0.8889691961569478,0.9393939393939394
43,uniform_sample,pseudo_heavy_query,0.6509951619392885,0.7790353183022451,0.8007241786348233,0.8139436877258995,0.8139436877258995,-0.06815701291838379,0.8139436877258995,0.9428571428571428
43,equal_region_total,id_calib,-0.04932081140873625,-0.05340313911155323,-0.04119100599682653,-0.037967497180843794,-0.024649332071547153,-0.053960066158281444,0.03774329882831997,0.0033333333333333335
43,equal_region_total,ood_val,-0.049385109438452236,-0.05158816137841671,-0.045703721213927136,-0.03932453528098481,-0.02642138435035722,-0.05433657072215586,0.08959858424809322,0.002
43,equal_region_total,ood_stress_val,-0.03714564238320495,-0.0450991941314863,-0.02301234181861913,0.01662714072764223,0.09790508004861886,-0.054620519370781544,0.19577921727295677,0.052982456140350874
43,equal_region_total,support_medium_val,0.5521097144830873,0.822682984864161,0.8488195269594871,0.8565150750864754,0.8741535752989756,0.0027061604562835795,0.8785632003521008,1.0
43,equal_region_total,support_heavy_val,0.8545942397671246,0.8535809426787772,0.856012855690811,0.8588500875381837,0.8611198730160818,0.8535809426787772,0.8616873193855564,1.0
43,equal_region_total,pseudo_medium_query,0.4514312110194627,0.22972229177125605,0.8582584296370406,0.8680901562647896,0.8687764742339089,-0.03926114666774187,0.8687764742339089,0.9393939393939394
43,equal_region_total,pseudo_heavy_query,0.7436187322930662,0.8400752779187273,0.8400752779187273,0.8616873193855564,0.8616873193855564,-0.047006670155946326,0.8616873193855564,0.9428571428571428
43,medium_region_boost,id_calib,-0.05087995012378387,-0.055584418065647664,-0.04250296790615288,-0.03846639542046218,-0.012618635243125467,-0.056040528629885955,0.10050194310957042,0.0033333333333333335
43,medium_region_boost,ood_val,-0.051243398610660074,-0.053242632494402614,-0.049312152832657094,-0.04230993503305657,-0.024365007684231714,-0.057220901952471946,0.04530213043492031,0.006
43,medium_region_boost,ood_stress_val,-0.038141414742089576,-0.045783142227599376,-0.008916823080619765,0.02541123572562482,0.123592598178209,-0.057380703723401025,0.13471249419460904,0.07087719298245614
43,medium_region_boost,support_medium_val,0.6140792552666952,0.8572547265122412,0.8726945268860408,0.8783396370070812,0.8877340317666848,0.026047194819235404,0.8900826304565856,1.0
43,medium_region_boost,support_heavy_val,0.8396794770581206,0.8432400435570032,0.8444412329481787,0.8458426205712168,0.8469637306696474,0.8269957952428472,0.8472440081942549,1.0
43,medium_region_boost,pseudo_medium_query,0.5474101775925158,0.43414671455629067,0.880642305526335,0.880642305526335,0.892491837334253,-0.03568908718086916,0.892491837334253,0.9393939393939394
43,medium_region_boost,pseudo_heavy_query,0.7251076667001027,0.8368852835026357,0.8368852835026357,0.8472440081942549,0.8472440081942549,-0.047755272091828505,0.8472440081942549,0.9428571428571428
43,attack_total_parity,id_calib,-0.4819580295663479,-0.4936907628016879,-0.45323889388608807,-0.44569619394992754,-0.09868648633484295,-0.5271671239889705,0.0,0.0
43,attack_total_parity,ood_val,-0.47533989068056903,-0.4656677563300224,-0.4529011353058117,-0.44029069228837037,-0.37791471115542635,-0.5420671809698688,-0.3424264980956707,0.0
43,attack_total_parity,ood_stress_val,-0.37762805897306845,-0.39101637116019566,-0.17373518383739633,-0.10207079929567325,-0.01625218370290349,-0.5420671809698688,0.05921933045925942,0.008421052631578947
43,attack_total_parity,support_medium_val,0.23996880169243714,0.3590306214583228,0.3687622617661511,0.3687622617661511,0.3687622617661511,-0.34042629682208136,0.3687622617661511,0.9375
43,attack_total_parity,support_heavy_val,0.3800819535161132,0.3826702962495403,0.3830861893161938,0.3835713978939562,0.3839595647561662,0.3716237702047426,0.3840566064717187,1.0
43,attack_total_parity,pseudo_medium_query,0.220861367556581,0.18225082614964305,0.3718924339311416,0.3718924339311416,0.3718924339311416,-0.41929390436498903,0.3718924339311416,0.9393939393939394
43,attack_total_parity,pseudo_heavy_query,0.3091988164195037,0.3826702962495403,0.3826702962495403,0.3840566064717187,0.3840566064717187,-0.42345607026727683,0.3840566064717187,0.9428571428571428
43,medium_dominant_parity,id_calib,-0.5966567708372428,-0.6112242271641157,-0.5681756566620424,-0.5592910335011607,-0.11741941446462835,-0.6485679260753529,0.0,0.0
43,medium_dominant_parity,ood_val,-0.6016658182100495,-0.6050723417288416,-0.570962431423435,-0.5501703619245739,-0.5415763158449505,-0.6534741663661031,-0.4994141743459264,0.0
43,medium_dominant_parity,ood_stress_val,-0.47700899231670074,-0.4891095326421098,-0.2157861806217442,-0.10288362369412862,-0.028188187794948694,-0.6620188762999974,-0.008181993591927506,0.0
43,medium_dominant_parity,support_medium_val,0.1629764536156294,0.24792127935908337,0.2626321023594068,0.2626321023594068,0.2626321023594068,-0.46260250633153743,0.2626321023594068,0.9375
43,medium_dominant_parity,support_heavy_val,0.2622645005755339,0.26589334194721814,0.2661770823868446,0.26650811289974213,0.2667729373100602,0.25090507572777043,0.2668391434126397,1.0
43,medium_dominant_parity,pseudo_medium_query,0.1569992925027854,0.16003104097831622,0.2612758122767627,0.2626321023594068,0.2626321023594068,-0.5371494586304875,0.2626321023594068,0.9545454545454546
43,medium_dominant_parity,pseudo_heavy_query,0.19022106489338464,0.26589334194721814,0.26589334194721814,0.2668391434126397,0.2668391434126397,-0.5093949453942299,0.2668391434126397,0.9428571428571428
44,uniform_sample,id_calib,-0.03149655750568884,-0.03470443896844626,-0.03010010512060848,-0.021232584920180826,0.0,-0.03531837300078565,0.18977974523952912,0.008333333333333333
44,uniform_sample,ood_val,-0.029250418119994535,-0.029470862684512718,-0.028085203358844017,-0.027754206442319067,-0.01161000359425102,-0.03579838975176219,-0.004779944320297491,0.0
44,uniform_sample,ood_stress_val,-0.02428168723795706,-0.02996045515739907,-0.01462673250303275,-0.008711126446818346,0.10325336511914948,-0.03579838975176219,0.2633350107936673,0.03368421052631579
44,uniform_sample,support_medium_val,0.7005022593171457,0.7920828178373871,0.923756057205918,0.9355647283730419,0.9376486115201815,-0.021244256633439942,0.9376486115201815,0.9166666666666666
44,uniform_sample,support_heavy_val,0.6718501845488735,0.8796646217773024,0.8836738661066491,0.8916923547653424,0.898107145692297,0.012857054413227563,0.8997108434240356,1.0
44,uniform_sample,pseudo_medium_query,0.6080750872412433,0.8028818627072236,0.8691381751705449,0.8771406321958861,0.8771406321958861,-0.03133476079242855,0.8771406321958861,0.8823529411764706
44,uniform_sample,pseudo_heavy_query,0.6012840923252604,0.6113363290511632,0.7229035998028575,0.8012841107900799,0.8796646217773024,-0.005527766724668232,0.8796646217773024,0.967741935483871
44,equal_region_total,id_calib,-0.05683335964764379,-0.05900843123449744,-0.04866826855652613,-0.044495288178862745,-0.012166141843143208,-0.06678169634876563,0.08818905195433391,0.005
44,equal_region_total,ood_val,-0.05015517158268695,-0.04970191420278989,-0.04866826855652613,-0.034610047568554736,-0.01748462449688591,-0.06639054164143716,0.020498516483925575,0.004666666666666667
44,equal_region_total,ood_stress_val,-0.03394393936811544,-0.04970191420278989,0.0053140079817354385,0.0053140079817354385,0.20496817125107106,-0.06783601469624449,0.20496817125107106,0.19719298245614036
44,equal_region_total,support_medium_val,0.5302915608265136,0.550714105255725,0.8182751110861345,0.8208359753387794,0.8746058504982971,-0.044495288178862745,0.8906669820394517,0.9583333333333334
44,equal_region_total,support_heavy_val,0.6271368850837935,0.7915909685798845,0.7915909685798845,0.7915909685798845,0.7915909685798845,0.06569618586004364,0.7915909685798845,1.0
44,equal_region_total,pseudo_medium_query,0.5133860512536094,0.6878741199200548,0.7428939761972329,0.7428939761972329,0.7428939761972329,-0.0577187405673341,0.7428939761972329,0.8823529411764706
44,equal_region_total,pseudo_heavy_query,0.48308237375879,0.4023620166843055,0.7915909685798845,0.7915909685798845,0.7915909685798845,-0.03786856799089832,0.7915909685798845,0.967741935483871
44,medium_region_boost,id_calib,-0.062055040555753546,-0.06559951577008,-0.0539303970622415,-0.041769536910507804,-0.02464694570630857,-0.07283706515541363,0.16668278365451625,0.01
44,medium_region_boost,ood_val,-0.05397544313045008,-0.05340510187412812,-0.04799090900240789,-0.03467732568879124,-0.019837989756636136,-0.07163002091295909,0.0,0.0
44,medium_region_boost,ood_stress_val,-0.03826558732274995,-0.05340510187412812,-0.0075977587253469175,0.008926177468406266,0.12426360205465295,-0.07412813087347796,0.14901118564867732,0.08070175438596491
44,medium_region_boost,support_medium_val,0.5845539247174799,0.6151593786593512,0.8324959858008142,0.8347627897500424,0.8758555583741469,-0.0453250759884761,0.8881300217293989,0.9583333333333334
44,medium_region_boost,support_heavy_val,0.6126817680639834,0.7756754350275491,0.7770243250289063,0.7797221050316205,0.781880329033792,0.053181417304590334,0.7824198850343349,1.0
44,medium_region_boost,pseudo_medium_query,0.5560194645962152,0.7386944153032425,0.7640349002932383,0.7640349002932383,0.7640349002932383,-0.06337129903062536,0.7640349002932383,0.9411764705882353
44,medium_region_boost,pseudo_heavy_query,0.4879780924346639,0.4148834215013489,0.7824198850343349,0.7824198850343349,0.7824198850343349,-0.04394749708893528,0.7824198850343349,0.967741935483871
44,attack_total_parity,id_calib,-0.29015346387469426,-0.337203020928668,-0.21579954829279402,-0.18279600673689766,-0.03941019554720219,-0.3641379796582516,0.19542876622057143,0.0033333333333333335
44,attack_total_parity,ood_val,-0.18597174473269892,-0.17227528432891215,-0.13467036592328413,-0.13467036592328413,-0.11957648709246099,-0.35468957389104566,-0.05291666197284228,0.0
44,attack_total_parity,ood_stress_val,-0.18277275286120273,-0.21579954829279402,-0.05291666197284228,0.0043940368283310605,0.12528106843434078,-0.37082375888616603,0.2894451123164508,0.05157894736842105
44,attack_total_parity,support_medium_val,0.40929488130634867,0.4920380793834247,0.5173156302504855,0.5218513879822679,0.5351424568137577,-0.05431153406865702,0.539112516334852,0.9166666666666666
44,attack_total_parity,support_heavy_val,0.4488696761305236,0.5424745333429282,0.5439957438129106,0.5470381647528754,0.5494721015048472,0.13304522327182916,0.5500805856928401,1.0
44,attack_total_parity,pseudo_medium_query,0.41945034630105543,0.5188489387975918,0.5218513879822679,0.5218513879822679,0.5218513879822679,-0.21579954829279402,0.5218513879822679,0.9411764705882353
44,attack_total_parity,pseudo_heavy_query,0.2570320568419839,0.14286589434036906,0.5500805856928401,0.5500805856928401,0.5500805856928401,0.08684487295550403,0.5500805856928401,1.0
44,medium_dominant_parity,id_calib,-0.2546537301586038,-0.27674797363683845,-0.22046163386599932,-0.11930679347448286,-0.0374078173414843,-0.30518028049733936,0.3776045513267922,0.005
44,medium_dominant_parity,ood_val,-0.16410353453353413,-0.12898504573418146,-0.11411661754429203,-0.11362562393057823,-0.11362562393057823,-0.30803425107065324,-0.024587529892447335,0.0
44,medium_dominant_parity,ood_stress_val,-0.1420980045163539,-0.16468215707159004,-0.024587529892447335,0.09645892970256653,0.22816006004968076,-0.30803425107065324,0.4154940010667523,0.07508771929824562
44,medium_dominant_parity,support_medium_val,0.5112885328247226,0.5785936924425656,0.6146004200468325,0.6174930305237173,0.6199663049211037,0.005404975465506945,0.6205525999298684,1.0
44,medium_dominant_parity,support_heavy_val,0.5132865687543304,0.6126724734072806,0.6126724734072806,0.6126724734072806,0.6126724734072806,0.17808105481863584,0.6126724734072806,1.0
44,medium_dominant_parity,pseudo_medium_query,0.5088721961966798,0.5948923541269406,0.6045143620181368,0.6045143620181368,0.6045143620181368,-0.22046163386599932,0.6045143620181368,0.9705882352941176
44,medium_dominant_parity,pseudo_heavy_query,0.2830328638194644,0.16045746543765121,0.5996622181809947,0.5996622181809947,0.5996622181809947,0.06720226398595136,0.5996622181809947,1.0
45,uniform_sample,id_calib,-0.0370214722829479,-0.03870880063524812,-0.03305317190976937,-0.03103305433576666,-0.019337744335305385,-0.041271881103531326,-0.0009453323679959602,0.0
45,uniform_sample,ood_val,-0.03875423656328976,-0.04026043402105041,-0.03593397635445405,-0.03168050552867694,-0.021367305502435166,-0.041271881103531326,0.0,0.0
45,uniform_sample,ood_stress_val,-0.024130642236837294,-0.04026043402105041,0.02021245585832194,0.029525138942972824,0.03339545916791898,-0.041271881103531326,0.21325773205098214,0.2119298245614035
45,uniform_sample,support_medium_val,0.792495480161185,0.8889700131301437,0.9399059576923381,0.941450529612015,0.9429253853088101,0.24129796628645106,0.94331336905468,1.0
45,uniform_sample,support_heavy_val,0.7294759630669209,0.8256410298368707,0.8498102907430186,0.8498102907430186,0.8498102907430186,0.3059198075561633,0.8498102907430186,1.0
45,uniform_sample,pseudo_medium_query,0.4729509911118192,0.7017148050740506,0.8886829088609183,0.9306119271842702,0.9329295717030859,-0.041271881103531326,0.9329295717030859,0.6785714285714286
45,uniform_sample,pseudo_heavy_query,0.4049115844949057,0.5213215295603023,0.7906308675936418,0.8262022244595049,0.8262022244595049,-0.02150028184430696,0.8262022244595049,0.9696969696969697
45,equal_region_total,id_calib,-0.09007270304606829,-0.0905082953794646,-0.07456474108300752,-0.07456474108300752,-0.04920044482980064,-0.10563191381965235,-0.018277190388075085,0.0
45,equal_region_total,ood_val,-0.09760314943554416,-0.10346014867763968,-0.08419126327750068,-0.07662387419666149,-0.054935751204816904,-0.10563191381965235,0.01382738091200822,0.002
45,equal_region_total,ood_stress_val,-0.08410488017580556,-0.1034852779860605,-0.040245479327023916,-0.023955520718998743,0.029572269494872475,-0.10563191381965235,0.09589165991973668,0.022105263157894735
45,equal_region_total,support_medium_val,0.5597914046345872,0.7434641520149589,0.8307933430366556,0.8331195624056486,0.8433792579534309,-0.06918011064264332,0.8466062811297712,0.96
45,equal_region_total,support_heavy_val,0.6685429378905803,0.7715571019384773,0.7928462245410123,0.8084498995942815,0.8209328396368968,0.2025129159321316,0.8240535746475507,1.0
45,equal_region_total,pseudo_medium_query,0.29561791525943265,0.25929838421890655,0.7044200560999623,0.7530415177385879,0.772678819790304,-0.10560391552986717,0.7754898578066222,0.6071428571428571
45,equal_region_total,pseudo_heavy_query,0.18403439583515563,0.14213378712625907,0.8032998071375367,0.8240535746475507,0.8240535746475507,-0.10196727030826144,0.8240535746475507,0.6363636363636364
45,medium_region_boost,id_calib,-0.08690752227923158,-0.08871846002591888,-0.08152004388211012,-0.07587460893239428,-0.038717874729171584,-0.09301699345221213,-0.018037464273002207,0.0
45,medium_region_boost,ood_val,-0.08754116369314814,-0.09117825691854813,-0.07970925400517649,-0.06953376155716277,-0.04149228082688749,-0.09301699345221213,0.0,0.0
45,medium_region_boost,ood_stress_val,-0.05831565671130342,-0.09038764021777938,0.051419883060151675,0.10913607684980202,0.1317385529499498,-0.09301699345221213,0.17059149960802217,0.15719298245614036
45,medium_region_boost,support_medium_val,0.6701505579234504,0.8077894390035546,0.8638298831593704,0.8697668858572433,0.8812863636940076,0.16574522643875655,0.8844714285649773,1.0
45,medium_region_boost,support_heavy_val,0.7163345443931273,0.8250679203287814,0.8334218693089359,0.8334218693089359,0.8334218693089359,0.1764832195838288,0.8334218693089359,1.0
45,medium_region_boost,pseudo_medium_query,0.4232236908228531,0.6130327115563026,0.8548109856412517,0.8613221441306876,0.8676288158808824,-0.09301699345221213,0.868765777277967,0.6428571428571429
45,medium_region_boost,pseudo_heavy_query,0.2660993304846753,0.2837625728577728,0.8051166099046277,0.8167139713486268,0.8167139713486268,-0.06666165785163729,0.8167139713486268,0.9090909090909091
45,attack_total_parity,id_calib,-0.26996670984628246,-0.3407022352370811,-0.08297850467040935,-0.08297850467040935,-0.008889582057933276,-0.3979836856824355,0.02980974728043667,0.0033333333333333335
45,attack_total_parity,ood_val,-0.31252500725594434,-0.3420623804092936,-0.18729585953744962,-0.14292265829295253,-0.014840018785864459,-0.4022842553152173,0.1255128486247718,0.006666666666666667
45,attack_total_parity,ood_stress_val,-0.2663294504724029,-0.3482863457713918,-0.07076617130207224,-0.030837557913599156,0.05656642097916914,-0.4022842553152173,0.20818618096288916,0.016140350877192983
45,attack_total_parity,support_medium_val,0.4046374674826888,0.4923043523536322,0.5223794553239791,0.5239589539408191,0.5250624919609723,0.0026841174920848587,0.5252862803923228,1.0
45,attack_total_parity,support_heavy_val,0.3934206704506382,0.5118977138080916,0.5178554175645382,0.5178554175645382,0.5178554175645382,0.02335455034565359,0.5178554175645382,1.0
45,attack_total_parity,pseudo_medium_query,0.13554916928736188,0.27116782428500724,0.4923043523536322,0.4986392981342096,0.5020504227852898,-0.3979836856824355,0.5020504227852898,0.6071428571428571
45,attack_total_parity,pseudo_heavy_query,-0.05786165850549012,0.015112717282073085,0.5059400100516449,0.509226180387787,0.5141554358920002,-0.3827413037671455,0.5141554358920002,0.5454545454545454
45,medium_dominant_parity,id_calib,-0.4055603643014283,-0.48433059794770206,-0.19750476608358486,-0.19750476608358486,-0.1507527827144829,-0.5382240744777588,-0.0626233794764196,0.0
45,medium_dominant_parity,ood_val,-0.43575809299702223,-0.48433059794770206,-0.294344707047453,-0.20909993017172368,-0.05692811769528294,-0.5436264415271089,0.06857514232381201,0.0026666666666666666
45,medium_dominant_parity,ood_stress_val,-0.366811870221696,-0.4554312977893459,-0.031132653324107973,-0.031132653324107973,-0.0041748276605989565,-0.5436264415271089,0.21068593943849245,0.009824561403508772
45,medium_dominant_parity,support_medium_val,0.289301053850624,0.36361426166464905,0.39449352773997337,0.3949287092664082,0.3955860353752898,-0.06889934726807201,0.3957705614079653,0.96
45,medium_dominant_parity,support_heavy_val,0.2718251897432711,0.36218873603632845,0.3713521342149312,0.3713521342149312,0.3713521342149312,-0.06814503426523999,0.3713521342149312,0.875
45,medium_dominant_parity,pseudo_medium_query,0.0020354980222225616,0.18706886828703267,0.3564469917485995,0.35987764719556836,0.36172492320547467,-0.5381423170218764,0.36172492320547467,0.6071428571428571
45,medium_dominant_parity,pseudo_heavy_query,-0.2404885747570077,-0.24979443867186335,0.3530253378577257,0.3552260228297727,0.35852705028784326,-0.5166736403015375,0.35852705028784326,0.18181818181818182
46,uniform_sample,id_calib,-0.05037185454353827,-0.05516008898906867,-0.040951514313365654,-0.030775931064708807,0.0002976648895751285,-0.05712276686233716,0.11975093917780202,0.01
46,uniform_sample,ood_val,-0.054028716546974,-0.05477894024230978,-0.05253706966940366,-0.04929936126932276,-0.038256571657583185,-0.05798116799448052,-0.03309235967652877,0.0
46,uniform_sample,ood_stress_val,-0.05031867533715423,-0.05345060357678989,-0.04235077872642894,-0.03353022812417415,0.008676570742966717,-0.05798116799448052,0.07795643763312884,0.011578947368421053
46,uniform_sample,support_medium_val,0.5662271961257055,0.8581183655776848,0.9005104011331776,0.9005104011331776,0.9005104011331776,-0.05580297859601692,0.9005104011331776,0.875
46,uniform_sample,support_heavy_val,0.8000085321479778,0.8138918725964777,0.8138918725964777,0.8138918725964777,0.8138918725964777,0.7545082086275587,0.8138918725964777,1.0
46,uniform_sample,pseudo_medium_query,0.5141493435535718,0.3220837573732227,0.9005104011331776,0.9047920016448118,0.9061462418684416,-0.023986873221097438,0.9061462418684416,0.9848484848484849
46,uniform_sample,pseudo_heavy_query,0.6951113498452002,0.8113149587398205,0.8141502950839611,0.8216256027663529,0.8431353038067673,-0.04833176284279871,0.8452305880376411,0.9428571428571428
46,equal_region_total,id_calib,-0.09563092180610051,-0.10178867016122442,-0.08374875400244372,-0.07182279319645765,-0.05533922454038412,-0.10252500391163125,-0.004446251289248665,0.0
46,equal_region_total,ood_val,-0.0986415255088305,-0.09859691057301286,-0.09057147135961537,-0.09015449645592533,-0.08453058696586677,-0.10389465125447277,0.0,0.0
46,equal_region_total,ood_stress_val,-0.09464893941752488,-0.10012601325211545,-0.083170104681078,-0.06413728832642987,-0.021444761698876998,-0.10418972257938183,0.026340280070287714,0.002105263157894737
46,equal_region_total,support_medium_val,0.47852202591439286,0.7037229503921127,0.8135005030900091,0.8159803598395511,0.8196629323493193,-0.10252500391163125,0.8205835754767614,0.8125
46,equal_region_total,support_heavy_val,0.7645273689380154,0.7971607452445142,0.7971607452445142,0.7971607452445142,0.7971607452445142,0.5427532567274713,0.7971607452445142,1.0
46,equal_region_total,pseudo_medium_query,0.4250775004903903,0.2946650996430249,0.8205835754767614,0.8205835754767614,0.8223976600573694,-0.03763307173194645,0.8257666742784986,0.9545454545454546
46,equal_region_total,pseudo_heavy_query,0.4930068127884015,0.4415665556216661,0.7817279987337866,0.7817279987337866,0.7817279987337866,-0.08860559763780203,0.7817279987337866,0.9428571428571428
46,medium_region_boost,id_calib,-0.17968157382031846,-0.1866879929134431,-0.16737479813354073,-0.1532042376473615,-0.10663856622643553,-0.18906195230747336,0.0,0.0
