scorer_kind,weighting_policy,subspace_name,region_policy,prototype_budget,region_max,top_k,inner_radius_q,outer_radius_q,attack_outer_norm,benign_core_norm,conflict_slack,review_budget,seeds,id_hard_mean,id_hard_min,id_hard_max,ood_hard_mean,ood_hard_min,ood_hard_max,stress_hard_mean,stress_hard_min,stress_hard_max,id_review_mean,id_review_min,id_review_max,ood_review_mean,ood_review_min,ood_review_max,stress_review_mean,stress_review_min,stress_review_max,support_medium_hard_mean,support_medium_hard_min,support_medium_hard_max,support_heavy_hard_mean,support_heavy_hard_min,support_heavy_hard_max,pseudo_medium_hard_mean,pseudo_medium_hard_min,pseudo_medium_hard_max,pseudo_heavy_hard_mean,pseudo_heavy_hard_min,pseudo_heavy_hard_max,dev_attack_min_mean,dev_attack_min_min,dev_attack_min_max,dev_pseudo_min_mean,dev_pseudo_min_min,dev_pseudo_min_max,dev_review_max_mean,dev_review_max_min,dev_review_max_max,dev_score_mean,dev_score_min,dev_score_max,total_prototypes_mean,total_prototypes_min,total_prototypes_max,region_count_mean,region_count_min,region_count_max,attack_go_all_seeds,attack_weak_all_seeds,ood_stress_guard_all_seeds,review_guard_all_seeds,support_retention_all_seeds
shared_histgb,medium_region_boost,HH_HpHp,cluster_kcenter,128,8,3,0.75,0.95,1.0,0.75,1.0,0.03,5,0.0003333333333333334,0.0,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.002666666666666667,0.0,0.01,0.0012000000000000001,0.0,0.006,0.018035087719298244,0.0,0.02982456140350877,0.8631666666666667,0.75,0.96,0.9555555555555555,0.7777777777777778,1.0,0.7471734148204735,0.6428571428571429,0.8235294117647058,0.8755653889121631,0.7714285714285715,0.96875,0.7241269841269842,0.6428571428571429,0.7777777777777778,0.7438833715304303,0.6428571428571429,0.8235294117647058,0.018035087719298244,0.0,0.02982456140350877,0.9064908094657321,0.7976065162907269,0.9776952184382526,45.4,41.0,49.0,8.0,8.0,8.0,False,False,True,True,False
