method,positive_budget,adapter_detection_mean,adapter_ood_alarm_mean,original100_lr_detection_mean,original100_lr_ood_alarm_mean,detection_delta_vs_original100_lr,ood_alarm_delta_vs_original100_lr,adds_value_over_original100_lr
original100_plus_da_score_fewshot_lr,16,0.9675636363636364,0.00448,0.9675636363636364,0.0044399999999999,0.0,4.000000000009985e-05,False
original100_plus_da_score_fewshot_lr,32,0.9406545454545455,0.006559999999999999,0.9406545454545456,0.00652,-1.1102230246251565e-16,3.999999999999924e-05,False
