candidate_name,seed,scorer_kind,threshold,threshold_rule,threshold_source,selection_uses_ood_stress,uses_final_ood_for_selection,uses_attack_eval_for_selection,uses_dev_heavy_query_for_selection,id_calib_detection_or_alarm,id_calib_score_mean,id_calib_score_q50,id_calib_score_q95,ood_val_detection_or_alarm,ood_val_score_mean,ood_val_score_q50,ood_val_score_q95,ood_stress_val_detection_or_alarm,ood_stress_val_score_mean,ood_stress_val_score_q50,ood_stress_val_score_q95,medium_support_val_detection_or_alarm,medium_support_val_score_mean,medium_support_val_score_q50,medium_support_val_score_q95,heavy_support_val_detection_or_alarm,heavy_support_val_score_mean,heavy_support_val_score_q50,heavy_support_val_score_q95,medium_pseudo_query_dev_detection_or_alarm,medium_pseudo_query_dev_score_mean,medium_pseudo_query_dev_score_q50,medium_pseudo_query_dev_score_q95,heavy_pseudo_query_dev_detection_or_alarm,heavy_pseudo_query_dev_score_mean,heavy_pseudo_query_dev_score_q50,heavy_pseudo_query_dev_score_q95,medium_attack_eval_report_only_detection_or_alarm,medium_attack_eval_report_only_score_mean,medium_attack_eval_report_only_score_q50,medium_attack_eval_report_only_score_q95,dev_heavy_query_report_only_detection_or_alarm,dev_heavy_query_report_only_score_mean,dev_heavy_query_report_only_score_q50,dev_heavy_query_report_only_score_q95,final_ood_report_only_detection_or_alarm,final_ood_report_only_score_mean,final_ood_report_only_score_q50,final_ood_report_only_score_q95,dev_attack_hard_min,report_only_attack_hard_min,ood_dev_alarm_max,medium_support_to_pseudo_q50_gap,heavy_support_to_pseudo_q50_gap
lda_metric_MI_H_HHjit__ood_val_only,42,lda_metric_prototype,1.3069136142730713,support_val_guided_empirical_1pct,support_val_guided_empirical_id_ood_1pct,False,False,False,False,0.0,-0.045069121420383454,0.11710140109062195,0.8133368432521817,0.0,-1.1794305614233016,-0.2347627878189087,0.396810545027256,0.0,-0.7289820066460392,-0.06578230857849121,0.7048338294029235,0.08,1.5550334668159485,0.5709988474845886,1.320470798015593,0.875,50.9100838676095,57.45162582397461,59.64727382659912,0.14285714285714285,3.814839094877243,0.6839101612567902,23.353985404968263,0.9375,55.07225259207189,59.40494155883789,59.85111846923828,0.6884444444444444,15.485189839998881,21.635836601257324,28.44786615371704,0.9685,48.939000275939705,56.68204307556152,59.726769065856935,0.011666666666666667,-0.7053225979705652,0.023507505655288696,0.7729338169097899,0.08,0.6884444444444444,0.0,-0.11291131377220154,-1.9533157348632812
lda_metric_MI_H_HHjit__ood_val_plus_stress,42,lda_metric_prototype,1.3069136142730713,support_val_guided_empirical_1pct,support_val_guided_empirical_id_ood_1pct,True,False,False,False,0.0,-0.045069121420383454,0.11710140109062195,0.8133368432521817,0.0,-1.1794305614233016,-0.2347627878189087,0.396810545027256,0.0,-0.7289820066460392,-0.06578230857849121,0.7048338294029235,0.08,1.5550334668159485,0.5709988474845886,1.320470798015593,0.875,50.9100838676095,57.45162582397461,59.64727382659912,0.14285714285714285,3.814839094877243,0.6839101612567902,23.353985404968263,0.9375,55.07225259207189,59.40494155883789,59.85111846923828,0.6884444444444444,15.485189839998881,21.635836601257324,28.44786615371704,0.9685,48.939000275939705,56.68204307556152,59.726769065856935,0.011666666666666667,-0.7053225979705652,0.023507505655288696,0.7729338169097899,0.08,0.6884444444444444,0.0,-0.11291131377220154,-1.9533157348632812
calibrated_two_head_margin__ood_val_only,43,calibrated_two_head_margin,0.0,support_val_guided_empirical_1pct,support_val_guided_empirical_id_ood_1pct,False,False,False,False,0.0016666666666666668,-0.003963040988680296,-0.004234716531844611,-0.004216712493126265,0.0,-0.004161435011917076,-0.004234716531844611,-0.0037360713800329752,0.256140350877193,0.15409883818422954,-0.004234716531844611,0.7998852202799267,1.0,0.6270774503193622,0.7240918157473923,0.7972848828580847,1.0,0.9472107180775263,0.9472107180775263,0.9472107180775263,0.9696969696969697,0.5354303855864704,0.5144861745246068,0.7972848828580847,1.0,0.9286319372252508,0.9472107180775263,0.9472107180775263,0.9715555555555555,0.5340530605025693,0.6112775793724003,0.7972848828580847,0.9995,0.8811262721627834,0.9472107180775263,0.9472107180775263,0.361,0.14233696640048676,-0.004234716531844611,0.7998852202799267,0.9696969696969697,0.9715555555555555,0.256140350877193,0.20960564122278558,0.0
calibrated_two_head_margin__ood_val_plus_stress,43,calibrated_two_head_margin,0.8314959309429707,support_val_guided_empirical_1pct,support_val_guided_empirical_id_ood_1pct,True,False,False,False,0.0,-0.003963040988680296,-0.004234716531844611,-0.004216712493126265,0.0,-0.004161435011917076,-0.004234716531844611,-0.0037360713800329752,0.0,0.15409883818422954,-0.004234716531844611,0.7998852202799267,0.0,0.6270774503193622,0.7240918157473923,0.7972848828580847,1.0,0.9472107180775263,0.9472107180775263,0.9472107180775263,0.0,0.5354303855864704,0.5144861745246068,0.7972848828580847,0.9142857142857143,0.9286319372252508,0.9472107180775263,0.9472107180775263,0.0,0.5340530605025693,0.6112775793724003,0.7972848828580847,0.8005,0.8811262721627834,0.9472107180775263,0.9472107180775263,0.0,0.14233696640048676,-0.004234716531844611,0.7998852202799267,0.0,0.0,0.0,0.20960564122278558,0.0
logistic_twohead_fusion_uniform_rows__ood_val_only,43,logistic_twohead_fusion,0.005089896877967956,support_val_guided_empirical_1pct,support_val_guided_empirical_id_ood_1pct,False,False,False,False,0.0016666666666666668,0.0022801567748267516,0.002149905809861427,0.0024915694788137073,0.0006666666666666666,0.002579071019086736,0.0024091607217026486,0.003600801877966099,0.20877192982456141,0.004173319236625415,0.0023493810793933736,0.009952283942028625,1.0,0.7997666160869985,0.9607743146055965,0.9855992807658259,1.0,0.011340671430023335,0.011701122951661504,0.011701122951661504,0.9696969696969697,0.6382547409798454,0.7437673671431306,0.9856046115702646,1.0,0.011210775121281848,0.011701122951661504,0.01282337375337263,0.9728888888888889,0.6989241887937192,0.8954660618922856,0.985600843562663,0.9995,0.15937340769132063,0.011701122951661504,0.9378113083455492,0.20833333333333334,0.004680404756756658,0.0024030595012491888,0.00811510057872536,0.9696969696969697,0.9728888888888889,0.20877192982456141,0.21700694746246585,0.0
logistic_twohead_fusion_uniform_rows__ood_val_plus_stress,43,logistic_twohead_fusion,0.017645426801410173,support_val_guided_empirical_1pct,support_val_guided_empirical_id_ood_1pct,True,False,False,False,0.0016666666666666668,0.0022801567748267516,0.002149905809861427,0.0024915694788137073,0.0,0.002579071019086736,0.0024091607217026486,0.003600801877966099,0.011228070175438596,0.004173319236625415,0.0023493810793933736,0.009952283942028625,1.0,0.7997666160869985,0.9607743146055965,0.9855992807658259,0.0,0.011340671430023335,0.011701122951661504,0.011701122951661504,0.9090909090909091,0.6382547409798454,0.7437673671431306,0.9856046115702646,0.0,0.011210775121281848,0.011701122951661504,0.01282337375337263,0.9533333333333334,0.6989241887937192,0.8954660618922856,0.985600843562663,0.179,0.15937340769132063,0.011701122951661504,0.9378113083455492,0.015,0.004680404756756658,0.0024030595012491888,0.00811510057872536,0.0,0.179,0.011228070175438596,0.21700694746246585,0.0
logistic_twohead_fusion_balanced_regions__ood_val_only,43,logistic_twohead_fusion,0.401146292306712,support_val_guided_empirical_1pct,support_val_guided_empirical_id_ood_1pct,False,False,False,False,0.0016666666666666668,0.03078660675418393,0.026890770736585218,0.036794055152683525,0.0,0.04067935931569364,0.034264556829183106,0.07900371947840099,0.16701754385964912,0.13611426396440438,0.03248532466807157,0.5703648206718475,1.0,0.985154596682945,0.9999998924515208,0.9999999919090176,1.0,0.6568957676147802,0.675490513190739,0.675490513190739,0.9696969696969697,0.9386945581485899,0.9999930649318214,0.999999991927366,0.9714285714285714,0.6422633946482075,0.675490513190739,0.710726419757883,0.9715555555555555,0.9664786437287174,0.9999993155692785,0.9999999919144004,0.9995,0.7247893206571675,0.675490513190739,0.9999997957394751,0.15233333333333332,0.12656012969119165,0.03408094175026251,0.4581754793601684,0.9696969696969697,0.9715555555555555,0.16701754385964912,6.827519699381668e-06,0.0
logistic_twohead_fusion_balanced_regions__ood_val_plus_stress,43,logistic_twohead_fusion,0.6140827481166072,support_val_guided_empirical_1pct,support_val_guided_empirical_id_ood_1pct,True,False,False,False,0.0016666666666666668,0.03078660675418393,0.026890770736585218,0.036794055152683525,0.0,0.04067935931569364,0.034264556829183106,0.07900371947840099,0.011578947368421053,0.13611426396440438,0.03248532466807157,0.5703648206718475,1.0,0.985154596682945,0.9999998924515208,0.9999999919090176,0.875,0.6568957676147802,0.675490513190739,0.675490513190739,0.9090909090909091,0.9386945581485899,0.9999930649318214,0.999999991927366,0.7428571428571429,0.6422633946482075,0.675490513190739,0.710726419757883,0.9711111111111111,0.9664786437287174,0.9999993155692785,0.9999999919144004,0.933,0.7247893206571675,0.675490513190739,0.9999997957394751,0.022,0.12656012969119165,0.03408094175026251,0.4581754793601684,0.7428571428571429,0.933,0.011578947368421053,6.827519699381668e-06,0.0
lda_metric_all115__ood_val_only,43,lda_metric_prototype,0.8349208831787109,support_val_guided_empirical_1pct,support_val_guided_empirical_id_ood_1pct,False,False,False,False,0.006666666666666667,-0.6097892105579377,-0.543827474117279,0.17371921539306628,0.0,-2.860090296983719,-3.3437249660491943,0.2079828977584839,0.41964912280701755,1.3441418293275331,0.4811776578426361,8.43418579101561,0.6875,5.953968394547701,2.569328486919403,17.999321937561035,1.0,115.51079845428467,114.2181510925293,123.74533653259277,0.22727272727272727,1.9354370958877332,-0.03367757797241211,17.427845001220703,0.9428571428571428,23.80515226636614,22.532825469970703,47.24037704467772,0.7902222222222223,10.769652577267752,14.87963056564331,18.458928966522215,0.97875,59.73135719165206,48.806251525878906,113.20811462402344,0.299,1.1562725525299709,0.17467880249023438,11.386395263671874,0.22727272727272727,0.7902222222222223,0.41964912280701755,2.603006064891815,91.6853256225586
lda_metric_all115__ood_val_plus_stress,43,lda_metric_prototype,10.523681640625,support_val_guided_empirical_1pct,support_val_guided_empirical_id_ood_1pct,True,False,False,False,0.0,-0.6097892105579377,-0.543827474117279,0.17371921539306628,0.0,-2.860090296983719,-3.3437249660491943,0.2079828977584839,0.010175438596491228,1.3441418293275331,0.4811776578426361,8.43418579101561,0.3125,5.953968394547701,2.569328486919403,17.999321937561035,1.0,115.51079845428467,114.2181510925293,123.74533653259277,0.13636363636363635,1.9354370958877332,-0.03367757797241211,17.427845001220703,0.9428571428571428,23.80515226636614,22.532825469970703,47.24037704467772,0.6271111111111111,10.769652577267752,14.87963056564331,18.458928966522215,0.92225,59.73135719165206,48.806251525878906,113.20811462402344,0.07633333333333334,1.1562725525299709,0.17467880249023438,11.386395263671874,0.13636363636363635,0.6271111111111111,0.010175438596491228,2.603006064891815,91.6853256225586
lda_metric_HH_HpHp__ood_val_only,43,lda_metric_prototype,1.0410821437835693,support_val_guided_empirical_1pct,support_val_guided_empirical_id_ood_1pct,False,False,False,False,0.0016666666666666668,-0.29400804996490476,-0.057161569595336914,0.3653474628925319,0.0,-2.7918107926050824,-3.1503204107284546,0.03506186008453368,0.267719298245614,0.9836914007287276,0.1475028395652771,7.064221191406249,0.625,2.8450938053429127,1.3063198924064636,9.834900856018066,1.0,111.09514427185059,108.63654708862305,121.1861717224121,0.2727272727272727,2.0817305888190414,0.3509729504585266,19.212352752685547,0.9428571428571428,25.34718164716448,22.270431518554688,47.90469245910643,0.4262222222222222,1.2065518868764242,0.8192749619483948,3.371331584453582,0.96525,54.53947770920396,44.65204048156738,108.48473815917968,0.19533333333333333,1.3698743515412013,0.03750145435333252,12.905889892578124,0.2727272727272727,0.4262222222222222,0.267719298245614,0.955346941947937,86.36611557006836
lda_metric_HH_HpHp__ood_val_plus_stress,43,lda_metric_prototype,8.70556640625,support_val_guided_empirical_1pct,support_val_guided_empirical_id_ood_1pct,True,False,False,False,0.0,-0.29400804996490476,-0.057161569595336914,0.3653474628925319,0.0,-2.7918107926050824,-3.1503204107284546,0.03506186008453368,0.010175438596491228,0.9836914007287276,0.1475028395652771,7.064221191406249,0.0625,2.8450938053429127,1.3063198924064636,9.834900856018066,1.0,111.09514427185059,108.63654708862305,121.1861717224121,0.10606060606060606,2.0817305888190414,0.3509729504585266,19.212352752685547,0.9428571428571428,25.34718164716448,22.270431518554688,47.90469245910643,0.015111111111111112,1.2065518868764242,0.8192749619483948,3.371331584453582,0.76825,54.53947770920396,44.65204048156738,108.48473815917968,0.12166666666666667,1.3698743515412013,0.03750145435333252,12.905889892578124,0.0625,0.015111111111111112,0.010175438596491228,0.955346941947937,86.36611557006836
lda_metric_MI_H_HHjit__ood_val_only,43,lda_metric_prototype,0.9158738851547241,support_val_guided_empirical_1pct,support_val_guided_empirical_id_ood_1pct,False,False,False,False,0.0,0.083590557128191,0.3430693447589874,0.6619401633739467,0.0,-0.96467223072052,-0.14835059642791748,0.6334285140037537,0.0,-0.6070303694093436,0.107658252120018,0.7140953928232193,0.25,7.6476231794804335,0.3725926876068115,30.33443307876587,1.0,82.43413162231445,82.43151473999023,82.92647361755371,0.045454545454545456,1.6533342017368837,0.40028080344200134,0.5805270671844482,0.8857142857142857,19.370795830658505,22.018985748291016,22.435186767578124,0.6542222222222223,18.14047255522675,26.345802307128906,32.166368103027345,0.9615,45.28485525453836,30.74390411376953,80.83352813720703,0.004666666666666667,-0.6484894174337387,0.21616613864898682,0.6961766868829726,0.045454545454545456,0.6542222222222223,0.0,-0.02768811583518982,60.41252899169922
lda_metric_MI_H_HHjit__ood_val_plus_stress,43,lda_metric_prototype,0.9158738851547241,support_val_guided_empirical_1pct,support_val_guided_empirical_id_ood_1pct,True,False,False,False,0.0,0.083590557128191,0.3430693447589874,0.6619401633739467,0.0,-0.96467223072052,-0.14835059642791748,0.6334285140037537,0.0,-0.6070303694093436,0.107658252120018,0.7140953928232193,0.25,7.6476231794804335,0.3725926876068115,30.33443307876587,1.0,82.43413162231445,82.43151473999023,82.92647361755371,0.045454545454545456,1.6533342017368837,0.40028080344200134,0.5805270671844482,0.8857142857142857,19.370795830658505,22.018985748291016,22.435186767578124,0.6542222222222223,18.14047255522675,26.345802307128906,32.166368103027345,0.9615,45.28485525453836,30.74390411376953,80.83352813720703,0.004666666666666667,-0.6484894174337387,0.21616613864898682,0.6961766868829726,0.045454545454545456,0.6542222222222223,0.0,-0.02768811583518982,60.41252899169922
calibrated_two_head_margin__ood_val_only,44,calibrated_two_head_margin,0.0,support_val_guided_empirical_1pct,support_val_guided_empirical_id_ood_1pct,False,False,False,False,0.0,-0.0128075240554086,-0.012980598704806013,-0.012980598704806013,0.0,-0.012980598704806013,-0.012980598704806013,-0.012980598704806013,0.24140350877192981,0.19476885004905936,-0.012980598704806013,0.9395191281614712,0.9166666666666666,0.6159385393219865,0.6928492059453059,0.7850918256846049,1.0,0.9395191281614712,0.9395191281614712,0.9395191281614712,0.9117647058823529,0.6011870394276869,0.7486756589400811,0.7780720838070967,1.0,0.9395191281614712,0.9395191281614712,0.9395191281614712,0.9915555555555555,0.6019801044296512,0.658008659142006,0.730243919218055,0.9995,0.8834158364400169,0.9395191281614712,0.9395191281614712,0.3396666666666667,0.19562289988244147,-0.012980598704806013,0.9395191281614712,0.9117647058823529,0.9915555555555555,0.24140350877192981,-0.05582645299477529,0.0
calibrated_two_head_margin__ood_val_plus_stress,44,calibrated_two_head_margin,0.9395191281614712,support_val_guided_empirical_1pct,support_val_guided_empirical_id_ood_1pct,True,False,False,False,0.0,-0.0128075240554086,-0.012980598704806013,-0.012980598704806013,0.0,-0.012980598704806013,-0.012980598704806013,-0.012980598704806013,0.0,0.19476885004905936,-0.012980598704806013,0.9395191281614712,0.0,0.6159385393219865,0.6928492059453059,0.7850918256846049,0.0,0.9395191281614712,0.9395191281614712,0.9395191281614712,0.0,0.6011870394276869,0.7486756589400811,0.7780720838070967,0.0,0.9395191281614712,0.9395191281614712,0.9395191281614712,0.0,0.6019801044296512,0.658008659142006,0.730243919218055,0.0,0.8834158364400169,0.9395191281614712,0.9395191281614712,0.0,0.19562289988244147,-0.012980598704806013,0.9395191281614712,0.0,0.0,0.0,-0.05582645299477529,0.0
logistic_twohead_fusion_uniform_rows__ood_val_only,44,logistic_twohead_fusion,0.010164175947534326,support_val_guided_empirical_1pct,support_val_guided_empirical_id_ood_1pct,False,False,False,False,0.0,0.001627083606429773,0.0015753143992549529,0.001783180168755156,0.0,0.002890600118997797,0.002977855884454053,0.00394137478906179,0.1957894736842105,0.00516727936559632,0.0017452583915328773,0.019506655357680827,0.9166666666666666,0.8137889503666598,0.9644555550665597,0.9872552851306473,1.0,0.011881555531552164,0.012718601806864828,0.012718601806864828,0.9117647058823529,0.7855875183991042,0.980841567281625,0.9862107361226813,0.7419354838709677,0.012066688120133697,0.0124968078690463,0.016619498306035273,0.9915555555555555,0.8350405555606172,0.9480711304528823,0.9764788352092533,0.999,0.16870529517324268,0.012718601806864828,0.9625823169432419,0.152,0.005274087624884956,0.0018249319899368394,0.01945620065543099,0.7419354838709677,0.9915555555555555,0.1957894736842105,-0.016386012215065304,0.00022179393781852734
