evaluation_role,dataset,holdout,seed,seed_group,alpha,selected_by_validation,threshold,roc_auc,pr_auc,pauc_fpr_1pct,tpr_at_fpr_1pct,attack_high_detection,final_ood_high_alarm,attack_eval_size,final_ood_eval_size,feasible_final_1pct,final_metrics_report_only
locked,locked_harder_holdout,holdout_bin_7,47,heldout_47_51,0.9,True,1.7748515236834166,0.9830940403155127,0.9809445435972591,0.9885976772556913,0.9780893952673094,0.9780893952673094,0.003,1141,10000,True,True
locked,locked_harder_holdout,holdout_bin_7,48,heldout_47_51,0.5,False,1.4865540153399668,0.9912290096406661,0.9847551788616075,0.9889896458629694,0.9780893952673094,0.9780893952673094,0.0009,1141,10000,True,True
locked,locked_harder_holdout,holdout_bin_7,48,heldout_47_51,0.6,False,1.5558234228594692,0.9885139351446101,0.9828324291253079,0.9889896458629694,0.9780893952673094,0.9780893952673094,0.0013,1141,10000,True,True
locked,locked_harder_holdout,holdout_bin_7,48,heldout_47_51,0.7,False,1.6017756377927852,0.9863808063102543,0.9819053809173132,0.9889896458629694,0.9780893952673094,0.9780893952673094,0.0019,1141,10000,True,True
locked,locked_harder_holdout,holdout_bin_7,48,heldout_47_51,0.8,False,1.681996310333888,0.9845349693251533,0.9813378581528358,0.988932392021457,0.9780893952673094,0.9780893952673094,0.0024,1141,10000,True,True
locked,locked_harder_holdout,holdout_bin_7,48,heldout_47_51,0.9,True,1.7748515236834166,0.9830940403155127,0.9809445435972591,0.9885976772556913,0.9780893952673094,0.9780893952673094,0.003,1141,10000,True,True
locked,locked_harder_holdout,holdout_bin_7,49,heldout_47_51,0.5,False,1.4865540153399668,0.9912290096406661,0.9847551788616075,0.9889896458629694,0.9780893952673094,0.9780893952673094,0.0009,1141,10000,True,True
locked,locked_harder_holdout,holdout_bin_7,49,heldout_47_51,0.6,False,1.5558234228594692,0.9885139351446101,0.9828324291253079,0.9889896458629694,0.9780893952673094,0.9780893952673094,0.0013,1141,10000,True,True
locked,locked_harder_holdout,holdout_bin_7,49,heldout_47_51,0.7,False,1.6017756377927852,0.9863808063102543,0.9819053809173132,0.9889896458629694,0.9780893952673094,0.9780893952673094,0.0019,1141,10000,True,True
locked,locked_harder_holdout,holdout_bin_7,49,heldout_47_51,0.8,False,1.681996310333888,0.9845349693251533,0.9813378581528358,0.988932392021457,0.9780893952673094,0.9780893952673094,0.0024,1141,10000,True,True
locked,locked_harder_holdout,holdout_bin_7,49,heldout_47_51,0.9,True,1.7748515236834166,0.9830940403155127,0.9809445435972591,0.9885976772556913,0.9780893952673094,0.9780893952673094,0.003,1141,10000,True,True
locked,locked_harder_holdout,holdout_bin_7,50,heldout_47_51,0.5,False,1.4865540153399668,0.9912290096406661,0.9847551788616075,0.9889896458629694,0.9780893952673094,0.9780893952673094,0.0009,1141,10000,True,True
locked,locked_harder_holdout,holdout_bin_7,50,heldout_47_51,0.6,False,1.5558234228594692,0.9885139351446101,0.9828324291253079,0.9889896458629694,0.9780893952673094,0.9780893952673094,0.0013,1141,10000,True,True
locked,locked_harder_holdout,holdout_bin_7,50,heldout_47_51,0.7,False,1.6017756377927852,0.9863808063102543,0.9819053809173132,0.9889896458629694,0.9780893952673094,0.9780893952673094,0.0019,1141,10000,True,True
locked,locked_harder_holdout,holdout_bin_7,50,heldout_47_51,0.8,False,1.681996310333888,0.9845349693251533,0.9813378581528358,0.988932392021457,0.9780893952673094,0.9780893952673094,0.0024,1141,10000,True,True
locked,locked_harder_holdout,holdout_bin_7,50,heldout_47_51,0.9,True,1.7748515236834166,0.9830940403155127,0.9809445435972591,0.9885976772556913,0.9780893952673094,0.9780893952673094,0.003,1141,10000,True,True
locked,locked_harder_holdout,holdout_bin_7,51,heldout_47_51,0.5,False,1.4865540153399668,0.9912290096406661,0.9847551788616075,0.9889896458629694,0.9780893952673094,0.9780893952673094,0.0009,1141,10000,True,True
locked,locked_harder_holdout,holdout_bin_7,51,heldout_47_51,0.6,False,1.5558234228594692,0.9885139351446101,0.9828324291253079,0.9889896458629694,0.9780893952673094,0.9780893952673094,0.0013,1141,10000,True,True
locked,locked_harder_holdout,holdout_bin_7,51,heldout_47_51,0.7,False,1.6017756377927852,0.9863808063102543,0.9819053809173132,0.9889896458629694,0.9780893952673094,0.9780893952673094,0.0019,1141,10000,True,True
locked,locked_harder_holdout,holdout_bin_7,51,heldout_47_51,0.8,False,1.681996310333888,0.9845349693251533,0.9813378581528358,0.988932392021457,0.9780893952673094,0.9780893952673094,0.0024,1141,10000,True,True
locked,locked_harder_holdout,holdout_bin_7,51,heldout_47_51,0.9,True,1.7748515236834166,0.9830940403155127,0.9809445435972591,0.9885976772556913,0.9780893952673094,0.9780893952673094,0.003,1141,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,42,main_42_46,0.5,False,1.5387372408005118,0.9791298122065728,0.9355457285302535,0.9446292495340554,0.9014084507042254,0.8896713615023474,0.0022,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,42,main_42_46,0.6,False,1.58739143221459,0.9763652582159625,0.9302771553278814,0.9455493429589261,0.9014084507042254,0.8896713615023474,0.0017,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,42,main_42_46,0.7,False,1.6634444662621637,0.9735833333333334,0.9254467329368637,0.9451246844551395,0.8967136150234741,0.8896713615023474,0.0017,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,42,main_42_46,0.8,False,1.7402805918839743,0.9705638497652582,0.9208906402407911,0.9441809988911696,0.8967136150234741,0.8896713615023474,0.0016,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,42,main_42_46,0.9,True,1.8486084568199785,0.9678335680751174,0.9167634500275063,0.9422110552763819,0.8943661971830986,0.8873239436619719,0.0026,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,43,main_42_46,0.5,False,1.5387372408005118,0.9791298122065728,0.9355457285302535,0.9446292495340554,0.9014084507042254,0.8896713615023474,0.0022,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,43,main_42_46,0.6,False,1.58739143221459,0.9763652582159625,0.9302771553278814,0.9455493429589261,0.9014084507042254,0.8896713615023474,0.0017,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,43,main_42_46,0.7,False,1.6634444662621637,0.9735833333333334,0.9254467329368637,0.9451246844551395,0.8967136150234741,0.8896713615023474,0.0017,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,43,main_42_46,0.8,False,1.7402805918839743,0.9705638497652582,0.9208906402407911,0.9441809988911696,0.8967136150234741,0.8896713615023474,0.0016,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,43,main_42_46,0.9,True,1.8486084568199785,0.9678335680751174,0.9167634500275063,0.9422110552763819,0.8943661971830986,0.8873239436619719,0.0026,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,44,main_42_46,0.5,False,1.5387372408005118,0.9791298122065728,0.9355457285302535,0.9446292495340554,0.9014084507042254,0.8896713615023474,0.0022,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,44,main_42_46,0.6,False,1.58739143221459,0.9763652582159625,0.9302771553278814,0.9455493429589261,0.9014084507042254,0.8896713615023474,0.0017,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,44,main_42_46,0.7,False,1.6634444662621637,0.9735833333333334,0.9254467329368637,0.9451246844551395,0.8967136150234741,0.8896713615023474,0.0017,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,44,main_42_46,0.8,False,1.7402805918839743,0.9705638497652582,0.9208906402407911,0.9441809988911696,0.8967136150234741,0.8896713615023474,0.0016,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,44,main_42_46,0.9,True,1.8486084568199785,0.9678335680751174,0.9167634500275063,0.9422110552763819,0.8943661971830986,0.8873239436619719,0.0026,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,45,main_42_46,0.5,True,1.5387372408005118,0.9791298122065728,0.9355457285302535,0.9446292495340554,0.9014084507042254,0.8896713615023474,0.0022,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,45,main_42_46,0.6,False,1.58739143221459,0.9763652582159625,0.9302771553278814,0.9455493429589261,0.9014084507042254,0.8896713615023474,0.0017,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,45,main_42_46,0.7,False,1.6634444662621637,0.9735833333333334,0.9254467329368637,0.9451246844551395,0.8967136150234741,0.8896713615023474,0.0017,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,45,main_42_46,0.8,False,1.7402805918839743,0.9705638497652582,0.9208906402407911,0.9441809988911696,0.8967136150234741,0.8896713615023474,0.0016,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,45,main_42_46,0.9,False,1.8486084568199785,0.9678335680751174,0.9167634500275063,0.9422110552763819,0.8943661971830986,0.8873239436619719,0.0026,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,46,main_42_46,0.5,False,1.5387372408005118,0.9791298122065728,0.9355457285302535,0.9446292495340554,0.9014084507042254,0.8896713615023474,0.0022,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,46,main_42_46,0.6,False,1.58739143221459,0.9763652582159625,0.9302771553278814,0.9455493429589261,0.9014084507042254,0.8896713615023474,0.0017,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,46,main_42_46,0.7,False,1.6634444662621637,0.9735833333333334,0.9254467329368637,0.9451246844551395,0.8967136150234741,0.8896713615023474,0.0017,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,46,main_42_46,0.8,False,1.7402805918839743,0.9705638497652582,0.9208906402407911,0.9441809988911696,0.8967136150234741,0.8896713615023474,0.0016,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,46,main_42_46,0.9,True,1.8486084568199785,0.9678335680751174,0.9167634500275063,0.9422110552763819,0.8943661971830986,0.8873239436619719,0.0026,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,47,heldout_47_51,0.5,True,1.5387372408005118,0.9791298122065728,0.9355457285302535,0.9446292495340554,0.9014084507042254,0.8896713615023474,0.0022,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,47,heldout_47_51,0.6,False,1.58739143221459,0.9763652582159625,0.9302771553278814,0.9455493429589261,0.9014084507042254,0.8896713615023474,0.0017,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,47,heldout_47_51,0.7,False,1.6634444662621637,0.9735833333333334,0.9254467329368637,0.9451246844551395,0.8967136150234741,0.8896713615023474,0.0017,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,47,heldout_47_51,0.8,False,1.7402805918839743,0.9705638497652582,0.9208906402407911,0.9441809988911696,0.8967136150234741,0.8896713615023474,0.0016,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,47,heldout_47_51,0.9,False,1.8486084568199785,0.9678335680751174,0.9167634500275063,0.9422110552763819,0.8943661971830986,0.8873239436619719,0.0026,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,48,heldout_47_51,0.5,False,1.5387372408005118,0.9791298122065728,0.9355457285302535,0.9446292495340554,0.9014084507042254,0.8896713615023474,0.0022,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,48,heldout_47_51,0.6,False,1.58739143221459,0.9763652582159625,0.9302771553278814,0.9455493429589261,0.9014084507042254,0.8896713615023474,0.0017,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,48,heldout_47_51,0.7,False,1.6634444662621637,0.9735833333333334,0.9254467329368637,0.9451246844551395,0.8967136150234741,0.8896713615023474,0.0017,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,48,heldout_47_51,0.8,False,1.7402805918839743,0.9705638497652582,0.9208906402407911,0.9441809988911696,0.8967136150234741,0.8896713615023474,0.0016,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,48,heldout_47_51,0.9,True,1.8486084568199785,0.9678335680751174,0.9167634500275063,0.9422110552763819,0.8943661971830986,0.8873239436619719,0.0026,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,49,heldout_47_51,0.5,False,1.5387372408005118,0.9791298122065728,0.9355457285302535,0.9446292495340554,0.9014084507042254,0.8896713615023474,0.0022,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,49,heldout_47_51,0.6,False,1.58739143221459,0.9763652582159625,0.9302771553278814,0.9455493429589261,0.9014084507042254,0.8896713615023474,0.0017,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,49,heldout_47_51,0.7,False,1.6634444662621637,0.9735833333333334,0.9254467329368637,0.9451246844551395,0.8967136150234741,0.8896713615023474,0.0017,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,49,heldout_47_51,0.8,False,1.7402805918839743,0.9705638497652582,0.9208906402407911,0.9441809988911696,0.8967136150234741,0.8896713615023474,0.0016,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,49,heldout_47_51,0.9,True,1.8486084568199785,0.9678335680751174,0.9167634500275063,0.9422110552763819,0.8943661971830986,0.8873239436619719,0.0026,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,50,heldout_47_51,0.5,False,1.5387372408005118,0.9791298122065728,0.9355457285302535,0.9446292495340554,0.9014084507042254,0.8896713615023474,0.0022,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,50,heldout_47_51,0.6,False,1.58739143221459,0.9763652582159625,0.9302771553278814,0.9455493429589261,0.9014084507042254,0.8896713615023474,0.0017,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,50,heldout_47_51,0.7,False,1.6634444662621637,0.9735833333333334,0.9254467329368637,0.9451246844551395,0.8967136150234741,0.8896713615023474,0.0017,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,50,heldout_47_51,0.8,False,1.7402805918839743,0.9705638497652582,0.9208906402407911,0.9441809988911696,0.8967136150234741,0.8896713615023474,0.0016,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,50,heldout_47_51,0.9,True,1.8486084568199785,0.9678335680751174,0.9167634500275063,0.9422110552763819,0.8943661971830986,0.8873239436619719,0.0026,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,51,heldout_47_51,0.5,False,1.5387372408005118,0.9791298122065728,0.9355457285302535,0.9446292495340554,0.9014084507042254,0.8896713615023474,0.0022,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,51,heldout_47_51,0.6,False,1.58739143221459,0.9763652582159625,0.9302771553278814,0.9455493429589261,0.9014084507042254,0.8896713615023474,0.0017,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,51,heldout_47_51,0.7,False,1.6634444662621637,0.9735833333333334,0.9254467329368637,0.9451246844551395,0.8967136150234741,0.8896713615023474,0.0017,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,51,heldout_47_51,0.8,False,1.7402805918839743,0.9705638497652582,0.9208906402407911,0.9441809988911696,0.8967136150234741,0.8896713615023474,0.0016,426,10000,True,True
locked,locked_harder_holdout,holdout_bin_8,51,heldout_47_51,0.9,True,1.8486084568199785,0.9678335680751174,0.9167634500275063,0.9422110552763819,0.8943661971830986,0.8873239436619719,0.0026,426,10000,True,True
consistency,primary_lowood,primary_lowood,42,main_42_46,0.5,False,1.5218411236674072,0.9896601454545455,0.9797051140718535,0.9751667428049338,0.9578181818181818,0.9498181818181818,0.0024,1375,10000,True,True
consistency,primary_lowood,primary_lowood,42,main_42_46,0.6,False,1.5465605545483998,0.9883558545454545,0.9784627856214559,0.9753092736409319,0.9563636363636364,0.9498181818181818,0.0021,1375,10000,True,True
consistency,primary_lowood,primary_lowood,42,main_42_46,0.7,False,1.6199927406562369,0.9867652363636364,0.976945392866472,0.9747976244860668,0.9549090909090909,0.9498181818181818,0.0017,1375,10000,True,True
consistency,primary_lowood,primary_lowood,42,main_42_46,0.8,False,1.702820218479492,0.9853677818181819,0.9751427936563904,0.9730397441754226,0.9534545454545454,0.9498181818181818,0.0017,1375,10000,True,True
consistency,primary_lowood,primary_lowood,42,main_42_46,0.9,True,1.8099947806145833,0.9839850181818182,0.97318109486268,0.971113750571037,0.9527272727272728,0.9483636363636364,0.0023,1375,10000,True,True
consistency,primary_lowood,primary_lowood,43,main_42_46,0.5,True,1.5218411236674072,0.9896601454545455,0.9797051140718535,0.9751667428049338,0.9578181818181818,0.9498181818181818,0.0024,1375,10000,True,True
consistency,primary_lowood,primary_lowood,43,main_42_46,0.6,False,1.5465605545483998,0.9883558545454545,0.9784627856214559,0.9753092736409319,0.9563636363636364,0.9498181818181818,0.0021,1375,10000,True,True
consistency,primary_lowood,primary_lowood,43,main_42_46,0.7,False,1.6199927406562369,0.9867652363636364,0.976945392866472,0.9747976244860668,0.9549090909090909,0.9498181818181818,0.0017,1375,10000,True,True
consistency,primary_lowood,primary_lowood,43,main_42_46,0.8,False,1.702820218479492,0.9853677818181819,0.9751427936563904,0.9730397441754226,0.9534545454545454,0.9498181818181818,0.0017,1375,10000,True,True
consistency,primary_lowood,primary_lowood,43,main_42_46,0.9,False,1.8099947806145833,0.9839850181818182,0.97318109486268,0.971113750571037,0.9527272727272728,0.9483636363636364,0.0023,1375,10000,True,True
consistency,primary_lowood,primary_lowood,44,main_42_46,0.5,False,1.5218411236674072,0.9896601454545455,0.9797051140718535,0.9751667428049338,0.9578181818181818,0.9498181818181818,0.0024,1375,10000,True,True
consistency,primary_lowood,primary_lowood,44,main_42_46,0.6,False,1.5465605545483998,0.9883558545454545,0.9784627856214559,0.9753092736409319,0.9563636363636364,0.9498181818181818,0.0021,1375,10000,True,True
consistency,primary_lowood,primary_lowood,44,main_42_46,0.7,False,1.6199927406562369,0.9867652363636364,0.976945392866472,0.9747976244860668,0.9549090909090909,0.9498181818181818,0.0017,1375,10000,True,True
consistency,primary_lowood,primary_lowood,44,main_42_46,0.8,False,1.702820218479492,0.9853677818181819,0.9751427936563904,0.9730397441754226,0.9534545454545454,0.9498181818181818,0.0017,1375,10000,True,True
consistency,primary_lowood,primary_lowood,44,main_42_46,0.9,True,1.8099947806145833,0.9839850181818182,0.97318109486268,0.971113750571037,0.9527272727272728,0.9483636363636364,0.0023,1375,10000,True,True
consistency,primary_lowood,primary_lowood,45,main_42_46,0.5,False,1.5218411236674072,0.9896601454545455,0.9797051140718535,0.9751667428049338,0.9578181818181818,0.9498181818181818,0.0024,1375,10000,True,True
consistency,primary_lowood,primary_lowood,45,main_42_46,0.6,False,1.5465605545483998,0.9883558545454545,0.9784627856214559,0.9753092736409319,0.9563636363636364,0.9498181818181818,0.0021,1375,10000,True,True
consistency,primary_lowood,primary_lowood,45,main_42_46,0.7,False,1.6199927406562369,0.9867652363636364,0.976945392866472,0.9747976244860668,0.9549090909090909,0.9498181818181818,0.0017,1375,10000,True,True
consistency,primary_lowood,primary_lowood,45,main_42_46,0.8,False,1.702820218479492,0.9853677818181819,0.9751427936563904,0.9730397441754226,0.9534545454545454,0.9498181818181818,0.0017,1375,10000,True,True
consistency,primary_lowood,primary_lowood,45,main_42_46,0.9,True,1.8099947806145833,0.9839850181818182,0.97318109486268,0.971113750571037,0.9527272727272728,0.9483636363636364,0.0023,1375,10000,True,True
consistency,primary_lowood,primary_lowood,46,main_42_46,0.5,False,1.5218411236674072,0.9896601454545455,0.9797051140718535,0.9751667428049338,0.9578181818181818,0.9498181818181818,0.0024,1375,10000,True,True
consistency,primary_lowood,primary_lowood,46,main_42_46,0.6,False,1.5465605545483998,0.9883558545454545,0.9784627856214559,0.9753092736409319,0.9563636363636364,0.9498181818181818,0.0021,1375,10000,True,True
consistency,primary_lowood,primary_lowood,46,main_42_46,0.7,False,1.6199927406562369,0.9867652363636364,0.976945392866472,0.9747976244860668,0.9549090909090909,0.9498181818181818,0.0017,1375,10000,True,True
consistency,primary_lowood,primary_lowood,46,main_42_46,0.8,False,1.702820218479492,0.9853677818181819,0.9751427936563904,0.9730397441754226,0.9534545454545454,0.9498181818181818,0.0017,1375,10000,True,True
consistency,primary_lowood,primary_lowood,46,main_42_46,0.9,True,1.8099947806145833,0.9839850181818182,0.97318109486268,0.971113750571037,0.9527272727272728,0.9483636363636364,0.0023,1375,10000,True,True
consistency,primary_lowood,primary_lowood,47,heldout_47_51,0.5,False,1.5218411236674072,0.9896601454545455,0.9797051140718535,0.9751667428049338,0.9578181818181818,0.9498181818181818,0.0024,1375,10000,True,True
consistency,primary_lowood,primary_lowood,47,heldout_47_51,0.6,False,1.5465605545483998,0.9883558545454545,0.9784627856214559,0.9753092736409319,0.9563636363636364,0.9498181818181818,0.0021,1375,10000,True,True
consistency,primary_lowood,primary_lowood,47,heldout_47_51,0.7,False,1.6199927406562369,0.9867652363636364,0.976945392866472,0.9747976244860668,0.9549090909090909,0.9498181818181818,0.0017,1375,10000,True,True
consistency,primary_lowood,primary_lowood,47,heldout_47_51,0.8,False,1.702820218479492,0.9853677818181819,0.9751427936563904,0.9730397441754226,0.9534545454545454,0.9498181818181818,0.0017,1375,10000,True,True
consistency,primary_lowood,primary_lowood,47,heldout_47_51,0.9,True,1.8099947806145833,0.9839850181818182,0.97318109486268,0.971113750571037,0.9527272727272728,0.9483636363636364,0.0023,1375,10000,True,True
consistency,primary_lowood,primary_lowood,48,heldout_47_51,0.5,False,1.5218411236674072,0.9896601454545455,0.9797051140718535,0.9751667428049338,0.9578181818181818,0.9498181818181818,0.0024,1375,10000,True,True
consistency,primary_lowood,primary_lowood,48,heldout_47_51,0.6,False,1.5465605545483998,0.9883558545454545,0.9784627856214559,0.9753092736409319,0.9563636363636364,0.9498181818181818,0.0021,1375,10000,True,True
consistency,primary_lowood,primary_lowood,48,heldout_47_51,0.7,False,1.6199927406562369,0.9867652363636364,0.976945392866472,0.9747976244860668,0.9549090909090909,0.9498181818181818,0.0017,1375,10000,True,True
consistency,primary_lowood,primary_lowood,48,heldout_47_51,0.8,False,1.702820218479492,0.9853677818181819,0.9751427936563904,0.9730397441754226,0.9534545454545454,0.9498181818181818,0.0017,1375,10000,True,True
consistency,primary_lowood,primary_lowood,48,heldout_47_51,0.9,True,1.8099947806145833,0.9839850181818182,0.97318109486268,0.971113750571037,0.9527272727272728,0.9483636363636364,0.0023,1375,10000,True,True
consistency,primary_lowood,primary_lowood,49,heldout_47_51,0.5,False,1.5218411236674072,0.9896601454545455,0.9797051140718535,0.9751667428049338,0.9578181818181818,0.9498181818181818,0.0024,1375,10000,True,True
consistency,primary_lowood,primary_lowood,49,heldout_47_51,0.6,False,1.5465605545483998,0.9883558545454545,0.9784627856214559,0.9753092736409319,0.9563636363636364,0.9498181818181818,0.0021,1375,10000,True,True
consistency,primary_lowood,primary_lowood,49,heldout_47_51,0.7,False,1.6199927406562369,0.9867652363636364,0.976945392866472,0.9747976244860668,0.9549090909090909,0.9498181818181818,0.0017,1375,10000,True,True
consistency,primary_lowood,primary_lowood,49,heldout_47_51,0.8,False,1.702820218479492,0.9853677818181819,0.9751427936563904,0.9730397441754226,0.9534545454545454,0.9498181818181818,0.0017,1375,10000,True,True
consistency,primary_lowood,primary_lowood,49,heldout_47_51,0.9,True,1.8099947806145833,0.9839850181818182,0.97318109486268,0.971113750571037,0.9527272727272728,0.9483636363636364,0.0023,1375,10000,True,True
consistency,primary_lowood,primary_lowood,50,heldout_47_51,0.5,False,1.5218411236674072,0.9896601454545455,0.9797051140718535,0.9751667428049338,0.9578181818181818,0.9498181818181818,0.0024,1375,10000,True,True
consistency,primary_lowood,primary_lowood,50,heldout_47_51,0.6,False,1.5465605545483998,0.9883558545454545,0.9784627856214559,0.9753092736409319,0.9563636363636364,0.9498181818181818,0.0021,1375,10000,True,True
consistency,primary_lowood,primary_lowood,50,heldout_47_51,0.7,False,1.6199927406562369,0.9867652363636364,0.976945392866472,0.9747976244860668,0.9549090909090909,0.9498181818181818,0.0017,1375,10000,True,True
consistency,primary_lowood,primary_lowood,50,heldout_47_51,0.8,False,1.702820218479492,0.9853677818181819,0.9751427936563904,0.9730397441754226,0.9534545454545454,0.9498181818181818,0.0017,1375,10000,True,True
consistency,primary_lowood,primary_lowood,50,heldout_47_51,0.9,True,1.8099947806145833,0.9839850181818182,0.97318109486268,0.971113750571037,0.9527272727272728,0.9483636363636364,0.0023,1375,10000,True,True
consistency,primary_lowood,primary_lowood,51,heldout_47_51,0.5,False,1.5218411236674072,0.9896601454545455,0.9797051140718535,0.9751667428049338,0.9578181818181818,0.9498181818181818,0.0024,1375,10000,True,True
consistency,primary_lowood,primary_lowood,51,heldout_47_51,0.6,False,1.5465605545483998,0.9883558545454545,0.9784627856214559,0.9753092736409319,0.9563636363636364,0.9498181818181818,0.0021,1375,10000,True,True
consistency,primary_lowood,primary_lowood,51,heldout_47_51,0.7,False,1.6199927406562369,0.9867652363636364,0.976945392866472,0.9747976244860668,0.9549090909090909,0.9498181818181818,0.0017,1375,10000,True,True
consistency,primary_lowood,primary_lowood,51,heldout_47_51,0.8,False,1.702820218479492,0.9853677818181819,0.9751427936563904,0.9730397441754226,0.9534545454545454,0.9498181818181818,0.0017,1375,10000,True,True
consistency,primary_lowood,primary_lowood,51,heldout_47_51,0.9,True,1.8099947806145833,0.9839850181818182,0.97318109486268,0.971113750571037,0.9527272727272728,0.9483636363636364,0.0023,1375,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,42,main_42_46,0.5,True,2.074290030850686,0.7413222708698189,0.7863313268107066,0.8330267801353528,0.7157034442498541,0.7078225335668418,0.0018,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,42,main_42_46,0.6,False,1.9856355139259563,0.7578261821366024,0.8006141750731209,0.8413447858087871,0.7285464098073555,0.7177466433158202,0.0028,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,42,main_42_46,0.7,False,1.9276733398870007,0.7809399007589024,0.8204062455485951,0.852685787372355,0.7478108581436077,0.7314652656158785,0.0033,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,42,main_42_46,0.8,False,1.8812939921596128,0.826466082895505,0.8489578186554025,0.8686324207141956,0.7799182720373613,0.7600700525394045,0.005,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,42,main_42_46,0.9,False,1.8753794666464276,0.9338622883829538,0.9321972079177374,0.9030558513525009,0.8669001751313485,0.8374197314652656,0.0065,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,43,main_42_46,0.5,True,2.074290030850686,0.7413222708698189,0.7863313268107066,0.8330267801353528,0.7157034442498541,0.7078225335668418,0.0018,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,43,main_42_46,0.6,False,1.9856355139259563,0.7578261821366024,0.8006141750731209,0.8413447858087871,0.7285464098073555,0.7177466433158202,0.0028,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,43,main_42_46,0.7,False,1.9276733398870007,0.7809399007589024,0.8204062455485951,0.852685787372355,0.7478108581436077,0.7314652656158785,0.0033,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,43,main_42_46,0.8,False,1.8812939921596128,0.826466082895505,0.8489578186554025,0.8686324207141956,0.7799182720373613,0.7600700525394045,0.005,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,43,main_42_46,0.9,False,1.8753794666464276,0.9338622883829538,0.9321972079177374,0.9030558513525009,0.8669001751313485,0.8374197314652656,0.0065,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,44,main_42_46,0.5,True,2.074290030850686,0.7413222708698189,0.7863313268107066,0.8330267801353528,0.7157034442498541,0.7078225335668418,0.0018,3426,10000,True,True
consistency,harder_holdout,chrono_late_train_early_eval,44,main_42_46,0.6,False,1.9856355139259563,0.7578261821366024,0.8006141750731209,0.8413447858087871,0.7285464098073555,0.7177466433158202,0.0028,3426,10000,True,True
