holdout,support_method,budget,seed,seed_group,ood_target,target_label,threshold,attack_high_detection,ood_high_alarm,feasible_for_target,feasible_for_1pct,attack_eval_size,ood_eval_size,roc_auc,pr_auc,attack_margin_q25,attack_margin_q50,attack_margin_q75,ood_margin_q95,ood_margin_q99,train_time,inference_time,parameter_count
holdout_bin_2,kcenter_32shot,32,50,heldout_47_51,0.02,2pct,-3.5529003738716143,0.3353115727002967,0.0016,True,True,1348,10000,0.39120140949554894,0.4045698979159527,-51.392810617621734,-18.083396563961173,4.809058659509802,-2.4782251010193925,-1.350438489923221,0.6806842999067158,0.018685299903154373,101
holdout_bin_2,kcenter_32shot,32,51,heldout_47_51,0.005,0.5pct,-2.581646605551015,0.32047477744807124,0.001,True,True,1348,10000,0.39120140949554894,0.4045698979159527,-52.36406438594234,-19.054650332281774,3.837804891189203,-3.4494788693399916,-2.3216922582438198,0.6725762998685241,0.02198389987461269,101
holdout_bin_2,kcenter_32shot,32,51,heldout_47_51,0.01,1pct,-3.126371385544741,0.3264094955489614,0.0011,True,True,1348,10000,0.39120140949554894,0.4045698979159527,-51.81933960594861,-18.509925552288045,4.382529671182929,-2.904754089346266,-1.7769674782500944,0.6725762998685241,0.02198389987461269,101
holdout_bin_2,kcenter_32shot,32,51,heldout_47_51,0.02,2pct,-3.5529003738716143,0.3353115727002967,0.0016,True,True,1348,10000,0.39120140949554894,0.4045698979159527,-51.392810617621734,-18.083396563961173,4.809058659509802,-2.4782251010193925,-1.350438489923221,0.6725762998685241,0.02198389987461269,101
holdout_bin_2,random_32shot_baseline,32,42,main_42_46,0.005,0.5pct,-4.1054677985168935,0.4102373887240356,0.0003,True,True,1348,10000,0.4713884272997032,0.4894496027323633,-24.88886302496921,-6.0966026930209365,7.103978333051694,-2.3259988696275564,-1.7281975149594992,0.6046050998847932,0.023305200040340424,101
holdout_bin_2,random_32shot_baseline,32,42,main_42_46,0.01,1pct,-4.493964740794713,0.4124629080118694,0.0006,True,True,1348,10000,0.4713884272997032,0.4894496027323633,-24.500366082691393,-5.708105750743117,7.492475275329514,-1.937501927349737,-1.33970057268168,0.6046050998847932,0.023305200040340424,101
holdout_bin_2,random_32shot_baseline,32,42,main_42_46,0.02,2pct,-4.803945624649292,0.41839762611275966,0.0008,True,True,1348,10000,0.4713884272997032,0.4894496027323633,-24.190385198836815,-5.398124866888538,7.802456159184093,-1.6275210434951577,-1.0297196888271007,0.6046050998847932,0.023305200040340424,101
holdout_bin_2,random_32shot_baseline,32,43,main_42_46,0.005,0.5pct,-3.6939183629129935,0.44881305637982194,0.0027,True,True,1348,10000,0.5392678041543026,0.49270252102369816,-20.244030535854186,-2.584846969601948,9.557805296391102,-2.842211861797301,-1.9595499070587052,0.7146117999218404,0.020691100042313337,101
holdout_bin_2,random_32shot_baseline,32,43,main_42_46,0.01,1pct,-4.020133028854047,0.45252225519287836,0.003,True,True,1348,10000,0.5392678041543026,0.49270252102369816,-19.91781586991313,-2.2586323036608946,9.884019962332154,-2.5159971958562477,-1.633335241117652,0.7146117999218404,0.020691100042313337,101
holdout_bin_2,random_32shot_baseline,32,43,main_42_46,0.02,2pct,-4.4054737420580725,0.4621661721068249,0.0032,True,True,1348,10000,0.5392678041543026,0.49270252102369816,-19.532475156709104,-1.8732915904568688,10.26936067553618,-2.130656482652222,-1.2479945279136262,0.7146117999218404,0.020691100042313337,101
holdout_bin_2,random_32shot_baseline,32,44,main_42_46,0.005,0.5pct,-3.045744364515329,0.25,0.0013,True,True,1348,10000,0.3424800445103857,0.3361755748014875,-54.01163569738747,-23.508297421902093,-0.03304529617750962,-2.9452650991577034,-2.0208254807850077,0.6529848000500351,0.01944279996678233,101
holdout_bin_2,random_32shot_baseline,32,44,main_42_46,0.01,1pct,-3.559022389761504,0.2596439169139466,0.0014,True,True,1348,10000,0.3424800445103857,0.3361755748014875,-53.498357672141296,-22.995019396655916,0.48023272906866543,-2.4319870739115284,-1.5075474555388326,0.6529848000500351,0.01944279996678233,101
holdout_bin_2,random_32shot_baseline,32,44,main_42_46,0.02,2pct,-3.8109525293322233,0.2655786350148368,0.0016,True,True,1348,10000,0.3424800445103857,0.3361755748014875,-53.24642753257057,-22.7430892570852,0.7321628686393846,-2.180056934340809,-1.2556173159681134,0.6529848000500351,0.01944279996678233,101
holdout_bin_2,random_32shot_baseline,32,45,main_42_46,0.005,0.5pct,-2.8315288066858457,0.22700296735905046,0.0013,True,True,1348,10000,0.31953864985163205,0.30009400315458495,-55.25445064778441,-27.323761420283862,-1.970828652755384,-3.2089006374112676,-2.2939357747866396,0.6883636999409646,0.02156060002744198,101
holdout_bin_2,random_32shot_baseline,32,45,main_42_46,0.01,1pct,-3.481806003392498,0.23293768545994065,0.0014,True,True,1348,10000,0.31953864985163205,0.30009400315458495,-54.604173451077756,-26.67348422357721,-1.3205514560487317,-2.5586234407046153,-1.643658578079987,0.6883636999409646,0.02156060002744198,101
holdout_bin_2,random_32shot_baseline,32,45,main_42_46,0.02,2pct,-3.6877092872955464,0.2344213649851632,0.0016,True,True,1348,10000,0.31953864985163205,0.30009400315458495,-54.3982701671747,-26.46758093967416,-1.1146481721456833,-2.352720156801567,-1.4377552941769387,0.6883636999409646,0.02156060002744198,101
holdout_bin_2,random_32shot_baseline,32,46,main_42_46,0.005,0.5pct,-3.0050249398378748,0.23590504451038577,0.0012,True,True,1348,10000,0.3331644658753709,0.32071613174638347,-53.445342899356156,-24.702235208622323,-0.6671253292057908,-3.0074777993034867,-2.101649223673144,0.6963849000167102,0.017266000155359507,101
holdout_bin_2,random_32shot_baseline,32,46,main_42_46,0.01,1pct,-3.5973359498042603,0.24851632047477745,0.0013,True,True,1348,10000,0.3331644658753709,0.32071613174638347,-52.85303188938977,-24.109924198655936,-0.07481431923940529,-2.415166789337101,-1.5093382137067586,0.6963849000167102,0.017266000155359507,101
holdout_bin_2,random_32shot_baseline,32,46,main_42_46,0.02,2pct,-3.837193127317633,0.25370919881305637,0.0014,True,True,1348,10000,0.3331644658753709,0.32071613174638347,-52.6131747118764,-23.870067021142564,0.16504285827396736,-2.1753096118237285,-1.269481036193386,0.6963849000167102,0.017266000155359507,101
holdout_bin_2,random_32shot_baseline,32,47,heldout_47_51,0.005,0.5pct,-3.0610947416265297,0.22774480712166173,0.0012,True,True,1348,10000,0.3143342729970326,0.30034306342124534,-54.15418939069056,-25.963734860067987,-1.7038181517839204,-2.941253796036194,-2.0004258448956924,0.6335994000546634,0.018739599967375398,101
holdout_bin_2,random_32shot_baseline,32,47,heldout_47_51,0.01,1pct,-3.595493096572455,0.23516320474777447,0.0014,True,True,1348,10000,0.3143342729970326,0.30034306342124534,-53.61979103574464,-25.429336505122063,-1.169419796837995,-2.4068554410902685,-1.4660274899497672,0.6335994000546634,0.018739599967375398,101
holdout_bin_2,random_32shot_baseline,32,47,heldout_47_51,0.02,2pct,-3.8596694216983605,0.2410979228486647,0.0015,True,True,1348,10000,0.3143342729970326,0.30034306342124534,-53.355614710618724,-25.165160179996157,-0.9052434717120896,-2.1426791159643632,-1.201851164823862,0.6335994000546634,0.018739599967375398,101
holdout_bin_2,random_32shot_baseline,32,48,heldout_47_51,0.005,0.5pct,-2.6734982008024533,0.1847181008902077,0.0013,True,True,1348,10000,0.25680200296735906,0.2563585226058809,-64.73955135053639,-36.89549318949145,-5.324565117865775,-3.143628128790631,-2.1273007104067116,0.7496711001731455,0.018300000112503767,101
holdout_bin_2,random_32shot_baseline,32,48,heldout_47_51,0.01,1pct,-3.303419058307803,0.19955489614243324,0.0018,True,True,1348,10000,0.25680200296735906,0.2563585226058809,-64.10963049303103,-36.26557233198609,-4.694644260360425,-2.5137072712852815,-1.497379852901362,0.7496711001731455,0.018300000112503767,101
holdout_bin_2,random_32shot_baseline,32,48,heldout_47_51,0.02,2pct,-3.6060314638829785,0.20400593471810088,0.0019,True,True,1348,10000,0.25680200296735906,0.2563585226058809,-63.80701808745587,-35.96295992641092,-4.39203185478525,-2.211094865710106,-1.1947674473261864,0.7496711001731455,0.018300000112503767,101
holdout_bin_2,random_32shot_baseline,32,49,heldout_47_51,0.005,0.5pct,-2.8398454496229344,0.1884272997032641,0.0014,True,True,1348,10000,0.25668353115727,0.25714081009604367,-62.94255589000646,-35.84235916863016,-5.025251048267235,-2.9474169248543554,-1.995851342529067,0.6816864998545498,0.021038000006228685,101
holdout_bin_2,random_32shot_baseline,32,49,heldout_47_51,0.01,1pct,-3.402039584608567,0.2032640949554896,0.0017,True,True,1348,10000,0.25668353115727,0.25714081009604367,-62.38036175502083,-35.28016503364453,-4.463056913281601,-2.3852227898687226,-1.4336572075434342,0.6816864998545498,0.021038000006228685,101
holdout_bin_2,random_32shot_baseline,32,49,heldout_47_51,0.02,2pct,-3.736287462931848,0.20771513353115728,0.0019,True,True,1348,10000,0.25668353115727,0.25714081009604367,-62.04611387669755,-34.94591715532125,-4.128809034958321,-2.050974911545442,-1.0994093292201534,0.6816864998545498,0.021038000006228685,101
holdout_bin_2,random_32shot_baseline,32,50,heldout_47_51,0.005,0.5pct,-3.0502990266776187,0.22403560830860533,0.0012,True,True,1348,10000,0.30410675074183974,0.2950945630524118,-54.44351809254902,-27.865451142448354,-2.1353382101220415,-2.9666048861305265,-2.1366336165095143,0.7044599999208003,0.02039569988846779,101
holdout_bin_2,random_32shot_baseline,32,50,heldout_47_51,0.01,1pct,-3.565606192773382,0.22774480712166173,0.0012,True,True,1348,10000,0.30410675074183974,0.2950945630524118,-53.92821092645326,-27.35014397635259,-1.6200310440262784,-2.451297720034763,-1.6213264504137508,0.7044599999208003,0.02039569988846779,101
holdout_bin_2,random_32shot_baseline,32,50,heldout_47_51,0.02,2pct,-3.814378045067806,0.22997032640949555,0.0014,True,True,1348,10000,0.30410675074183974,0.2950945630524118,-53.679439074158836,-27.101372124058166,-1.3712591917318544,-2.202525867740339,-1.3725545981193268,0.7044599999208003,0.02039569988846779,101
holdout_bin_2,random_32shot_baseline,32,51,heldout_47_51,0.005,0.5pct,-2.8475536799911683,0.23664688427299704,0.0013,True,True,1348,10000,0.33725215133531156,0.32832680701669276,-53.84407277380794,-24.62598208382179,-0.7525623119959473,-3.1646843776050746,-2.2532344628121113,0.654482000041753,0.021177700022235513,101
holdout_bin_2,random_32shot_baseline,32,51,heldout_47_51,0.01,1pct,-3.5180060297341864,0.24777448071216618,0.0013,True,True,1348,10000,0.33725215133531156,0.32832680701669276,-53.173620424064914,-23.955529734078773,-0.0821099622529291,-2.4942320278620564,-1.582782113069093,0.654482000041753,0.021177700022235513,101
holdout_bin_2,random_32shot_baseline,32,51,heldout_47_51,0.02,2pct,-3.7220237611162794,0.2529673590504451,0.0014,True,True,1348,10000,0.33725215133531156,0.32832680701669276,-52.96960269268283,-23.75151200269668,0.1219077691291639,-2.2902142964799634,-1.378764381687,0.654482000041753,0.021177700022235513,101
