risk_model,risk_threshold,strong_margin_q,attack_outer_norm,review_budget,seeds,dev_attack_min_mean,dev_attack_min_min,dev_attack_min_max,dev_ood_max_mean,dev_ood_max_min,dev_ood_max_max,dev_review_max_mean,dev_review_max_min,dev_review_max_max,dev_score_mean,dev_score_min,dev_score_max,feasible_1pct_all_seeds,feasible_5pct_all_seeds
histgb_shallow,0.5,0.0,1.0,0.0,5,0.984375,0.984375,0.984375,0.25933333333333336,0.25933333333333336,0.25933333333333336,0.0,0.0,0.0,0.595375,0.595375,0.595375,False,False
