feature_view,object_label,train_sec,param_count,device
standard_zscore,dA,3.694351199999801,,
standard_zscore,ft_transformer_ae,26.325921600000584,243024.0,cpu
winsor_zscore,dA,4.032735300002969,,
winsor_zscore,ft_transformer_ae,32.06805269999313,243024.0,cpu
signed_log1p_zscore,dA,4.804902500007302,,
signed_log1p_zscore,ft_transformer_ae,34.02418349999061,243024.0,cpu
