weighting,role,attack_label,device,support_coverage,rows_per_seed,parent_detection_mean,temporal_detection_mean,temporal_attack_mean,temporal_attack_p50_mean
medium_mass_ratio_recalibrated,support_val,Mirai UDP Flooding,city-power,seen_in_support,5.0,1.0,1.0,0.9998206696579219,0.9998206696579218
strict_frozen_weight4,support_val,Merlin C&C Communication,ip-camera-museum,seen_in_support,5.0,1.0,1.0,0.9998206696579219,0.9998206696579218
strict_frozen_weight4,support_val,Merlin TCP Flooding,ip-camera-museum,seen_in_support,5.0,1.0,1.0,0.9998206696579219,0.9998206696579218
strict_frozen_weight4,support_val,Mirai UDP Flooding,city-power,seen_in_support,5.0,1.0,1.0,0.9998206696579219,0.9998206696579218
medium_mass_ratio_recalibrated,support_val,Mirai GRE Flooding,city-power,seen_in_support,4.0,1.0,1.0,0.9998206696579218,0.9998206696579218
medium_mass_ratio_recalibrated,support_val,Mirai TCP Flooding,city-power,seen_in_support,4.0,1.0,1.0,0.9998206696579218,0.9998206696579218
strict_frozen_weight4,support_val,Mirai GRE Flooding,city-power,seen_in_support,4.0,1.0,1.0,0.9998206696579218,0.9998206696579218
strict_frozen_weight4,support_val,Mirai TCP Flooding,city-power,seen_in_support,4.0,1.0,1.0,0.9998206696579218,0.9998206696579218
medium_mass_ratio_recalibrated,support_val,Merlin UDP Flooding,city-power,seen_in_support,3.0,1.0,1.0,0.9998206696579218,0.9998206696579218
medium_mass_ratio_recalibrated,support_val,Merlin UDP Flooding,ip-camera-museum,seen_in_support,3.0,1.0,1.0,0.9998206696579218,0.9998206696579218
strict_frozen_weight4,support_val,File Download,combined-cycle,seen_in_support,3.0,1.0,1.0,0.9998206696579218,0.9998206696579218
strict_frozen_weight4,support_val,Merlin UDP Flooding,city-power,seen_in_support,3.0,1.0,1.0,0.9998206696579218,0.9998206696579218
strict_frozen_weight4,support_val,Merlin UDP Flooding,ip-camera-museum,seen_in_support,3.0,1.0,1.0,0.9998206696579218,0.9998206696579218
