epoch,main_loss,env_loss,train_acc,env_acc,candidate,seed,variant,split,held_field,held_value
18,0.011476303908351129,0.0,0.959249226006192,1.0,CKN_N1_mlp_erm_seed42,42,N1_mlp_erm,main,,
19,0.010758600558439737,0.0,0.9634094427244582,1.0,CKN_N1_mlp_erm_seed42,42,N1_mlp_erm,main,,
20,0.011038573399970405,0.0,0.9609713622291022,1.0,CKN_N1_mlp_erm_seed42,42,N1_mlp_erm,main,,
21,0.009756256771438262,0.0,0.9655379256965945,1.0,CKN_N1_mlp_erm_seed42,42,N1_mlp_erm,main,,
22,0.009812447505977132,0.0,0.9651702786377709,1.0,CKN_N1_mlp_erm_seed42,42,N1_mlp_erm,main,,
23,0.009361011344051397,0.0,0.9663893188854489,1.0,CKN_N1_mlp_erm_seed42,42,N1_mlp_erm,main,,
24,0.009199357364937986,0.0,0.9661184210526316,1.0,CKN_N1_mlp_erm_seed42,42,N1_mlp_erm,main,,
1,0.40895942995791834,1.5747679807822401,0.26782120743034055,0.1168343653250774,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
2,0.12739448677921442,1.1710757834254404,0.49876160990712076,0.13440402476780186,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
3,0.08668338651812113,1.0652373285854564,0.6640092879256966,0.17352941176470588,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
4,0.0729293685164245,1.7268554225425603,0.7507159442724458,0.4204140866873065,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
5,0.06063703243439043,1.2085570527673137,0.7703366873065015,0.6370936532507739,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
6,0.06350465064908697,1.8540633002301856,0.7943304953560372,0.5872871517027863,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
7,0.05655509603927748,1.0577258321891998,0.847000773993808,0.5389512383900928,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
8,0.04913050390018767,1.1647542013103378,0.8609907120743034,0.5404992260061919,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
9,0.05142311768450604,1.3842609193671969,0.8494001547987616,0.4756965944272446,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
10,0.04693500323238388,0.6373725978951705,0.8677051083591332,0.5538506191950464,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
11,0.04274357878617458,0.7442601973796408,0.8780766253869969,0.5648219814241486,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
12,0.04254627613460316,0.9042928901619217,0.8786377708978328,0.5489551083591331,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
13,0.03976278645981207,0.8271849094898708,0.8833978328173374,0.565828173374613,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
14,0.03431167730790543,1.0650630829134962,0.9011029411764706,0.5205882352941177,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
15,0.03824899256021799,0.9627435374924272,0.8921439628482972,0.49787151702786375,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
16,0.03666588978570866,0.9907629082446497,0.9011996904024768,0.4887383900928793,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
17,0.03224866350784021,1.016161239996045,0.9047794117647059,0.5087074303405573,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
18,0.029774430740174863,1.1508498192940704,0.9091137770897832,0.5023413312693499,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
19,0.0298885732139504,0.80979032438975,0.9073722910216718,0.5646671826625387,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
20,0.02873390292166372,0.8171514982409521,0.913467492260062,0.5370743034055727,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
21,0.02771479108892727,0.8760170498868629,0.9140673374613003,0.5200077399380805,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
22,0.0261209154761059,0.90506771293587,0.9154024767801857,0.5773800309597523,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
23,0.02629183787541124,0.9194634433870346,0.9148413312693499,0.5882933436532508,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
24,0.024976466711460622,1.029993351325162,0.9209945820433436,0.5894930340557275,CKN_N2_dann_device_family_seed42,42,N2_dann_device_family,main,,
1,0.40803864296560316,1.519074748544132,0.2675696594427245,0.11478328173374613,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
2,0.12396596221731912,1.1976789531693002,0.48705495356037154,0.09255030959752322,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
3,0.08375279627994119,1.0875713011797736,0.7057082043343653,0.15723684210526315,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
4,0.06614654798164456,1.7121286725850298,0.7695820433436532,0.3952592879256966,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
5,0.05978569410995064,1.1307992602649488,0.7858552631578948,0.5091911764705882,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
6,0.05671550363486765,1.5440944488572632,0.8114551083591331,0.4979295665634675,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
7,0.0547733965396143,1.1077216732243635,0.8352360681114551,0.5784636222910217,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
8,0.051922921806389334,1.1595405161565302,0.8566369969040247,0.6085332817337461,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
9,0.048337958628548186,1.0254824036784216,0.8572561919504644,0.6107004643962848,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
10,0.06010271329259725,1.6537884304028916,0.8475232198142415,0.49431114551083594,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
11,0.04629999845297344,1.4158809650055026,0.8708010835913312,0.5177244582043343,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
12,0.04643786535266752,1.4832599187413975,0.8768769349845201,0.565344427244582,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
13,0.04961433386424378,1.762227901954769,0.8687693498452013,0.6064821981424149,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
14,0.04469724870041797,1.2627623062753826,0.8798181114551084,0.6490905572755418,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
15,0.04177428724319204,0.7670503286385315,0.8886803405572755,0.6209945820433437,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
16,0.03403088379501374,0.859273226342334,0.9016640866873065,0.6363970588235294,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
17,0.03231207342708812,0.8051003692319888,0.9068498452012383,0.6771671826625387,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
18,0.034967973756808615,0.9095490000565355,0.9037151702786378,0.6689821981424149,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
19,0.03334871025254298,0.8634261938071472,0.9068498452012383,0.6444272445820434,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
20,0.031103574821362185,0.8418350073575236,0.9109326625386996,0.6422794117647059,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
21,0.029691591706622864,0.9276321938163355,0.9143382352941176,0.6386803405572755,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
22,0.02749155789452256,1.0215108560334787,0.9165247678018575,0.6655185758513932,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
23,0.026930866915236686,0.8797413888730501,0.9195239938080495,0.6979489164086687,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
24,0.02663930700890051,0.9912235020483979,0.9187886996904024,0.6767608359133127,CKN_N3_dann_source_family_seed42,42,N3_dann_source_family,main,,
1,0.4559251979316351,0.0,0.3040247678018576,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
2,0.12384835788893626,0.0,0.5922213622291022,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
3,0.06535690306417713,0.0,0.7831656346749226,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
4,0.04340963850357215,0.0,0.8631578947368421,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
5,0.03202641126310493,0.0,0.9001354489164086,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
6,0.025804417546919256,0.0,0.9167763157894737,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
7,0.023206323821201413,0.0,0.9256385448916409,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
8,0.02045361891781029,0.0,0.9323916408668731,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
9,0.01768846436297008,0.0,0.9381578947368421,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
10,0.016705992945899535,0.0,0.94156346749226,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
11,0.01505392052625355,0.0,0.9470201238390092,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
12,0.014437887238644224,0.0,0.9509287925696595,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
13,0.012583940501552617,0.0,0.9560371517027864,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
14,0.012180278615178338,0.0,0.95828173374613,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
15,0.011668361649609202,0.0,0.9593846749226006,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
16,0.010902230078844648,0.0,0.9624032507739938,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
17,0.010554747400522785,0.0,0.9631191950464396,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
18,0.010325107448402758,0.0,0.9643575851393189,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
19,0.010581968398908898,0.0,0.9640479876160991,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
20,0.009691470685550487,0.0,0.965015479876161,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
21,0.009159115901441766,0.0,0.9645704334365325,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
22,0.009289668126452726,0.0,0.9668150154798761,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
23,0.008704574370970114,0.0,0.9660023219814241,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
24,0.008130107031725693,0.0,0.9682856037151703,1.0,CKN_N1_mlp_erm_seed43,43,N1_mlp_erm,main,,
1,0.4584616548228928,1.5623433916192306,0.299593653250774,0.16540247678018577,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
2,0.12929691222983616,1.2397602788435047,0.5635061919504644,0.11335139318885448,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
3,0.08038697841089945,1.257878026726076,0.7401702786377709,0.10352167182662539,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
4,0.06259500057243342,1.1644000266727648,0.7803212074303405,0.50421826625387,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
5,0.053700444748158056,1.0574150076591562,0.8442917956656347,0.6073722910216718,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
6,0.04966417876744049,1.5145832225634217,0.8488390092879257,0.5910410216718266,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
7,0.0458900829748288,1.1729417025858404,0.8688660990712074,0.6203947368421052,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
8,0.041954321469592604,1.0943197232650899,0.8810371517027864,0.656327399380805,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
9,0.03945641097823164,1.2093584203129581,0.8870936532507739,0.6270704334365325,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
10,0.033530094315393055,0.8009662732989427,0.903076625386997,0.6996517027863777,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
11,0.039301118568370215,1.3825065538241028,0.8929953560371517,0.603811919504644,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
12,0.03828750853152836,1.0160497009200578,0.8967879256965944,0.6750580495356037,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
13,0.036082966860971954,1.1750276839400962,0.9026122291021672,0.6593846749226007,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
14,0.03147444067401783,1.0764039139629518,0.9113583591331269,0.6868421052631579,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
15,0.027542478765358126,0.8776363788005368,0.917047213622291,0.7102941176470589,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
16,0.0266099748158418,0.9082518372373315,0.9197368421052632,0.6920278637770898,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
17,0.028884303077317243,0.9731601221273558,0.9145510835913313,0.6740905572755418,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
18,0.0266724053551169,0.9824011053463254,0.9211300309597523,0.684578173374613,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
19,0.025786272848122998,0.843768901278729,0.9227554179566564,0.6786958204334366,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
20,0.026527516190942964,0.8696994165887035,0.9200077399380805,0.7024961300309598,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
21,0.02404571342117646,1.003769483138164,0.9251934984520124,0.6939821981424149,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
22,0.02412810168537562,1.0797648447954986,0.923374613003096,0.7047213622291022,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
23,0.025597925261585705,0.8291651868967818,0.9217685758513932,0.7541021671826625,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
24,0.023306345446006432,1.1280716529940673,0.9261609907120743,0.7299148606811146,CKN_N2_dann_device_family_seed43,43,N2_dann_device_family,main,,
1,0.46049948685309466,1.5067382915101184,0.29880030959752324,0.13117260061919506,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
2,0.1316790479440069,1.311902794823189,0.5461300309597523,0.10003869969040248,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
3,0.07886194318717478,1.036168541111075,0.7372097523219814,0.19589783281733747,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
4,0.0674298797506297,2.303227814395361,0.7759094427244582,0.3702012383900929,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
5,0.056639366569257006,1.1726650416666509,0.8354682662538699,0.5524187306501548,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
6,0.055174471022728426,0.9457808813443493,0.8297987616099072,0.611609907120743,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
7,0.05184831620416036,1.024866337229962,0.8393575851393189,0.5954140866873066,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
8,0.04680867841922831,1.3128768754079245,0.857797987616099,0.5565015479876161,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
9,0.04224826402316337,1.287736674100622,0.8704334365325077,0.6197368421052631,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
10,0.03919476566392202,0.8100734807758508,0.8829721362229103,0.6725812693498452,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
11,0.03920345793336907,0.980327074889428,0.881811145510836,0.6791989164086687,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
12,0.03890448022322389,1.024045313364212,0.8882159442724458,0.6684210526315789,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
13,0.033738903726678884,0.839872076046356,0.9001547987616099,0.6919504643962848,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
14,0.0360534348747125,0.9871185083507384,0.8954334365325077,0.6552051083591331,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
15,0.03485104547058097,0.8315324899951002,0.9019156346749226,0.7080108359133127,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
16,0.03427079619591819,0.7572087373526842,0.9049922600619195,0.6723297213622291,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
17,0.03451079570979526,0.9813271630290124,0.9004450464396285,0.6277283281733747,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
18,0.0333545300475215,1.0589778531077476,0.906172600619195,0.6519736842105263,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
19,0.03588689903126043,1.4901644010661925,0.8954334365325077,0.609984520123839,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
20,0.033731760303763784,0.9788434411719118,0.9018962848297214,0.6744001547987616,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
21,0.028904844469883863,0.8696135297279239,0.9140092879256966,0.6853715170278638,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
22,0.026868320690127716,1.012323996895238,0.9186339009287926,0.6783668730650155,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
23,0.028041315111028888,1.1009602442245365,0.9149380804953561,0.5852167182662539,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
24,0.026087922260349748,0.7783968239007719,0.9199109907120743,0.6491292569659443,CKN_N3_dann_source_family_seed43,43,N3_dann_source_family,main,,
1,0.25606501767694395,0.0,0.26445433436532506,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
2,0.09617014097816803,0.0,0.6449883900928792,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
3,0.04929995536342863,0.0,0.8199303405572755,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
4,0.034170226346782115,0.0,0.8872678018575851,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
5,0.026725961312928436,0.0,0.9203366873065015,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
6,0.022995176807553405,0.0,0.928328173374613,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
7,0.01978613435530072,0.0,0.9352941176470588,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
8,0.017810341239482996,0.0,0.940750773993808,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
9,0.016688580615532474,0.0,0.94375,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
10,0.014873630840665784,0.0,0.9491292569659443,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
11,0.013505217555806548,0.0,0.9547407120743034,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
12,0.012551124196718721,0.0,0.9563660990712074,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
13,0.011774959290636582,0.0,0.9574496904024767,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
14,0.011668467957630246,0.0,0.9581656346749226,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
15,0.011996400768035336,0.0,0.9597523219814241,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
16,0.010412069244004625,0.0,0.962093653250774,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
17,0.010575486738350093,0.0,0.9626547987616099,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
18,0.009672019743121261,0.0,0.9644736842105263,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
19,0.009473959505327346,0.0,0.9645704334365325,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
20,0.009043214128759254,0.0,0.965499226006192,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
21,0.008863082590394714,0.0,0.966311919504644,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
22,0.008786418981527213,0.0,0.9671052631578947,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
23,0.00844388675728911,0.0,0.968343653250774,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
24,0.00806495085468187,0.0,0.9685565015479877,1.0,CKN_N1_mlp_erm_seed44,44,N1_mlp_erm,main,,
1,0.2612017390713234,1.6505901701310102,0.26104876160990714,0.1018188854489164,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
2,0.11448663980137821,1.1469773703684378,0.5509481424148607,0.12480650154798761,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
3,0.06689326467667202,1.3427259087931631,0.7652283281733746,0.12325851393188854,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
4,0.05789966379341326,1.4382412501902033,0.7663312693498452,0.4749419504643963,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
5,0.057260818331972364,1.4264249435519287,0.7942530959752322,0.575,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
6,0.054434295875184675,1.7268730913153374,0.8377128482972136,0.5897445820433437,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
7,0.05534859387774955,0.7854326311648815,0.8394156346749226,0.6692724458204334,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
8,0.0497981772703283,0.7840356583565751,0.8601199690402477,0.6794504643962849,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
9,0.04634249586808054,1.2753617305873717,0.8759481424148606,0.6427244582043343,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
10,0.045398712992068414,0.8994930700251931,0.8759674922600619,0.6955688854489164,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
11,0.042010701853701204,0.9669326799941875,0.8766447368421053,0.6755224458204334,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
12,0.039922423996377285,0.8613231912855024,0.8879256965944272,0.6726006191950464,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
13,0.03489153692873639,0.810786021456999,0.9017608359133127,0.7068304953560371,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
14,0.031480354715380875,0.8889539477994937,0.9095394736842105,0.7016447368421053,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
15,0.02883029566045516,0.8578141776031754,0.9145510835913313,0.7136029411764706,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
16,0.02793026191900389,0.8435717063791611,0.9172213622291022,0.7332043343653251,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
17,0.02864520388306479,1.0079762502351413,0.916969814241486,0.7060371517027864,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
18,0.028701758230156943,1.6692286954575648,0.9171633126934985,0.6154798761609908,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
19,0.02898881461805788,0.8884744385078596,0.9140092879256966,0.7025928792569659,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
20,0.027743606250906137,0.6756777192047875,0.9134094427244582,0.7596942724458204,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
21,0.026533569446289134,0.8171266238017717,0.9142801857585139,0.7415441176470589,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
22,0.027053198971477087,1.0239333325126223,0.9127128482972137,0.6892414860681114,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
23,0.03047014278800864,1.0721455295019475,0.917530959752322,0.6805340557275542,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
24,0.03117180112115001,0.9433102739853756,0.9085913312693499,0.6885061919504644,CKN_N2_dann_device_family_seed44,44,N2_dann_device_family,main,,
1,0.2597836453940477,1.6138012883832948,0.2610874613003096,0.0781733746130031,CKN_N3_dann_source_family_seed44,44,N3_dann_source_family,main,,
2,0.1120584100484848,1.3764512397187414,0.5382159442724458,0.07554179566563468,CKN_N3_dann_source_family_seed44,44,N3_dann_source_family,main,,
3,0.06511216428903603,1.0700575341381156,0.7692143962848297,0.2156153250773994,CKN_N3_dann_source_family_seed44,44,N3_dann_source_family,main,,
4,0.05743155541250211,1.4976366502212666,0.7981811145510835,0.36130030959752324,CKN_N3_dann_source_family_seed44,44,N3_dann_source_family,main,,
5,0.05369510139704858,1.0838134777435209,0.8349264705882353,0.43626160990712076,CKN_N3_dann_source_family_seed44,44,N3_dann_source_family,main,,
6,0.05093425392135747,1.4594934166769493,0.8499806501547987,0.40566950464396284,CKN_N3_dann_source_family_seed44,44,N3_dann_source_family,main,,
7,0.055831681814725184,0.8822756399680217,0.8444852941176471,0.5667763157894737,CKN_N3_dann_source_family_seed44,44,N3_dann_source_family,main,,
8,0.04542275421759662,1.02049183107382,0.8578173374613003,0.5599071207430341,CKN_N3_dann_source_family_seed44,44,N3_dann_source_family,main,,
9,0.051831190313440356,1.31131111468324,0.8635835913312694,0.6048374613003096,CKN_N3_dann_source_family_seed44,44,N3_dann_source_family,main,,
10,0.043727385963171994,1.3960102339647134,0.8788699690402477,0.5081849845201238,CKN_N3_dann_source_family_seed44,44,N3_dann_source_family,main,,
11,0.03836107126468844,0.9624262608241739,0.8871517027863777,0.4709365325077399,CKN_N3_dann_source_family_seed44,44,N3_dann_source_family,main,,
12,0.03758520208783563,0.9251254999969766,0.8955108359133127,0.6173568111455109,CKN_N3_dann_source_family_seed44,44,N3_dann_source_family,main,,
