candidate,variant,kind,env_field,adv_lambda,split,seed,role,phase,rows,attack_threshold,raw_alarm_rate,conflict_review_rate,hard_alarm_rate,review_count,hard_count,attack_score_mean,conflict_score_mean,held_field,held_value
CKN_N1_mlp_erm_seed42_leave_iotsim-ip-camera-museum,N1_mlp_erm,neural,,0.0,leave_device_family,42,support_val,select,0,0.8869431614875793,nan,nan,nan,0,0,nan,nan,device_family,iotsim-ip-camera-museum
CKN_N1_mlp_erm_seed42_leave_iotsim-ip-camera-museum,N1_mlp_erm,neural,,0.0,leave_device_family,42,same_file_query,select,0,0.8869431614875793,nan,nan,nan,0,0,nan,nan,device_family,iotsim-ip-camera-museum
CKN_N1_mlp_erm_seed42_leave_iotsim-ip-camera-museum,N1_mlp_erm,neural,,0.0,leave_device_family,42,future_query,select,0,0.8869431614875793,nan,nan,nan,0,0,nan,nan,device_family,iotsim-ip-camera-museum
CKN_N1_mlp_erm_seed42_leave_iotsim-ip-camera-museum,N1_mlp_erm,neural,,0.0,leave_device_family,42,sealed_final_ood,all,54950,0.8869431614875793,0.0031847133757961785,0.0,0.0031847133757961785,0,175,0.0034653520074170267,0.9964370595154504,device_family,iotsim-ip-camera-museum
CKN_N1_mlp_erm_seed42_leave_iotsim-ip-camera-museum,N1_mlp_erm,neural,,0.0,leave_device_family,42,sealed_final_attack,all,0,0.8869431614875793,nan,nan,nan,0,0,nan,nan,device_family,iotsim-ip-camera-museum
CKN_N2_dann_device_family_seed42_leave_iotsim-ip-camera-museum,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,id_calib,select,0,0.6963292813301086,nan,nan,nan,0,0,nan,nan,device_family,iotsim-ip-camera-museum
CKN_N2_dann_device_family_seed42_leave_iotsim-ip-camera-museum,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,ood_val,select,0,0.6963292813301086,nan,nan,nan,0,0,nan,nan,device_family,iotsim-ip-camera-museum
CKN_N2_dann_device_family_seed42_leave_iotsim-ip-camera-museum,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,ood_stress,select,0,0.6963292813301086,nan,nan,nan,0,0,nan,nan,device_family,iotsim-ip-camera-museum
CKN_N2_dann_device_family_seed42_leave_iotsim-ip-camera-museum,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,support_val,select,0,0.6963292813301086,nan,nan,nan,0,0,nan,nan,device_family,iotsim-ip-camera-museum
CKN_N2_dann_device_family_seed42_leave_iotsim-ip-camera-museum,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,same_file_query,select,0,0.6963292813301086,nan,nan,nan,0,0,nan,nan,device_family,iotsim-ip-camera-museum
CKN_N2_dann_device_family_seed42_leave_iotsim-ip-camera-museum,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,future_query,select,0,0.6963292813301086,nan,nan,nan,0,0,nan,nan,device_family,iotsim-ip-camera-museum
CKN_N2_dann_device_family_seed42_leave_iotsim-ip-camera-museum,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,sealed_final_ood,all,54950,0.6963292813301086,0.0031847133757961785,0.0,0.0031847133757961785,0,175,0.00445887608138256,0.995404845398416,device_family,iotsim-ip-camera-museum
CKN_N2_dann_device_family_seed42_leave_iotsim-ip-camera-museum,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,sealed_final_attack,all,0,0.6963292813301086,nan,nan,nan,0,0,nan,nan,device_family,iotsim-ip-camera-museum
CKN_C0_c4_histgb_seed42_leave_iotsim-stream-consumer,C0_c4_histgb,histgb,,0.0,leave_device_family,42,id_calib,select,0,0.005925718619987394,nan,nan,nan,0,0,nan,nan,device_family,iotsim-stream-consumer
CKN_C0_c4_histgb_seed42_leave_iotsim-stream-consumer,C0_c4_histgb,histgb,,0.0,leave_device_family,42,ood_val,select,0,0.005925718619987394,nan,nan,nan,0,0,nan,nan,device_family,iotsim-stream-consumer
CKN_C0_c4_histgb_seed42_leave_iotsim-stream-consumer,C0_c4_histgb,histgb,,0.0,leave_device_family,42,ood_stress,select,79950,0.005925718619987394,0.9986491557223265,0.0009130706691682301,0.9977360850531583,73,79769,0.9972175979562128,0.002168469104675403,device_family,iotsim-stream-consumer
CKN_C0_c4_histgb_seed42_leave_iotsim-stream-consumer,C0_c4_histgb,histgb,,0.0,leave_device_family,42,support_val,select,0,0.005925718619987394,nan,nan,nan,0,0,nan,nan,device_family,iotsim-stream-consumer
CKN_C0_c4_histgb_seed42_leave_iotsim-stream-consumer,C0_c4_histgb,histgb,,0.0,leave_device_family,42,same_file_query,select,0,0.005925718619987394,nan,nan,nan,0,0,nan,nan,device_family,iotsim-stream-consumer
CKN_C0_c4_histgb_seed42_leave_iotsim-stream-consumer,C0_c4_histgb,histgb,,0.0,leave_device_family,42,future_query,select,0,0.005925718619987394,nan,nan,nan,0,0,nan,nan,device_family,iotsim-stream-consumer
CKN_C0_c4_histgb_seed42_leave_iotsim-stream-consumer,C0_c4_histgb,histgb,,0.0,leave_device_family,42,sealed_final_ood,all,0,0.005925718619987394,nan,nan,nan,0,0,nan,nan,device_family,iotsim-stream-consumer
CKN_C0_c4_histgb_seed42_leave_iotsim-stream-consumer,C0_c4_histgb,histgb,,0.0,leave_device_family,42,sealed_final_attack,all,0,0.005925718619987394,nan,nan,nan,0,0,nan,nan,device_family,iotsim-stream-consumer
CKN_N1_mlp_erm_seed42_leave_iotsim-stream-consumer,N1_mlp_erm,neural,,0.0,leave_device_family,42,id_calib,select,0,0.5407970547676086,nan,nan,nan,0,0,nan,nan,device_family,iotsim-stream-consumer
CKN_N1_mlp_erm_seed42_leave_iotsim-stream-consumer,N1_mlp_erm,neural,,0.0,leave_device_family,42,ood_val,select,0,0.5407970547676086,nan,nan,nan,0,0,nan,nan,device_family,iotsim-stream-consumer
CKN_N1_mlp_erm_seed42_leave_iotsim-stream-consumer,N1_mlp_erm,neural,,0.0,leave_device_family,42,ood_stress,select,79950,0.5407970547676086,0.9975984990619137,0.0,0.9975984990619137,0,79758,0.9977463763838014,0.001862923980829617,device_family,iotsim-stream-consumer
CKN_N1_mlp_erm_seed42_leave_iotsim-stream-consumer,N1_mlp_erm,neural,,0.0,leave_device_family,42,support_val,select,0,0.5407970547676086,nan,nan,nan,0,0,nan,nan,device_family,iotsim-stream-consumer
CKN_N1_mlp_erm_seed42_leave_iotsim-stream-consumer,N1_mlp_erm,neural,,0.0,leave_device_family,42,same_file_query,select,0,0.5407970547676086,nan,nan,nan,0,0,nan,nan,device_family,iotsim-stream-consumer
CKN_N1_mlp_erm_seed42_leave_iotsim-stream-consumer,N1_mlp_erm,neural,,0.0,leave_device_family,42,future_query,select,0,0.5407970547676086,nan,nan,nan,0,0,nan,nan,device_family,iotsim-stream-consumer
CKN_N1_mlp_erm_seed42_leave_iotsim-stream-consumer,N1_mlp_erm,neural,,0.0,leave_device_family,42,sealed_final_ood,all,0,0.5407970547676086,nan,nan,nan,0,0,nan,nan,device_family,iotsim-stream-consumer
CKN_N1_mlp_erm_seed42_leave_iotsim-stream-consumer,N1_mlp_erm,neural,,0.0,leave_device_family,42,sealed_final_attack,all,0,0.5407970547676086,nan,nan,nan,0,0,nan,nan,device_family,iotsim-stream-consumer
CKN_N2_dann_device_family_seed42_leave_iotsim-stream-consumer,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,id_calib,select,0,0.5423483848571777,nan,nan,nan,0,0,nan,nan,device_family,iotsim-stream-consumer
CKN_N2_dann_device_family_seed42_leave_iotsim-stream-consumer,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,ood_val,select,0,0.5423483848571777,nan,nan,nan,0,0,nan,nan,device_family,iotsim-stream-consumer
CKN_N2_dann_device_family_seed42_leave_iotsim-stream-consumer,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,ood_stress,select,79950,0.5423483848571777,0.9970606629143215,0.0,0.9970606629143215,0,79715,0.9974094949872393,0.0022720835010065117,device_family,iotsim-stream-consumer
CKN_N2_dann_device_family_seed42_leave_iotsim-stream-consumer,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,support_val,select,0,0.5423483848571777,nan,nan,nan,0,0,nan,nan,device_family,iotsim-stream-consumer
CKN_N2_dann_device_family_seed42_leave_iotsim-stream-consumer,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,same_file_query,select,0,0.5423483848571777,nan,nan,nan,0,0,nan,nan,device_family,iotsim-stream-consumer
CKN_N2_dann_device_family_seed42_leave_iotsim-stream-consumer,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,future_query,select,0,0.5423483848571777,nan,nan,nan,0,0,nan,nan,device_family,iotsim-stream-consumer
CKN_N2_dann_device_family_seed42_leave_iotsim-stream-consumer,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,sealed_final_ood,all,0,0.5423483848571777,nan,nan,nan,0,0,nan,nan,device_family,iotsim-stream-consumer
CKN_N2_dann_device_family_seed42_leave_iotsim-stream-consumer,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,sealed_final_attack,all,0,0.5423483848571777,nan,nan,nan,0,0,nan,nan,device_family,iotsim-stream-consumer
CKN_C0_c4_histgb_seed42_leave_iotsim-hydraulic-system,C0_c4_histgb,histgb,,0.0,leave_device_family,42,id_calib,select,0,0.01337261921102279,nan,nan,nan,0,0,nan,nan,device_family,iotsim-hydraulic-system
CKN_C0_c4_histgb_seed42_leave_iotsim-hydraulic-system,C0_c4_histgb,histgb,,0.0,leave_device_family,42,ood_val,select,12205,0.01337261921102279,0.7009422367882016,0.19262597296190087,0.5083162638263007,2351,6204,0.49683502846666255,0.4442171668216287,device_family,iotsim-hydraulic-system
CKN_C0_c4_histgb_seed42_leave_iotsim-hydraulic-system,C0_c4_histgb,histgb,,0.0,leave_device_family,42,ood_stress,select,0,0.01337261921102279,nan,nan,nan,0,0,nan,nan,device_family,iotsim-hydraulic-system
CKN_C0_c4_histgb_seed42_leave_iotsim-hydraulic-system,C0_c4_histgb,histgb,,0.0,leave_device_family,42,support_val,select,0,0.01337261921102279,nan,nan,nan,0,0,nan,nan,device_family,iotsim-hydraulic-system
CKN_C0_c4_histgb_seed42_leave_iotsim-hydraulic-system,C0_c4_histgb,histgb,,0.0,leave_device_family,42,same_file_query,select,0,0.01337261921102279,nan,nan,nan,0,0,nan,nan,device_family,iotsim-hydraulic-system
CKN_C0_c4_histgb_seed42_leave_iotsim-hydraulic-system,C0_c4_histgb,histgb,,0.0,leave_device_family,42,future_query,select,0,0.01337261921102279,nan,nan,nan,0,0,nan,nan,device_family,iotsim-hydraulic-system
CKN_C0_c4_histgb_seed42_leave_iotsim-hydraulic-system,C0_c4_histgb,histgb,,0.0,leave_device_family,42,sealed_final_ood,all,0,0.01337261921102279,nan,nan,nan,0,0,nan,nan,device_family,iotsim-hydraulic-system
CKN_C0_c4_histgb_seed42_leave_iotsim-hydraulic-system,C0_c4_histgb,histgb,,0.0,leave_device_family,42,sealed_final_attack,all,0,0.01337261921102279,nan,nan,nan,0,0,nan,nan,device_family,iotsim-hydraulic-system
CKN_N1_mlp_erm_seed42_leave_iotsim-hydraulic-system,N1_mlp_erm,neural,,0.0,leave_device_family,42,id_calib,select,0,0.16445046067237878,nan,nan,nan,0,0,nan,nan,device_family,iotsim-hydraulic-system
CKN_N1_mlp_erm_seed42_leave_iotsim-hydraulic-system,N1_mlp_erm,neural,,0.0,leave_device_family,42,ood_val,select,12205,0.16445046067237878,0.474313805817288,0.0846374436706268,0.3896763621466612,1033,4756,0.39113776436523806,0.5836783786153125,device_family,iotsim-hydraulic-system
CKN_N1_mlp_erm_seed42_leave_iotsim-hydraulic-system,N1_mlp_erm,neural,,0.0,leave_device_family,42,ood_stress,select,0,0.16445046067237878,nan,nan,nan,0,0,nan,nan,device_family,iotsim-hydraulic-system
CKN_N1_mlp_erm_seed42_leave_iotsim-hydraulic-system,N1_mlp_erm,neural,,0.0,leave_device_family,42,support_val,select,0,0.16445046067237878,nan,nan,nan,0,0,nan,nan,device_family,iotsim-hydraulic-system
CKN_N1_mlp_erm_seed42_leave_iotsim-hydraulic-system,N1_mlp_erm,neural,,0.0,leave_device_family,42,same_file_query,select,0,0.16445046067237878,nan,nan,nan,0,0,nan,nan,device_family,iotsim-hydraulic-system
CKN_N1_mlp_erm_seed42_leave_iotsim-hydraulic-system,N1_mlp_erm,neural,,0.0,leave_device_family,42,future_query,select,0,0.16445046067237878,nan,nan,nan,0,0,nan,nan,device_family,iotsim-hydraulic-system
CKN_N1_mlp_erm_seed42_leave_iotsim-hydraulic-system,N1_mlp_erm,neural,,0.0,leave_device_family,42,sealed_final_ood,all,0,0.16445046067237878,nan,nan,nan,0,0,nan,nan,device_family,iotsim-hydraulic-system
CKN_N1_mlp_erm_seed42_leave_iotsim-hydraulic-system,N1_mlp_erm,neural,,0.0,leave_device_family,42,sealed_final_attack,all,0,0.16445046067237878,nan,nan,nan,0,0,nan,nan,device_family,iotsim-hydraulic-system
CKN_N2_dann_device_family_seed42_leave_iotsim-hydraulic-system,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,id_calib,select,0,0.9713844424486126,nan,nan,nan,0,0,nan,nan,device_family,iotsim-hydraulic-system
CKN_N2_dann_device_family_seed42_leave_iotsim-hydraulic-system,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,ood_val,select,12205,0.9713844424486126,0.2977468250716919,0.0,0.2977468250716919,0,3634,0.3623125575292615,0.6257235564003713,device_family,iotsim-hydraulic-system
CKN_N2_dann_device_family_seed42_leave_iotsim-hydraulic-system,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,ood_stress,select,0,0.9713844424486126,nan,nan,nan,0,0,nan,nan,device_family,iotsim-hydraulic-system
CKN_N2_dann_device_family_seed42_leave_iotsim-hydraulic-system,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,support_val,select,0,0.9713844424486126,nan,nan,nan,0,0,nan,nan,device_family,iotsim-hydraulic-system
CKN_N2_dann_device_family_seed42_leave_iotsim-hydraulic-system,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,same_file_query,select,0,0.9713844424486126,nan,nan,nan,0,0,nan,nan,device_family,iotsim-hydraulic-system
CKN_N2_dann_device_family_seed42_leave_iotsim-hydraulic-system,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,future_query,select,0,0.9713844424486126,nan,nan,nan,0,0,nan,nan,device_family,iotsim-hydraulic-system
CKN_N2_dann_device_family_seed42_leave_iotsim-hydraulic-system,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,sealed_final_ood,all,0,0.9713844424486126,nan,nan,nan,0,0,nan,nan,device_family,iotsim-hydraulic-system
CKN_N2_dann_device_family_seed42_leave_iotsim-hydraulic-system,N2_dann_device_family,neural,device_family,0.2,leave_device_family,42,sealed_final_attack,all,0,0.9713844424486126,nan,nan,nan,0,0,nan,nan,device_family,iotsim-hydraulic-system
