candidate,feature_set,split,seed,role,phase,role_kind,rows,attack_threshold,raw_alarm_rate,conflict_review_rate,hard_alarm_rate,attack_score_mean,conflict_score_mean,group_fallback_rate
CKL_F1_global_robust_tail_seed45,F1_global_robust_tail,main,45,same_file_query,select,attack,67749,0.009211428204546086,1.0,0.002597824322130216,0.9974021756778698,0.9899389310659367,0.0075282393112089925,nan
CKL_F1_global_robust_tail_seed45,F1_global_robust_tail,main,45,future_query,select,attack,228649,0.009211428204546086,0.9993177315448569,0.012022794764026958,0.98729493678083,0.9045246542967421,0.07225031074711794,nan
CKL_F1_global_robust_tail_seed45,F1_global_robust_tail,main,45,sealed_final_ood,all,benign_ood_report,154900,0.009211428204546086,0.12112330535829567,0.10703034215622982,0.014092963202065848,0.018372930518782117,0.9793268376426864,nan
CKL_F1_global_robust_tail_seed45,F1_global_robust_tail,main,45,sealed_final_attack,all,attack_report,110104,0.009211428204546086,0.9986194870304439,0.005849015476276974,0.992770471554167,0.9813118492525926,0.013142941212456507,nan
CKL_F1_global_robust_only_seed45,F1_global_robust_only,main,45,id_calib,select,benign_id,51497,0.06124721695034206,0.0020972095461871563,0.002058372332368876,3.8837213818280675e-05,0.0013849510606258558,0.9975506559741295,nan
CKL_F1_global_robust_only_seed45,F1_global_robust_only,main,45,ood_val,select,benign_ood,12205,0.06124721695034206,0.010077836952068825,0.009750102417042196,0.0003277345350266284,0.0030198569920182076,0.9426513766565546,nan
CKL_F1_global_robust_only_seed45,F1_global_robust_only,main,45,ood_stress,select,hard_ood,79950,0.06124721695034206,0.0010006253908692933,0.0008130081300813008,0.0001876172607879925,0.000746881157585173,0.9984581923013569,nan
CKL_F1_global_robust_only_seed45,F1_global_robust_only,main,45,support_val,select,attack,69,0.06124721695034206,1.0,0.014492753623188406,0.9855072463768116,0.9749132584985012,0.019187948929830518,nan
CKL_F1_global_robust_only_seed45,F1_global_robust_only,main,45,same_file_query,select,attack,67749,0.06124721695034206,0.9995867097669339,0.015173655699715126,0.9844130540672187,0.9778144244095788,0.0171415596686213,nan
CKL_F1_global_robust_only_seed45,F1_global_robust_only,main,45,future_query,select,attack,228649,0.06124721695034206,0.9584559740038224,0.15651063420351718,0.8019453398003052,0.8119073233947413,0.17157457495651565,nan
CKL_F1_global_robust_only_seed45,F1_global_robust_only,main,45,sealed_final_ood,all,benign_ood_report,154900,0.06124721695034206,0.06252420916720465,0.043847643641058746,0.0186765655261459,0.02667861870088718,0.9709194244042916,nan
CKL_F1_global_robust_only_seed45,F1_global_robust_only,main,45,sealed_final_attack,all,attack_report,110104,0.06124721695034206,0.9971663154835428,0.012506357625517692,0.9846599578580252,0.9672778044930339,0.024973307104618498,nan
CKL_F1_device_family_robust_tail_seed45,F1_device_family_robust_tail,main,45,id_calib,select,benign_id,51497,0.0005490890518025903,0.0020777909392780164,0.0020777909392780164,0.0,0.00012508177266649332,0.9996215329458331,0.0
CKL_F1_device_family_robust_tail_seed45,F1_device_family_robust_tail,main,45,ood_val,select,benign_ood,12205,0.0005490890518025903,8.19336337566571e-05,8.19336337566571e-05,0.0,0.00011570885011800332,0.9996479673045371,0.0
CKL_F1_device_family_robust_tail_seed45,F1_device_family_robust_tail,main,45,ood_stress,select,hard_ood,79950,0.0005490890518025903,0.009843652282676673,0.009843652282676673,0.0,0.00017971783263117841,0.9995656809328443,0.0
CKL_F1_device_family_robust_tail_seed45,F1_device_family_robust_tail,main,45,support_val,select,attack,69,0.0005490890518025903,1.0,0.0,1.0,0.9996382747122479,0.00012619419564451775,1.0
CKL_F1_device_family_robust_tail_seed45,F1_device_family_robust_tail,main,45,same_file_query,select,attack,67749,0.0005490890518025903,1.0,0.00030996767479962804,0.9996900323252004,0.9985689392875862,0.0007648203786832408,1.0
CKL_F1_device_family_robust_tail_seed45,F1_device_family_robust_tail,main,45,future_query,select,attack,228649,0.0005490890518025903,1.0,0.00035862829052390343,0.9996413717094761,0.9987482118289233,0.0009886602465104548,1.0
CKL_F1_device_family_robust_tail_seed45,F1_device_family_robust_tail,main,45,sealed_final_ood,all,benign_ood_report,154900,0.0005490890518025903,0.23921885087153003,0.21206584893479663,0.027153001936733378,0.028539221088689774,0.9632679312249465,1.0
CKL_F1_device_family_robust_tail_seed45,F1_device_family_robust_tail,main,45,sealed_final_attack,all,attack_report,110104,0.0005490890518025903,0.9999455060669912,0.0,0.9999455060669912,0.9983092394064421,0.001436951640007913,1.0
CKL_F1_device_family_robust_only_seed45,F1_device_family_robust_only,main,45,id_calib,select,benign_id,51497,0.0005936784310108657,0.0020777909392780164,0.0020777909392780164,0.0,0.00012603633369969832,0.9996182752152081,nan
CKL_F1_device_family_robust_only_seed45,F1_device_family_robust_only,main,45,ood_val,select,benign_ood,12205,0.0005936784310108657,8.19336337566571e-05,8.19336337566571e-05,0.0,0.00011573602061421448,0.9996481114166641,nan
CKL_F1_device_family_robust_only_seed45,F1_device_family_robust_only,main,45,ood_stress,select,hard_ood,79950,0.0005936784310108657,0.009118198874296435,0.009118198874296435,0.0,0.00017924407996331297,0.999566468136897,nan
CKL_F1_device_family_robust_only_seed45,F1_device_family_robust_only,main,45,support_val,select,attack,69,0.0005936784310108657,1.0,0.0,1.0,0.999636413092631,0.0001271303887292485,nan
CKL_F1_device_family_robust_only_seed45,F1_device_family_robust_only,main,45,same_file_query,select,attack,67749,0.0005936784310108657,1.0,0.0,1.0,0.9990468568860539,0.0004967313659052775,nan
CKL_F1_device_family_robust_only_seed45,F1_device_family_robust_only,main,45,future_query,select,attack,228649,0.0005936784310108657,1.0,0.00035862829052390343,0.9996413717094761,0.998762153129769,0.0009745253495049578,nan
CKL_F1_device_family_robust_only_seed45,F1_device_family_robust_only,main,45,sealed_final_ood,all,benign_ood_report,154900,0.0005936784310108657,0.3832214331826985,0.3567269205939316,0.026494512588766946,0.027767144615646923,0.9642912641658475,nan
CKL_F1_device_family_robust_only_seed45,F1_device_family_robust_only,main,45,sealed_final_attack,all,attack_report,110104,0.0005936784310108657,0.9999455060669912,0.0,0.9999455060669912,0.9987271160551413,0.0010206393777413988,nan
CKL_F0_raw115_seed46,F0_raw115,main,46,id_calib,select,benign_id,51497,0.013406811230265204,0.0009515117385478765,0.0009515117385478765,0.0,0.0003548117231346621,0.9991781368772515,nan
CKL_F0_raw115_seed46,F0_raw115,main,46,ood_val,select,benign_ood,12205,0.013406811230265204,0.007865628840639082,0.007865628840639082,0.0,0.001169480632418345,0.9501309270386797,nan
CKL_F0_raw115_seed46,F0_raw115,main,46,ood_stress,select,hard_ood,79950,0.013406811230265204,0.0042151344590368985,0.0040650406504065045,0.000150093808630394,0.0005901218196824417,0.9985114716622199,nan
CKL_F0_raw115_seed46,F0_raw115,main,46,support_val,select,attack,69,0.013406811230265204,1.0,0.014492753623188406,0.9855072463768116,0.977000428908506,0.021911469840810056,nan
CKL_F0_raw115_seed46,F0_raw115,main,46,same_file_query,select,attack,67749,0.013406811230265204,1.0,0.0004280505985328197,0.9995719494014672,0.9898619973861956,0.006321547802369418,nan
CKL_F0_raw115_seed46,F0_raw115,main,46,future_query,select,attack,228649,0.013406811230265204,0.9993177315448569,0.006424694619263587,0.9928930369255934,0.900429032079443,0.07146476417912485,nan
CKL_F0_raw115_seed46,F0_raw115,main,46,sealed_final_ood,all,benign_ood_report,154900,0.013406811230265204,0.09373789541639768,0.09136216914138154,0.0023757262750161395,0.009308109862964264,0.9895577702656358,nan
CKL_F0_raw115_seed46,F0_raw115,main,46,sealed_final_attack,all,attack_report,110104,0.013406811230265204,0.9985195814865945,0.0027701082612802443,0.9957494732253143,0.9819256598909449,0.013294273753720175,nan
CKL_F1_global_robust_tail_seed46,F1_global_robust_tail,main,46,id_calib,select,benign_id,51497,0.010439027964294913,0.001203953628366701,0.001203953628366701,0.0,0.0002997697582919132,0.9992058989953855,nan
CKL_F1_global_robust_tail_seed46,F1_global_robust_tail,main,46,ood_val,select,benign_ood,12205,0.010439027964294913,0.010077836952068825,0.010077836952068825,0.0,0.0010576713875943783,0.9506637312684773,nan
CKL_F1_global_robust_tail_seed46,F1_global_robust_tail,main,46,ood_stress,select,hard_ood,79950,0.010439027964294913,0.0029893683552220138,0.0027642276422764228,0.000225140712945591,0.0006940722390993297,0.9984141637139975,nan
CKL_F1_global_robust_tail_seed46,F1_global_robust_tail,main,46,support_val,select,attack,69,0.010439027964294913,1.0,0.028985507246376812,0.9710144927536232,0.9759184394187163,0.02340388130649924,nan
CKL_F1_global_robust_tail_seed46,F1_global_robust_tail,main,46,same_file_query,select,attack,67749,0.010439027964294913,1.0,0.002907791996929844,0.9970922080030702,0.9905602469380813,0.006191426497038704,nan
CKL_F1_global_robust_tail_seed46,F1_global_robust_tail,main,46,future_query,select,attack,228649,0.010439027964294913,0.999632624678,0.050387274818608434,0.9492453498593915,0.9037947252786335,0.07120647705884244,nan
CKL_F1_global_robust_tail_seed46,F1_global_robust_tail,main,46,sealed_final_ood,all,benign_ood_report,154900,0.010439027964294913,0.22949644932214333,0.22208521626856037,0.007411233053582956,0.014328615768120435,0.9830952566968583,nan
CKL_F1_global_robust_tail_seed46,F1_global_robust_tail,main,46,sealed_final_attack,all,attack_report,110104,0.010439027964294913,0.9986376516747802,0.005058853447649495,0.9935787982271307,0.9811829984989839,0.011807361542923783,nan
CKL_F1_global_robust_only_seed46,F1_global_robust_only,main,46,id_calib,select,benign_id,51497,0.07324423153704354,0.0016311629803677885,0.0015923257665495078,3.8837213818280675e-05,0.0014189636718820817,0.9974595025026771,nan
CKL_F1_global_robust_only_seed46,F1_global_robust_only,main,46,ood_val,select,benign_ood,12205,0.07324423153704354,0.010077836952068825,0.009750102417042196,0.0003277345350266284,0.003248485035284845,0.9422762129518358,nan
CKL_F1_global_robust_only_seed46,F1_global_robust_only,main,46,ood_stress,select,hard_ood,79950,0.07324423153704354,0.0008630393996247655,0.0006378986866791745,0.000225140712945591,0.0007931867351740179,0.9983872013068957,nan
CKL_F1_global_robust_only_seed46,F1_global_robust_only,main,46,support_val,select,attack,69,0.07324423153704354,1.0,0.014492753623188406,0.9855072463768116,0.9709081333800931,0.02334878685055511,nan
CKL_F1_global_robust_only_seed46,F1_global_robust_only,main,46,same_file_query,select,attack,67749,0.07324423153704354,0.9996900323252004,0.0013136725265317569,0.9983763597986686,0.9895137985672593,0.006701776819649347,nan
CKL_F1_global_robust_only_seed46,F1_global_robust_only,main,46,future_query,select,attack,228649,0.07324423153704354,0.8992910530988546,0.0862282362923083,0.8130628168065462,0.8064322759394287,0.17806068240475018,nan
CKL_F1_global_robust_only_seed46,F1_global_robust_only,main,46,sealed_final_ood,all,benign_ood_report,154900,0.07324423153704354,0.043124596513879926,0.029561007101355712,0.013563589412524208,0.01994900992126441,0.9776143318143423,nan
CKL_F1_global_robust_only_seed46,F1_global_robust_only,main,46,sealed_final_attack,all,attack_report,110104,0.07324423153704354,0.9969301751071714,0.010181283150475914,0.9867488919566955,0.9743388011735414,0.019425617077504443,nan
CKL_F1_device_family_robust_tail_seed46,F1_device_family_robust_tail,main,46,id_calib,select,benign_id,51497,0.0004591703291093426,0.0018253490494591917,0.0018253490494591917,0.0,0.00012418086131449457,0.9996259860611321,0.0
CKL_F1_device_family_robust_tail_seed46,F1_device_family_robust_tail,main,46,ood_val,select,benign_ood,12205,0.0004591703291093426,0.0005735354362965998,0.0005735354362965998,0.0,0.00011646538539066212,0.999646616425838,0.0
CKL_F1_device_family_robust_tail_seed46,F1_device_family_robust_tail,main,46,ood_stress,select,hard_ood,79950,0.0004591703291093426,0.00975609756097561,0.00975609756097561,0.0,0.00014994571162313476,0.9995985485553014,0.0
CKL_F1_device_family_robust_tail_seed46,F1_device_family_robust_tail,main,46,support_val,select,attack,69,0.0004591703291093426,1.0,0.0,1.0,0.9996395389755035,0.0001249670622622403,1.0
CKL_F1_device_family_robust_tail_seed46,F1_device_family_robust_tail,main,46,same_file_query,select,attack,67749,0.0004591703291093426,1.0,0.0003394884057329259,0.999660511594267,0.9986519724572265,0.0007467072056574929,1.0
CKL_F1_device_family_robust_tail_seed46,F1_device_family_robust_tail,main,46,future_query,select,attack,228649,0.0004591703291093426,1.0,0.00035425477478580705,0.9996457452252142,0.9986283404178776,0.0010975297423566964,1.0
CKL_F1_device_family_robust_tail_seed46,F1_device_family_robust_tail,main,46,sealed_final_ood,all,benign_ood_report,154900,0.0004591703291093426,0.22407359586830214,0.1994899935442221,0.02458360232408005,0.02574665278919657,0.9667065895211306,1.0
CKL_F1_device_family_robust_tail_seed46,F1_device_family_robust_tail,main,46,sealed_final_attack,all,attack_report,110104,0.0004591703291093426,0.9999455060669912,0.0,0.9999455060669912,0.9982903483366246,0.0014502388147789452,1.0
CKL_F1_device_family_robust_only_seed46,F1_device_family_robust_only,main,46,id_calib,select,benign_id,51497,0.00041097360878475603,0.0027768607880070684,0.0027768607880070684,0.0,0.00012394256986922374,0.9996260843082148,nan
CKL_F1_device_family_robust_only_seed46,F1_device_family_robust_only,main,46,ood_val,select,benign_ood,12205,0.00041097360878475603,0.000737402703809914,0.000737402703809914,0.0,0.00011669363701339227,0.9996462101177658,nan
CKL_F1_device_family_robust_only_seed46,F1_device_family_robust_only,main,46,ood_stress,select,hard_ood,79950,0.00041097360878475603,0.009993746091307067,0.009993746091307067,0.0,0.0001480770741298553,0.9995989415852389,nan
CKL_F1_device_family_robust_only_seed46,F1_device_family_robust_only,main,46,support_val,select,attack,69,0.00041097360878475603,1.0,0.0,1.0,0.9996458046639785,0.00012236557354056802,nan
CKL_F1_device_family_robust_only_seed46,F1_device_family_robust_only,main,46,same_file_query,select,attack,67749,0.00041097360878475603,1.0,8.856219279989372e-05,0.9999114378072002,0.9988362832946691,0.0005844607843471484,nan
CKL_F1_device_family_robust_only_seed46,F1_device_family_robust_only,main,46,future_query,select,attack,228649,0.00041097360878475603,1.0,0.0003455077433096143,0.9996544922566903,0.9986979167419219,0.001041070582924505,nan
CKL_F1_device_family_robust_only_seed46,F1_device_family_robust_only,main,46,sealed_final_ood,all,benign_ood_report,154900,0.00041097360878475603,0.40385409941898,0.38058102001291155,0.02327307940606843,0.024556352976616354,0.9684805127494421,nan
CKL_F1_device_family_robust_only_seed46,F1_device_family_robust_only,main,46,sealed_final_attack,all,attack_report,110104,0.00041097360878475603,0.9999455060669912,0.0,0.9999455060669912,0.9987663042754366,0.0009829935236598064,nan
