candidate,feature_set,split,seed,role,phase,role_kind,rows,attack_threshold,raw_alarm_rate,conflict_review_rate,hard_alarm_rate,attack_score_mean,conflict_score_mean,group_fallback_rate,held_field,held_value
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,future_query,select,,0,0.015268220365043444,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,sealed_final_ood,all,,0,0.015268220365043444,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_global_robust_only_seed42,F1_global_robust_only,leave_device_family,42,sealed_final_attack,all,,0,0.015268220365043444,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,id_calib,select,,0,0.0006250526591510851,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,ood_val,select,benign_ood,12205,0.0006250526591510851,1.0,0.02400655469070053,0.9759934453092994,0.9600702772574127,0.03851859128669715,1.0,device_family,iotsim-hydraulic-system
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,ood_stress,select,,0,0.0006250526591510851,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,support_val,select,,0,0.0006250526591510851,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,same_file_query,select,,0,0.0006250526591510851,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,future_query,select,,0,0.0006250526591510851,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,sealed_final_ood,all,,0,0.0006250526591510851,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_device_family_robust_tail_seed42,F1_device_family_robust_tail,leave_device_family,42,sealed_final_attack,all,,0,0.0006250526591510851,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,id_calib,select,,0,0.0005979158103622929,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,ood_val,select,benign_ood,12205,0.0005979158103622929,1.0,0.02400655469070053,0.9759934453092994,0.9579447146268895,0.04038114275832603,nan,device_family,iotsim-hydraulic-system
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,ood_stress,select,,0,0.0005979158103622929,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,support_val,select,,0,0.0005979158103622929,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,same_file_query,select,,0,0.0005979158103622929,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,future_query,select,,0,0.0005979158103622929,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,sealed_final_ood,all,,0,0.0005979158103622929,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
CKL_F1_device_family_robust_only_seed42,F1_device_family_robust_only,leave_device_family,42,sealed_final_attack,all,,0,0.0005979158103622929,nan,nan,nan,nan,nan,nan,device_family,iotsim-hydraulic-system
