evidence_space,decision,active_strong_regions,active_strong_semantic_groups,mean_support_val_label_consistency,mean_support_val_uncertain_coverage,ood_val_nearest_core_rate,ood_val_nearest_core_plus_near_rate
S0_raw_robust_global,STOP,0,0,0.3504761904761905,0.9578571428571427,0.8507083333333333,0.873125
S1_bounded_heavytail_global,STOP,0,0,0.38166666666666665,0.9778571428571429,0.9882916666666667,0.9962916666666667
S2_raw_family_balanced,STOP,0,0,0.4319047619047619,0.9616666666666667,0.7930833333333334,0.8203333333333334
S3_bounded_heavytail_family_balanced,LIMITED_GO,1,1,0.664047619047619,0.9949999999999999,0.7350833333333333,0.7557916666666666
