candidate,phase,source,records,fresh_resets,score_before_update_records,history_updates,history_rejections,cold_start_records,unreliable_records,phase_state_crossing,label_read_for_state,future_events_used,report_gradient_updates,history_scope,memory_only_events,held_value,seed,provisional_burn_in_records,bounded_shift_clips,minimum_applied_shift,maximum_applied_shift,registered_shift_low,registered_shift_high,bounded_shift_contract,first_event_position,last_event_position,median_event_position_gap,max_event_position_gap
A1-UnboundedSourceConformal,report,processed/iotsim-building-monitor-1.csv,101282,1,101282,100464,818,64,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,64.0,0.0,2.178078182272906,4.155611140701243,-0.17405035486621018,0.3675520232953873,False,3093.0,5550712.0,1.0,890261.0
A1-UnboundedSourceConformal,report,processed/iotsim-combined-cycle-1.csv,2357,1,2357,2329,28,64,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,64.0,0.0,2.6529007141513676,3.291098081375854,-0.17405035486621018,0.3675520232953873,False,2278.0,5974753.0,38.0,2357015.0
A1-UnboundedSourceConformal,report,processed/iotsim-combined-cycle-10.csv,3129,1,3129,3088,41,64,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,64.0,0.0,2.3177549979021124,3.1063296838049888,-0.17405035486621018,0.3675520232953873,False,1469.0,127751.0,12.0,4538.0
A1-UnboundedSourceConformal,report,processed/iotsim-domotic-monitor-1.csv,3000,1,3000,2968,32,64,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,64.0,0.0,2.44819018559287,3.445409531057041,-0.17405035486621018,0.3675520232953873,False,3388.0,1597619.0,31.0,703414.0
A1-UnboundedSourceConformal,report,processed/iotsim-ip-camera-street-1.csv,110104,1,110104,109807,297,64,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,64.0,0.0,2.6043391946472716,4.068531600079764,-0.17405035486621018,0.3675520232953873,False,1177993.0,4888829.0,1.0,1547003.0
A1-UnboundedSourceConformal,select,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0,600,1,600,584,16,64,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,64.0,0.0,0.23783959162455615,0.48846542460315634,-0.17405035486621018,0.3675520232953873,False,0.0,599.0,1.0,1.0
A1-UnboundedSourceConformal,select,iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0,600,1,600,600,0,64,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,64.0,0.0,-0.1845688259953544,0.47552883478393815,-0.17405035486621018,0.3675520232953873,False,0.0,599.0,1.0,1.0
A1-UnboundedSourceConformal,select,iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0,600,1,600,600,0,64,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,64.0,0.0,-0.21502292433019354,0.20892429607364038,-0.17405035486621018,0.3675520232953873,False,0.0,599.0,1.0,1.0
A1-UnboundedSourceConformal,select,iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0,600,1,600,587,13,64,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,64.0,0.0,-0.6289829090533061,-0.1477484566943068,-0.17405035486621018,0.3675520232953873,False,0.0,599.0,1.0,1.0
A1-UnboundedSourceConformal,select,iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,600,1,600,579,21,64,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,64.0,0.0,0.22984579473959021,0.4291511387763367,-0.17405035486621018,0.3675520232953873,False,0.0,599.0,1.0,1.0
A1-UnboundedSourceConformal,select,processed/iotsim-city-power-1.csv,23,1,23,23,0,23,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,23.0,0.0,,,-0.17405035486621018,0.3675520232953873,False,1574.0,1142111.0,878.5,586451.0
A1-UnboundedSourceConformal,select,processed/iotsim-combined-cycle-10.csv,6,1,6,6,0,6,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,6.0,0.0,,,-0.17405035486621018,0.3675520232953873,False,17672.0,20400.0,69.0,2459.0
A1-UnboundedSourceConformal,select,processed/iotsim-ip-camera-museum-1.csv,40,1,40,40,0,40,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,40.0,0.0,,,-0.17405035486621018,0.3675520232953873,False,1589773.0,8457328.0,352.0,2146190.0
A2-LocalRobustDeviation,report,processed/iotsim-air-quality-1.csv,24109,1,24109,23174,935,64,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,64.0,0.0,,,-0.17405035486621018,0.3675520232953873,False,3701.0,35615.0,1.0,287.0
A2-LocalRobustDeviation,report,processed/iotsim-building-monitor-1.csv,101282,1,101282,100464,818,64,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,64.0,0.0,,,-0.17405035486621018,0.3675520232953873,False,3093.0,5550712.0,1.0,890261.0
A2-LocalRobustDeviation,report,processed/iotsim-combined-cycle-1.csv,2357,1,2357,2329,28,64,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,64.0,0.0,,,-0.17405035486621018,0.3675520232953873,False,2278.0,5974753.0,38.0,2357015.0
A2-LocalRobustDeviation,report,processed/iotsim-combined-cycle-10.csv,3129,1,3129,3088,41,64,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,64.0,0.0,,,-0.17405035486621018,0.3675520232953873,False,1469.0,127751.0,12.0,4538.0
A2-LocalRobustDeviation,report,processed/iotsim-domotic-monitor-1.csv,3000,1,3000,2968,32,64,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,64.0,0.0,,,-0.17405035486621018,0.3675520232953873,False,3388.0,1597619.0,31.0,703414.0
A2-LocalRobustDeviation,report,processed/iotsim-ip-camera-street-1.csv,110104,1,110104,109807,297,64,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,64.0,0.0,,,-0.17405035486621018,0.3675520232953873,False,1177993.0,4888829.0,1.0,1547003.0
A2-LocalRobustDeviation,select,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0,600,1,600,584,16,64,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,64.0,0.0,,,-0.17405035486621018,0.3675520232953873,False,0.0,599.0,1.0,1.0
A2-LocalRobustDeviation,select,iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0,600,1,600,600,0,64,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,64.0,0.0,,,-0.17405035486621018,0.3675520232953873,False,0.0,599.0,1.0,1.0
A2-LocalRobustDeviation,select,iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0,600,1,600,600,0,64,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,64.0,0.0,,,-0.17405035486621018,0.3675520232953873,False,0.0,599.0,1.0,1.0
A2-LocalRobustDeviation,select,iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0,600,1,600,587,13,64,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,64.0,0.0,,,-0.17405035486621018,0.3675520232953873,False,0.0,599.0,1.0,1.0
A2-LocalRobustDeviation,select,iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,600,1,600,579,21,64,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,64.0,0.0,,,-0.17405035486621018,0.3675520232953873,False,0.0,599.0,1.0,1.0
A2-LocalRobustDeviation,select,processed/iotsim-city-power-1.csv,23,1,23,23,0,23,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,23.0,0.0,,,-0.17405035486621018,0.3675520232953873,False,1574.0,1142111.0,878.5,586451.0
A2-LocalRobustDeviation,select,processed/iotsim-combined-cycle-10.csv,6,1,6,6,0,6,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,6.0,0.0,,,-0.17405035486621018,0.3675520232953873,False,17672.0,20400.0,69.0,2459.0
A2-LocalRobustDeviation,select,processed/iotsim-ip-camera-museum-1.csv,40,1,40,40,0,40,0,False,False,False,0,frozen_scored_target_rows_only,0,GLOBAL_ATTACK_PRESERVATION,27,40.0,0.0,,,-0.17405035486621018,0.3675520232953873,False,1589773.0,8457328.0,352.0,2146190.0
M1-GlobalNormalConformal,all,GLOBAL_NO_REPORT_ADAPTATION,6069,0,6069,0,0,0,0,False,False,False,0,not_applicable_global_score,0,iotsim-ip-camera-street,27,,,,,,,,,,,
M2-CappedSourceConformal,report,processed/iotsim-ip-camera-street-2.csv,3000,1,3000,3000,0,64,0,False,False,False,0,frozen_scored_target_rows_only,0,iotsim-ip-camera-street,27,64.0,2936.0,0.3675520232953873,0.3675520232953873,-0.17405035486621018,0.3675520232953873,True,50.0,99999.0,33.0,34.0
M2-CappedSourceConformal,select,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0,600,1,600,584,16,64,0,False,False,False,0,frozen_scored_target_rows_only,0,iotsim-ip-camera-street,27,64.0,292.0,0.23783959162455615,0.3675520232953873,-0.17405035486621018,0.3675520232953873,True,0.0,599.0,1.0,1.0
