bank,fit_rows,core_radius,outer_radius
attack_HH,385,6.012816905975342,18.123844146728516
attack_HH_HpHp,385,8.430204391479492,19.708932876586914
benign_HH_jit,161945,3.1283867359161377,
benign_MI_H_HHjit,161945,11.697555541992188,
benign_all115,161945,32.95212936401367,
