candidate,held_field,held_value,role,phase,role_kind,rows,attack_threshold,hard_alarm_rate,attack_score_mean,conflict_score_mean,desired_hard_direction,error_rate_for_role
Z1_zeek_semantic_only_histgb,device_family,iotsim-stream-consumer,sealed_final_ood,all,benign_ood_report,0,0.008437389518763489,nan,nan,nan,low,nan
Z1_zeek_semantic_only_histgb,device_family,iotsim-stream-consumer,sealed_final_attack,all,attack_report,0,0.008437389518763489,nan,nan,nan,high,nan
N1_netflow_style_only_histgb,device_family,iotsim-stream-consumer,id_calib,select,benign_id,0,0.0026500248329643745,nan,nan,nan,low,nan
N1_netflow_style_only_histgb,device_family,iotsim-stream-consumer,ood_val,select,benign_ood,0,0.0026500248329643745,nan,nan,nan,low,nan
N1_netflow_style_only_histgb,device_family,iotsim-stream-consumer,ood_stress,select,hard_ood,3000,0.0026500248329643745,1.0,0.9772002285069253,0.014210891242074183,low,1.0
N1_netflow_style_only_histgb,device_family,iotsim-stream-consumer,support_val,select,attack,0,0.0026500248329643745,nan,nan,nan,high,nan
N1_netflow_style_only_histgb,device_family,iotsim-stream-consumer,same_file_query,select,attack,0,0.0026500248329643745,nan,nan,nan,high,nan
N1_netflow_style_only_histgb,device_family,iotsim-stream-consumer,future_query,select,attack,0,0.0026500248329643745,nan,nan,nan,high,nan
N1_netflow_style_only_histgb,device_family,iotsim-stream-consumer,sealed_final_ood,all,benign_ood_report,0,0.0026500248329643745,nan,nan,nan,low,nan
N1_netflow_style_only_histgb,device_family,iotsim-stream-consumer,sealed_final_attack,all,attack_report,0,0.0026500248329643745,nan,nan,nan,high,nan
C1_cicflow_style_only_histgb,device_family,iotsim-stream-consumer,id_calib,select,benign_id,0,0.000319114708470822,nan,nan,nan,low,nan
C1_cicflow_style_only_histgb,device_family,iotsim-stream-consumer,ood_val,select,benign_ood,0,0.000319114708470822,nan,nan,nan,low,nan
C1_cicflow_style_only_histgb,device_family,iotsim-stream-consumer,ood_stress,select,hard_ood,3000,0.000319114708470822,1.0,0.9902228976825218,0.0051762454480771426,low,1.0
C1_cicflow_style_only_histgb,device_family,iotsim-stream-consumer,support_val,select,attack,0,0.000319114708470822,nan,nan,nan,high,nan
C1_cicflow_style_only_histgb,device_family,iotsim-stream-consumer,same_file_query,select,attack,0,0.000319114708470822,nan,nan,nan,high,nan
C1_cicflow_style_only_histgb,device_family,iotsim-stream-consumer,future_query,select,attack,0,0.000319114708470822,nan,nan,nan,high,nan
C1_cicflow_style_only_histgb,device_family,iotsim-stream-consumer,sealed_final_ood,all,benign_ood_report,0,0.000319114708470822,nan,nan,nan,low,nan
C1_cicflow_style_only_histgb,device_family,iotsim-stream-consumer,sealed_final_attack,all,attack_report,0,0.000319114708470822,nan,nan,nan,high,nan
M1_all_external_blocks_histgb,device_family,iotsim-stream-consumer,id_calib,select,benign_id,0,0.000172411859870526,nan,nan,nan,low,nan
M1_all_external_blocks_histgb,device_family,iotsim-stream-consumer,ood_val,select,benign_ood,0,0.000172411859870526,nan,nan,nan,low,nan
M1_all_external_blocks_histgb,device_family,iotsim-stream-consumer,ood_stress,select,hard_ood,3000,0.000172411859870526,1.0,0.9995925520912636,0.0002213856017333929,low,1.0
M1_all_external_blocks_histgb,device_family,iotsim-stream-consumer,support_val,select,attack,0,0.000172411859870526,nan,nan,nan,high,nan
M1_all_external_blocks_histgb,device_family,iotsim-stream-consumer,same_file_query,select,attack,0,0.000172411859870526,nan,nan,nan,high,nan
M1_all_external_blocks_histgb,device_family,iotsim-stream-consumer,future_query,select,attack,0,0.000172411859870526,nan,nan,nan,high,nan
M1_all_external_blocks_histgb,device_family,iotsim-stream-consumer,sealed_final_ood,all,benign_ood_report,0,0.000172411859870526,nan,nan,nan,low,nan
M1_all_external_blocks_histgb,device_family,iotsim-stream-consumer,sealed_final_attack,all,attack_report,0,0.000172411859870526,nan,nan,nan,high,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,iotsim-stream-consumer,id_calib,select,benign_id,0,0.0005569465590859232,nan,nan,nan,low,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,iotsim-stream-consumer,ood_val,select,benign_ood,0,0.0005569465590859232,nan,nan,nan,low,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,iotsim-stream-consumer,ood_stress,select,hard_ood,3000,0.0005569465590859232,1.0,0.9932356260206527,0.004906407019022025,low,1.0
M2_raw115_plus_all_external_blocks_histgb,device_family,iotsim-stream-consumer,support_val,select,attack,0,0.0005569465590859232,nan,nan,nan,high,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,iotsim-stream-consumer,same_file_query,select,attack,0,0.0005569465590859232,nan,nan,nan,high,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,iotsim-stream-consumer,future_query,select,attack,0,0.0005569465590859232,nan,nan,nan,high,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,iotsim-stream-consumer,sealed_final_ood,all,benign_ood_report,0,0.0005569465590859232,nan,nan,nan,low,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,iotsim-stream-consumer,sealed_final_attack,all,attack_report,0,0.0005569465590859232,nan,nan,nan,high,nan
G1_graph_interaction_only_histgb,device_family,iotsim-hydraulic-system,id_calib,select,benign_id,0,0.013642371784850815,nan,nan,nan,low,nan
G1_graph_interaction_only_histgb,device_family,iotsim-hydraulic-system,ood_val,select,benign_ood,3000,0.013642371784850815,0.6113333333333333,0.20290132602272543,0.6157597591712436,low,0.6113333333333333
G1_graph_interaction_only_histgb,device_family,iotsim-hydraulic-system,ood_stress,select,hard_ood,0,0.013642371784850815,nan,nan,nan,low,nan
G1_graph_interaction_only_histgb,device_family,iotsim-hydraulic-system,support_val,select,attack,0,0.013642371784850815,nan,nan,nan,high,nan
G1_graph_interaction_only_histgb,device_family,iotsim-hydraulic-system,same_file_query,select,attack,0,0.013642371784850815,nan,nan,nan,high,nan
G1_graph_interaction_only_histgb,device_family,iotsim-hydraulic-system,future_query,select,attack,0,0.013642371784850815,nan,nan,nan,high,nan
G1_graph_interaction_only_histgb,device_family,iotsim-hydraulic-system,sealed_final_ood,all,benign_ood_report,0,0.013642371784850815,nan,nan,nan,low,nan
G1_graph_interaction_only_histgb,device_family,iotsim-hydraulic-system,sealed_final_attack,all,attack_report,0,0.013642371784850815,nan,nan,nan,high,nan
Z1_zeek_semantic_only_histgb,device_family,iotsim-hydraulic-system,id_calib,select,benign_id,0,0.0071866859340540155,nan,nan,nan,low,nan
Z1_zeek_semantic_only_histgb,device_family,iotsim-hydraulic-system,ood_val,select,benign_ood,3000,0.0071866859340540155,0.026333333333333334,0.0006943454989964695,0.9983407566260151,low,0.026333333333333334
Z1_zeek_semantic_only_histgb,device_family,iotsim-hydraulic-system,ood_stress,select,hard_ood,0,0.0071866859340540155,nan,nan,nan,low,nan
Z1_zeek_semantic_only_histgb,device_family,iotsim-hydraulic-system,support_val,select,attack,0,0.0071866859340540155,nan,nan,nan,high,nan
Z1_zeek_semantic_only_histgb,device_family,iotsim-hydraulic-system,same_file_query,select,attack,0,0.0071866859340540155,nan,nan,nan,high,nan
Z1_zeek_semantic_only_histgb,device_family,iotsim-hydraulic-system,future_query,select,attack,0,0.0071866859340540155,nan,nan,nan,high,nan
Z1_zeek_semantic_only_histgb,device_family,iotsim-hydraulic-system,sealed_final_ood,all,benign_ood_report,0,0.0071866859340540155,nan,nan,nan,low,nan
Z1_zeek_semantic_only_histgb,device_family,iotsim-hydraulic-system,sealed_final_attack,all,attack_report,0,0.0071866859340540155,nan,nan,nan,high,nan
N1_netflow_style_only_histgb,device_family,iotsim-hydraulic-system,id_calib,select,benign_id,0,0.003840750244587145,nan,nan,nan,low,nan
N1_netflow_style_only_histgb,device_family,iotsim-hydraulic-system,ood_val,select,benign_ood,3000,0.003840750244587145,0.25766666666666665,0.025602260654932357,0.961102183492661,low,0.25766666666666665
N1_netflow_style_only_histgb,device_family,iotsim-hydraulic-system,ood_stress,select,hard_ood,0,0.003840750244587145,nan,nan,nan,low,nan
N1_netflow_style_only_histgb,device_family,iotsim-hydraulic-system,support_val,select,attack,0,0.003840750244587145,nan,nan,nan,high,nan
N1_netflow_style_only_histgb,device_family,iotsim-hydraulic-system,same_file_query,select,attack,0,0.003840750244587145,nan,nan,nan,high,nan
N1_netflow_style_only_histgb,device_family,iotsim-hydraulic-system,future_query,select,attack,0,0.003840750244587145,nan,nan,nan,high,nan
N1_netflow_style_only_histgb,device_family,iotsim-hydraulic-system,sealed_final_ood,all,benign_ood_report,0,0.003840750244587145,nan,nan,nan,low,nan
N1_netflow_style_only_histgb,device_family,iotsim-hydraulic-system,sealed_final_attack,all,attack_report,0,0.003840750244587145,nan,nan,nan,high,nan
C1_cicflow_style_only_histgb,device_family,iotsim-hydraulic-system,id_calib,select,benign_id,0,0.0018613821313082546,nan,nan,nan,low,nan
C1_cicflow_style_only_histgb,device_family,iotsim-hydraulic-system,ood_val,select,benign_ood,3000,0.0018613821313082546,0.9906666666666667,0.023979636180946055,0.9641295139723624,low,0.9906666666666667
C1_cicflow_style_only_histgb,device_family,iotsim-hydraulic-system,ood_stress,select,hard_ood,0,0.0018613821313082546,nan,nan,nan,low,nan
C1_cicflow_style_only_histgb,device_family,iotsim-hydraulic-system,support_val,select,attack,0,0.0018613821313082546,nan,nan,nan,high,nan
C1_cicflow_style_only_histgb,device_family,iotsim-hydraulic-system,same_file_query,select,attack,0,0.0018613821313082546,nan,nan,nan,high,nan
C1_cicflow_style_only_histgb,device_family,iotsim-hydraulic-system,future_query,select,attack,0,0.0018613821313082546,nan,nan,nan,high,nan
C1_cicflow_style_only_histgb,device_family,iotsim-hydraulic-system,sealed_final_ood,all,benign_ood_report,0,0.0018613821313082546,nan,nan,nan,low,nan
C1_cicflow_style_only_histgb,device_family,iotsim-hydraulic-system,sealed_final_attack,all,attack_report,0,0.0018613821313082546,nan,nan,nan,high,nan
M1_all_external_blocks_histgb,device_family,iotsim-hydraulic-system,id_calib,select,benign_id,0,0.0016942556747584485,nan,nan,nan,low,nan
M1_all_external_blocks_histgb,device_family,iotsim-hydraulic-system,ood_val,select,benign_ood,3000,0.0016942556747584485,1.0,0.5280979922123771,0.15777321620331056,low,1.0
M1_all_external_blocks_histgb,device_family,iotsim-hydraulic-system,ood_stress,select,hard_ood,0,0.0016942556747584485,nan,nan,nan,low,nan
M1_all_external_blocks_histgb,device_family,iotsim-hydraulic-system,support_val,select,attack,0,0.0016942556747584485,nan,nan,nan,high,nan
M1_all_external_blocks_histgb,device_family,iotsim-hydraulic-system,same_file_query,select,attack,0,0.0016942556747584485,nan,nan,nan,high,nan
M1_all_external_blocks_histgb,device_family,iotsim-hydraulic-system,future_query,select,attack,0,0.0016942556747584485,nan,nan,nan,high,nan
M1_all_external_blocks_histgb,device_family,iotsim-hydraulic-system,sealed_final_ood,all,benign_ood_report,0,0.0016942556747584485,nan,nan,nan,low,nan
M1_all_external_blocks_histgb,device_family,iotsim-hydraulic-system,sealed_final_attack,all,attack_report,0,0.0016942556747584485,nan,nan,nan,high,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,iotsim-hydraulic-system,id_calib,select,benign_id,0,0.00031792803066724184,nan,nan,nan,low,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,iotsim-hydraulic-system,ood_val,select,benign_ood,3000,0.00031792803066724184,1.0,0.32608302711112014,0.2251371418742261,low,1.0
M2_raw115_plus_all_external_blocks_histgb,device_family,iotsim-hydraulic-system,ood_stress,select,hard_ood,0,0.00031792803066724184,nan,nan,nan,low,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,iotsim-hydraulic-system,support_val,select,attack,0,0.00031792803066724184,nan,nan,nan,high,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,iotsim-hydraulic-system,same_file_query,select,attack,0,0.00031792803066724184,nan,nan,nan,high,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,iotsim-hydraulic-system,future_query,select,attack,0,0.00031792803066724184,nan,nan,nan,high,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,iotsim-hydraulic-system,sealed_final_ood,all,benign_ood_report,0,0.00031792803066724184,nan,nan,nan,low,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,iotsim-hydraulic-system,sealed_final_attack,all,attack_report,0,0.00031792803066724184,nan,nan,nan,high,nan
G1_graph_interaction_only_histgb,device_family,domotic-monitor,id_calib,select,benign_id,0,0.04510812691493368,nan,nan,nan,low,nan
G1_graph_interaction_only_histgb,device_family,domotic-monitor,ood_val,select,benign_ood,0,0.04510812691493368,nan,nan,nan,low,nan
G1_graph_interaction_only_histgb,device_family,domotic-monitor,ood_stress,select,hard_ood,0,0.04510812691493368,nan,nan,nan,low,nan
G1_graph_interaction_only_histgb,device_family,domotic-monitor,support_val,select,attack,0,0.04510812691493368,nan,nan,nan,high,nan
G1_graph_interaction_only_histgb,device_family,domotic-monitor,same_file_query,select,attack,0,0.04510812691493368,nan,nan,nan,high,nan
G1_graph_interaction_only_histgb,device_family,domotic-monitor,future_query,select,attack,3000,0.04510812691493368,0.9203333333333333,0.342043341970788,0.5447852369837234,high,0.07966666666666666
G1_graph_interaction_only_histgb,device_family,domotic-monitor,sealed_final_ood,all,benign_ood_report,0,0.04510812691493368,nan,nan,nan,low,nan
G1_graph_interaction_only_histgb,device_family,domotic-monitor,sealed_final_attack,all,attack_report,0,0.04510812691493368,nan,nan,nan,high,nan
Z1_zeek_semantic_only_histgb,device_family,domotic-monitor,id_calib,select,benign_id,0,0.02147976428428446,nan,nan,nan,low,nan
Z1_zeek_semantic_only_histgb,device_family,domotic-monitor,ood_val,select,benign_ood,0,0.02147976428428446,nan,nan,nan,low,nan
Z1_zeek_semantic_only_histgb,device_family,domotic-monitor,ood_stress,select,hard_ood,0,0.02147976428428446,nan,nan,nan,low,nan
Z1_zeek_semantic_only_histgb,device_family,domotic-monitor,support_val,select,attack,0,0.02147976428428446,nan,nan,nan,high,nan
Z1_zeek_semantic_only_histgb,device_family,domotic-monitor,same_file_query,select,attack,0,0.02147976428428446,nan,nan,nan,high,nan
Z1_zeek_semantic_only_histgb,device_family,domotic-monitor,future_query,select,attack,3000,0.02147976428428446,0.999,0.876176972103116,0.09270924656530334,high,0.0010000000000000009
Z1_zeek_semantic_only_histgb,device_family,domotic-monitor,sealed_final_ood,all,benign_ood_report,0,0.02147976428428446,nan,nan,nan,low,nan
Z1_zeek_semantic_only_histgb,device_family,domotic-monitor,sealed_final_attack,all,attack_report,0,0.02147976428428446,nan,nan,nan,high,nan
N1_netflow_style_only_histgb,device_family,domotic-monitor,id_calib,select,benign_id,0,0.009589605678730196,nan,nan,nan,low,nan
N1_netflow_style_only_histgb,device_family,domotic-monitor,ood_val,select,benign_ood,0,0.009589605678730196,nan,nan,nan,low,nan
N1_netflow_style_only_histgb,device_family,domotic-monitor,ood_stress,select,hard_ood,0,0.009589605678730196,nan,nan,nan,low,nan
N1_netflow_style_only_histgb,device_family,domotic-monitor,support_val,select,attack,0,0.009589605678730196,nan,nan,nan,high,nan
N1_netflow_style_only_histgb,device_family,domotic-monitor,same_file_query,select,attack,0,0.009589605678730196,nan,nan,nan,high,nan
N1_netflow_style_only_histgb,device_family,domotic-monitor,future_query,select,attack,3000,0.009589605678730196,1.0,0.7538807432112605,0.20031948171290567,high,0.0
N1_netflow_style_only_histgb,device_family,domotic-monitor,sealed_final_ood,all,benign_ood_report,0,0.009589605678730196,nan,nan,nan,low,nan
N1_netflow_style_only_histgb,device_family,domotic-monitor,sealed_final_attack,all,attack_report,0,0.009589605678730196,nan,nan,nan,high,nan
C1_cicflow_style_only_histgb,device_family,domotic-monitor,id_calib,select,benign_id,0,0.0008763334065017384,nan,nan,nan,low,nan
C1_cicflow_style_only_histgb,device_family,domotic-monitor,ood_val,select,benign_ood,0,0.0008763334065017384,nan,nan,nan,low,nan
C1_cicflow_style_only_histgb,device_family,domotic-monitor,ood_stress,select,hard_ood,0,0.0008763334065017384,nan,nan,nan,low,nan
C1_cicflow_style_only_histgb,device_family,domotic-monitor,support_val,select,attack,0,0.0008763334065017384,nan,nan,nan,high,nan
C1_cicflow_style_only_histgb,device_family,domotic-monitor,same_file_query,select,attack,0,0.0008763334065017384,nan,nan,nan,high,nan
C1_cicflow_style_only_histgb,device_family,domotic-monitor,future_query,select,attack,3000,0.0008763334065017384,0.9943333333333333,0.9296038823513396,0.04470138625943657,high,0.005666666666666709
C1_cicflow_style_only_histgb,device_family,domotic-monitor,sealed_final_ood,all,benign_ood_report,0,0.0008763334065017384,nan,nan,nan,low,nan
C1_cicflow_style_only_histgb,device_family,domotic-monitor,sealed_final_attack,all,attack_report,0,0.0008763334065017384,nan,nan,nan,high,nan
M1_all_external_blocks_histgb,device_family,domotic-monitor,id_calib,select,benign_id,0,0.0012244238364615015,nan,nan,nan,low,nan
M1_all_external_blocks_histgb,device_family,domotic-monitor,ood_val,select,benign_ood,0,0.0012244238364615015,nan,nan,nan,low,nan
M1_all_external_blocks_histgb,device_family,domotic-monitor,ood_stress,select,hard_ood,0,0.0012244238364615015,nan,nan,nan,low,nan
M1_all_external_blocks_histgb,device_family,domotic-monitor,support_val,select,attack,0,0.0012244238364615015,nan,nan,nan,high,nan
M1_all_external_blocks_histgb,device_family,domotic-monitor,same_file_query,select,attack,0,0.0012244238364615015,nan,nan,nan,high,nan
M1_all_external_blocks_histgb,device_family,domotic-monitor,future_query,select,attack,3000,0.0012244238364615015,0.9943333333333333,0.9339137432535275,0.04324613314968169,high,0.005666666666666709
M1_all_external_blocks_histgb,device_family,domotic-monitor,sealed_final_ood,all,benign_ood_report,0,0.0012244238364615015,nan,nan,nan,low,nan
M1_all_external_blocks_histgb,device_family,domotic-monitor,sealed_final_attack,all,attack_report,0,0.0012244238364615015,nan,nan,nan,high,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,domotic-monitor,id_calib,select,benign_id,0,0.0005590821778690672,nan,nan,nan,low,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,domotic-monitor,ood_val,select,benign_ood,0,0.0005590821778690672,nan,nan,nan,low,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,domotic-monitor,ood_stress,select,hard_ood,0,0.0005590821778690672,nan,nan,nan,low,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,domotic-monitor,support_val,select,attack,0,0.0005590821778690672,nan,nan,nan,high,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,domotic-monitor,same_file_query,select,attack,0,0.0005590821778690672,nan,nan,nan,high,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,domotic-monitor,future_query,select,attack,3000,0.0005590821778690672,0.9986666666666667,0.872586488991324,0.08738878603563319,high,0.0013333333333332975
M2_raw115_plus_all_external_blocks_histgb,device_family,domotic-monitor,sealed_final_ood,all,benign_ood_report,0,0.0005590821778690672,nan,nan,nan,low,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,domotic-monitor,sealed_final_attack,all,attack_report,0,0.0005590821778690672,nan,nan,nan,high,nan
G1_graph_interaction_only_histgb,device_family,combined-cycle,id_calib,select,benign_id,0,0.002123072581484115,nan,nan,nan,low,nan
G1_graph_interaction_only_histgb,device_family,combined-cycle,ood_val,select,benign_ood,0,0.002123072581484115,nan,nan,nan,low,nan
G1_graph_interaction_only_histgb,device_family,combined-cycle,ood_stress,select,hard_ood,0,0.002123072581484115,nan,nan,nan,low,nan
G1_graph_interaction_only_histgb,device_family,combined-cycle,support_val,select,attack,6,0.002123072581484115,1.0,0.09238741241984116,0.5405163156159795,high,0.0
G1_graph_interaction_only_histgb,device_family,combined-cycle,same_file_query,select,attack,2486,0.002123072581484115,0.3696701528559936,0.03210468662037488,0.8768440948478184,high,0.6303298471440064
G1_graph_interaction_only_histgb,device_family,combined-cycle,future_query,select,attack,3000,0.002123072581484115,0.43266666666666664,0.33769821742417827,0.6449463139817376,high,0.5673333333333334
G1_graph_interaction_only_histgb,device_family,combined-cycle,sealed_final_ood,all,benign_ood_report,0,0.002123072581484115,nan,nan,nan,low,nan
G1_graph_interaction_only_histgb,device_family,combined-cycle,sealed_final_attack,all,attack_report,0,0.002123072581484115,nan,nan,nan,high,nan
Z1_zeek_semantic_only_histgb,device_family,combined-cycle,id_calib,select,benign_id,0,0.0008082078106279496,nan,nan,nan,low,nan
Z1_zeek_semantic_only_histgb,device_family,combined-cycle,ood_val,select,benign_ood,0,0.0008082078106279496,nan,nan,nan,low,nan
Z1_zeek_semantic_only_histgb,device_family,combined-cycle,ood_stress,select,hard_ood,0,0.0008082078106279496,nan,nan,nan,low,nan
Z1_zeek_semantic_only_histgb,device_family,combined-cycle,support_val,select,attack,6,0.0008082078106279496,1.0,0.004631969278130386,0.9850081571630344,high,0.0
Z1_zeek_semantic_only_histgb,device_family,combined-cycle,same_file_query,select,attack,2486,0.0008082078106279496,0.0,0.00014377204661397504,0.9967523352381487,high,1.0
Z1_zeek_semantic_only_histgb,device_family,combined-cycle,future_query,select,attack,3000,0.0008082078106279496,0.8476666666666667,0.332644953327254,0.5719429084599948,high,0.15233333333333332
Z1_zeek_semantic_only_histgb,device_family,combined-cycle,sealed_final_ood,all,benign_ood_report,0,0.0008082078106279496,nan,nan,nan,low,nan
Z1_zeek_semantic_only_histgb,device_family,combined-cycle,sealed_final_attack,all,attack_report,0,0.0008082078106279496,nan,nan,nan,high,nan
N1_netflow_style_only_histgb,device_family,combined-cycle,id_calib,select,benign_id,0,0.0031808825295165984,nan,nan,nan,low,nan
N1_netflow_style_only_histgb,device_family,combined-cycle,ood_val,select,benign_ood,0,0.0031808825295165984,nan,nan,nan,low,nan
N1_netflow_style_only_histgb,device_family,combined-cycle,ood_stress,select,hard_ood,0,0.0031808825295165984,nan,nan,nan,low,nan
N1_netflow_style_only_histgb,device_family,combined-cycle,support_val,select,attack,6,0.0031808825295165984,1.0,0.16397988209150569,0.45264805771269184,high,0.0
N1_netflow_style_only_histgb,device_family,combined-cycle,same_file_query,select,attack,2486,0.0031808825295165984,0.8740949316170555,0.15469593113522925,0.45145311809114647,high,0.12590506838294446
N1_netflow_style_only_histgb,device_family,combined-cycle,future_query,select,attack,3000,0.0031808825295165984,0.518,0.3373667142132593,0.6111715751450123,high,0.482
N1_netflow_style_only_histgb,device_family,combined-cycle,sealed_final_ood,all,benign_ood_report,0,0.0031808825295165984,nan,nan,nan,low,nan
N1_netflow_style_only_histgb,device_family,combined-cycle,sealed_final_attack,all,attack_report,0,0.0031808825295165984,nan,nan,nan,high,nan
C1_cicflow_style_only_histgb,device_family,combined-cycle,id_calib,select,benign_id,0,0.00023701264845088526,nan,nan,nan,low,nan
C1_cicflow_style_only_histgb,device_family,combined-cycle,ood_val,select,benign_ood,0,0.00023701264845088526,nan,nan,nan,low,nan
C1_cicflow_style_only_histgb,device_family,combined-cycle,ood_stress,select,hard_ood,0,0.00023701264845088526,nan,nan,nan,low,nan
C1_cicflow_style_only_histgb,device_family,combined-cycle,support_val,select,attack,6,0.00023701264845088526,1.0,0.09104874318144067,0.655753002478621,high,0.0
C1_cicflow_style_only_histgb,device_family,combined-cycle,same_file_query,select,attack,2486,0.00023701264845088526,0.831456154465004,0.13642178748168443,0.5221586250952153,high,0.16854384553499602
C1_cicflow_style_only_histgb,device_family,combined-cycle,future_query,select,attack,3000,0.00023701264845088526,0.9816666666666667,0.36107201978548253,0.526311969227693,high,0.018333333333333313
C1_cicflow_style_only_histgb,device_family,combined-cycle,sealed_final_ood,all,benign_ood_report,0,0.00023701264845088526,nan,nan,nan,low,nan
C1_cicflow_style_only_histgb,device_family,combined-cycle,sealed_final_attack,all,attack_report,0,0.00023701264845088526,nan,nan,nan,high,nan
M1_all_external_blocks_histgb,device_family,combined-cycle,id_calib,select,benign_id,0,0.00023129759665779464,nan,nan,nan,low,nan
M1_all_external_blocks_histgb,device_family,combined-cycle,ood_val,select,benign_ood,0,0.00023129759665779464,nan,nan,nan,low,nan
M1_all_external_blocks_histgb,device_family,combined-cycle,ood_stress,select,hard_ood,0,0.00023129759665779464,nan,nan,nan,low,nan
M1_all_external_blocks_histgb,device_family,combined-cycle,support_val,select,attack,6,0.00023129759665779464,1.0,0.11513235503737862,0.6216013928724439,high,0.0
M1_all_external_blocks_histgb,device_family,combined-cycle,same_file_query,select,attack,2486,0.00023129759665779464,0.831456154465004,0.04523438869473989,0.8594674713716427,high,0.16854384553499602
M1_all_external_blocks_histgb,device_family,combined-cycle,future_query,select,attack,3000,0.00023129759665779464,0.9816666666666667,0.33880373209347886,0.6268250525612908,high,0.018333333333333313
M1_all_external_blocks_histgb,device_family,combined-cycle,sealed_final_ood,all,benign_ood_report,0,0.00023129759665779464,nan,nan,nan,low,nan
M1_all_external_blocks_histgb,device_family,combined-cycle,sealed_final_attack,all,attack_report,0,0.00023129759665779464,nan,nan,nan,high,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,combined-cycle,id_calib,select,benign_id,0,0.0002271353937413167,nan,nan,nan,low,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,combined-cycle,ood_val,select,benign_ood,0,0.0002271353937413167,nan,nan,nan,low,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,combined-cycle,ood_stress,select,hard_ood,0,0.0002271353937413167,nan,nan,nan,low,nan
M2_raw115_plus_all_external_blocks_histgb,device_family,combined-cycle,support_val,select,attack,6,0.0002271353937413167,1.0,0.024003297366548364,0.8264734534001569,high,0.0
M2_raw115_plus_all_external_blocks_histgb,device_family,combined-cycle,same_file_query,select,attack,2486,0.0002271353937413167,0.831456154465004,0.015355268963293412,0.9261526542864484,high,0.16854384553499602
