head_id,representation,dataset,holdout,seed,seed_group,config_id,validation_target,support_train_size,support_validation_size,support_val_detection,support_val_margin_median,ood_val_alarm_at_selection,id_calib_alarm_at_selection,ood_val_q99,selection_feasible_on_ood_val,config_param_count,score_direction_fixed,score_direction_or_objective_warning,selection_used_final_eval,selected,selection_rule,rejection_reason
LOW_GUARD_DevNetScore,source_rich_top64,locked_harder_holdout,holdout_bin_7,42,main_42_46,devscore_h16_m2_lamO4_lamS4_t0050,0.005,24,8,0.375,-0.023858311003250116,0.0005,0.0048,0.04396856230822492,True,1057,False,False,False,False,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,lower_validation_rank
LOW_GUARD_DevNetScore,original100,locked_harder_holdout,holdout_bin_7,42,main_42_46,devscore_h8_m1_lamO2_lamS2_t0100,0.01,24,8,0.125,-0.012052406786650004,0.0055,0.0098,0.009651637042521952,True,817,False,False,False,False,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,lower_validation_rank
LOW_GUARD_DevNetScore,original100,locked_harder_holdout,holdout_bin_7,42,main_42_46,devscore_h16_m1_lamO2_lamS4_t0100,0.01,24,8,0.375,-0.008342920386546836,0.0085,0.01,0.0382506032979953,True,1633,False,False,False,True,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,selected
LOW_GUARD_DevNetScore,original100,locked_harder_holdout,holdout_bin_7,42,main_42_46,devscore_h8_m2_lamO4_lamS2_t0075,0.0075,24,8,0.125,-0.01985451761870154,0.0035,0.0074,0.012980707449573756,True,817,False,False,False,False,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,lower_validation_rank
LOW_GUARD_DevNetScore,original100,locked_harder_holdout,holdout_bin_7,42,main_42_46,devscore_h16_m2_lamO4_lamS4_t0050,0.005,24,8,0.375,-0.030788379245823033,0.003,0.0048,0.051708985339875196,True,1633,False,False,False,False,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,lower_validation_rank
LOW_GUARD_DevNetScore,source_rich_top64,locked_harder_holdout,holdout_bin_7,43,main_42_46,devscore_h8_m1_lamO2_lamS2_t0100,0.01,24,8,0.125,-0.005737766638224873,0.0045,0.0098,0.010650268526281242,True,529,False,False,False,False,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,lower_validation_rank
LOW_GUARD_DevNetScore,source_rich_top64,locked_harder_holdout,holdout_bin_7,43,main_42_46,devscore_h16_m1_lamO2_lamS4_t0100,0.01,24,8,0.5,-0.0008838800268195883,0.0005,0.01,0.03328083390402808,True,1057,False,False,False,True,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,selected
LOW_GUARD_DevNetScore,source_rich_top64,locked_harder_holdout,holdout_bin_7,43,main_42_46,devscore_h8_m2_lamO4_lamS2_t0075,0.0075,24,8,0.125,-0.010720096374092745,0.0,0.0074,0.0144393659633993,True,529,False,False,False,False,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,lower_validation_rank
LOW_GUARD_DevNetScore,source_rich_top64,locked_harder_holdout,holdout_bin_7,43,main_42_46,devscore_h16_m2_lamO4_lamS4_t0050,0.005,24,8,0.375,-0.011520287549284039,0.0,0.005,0.04075961191800517,True,1057,False,False,False,False,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,lower_validation_rank
LOW_GUARD_DevNetScore,original100,locked_harder_holdout,holdout_bin_7,43,main_42_46,devscore_h8_m1_lamO2_lamS2_t0100,0.01,24,8,0.25,-0.017828897988938955,0.01,0.0038,0.015956434044966272,True,817,False,False,False,True,ood_val_feasible_then_support_margin_then_support_detection_then_lower_ood_tail_then_simplicity,selected
