active_label_budget,gate_name,radius_quantile,margin,seeds,medium_attack_eval_report_only_hard_alarm_rate_mean,medium_attack_eval_report_only_hard_alarm_rate_min,medium_attack_eval_report_only_hard_alarm_rate_max,medium_attack_eval_report_only_review_rate_mean,medium_attack_eval_report_only_review_rate_min,medium_attack_eval_report_only_review_rate_max,medium_attack_eval_report_only_suppress_rate_mean,medium_attack_eval_report_only_suppress_rate_min,medium_attack_eval_report_only_suppress_rate_max,medium_attack_eval_report_only_raw_alarm_rate_mean,medium_attack_eval_report_only_raw_alarm_rate_min,medium_attack_eval_report_only_raw_alarm_rate_max,dev_heavy_query_report_only_hard_alarm_rate_mean,dev_heavy_query_report_only_hard_alarm_rate_min,dev_heavy_query_report_only_hard_alarm_rate_max,dev_heavy_query_report_only_review_rate_mean,dev_heavy_query_report_only_review_rate_min,dev_heavy_query_report_only_review_rate_max,dev_heavy_query_report_only_suppress_rate_mean,dev_heavy_query_report_only_suppress_rate_min,dev_heavy_query_report_only_suppress_rate_max,dev_heavy_query_report_only_raw_alarm_rate_mean,dev_heavy_query_report_only_raw_alarm_rate_min,dev_heavy_query_report_only_raw_alarm_rate_max,final_ood_report_only_hard_alarm_rate_mean,final_ood_report_only_hard_alarm_rate_min,final_ood_report_only_hard_alarm_rate_max,final_ood_report_only_review_rate_mean,final_ood_report_only_review_rate_min,final_ood_report_only_review_rate_max,final_ood_report_only_suppress_rate_mean,final_ood_report_only_suppress_rate_min,final_ood_report_only_suppress_rate_max,final_ood_report_only_raw_alarm_rate_mean,final_ood_report_only_raw_alarm_rate_min,final_ood_report_only_raw_alarm_rate_max,id_calib_hard_alarm_rate_mean,id_calib_hard_alarm_rate_min,id_calib_hard_alarm_rate_max,id_calib_review_rate_mean,id_calib_review_rate_min,id_calib_review_rate_max,id_calib_suppress_rate_mean,id_calib_suppress_rate_min,id_calib_suppress_rate_max,id_calib_raw_alarm_rate_mean,id_calib_raw_alarm_rate_min,id_calib_raw_alarm_rate_max,ood_val_hard_alarm_rate_mean,ood_val_hard_alarm_rate_min,ood_val_hard_alarm_rate_max,ood_val_review_rate_mean,ood_val_review_rate_min,ood_val_review_rate_max,ood_val_suppress_rate_mean,ood_val_suppress_rate_min,ood_val_suppress_rate_max,ood_val_raw_alarm_rate_mean,ood_val_raw_alarm_rate_min,ood_val_raw_alarm_rate_max,support_medium_val_hard_alarm_rate_mean,support_medium_val_hard_alarm_rate_min,support_medium_val_hard_alarm_rate_max,support_medium_val_review_rate_mean,support_medium_val_review_rate_min,support_medium_val_review_rate_max,support_medium_val_suppress_rate_mean,support_medium_val_suppress_rate_min,support_medium_val_suppress_rate_max,support_medium_val_raw_alarm_rate_mean,support_medium_val_raw_alarm_rate_min,support_medium_val_raw_alarm_rate_max,support_heavy_val_hard_alarm_rate_mean,support_heavy_val_hard_alarm_rate_min,support_heavy_val_hard_alarm_rate_max,support_heavy_val_review_rate_mean,support_heavy_val_review_rate_min,support_heavy_val_review_rate_max,support_heavy_val_suppress_rate_mean,support_heavy_val_suppress_rate_min,support_heavy_val_suppress_rate_max,support_heavy_val_raw_alarm_rate_mean,support_heavy_val_raw_alarm_rate_min,support_heavy_val_raw_alarm_rate_max,triple_attack_hard_min,triple_attack_score_or_review_min
64,no_gate,0.95,0.0,5,0.9891555555555556,0.976,0.9928888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.9891555555555556,0.976,0.9928888888888889,0.9993000000000002,0.9985,0.9995,0.0,0.0,0.0,0.0,0.0,0.0,0.9993000000000002,0.9985,0.9995,0.3526,0.3383333333333333,0.39866666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.3526,0.3383333333333333,0.39866666666666667,0.002666666666666667,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.002666666666666667,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975,0.96875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975,0.96875,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.96875,0.96875
128,no_gate,0.95,0.0,5,0.9910222222222222,0.9853333333333333,0.9928888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.9910222222222222,0.9853333333333333,0.9928888888888889,0.9995,0.9995,0.9995,0.0,0.0,0.0,0.0,0.0,0.0,0.9995,0.9995,0.9995,0.3526,0.3383333333333333,0.39866666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.3526,0.3383333333333333,0.39866666666666667,0.002666666666666667,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.002666666666666667,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975,0.96875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975,0.96875,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.96875,0.96875
