component,fit_roles,selection_roles,report_only_roles,uses_final_ood_for_fit_or_selection,uses_report_only_attack_for_fit_or_selection
issue27bt_stability_ablation,fit phase of dev roles only,select phase of dev roles only,sealed/final replay only,False,False
