dataset_name,official_page,api_record,paper_or_citation_info,title,publication_date,total_size_bytes,total_size_gb_decimal,total_size_gib,file_name,file_size_bytes,file_type,file_checksum,raw_pcap_available,labelled_csv_available,metadata_available,timestamp_available,device_source_capture_available,protocol_information,attack_label_available,benign_traffic_available,multiple_device_environment_information,license_access,access_right,download_mode,local_planned_metadata_path,local_planned_manifest_path,local_planned_raw_path,local_metadata_file
Gotham Dataset 2025,https://zenodo.org/records/14502760,https://zenodo.org/api/records/14502760,10.5281/zenodo.14502760,A Device-Level IoT Network Traffic Dataset with Distributed Capture and Non-IID Characteristics,2025-02-05,23824968355,23.825,22.189,GothamDataset2025.zip,23824968355,zip,md5:7ca78c0517ccb3d2854e823678e0f206,True,True,True,True,True,True,True,True,True,cc-by-4.0,open,single_large_zip_no_per_file_granularity,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\metadata,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\manifests,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\raw,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\metadata\zenodo_record_14502760.json
