source_group,session_id,target_count,ordinal_1_p2_hard,ordinal_1_p2_score,first_four_p2_hard_rate,ordinal_65_plus_p2_hard_rate,first_hard_ordinal,hard_persistent_after_first_hard,m7_hard_count,mechanism_class
processed/iotsim-hydraulic-system-12.csv,f17d20aa05ef9c616918d1c37a1d12e096636d1c53ba2b3877695604ff18c900,455,True,0.9578490257263184,1.0,1.0,1,True,0,SESSION_CLASS_CONFLICT
processed/iotsim-hydraulic-system-13.csv,bb9b86efc352c26f6001ee07fba0b8ded6b845ba413dffe806e061e5d5e377d3,449,True,0.9761788845062256,1.0,1.0,1,True,0,SESSION_CLASS_CONFLICT
processed/iotsim-hydraulic-system-14.csv,4c5b16278945297a7f8b2736391c00d40915042e6d0e6444765cec7fdfb3087e,450,True,0.9729325771331788,1.0,1.0,1,True,0,SESSION_CLASS_CONFLICT
processed/iotsim-hydraulic-system-15.csv,2e8015bc9a2632ede9ddc54624e6c8d71e0364bca39363428bd2b25e14cd25d5,454,True,0.973518133163452,1.0,1.0,1,True,0,SESSION_CLASS_CONFLICT
processed/iotsim-hydraulic-system-2.csv,a3d437b7ba342440b34beda34fe15c60720873db85d99be491696bd9f29477a6,455,True,0.9591482281684875,1.0,1.0,1,True,0,SESSION_CLASS_CONFLICT
