split,seed,role,group_field,group_value,rows,raw_alarm_rate,conflict_review_rate,hard_alarm_rate,raw_alarm_count,review_count,hard_count,attack_score_mean,attack_score_p95
primary_seed42,42,future_query,source_family,iotsim-domotic-monitor,91812,0.9994336252341742,0.0041388925194963625,0.9952947327146778,91760,380,91380,0.9208421561458306,0.999507671385526
primary_seed42,42,future_query,source_family,iotsim-ip-camera-museum,24108,1.0,8.296001327360213e-05,0.9999170399867264,24108,2,24106,0.9928226221373254,0.997771132370773
primary_seed42,42,future_query,device_family,combined-cycle,112729,0.9980129336727905,0.009083731781529153,0.9889292018912613,112505,1024,111481,0.8623866150060108,0.9995146063725215
primary_seed42,42,future_query,device_family,domotic-monitor,91812,0.9994336252341742,0.0041388925194963625,0.9952947327146778,91760,380,91380,0.9208421561458306,0.999507671385526
primary_seed42,42,future_query,device_family,ip-camera-museum,24108,1.0,8.296001327360213e-05,0.9999170399867264,24108,2,24106,0.9928226221373254,0.997771132370773
primary_seed42,42,future_query,time_block,q1,62514,1.0,0.007774258566081198,0.9922257414339188,62514,486,62028,0.9211286254057464,0.9991252335368022
primary_seed42,42,future_query,time_block,q2,48836,0.9994880825620444,0.012531738881153248,0.9869563436808911,48811,612,48199,0.8316024865103486,0.997771132370773
primary_seed42,42,future_query,time_block,q3,46976,0.9983395776566758,0.004044618528610354,0.9942949591280654,46898,190,46708,0.8593057154658508,0.9981130947821745
primary_seed42,42,future_query,time_block,q4,70323,0.9975399229270651,0.001677971645123217,0.9958619512819419,70150,118,70032,0.9546377334300616,0.9995146063725215
primary_seed42,42,future_query,attack_label,C&C Communication,172,0.75,0.36046511627906974,0.38953488372093026,129,62,67,0.33106046729546856,0.9825886194944994
primary_seed42,42,future_query,attack_label,CoAP Amplification,12000,1.0,0.0,1.0,12000,0,12000,0.7701650761506458,0.9776879867765992
primary_seed42,42,future_query,attack_label,File Download,1187,1.0,0.0016849199663016006,0.9983150800336984,1187,2,1185,0.9824774788862968,0.9987039050283189
primary_seed42,42,future_query,attack_label,Ingress Tool Transfer,3786,1.0,0.005546751188589541,0.9944532488114105,3786,21,3765,0.9814928283345439,0.995507976324867
primary_seed42,42,future_query,attack_label,Merlin C&C Communication,9933,1.0,0.02466525722339676,0.9753347427766033,9933,245,9688,0.912629233422765,0.993246894442084
primary_seed42,42,future_query,attack_label,Merlin ICMP Flooding,18835,1.0,0.0,1.0,18835,0,18835,0.9984230529924041,0.9994955729730842
primary_seed42,42,future_query,attack_label,Merlin TCP Flooding,24000,1.0,0.0,1.0,24000,0,24000,0.9958497729012308,0.9985402483329834
primary_seed42,42,future_query,attack_label,Merlin UDP Flooding,10000,1.0,0.0,1.0,10000,0,10000,0.9989784180424729,0.9990017220847772
primary_seed42,42,future_query,attack_label,Mirai C&C Communication,358,0.5167597765363129,0.329608938547486,0.1871508379888268,185,118,67,0.19123209505540786,0.8216738441961527
primary_seed42,42,future_query,attack_label,Mirai GRE Flooding,24000,1.0,0.0,1.0,24000,0,24000,0.9994387078467365,0.9994395194661695
primary_seed42,42,future_query,attack_label,Mirai TCP Flooding,24000,1.0,0.0,1.0,24000,0,24000,0.99944712622984,0.9995146063725215
primary_seed42,42,future_query,attack_label,Mirai UDP Flooding,24000,1.0,0.0,1.0,24000,0,24000,0.8802075586691886,0.999507671385526
primary_seed42,42,future_query,attack_label,Reporting,136,0.8014705882352942,0.11764705882352941,0.6838235294117647,109,16,93,0.5680767348156738,0.984201680648447
primary_seed42,42,future_query,attack_label,TCP Scan,36000,0.9990833333333333,0.011361111111111112,0.9877222222222222,35967,409,35558,0.7986454779431224,0.9976767788193371
primary_seed42,42,future_query,attack_label,Telnet Brute Force,36000,1.0,0.0032222222222222222,0.9967777777777778,36000,116,35884,0.8077773158440119,0.9977371488467793
primary_seed42,42,future_query,attack_label,UDP Scan,4242,1.0,0.0983026874115983,0.9016973125884017,4242,417,3825,0.6314115914452044,0.9693368074215639
primary_seed42,42,future_query,attack_family,C&C Communication,172,0.75,0.36046511627906974,0.38953488372093026,129,62,67,0.33106046729546856,0.9825886194944994
primary_seed42,42,future_query,attack_family,CoAP Amplification,12000,1.0,0.0,1.0,12000,0,12000,0.7701650761506458,0.9776879867765992
primary_seed42,42,future_query,attack_family,File Download,1187,1.0,0.0016849199663016006,0.9983150800336984,1187,2,1185,0.9824774788862968,0.9987039050283189
primary_seed42,42,future_query,attack_family,Ingress Tool,3786,1.0,0.005546751188589541,0.9944532488114105,3786,21,3765,0.9814928283345439,0.995507976324867
primary_seed42,42,future_query,attack_family,Merlin C&C,9933,1.0,0.02466525722339676,0.9753347427766033,9933,245,9688,0.912629233422765,0.993246894442084
primary_seed42,42,future_query,attack_family,Merlin ICMP,18835,1.0,0.0,1.0,18835,0,18835,0.9984230529924041,0.9994955729730842
primary_seed42,42,future_query,attack_family,Merlin TCP,24000,1.0,0.0,1.0,24000,0,24000,0.9958497729012308,0.9985402483329834
primary_seed42,42,future_query,attack_family,Merlin UDP,10000,1.0,0.0,1.0,10000,0,10000,0.9989784180424729,0.9990017220847772
primary_seed42,42,future_query,attack_family,Mirai C&C,358,0.5167597765363129,0.329608938547486,0.1871508379888268,185,118,67,0.19123209505540786,0.8216738441961527
primary_seed42,42,future_query,attack_family,Mirai GRE,24000,1.0,0.0,1.0,24000,0,24000,0.9994387078467365,0.9994395194661695
primary_seed42,42,future_query,attack_family,Mirai TCP,24000,1.0,0.0,1.0,24000,0,24000,0.99944712622984,0.9995146063725215
primary_seed42,42,future_query,attack_family,Mirai UDP,24000,1.0,0.0,1.0,24000,0,24000,0.8802075586691886,0.999507671385526
primary_seed42,42,future_query,attack_family,Reporting,136,0.8014705882352942,0.11764705882352941,0.6838235294117647,109,16,93,0.5680767348156738,0.984201680648447
primary_seed42,42,future_query,attack_family,TCP Scan,36000,0.9990833333333333,0.011361111111111112,0.9877222222222222,35967,409,35558,0.7986454779431224,0.9976767788193371
primary_seed42,42,future_query,attack_family,Telnet Brute,36000,1.0,0.0032222222222222222,0.9967777777777778,36000,116,35884,0.8077773158440119,0.9977371488467793
primary_seed42,42,future_query,attack_family,UDP Scan,4242,1.0,0.0983026874115983,0.9016973125884017,4242,417,3825,0.6314115914452044,0.9693368074215639
primary_seed42,42,future_query,support_seen,seen,140099,0.9987651589233328,0.002755194541003148,0.9960099643823297,139926,386,139540,0.9693820672538374,0.9995146063725215
primary_seed42,42,future_query,support_seen,unseen,88550,0.9988368153585545,0.011518915866741954,0.9873178994918126,88447,1020,87427,0.7892247351481071,0.9977371488467793
primary_seed42,42,sealed_final_ood,source_group,processed/iotsim-ip-camera-museum-2.csv,54950,0.021910828025477707,0.019326660600545952,0.002584167424931756,1204,1062,142,0.0038127760797502836,0.00387249928986902
primary_seed42,42,sealed_final_ood,source_group,processed/iotsim-ip-camera-street-2.csv,99950,0.05042521260630315,0.04676338169084542,0.0036618309154577288,5040,4674,366,0.006633086889657149,0.011001228604174282
primary_seed42,42,sealed_final_ood,device,iotsim-ip-camera-museum-2,54950,0.021910828025477707,0.019326660600545952,0.002584167424931756,1204,1062,142,0.0038127760797502836,0.00387249928986902
primary_seed42,42,sealed_final_ood,device,iotsim-ip-camera-street-2,99950,0.05042521260630315,0.04676338169084542,0.0036618309154577288,5040,4674,366,0.006633086889657149,0.011001228604174282
primary_seed42,42,sealed_final_ood,source_family,iotsim-ip-camera-museum,54950,0.021910828025477707,0.019326660600545952,0.002584167424931756,1204,1062,142,0.0038127760797502836,0.00387249928986902
primary_seed42,42,sealed_final_ood,source_family,iotsim-ip-camera-street,99950,0.05042521260630315,0.04676338169084542,0.0036618309154577288,5040,4674,366,0.006633086889657149,0.011001228604174282
primary_seed42,42,sealed_final_ood,device_family,iotsim-ip-camera-museum,54950,0.021910828025477707,0.019326660600545952,0.002584167424931756,1204,1062,142,0.0038127760797502836,0.00387249928986902
primary_seed42,42,sealed_final_ood,device_family,iotsim-ip-camera-street,99950,0.05042521260630315,0.04676338169084542,0.0036618309154577288,5040,4674,366,0.006633086889657149,0.011001228604174282
primary_seed42,42,sealed_final_ood,time_block,q1,38725,0.07573918657198192,0.0666494512588767,0.009089735313105229,2933,2581,352,0.012118706116913085,0.015325704606832384
primary_seed42,42,sealed_final_ood,time_block,q2,38725,0.026417043253712073,0.024247901872175598,0.002169141381536475,1023,939,84,0.004012875349508609,0.00552439826769258
primary_seed42,42,sealed_final_ood,time_block,q3,38725,0.03026468689477082,0.02907682375726275,0.0011878631375080698,1172,1126,46,0.003468437303477112,0.00731934879183686
primary_seed42,42,sealed_final_ood,time_block,q4,38725,0.02881859264041317,0.028147191736604262,0.000671400903808909,1116,1090,26,0.002930364192102749,0.007718375110601358
primary_seed42,42,sealed_final_ood,attack_label,benign,154900,0.0403098773402195,0.03703034215622983,0.003279535183989671,6244,5736,508,0.005632595740500388,0.00917903399886993
primary_seed42,42,sealed_final_ood,attack_family,benign,154900,0.0403098773402195,0.03703034215622983,0.003279535183989671,6244,5736,508,0.005632595740500388,0.00917903399886993
primary_seed42,42,sealed_final_ood,support_seen,unseen,154900,0.0403098773402195,0.03703034215622983,0.003279535183989671,6244,5736,508,0.005632595740500388,0.00917903399886993
