evaluation_role,dataset,holdout,method,seed,seed_group,selected_config_id,threshold,ood_target,uses_id_calib,uses_ood_val,uses_final_ood_eval,uses_attack_eval,ood_val_alarm_at_selection,id_calib_alarm_at_selection
locked,locked_harder_holdout,holdout_bin_6,M6_OC_SVM_top64,47,heldout_47_51,sgd_ocsvm_nu001,-38.959404762815616,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_6,M7_HistGB_shallow_top64,47,heldout_47_51,histgb_depth2_iter50_lr005,0.0006424720299031547,0.01,True,True,False,False,0.0065,0.0016
locked,locked_harder_holdout,holdout_bin_6,M8_DevNet_like_MLP_top64,47,heldout_47_51,mlp_h16_alpha001,0.004305705940350971,0.01,True,True,False,False,0.002,0.0098
locked,locked_harder_holdout,holdout_bin_6,M9_DeepSAD_like_center_top64,47,heldout_47_51,center_lambda1,475.02895481109385,0.01,True,True,False,False,0.01,0.0014
locked,locked_harder_holdout,holdout_bin_6,M0_V1_original100_fixed_guard_LR,48,heldout_47_51,fixed_lr,-2.3665623121180643,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_6,M1_V2_top32_fixed_guard_LR,48,heldout_47_51,fixed_lr,-2.9855315406396192,0.01,True,True,False,False,0.01,0.0016
locked,locked_harder_holdout,holdout_bin_6,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,48,heldout_47_51,fixed_lr,-4.118561382207412,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_6,M3_top64_no_guard_LR,48,heldout_47_51,fixed_lr,52.262188785100285,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_6,M4_top64_random32_fixed_guard_LR,48,heldout_47_51,fixed_lr,-4.122945402332109,0.01,True,True,False,False,0.0065,0.01
locked,locked_harder_holdout,holdout_bin_6,M5_Isolation_Forest_top64,48,heldout_47_51,iforest_n100_auto,0.618944374089987,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_6,M6_OC_SVM_top64,48,heldout_47_51,sgd_ocsvm_nu001,-34.245138145609836,0.01,True,True,False,False,0.0035,0.0098
locked,locked_harder_holdout,holdout_bin_6,M7_HistGB_shallow_top64,48,heldout_47_51,histgb_depth2_iter50_lr005,0.0005201751160554464,0.01,True,True,False,False,0.008,0.0014
locked,locked_harder_holdout,holdout_bin_6,M8_DevNet_like_MLP_top64,48,heldout_47_51,mlp_h16_alpha001,0.00525089950766415,0.01,True,True,False,False,0.0015,0.01
locked,locked_harder_holdout,holdout_bin_6,M9_DeepSAD_like_center_top64,48,heldout_47_51,center_lambda2,689.6371118164061,0.01,True,True,False,False,0.01,0.0016
locked,locked_harder_holdout,holdout_bin_6,M0_V1_original100_fixed_guard_LR,49,heldout_47_51,fixed_lr,-2.3665623121180643,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_6,M1_V2_top32_fixed_guard_LR,49,heldout_47_51,fixed_lr,-2.9855315406396192,0.01,True,True,False,False,0.01,0.0016
locked,locked_harder_holdout,holdout_bin_6,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,49,heldout_47_51,fixed_lr,-4.118561382207412,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_6,M3_top64_no_guard_LR,49,heldout_47_51,fixed_lr,52.262188785100285,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_6,M4_top64_random32_fixed_guard_LR,49,heldout_47_51,fixed_lr,-4.507761512912676,0.01,True,True,False,False,0.002,0.0098
locked,locked_harder_holdout,holdout_bin_6,M5_Isolation_Forest_top64,49,heldout_47_51,iforest_n100_auto,0.5947079137834798,0.01,True,True,False,False,0.01,0.0002
locked,locked_harder_holdout,holdout_bin_6,M6_OC_SVM_top64,49,heldout_47_51,sgd_ocsvm_nu001,-40.018207722034184,0.01,True,True,False,False,0.0065,0.01
locked,locked_harder_holdout,holdout_bin_6,M7_HistGB_shallow_top64,49,heldout_47_51,histgb_depth2_iter50_lr005,0.0009078106781434506,0.01,True,True,False,False,0.007,0.0
locked,locked_harder_holdout,holdout_bin_6,M8_DevNet_like_MLP_top64,49,heldout_47_51,mlp_h16_alpha001,0.004270044379751194,0.01,True,True,False,False,0.0045,0.0098
locked,locked_harder_holdout,holdout_bin_6,M9_DeepSAD_like_center_top64,49,heldout_47_51,center_lambda1,475.02895481109385,0.01,True,True,False,False,0.01,0.0014
locked,locked_harder_holdout,holdout_bin_6,M0_V1_original100_fixed_guard_LR,50,heldout_47_51,fixed_lr,-2.3665623121180643,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_6,M1_V2_top32_fixed_guard_LR,50,heldout_47_51,fixed_lr,-2.9855315406396192,0.01,True,True,False,False,0.01,0.0016
locked,locked_harder_holdout,holdout_bin_6,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,50,heldout_47_51,fixed_lr,-4.118561382207412,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_6,M3_top64_no_guard_LR,50,heldout_47_51,fixed_lr,52.262188785100285,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_6,M4_top64_random32_fixed_guard_LR,50,heldout_47_51,fixed_lr,-4.656942452779515,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_6,M5_Isolation_Forest_top64,50,heldout_47_51,iforest_n100_auto,0.6138936843379399,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_6,M6_OC_SVM_top64,50,heldout_47_51,sgd_ocsvm_nu001,-33.183926248368365,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_6,M7_HistGB_shallow_top64,50,heldout_47_51,histgb_depth3_iter50_lr005,0.00042379625811624837,0.01,True,True,False,False,0.0,0.0056
locked,locked_harder_holdout,holdout_bin_6,M8_DevNet_like_MLP_top64,50,heldout_47_51,mlp_h16_alpha001,0.003720669462170916,0.01,True,True,False,False,0.0025,0.01
locked,locked_harder_holdout,holdout_bin_6,M9_DeepSAD_like_center_top64,50,heldout_47_51,center_lambda1,475.02895481109385,0.01,True,True,False,False,0.01,0.0014
locked,locked_harder_holdout,holdout_bin_6,M0_V1_original100_fixed_guard_LR,51,heldout_47_51,fixed_lr,-2.3665623121180643,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_6,M1_V2_top32_fixed_guard_LR,51,heldout_47_51,fixed_lr,-2.9855315406396192,0.01,True,True,False,False,0.01,0.0016
locked,locked_harder_holdout,holdout_bin_6,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,51,heldout_47_51,fixed_lr,-4.118561382207412,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_6,M3_top64_no_guard_LR,51,heldout_47_51,fixed_lr,52.262188785100285,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_6,M4_top64_random32_fixed_guard_LR,51,heldout_47_51,fixed_lr,-3.7410273479072496,0.01,True,True,False,False,0.005,0.01
locked,locked_harder_holdout,holdout_bin_6,M5_Isolation_Forest_top64,51,heldout_47_51,iforest_n100_auto,0.6063112114183118,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_6,M6_OC_SVM_top64,51,heldout_47_51,sgd_ocsvm_nu001,-28.980657837179677,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_6,M7_HistGB_shallow_top64,51,heldout_47_51,histgb_depth3_iter50_lr005,0.0004359124946101627,0.01,True,True,False,False,0.0055,0.0042
locked,locked_harder_holdout,holdout_bin_6,M8_DevNet_like_MLP_top64,51,heldout_47_51,mlp_h16_alpha001,0.0037309236006113126,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_6,M9_DeepSAD_like_center_top64,51,heldout_47_51,center_lambda1,475.02895481109385,0.01,True,True,False,False,0.01,0.0014
locked,locked_harder_holdout,holdout_bin_7,M0_V1_original100_fixed_guard_LR,42,main_42_46,fixed_lr,-2.3126683191097466,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_7,M1_V2_top32_fixed_guard_LR,42,main_42_46,fixed_lr,-2.8243662522618793,0.01,True,True,False,False,0.0095,0.0022
locked,locked_harder_holdout,holdout_bin_7,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,42,main_42_46,fixed_lr,-4.067457114802276,0.01,True,True,False,False,0.0015,0.01
locked,locked_harder_holdout,holdout_bin_7,M3_top64_no_guard_LR,42,main_42_46,fixed_lr,71.18712401964892,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_7,M4_top64_random32_fixed_guard_LR,42,main_42_46,fixed_lr,-3.154437374605835,0.01,True,True,False,False,0.0015,0.01
locked,locked_harder_holdout,holdout_bin_7,M5_Isolation_Forest_top64,42,main_42_46,iforest_n100_auto,0.6260836953201632,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_7,M6_OC_SVM_top64,42,main_42_46,sgd_ocsvm_nu001,-38.90068863160338,0.01,True,True,False,False,0.0095,0.0068
locked,locked_harder_holdout,holdout_bin_7,M7_HistGB_shallow_top64,42,main_42_46,histgb_depth2_iter50_lr005,0.0012757689170966513,0.01,True,True,False,False,0.001,0.0002
locked,locked_harder_holdout,holdout_bin_7,M8_DevNet_like_MLP_top64,42,main_42_46,mlp_h16_alpha001,0.004337776404805471,0.01,True,True,False,False,0.0045,0.0098
locked,locked_harder_holdout,holdout_bin_7,M9_DeepSAD_like_center_top64,42,main_42_46,center_lambda1,694.7202195434569,0.01,True,True,False,False,0.01,0.0058
locked,locked_harder_holdout,holdout_bin_7,M0_V1_original100_fixed_guard_LR,43,main_42_46,fixed_lr,-2.3126683191097466,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_7,M1_V2_top32_fixed_guard_LR,43,main_42_46,fixed_lr,-2.8243662522618793,0.01,True,True,False,False,0.0095,0.0022
locked,locked_harder_holdout,holdout_bin_7,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,43,main_42_46,fixed_lr,-4.067457114802276,0.01,True,True,False,False,0.0015,0.01
locked,locked_harder_holdout,holdout_bin_7,M3_top64_no_guard_LR,43,main_42_46,fixed_lr,71.18712401964892,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_7,M4_top64_random32_fixed_guard_LR,43,main_42_46,fixed_lr,-4.535514770340627,0.01,True,True,False,False,0.0025,0.01
locked,locked_harder_holdout,holdout_bin_7,M5_Isolation_Forest_top64,43,main_42_46,iforest_n100_auto,0.5963938630700221,0.01,True,True,False,False,0.01,0.0002
locked,locked_harder_holdout,holdout_bin_7,M6_OC_SVM_top64,43,main_42_46,sgd_ocsvm_nu001,-26.191625058149093,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_7,M7_HistGB_shallow_top64,43,main_42_46,histgb_depth3_iter50_lr005,0.00033856587915489486,0.01,True,True,False,False,0.008,0.0082
locked,locked_harder_holdout,holdout_bin_7,M8_DevNet_like_MLP_top64,43,main_42_46,mlp_h16_alpha001,0.004478842604905336,0.01,True,True,False,False,0.003,0.01
locked,locked_harder_holdout,holdout_bin_7,M9_DeepSAD_like_center_top64,43,main_42_46,center_lambda2,1056.1468655700585,0.01,True,True,False,False,0.01,0.007
locked,locked_harder_holdout,holdout_bin_7,M0_V1_original100_fixed_guard_LR,44,main_42_46,fixed_lr,-2.3126683191097466,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_7,M1_V2_top32_fixed_guard_LR,44,main_42_46,fixed_lr,-2.8243662522618793,0.01,True,True,False,False,0.0095,0.0022
locked,locked_harder_holdout,holdout_bin_7,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,44,main_42_46,fixed_lr,-4.067457114802276,0.01,True,True,False,False,0.0015,0.01
locked,locked_harder_holdout,holdout_bin_7,M3_top64_no_guard_LR,44,main_42_46,fixed_lr,71.18712401964892,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_7,M4_top64_random32_fixed_guard_LR,44,main_42_46,fixed_lr,-1.8263081238457202,0.01,True,True,False,False,0.004,0.01
locked,locked_harder_holdout,holdout_bin_7,M5_Isolation_Forest_top64,44,main_42_46,iforest_n100_auto,0.6161989523219437,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_7,M6_OC_SVM_top64,44,main_42_46,sgd_ocsvm_nu001,-44.040729055638415,0.01,True,True,False,False,0.004,0.01
locked,locked_harder_holdout,holdout_bin_7,M7_HistGB_shallow_top64,44,main_42_46,histgb_depth2_iter50_lr005,0.0013827801701360096,0.01,True,True,False,False,0.0,0.0002
locked,locked_harder_holdout,holdout_bin_7,M8_DevNet_like_MLP_top64,44,main_42_46,mlp_h16_alpha001,0.003266272640146772,0.01,True,True,False,False,0.004,0.01
locked,locked_harder_holdout,holdout_bin_7,M9_DeepSAD_like_center_top64,44,main_42_46,center_lambda1,694.7202195434569,0.01,True,True,False,False,0.01,0.0058
locked,locked_harder_holdout,holdout_bin_7,M0_V1_original100_fixed_guard_LR,45,main_42_46,fixed_lr,-2.3126683191097466,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_7,M1_V2_top32_fixed_guard_LR,45,main_42_46,fixed_lr,-2.8243662522618793,0.01,True,True,False,False,0.0095,0.0022
locked,locked_harder_holdout,holdout_bin_7,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,45,main_42_46,fixed_lr,-4.067457114802276,0.01,True,True,False,False,0.0015,0.01
locked,locked_harder_holdout,holdout_bin_7,M3_top64_no_guard_LR,45,main_42_46,fixed_lr,71.18712401964892,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_7,M4_top64_random32_fixed_guard_LR,45,main_42_46,fixed_lr,-2.531706831466132,0.01,True,True,False,False,0.003,0.01
locked,locked_harder_holdout,holdout_bin_7,M5_Isolation_Forest_top64,45,main_42_46,iforest_n100_auto,0.6140463099222311,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_7,M6_OC_SVM_top64,45,main_42_46,sgd_ocsvm_nu001,-30.331975176381743,0.01,True,True,False,False,0.0075,0.01
locked,locked_harder_holdout,holdout_bin_7,M7_HistGB_shallow_top64,45,main_42_46,histgb_depth3_iter50_lr005,0.0003275361972448535,0.01,True,True,False,False,0.005,0.005
locked,locked_harder_holdout,holdout_bin_7,M8_DevNet_like_MLP_top64,45,main_42_46,mlp_h16_alpha001,0.005355094515252853,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_7,M9_DeepSAD_like_center_top64,45,main_42_46,center_lambda1,694.7202195434569,0.01,True,True,False,False,0.01,0.0058
locked,locked_harder_holdout,holdout_bin_7,M0_V1_original100_fixed_guard_LR,46,main_42_46,fixed_lr,-2.3126683191097466,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_7,M1_V2_top32_fixed_guard_LR,46,main_42_46,fixed_lr,-2.8243662522618793,0.01,True,True,False,False,0.0095,0.0022
locked,locked_harder_holdout,holdout_bin_7,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,46,main_42_46,fixed_lr,-4.067457114802276,0.01,True,True,False,False,0.0015,0.01
locked,locked_harder_holdout,holdout_bin_7,M3_top64_no_guard_LR,46,main_42_46,fixed_lr,71.18712401964892,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_7,M4_top64_random32_fixed_guard_LR,46,main_42_46,fixed_lr,-2.2145530029068663,0.01,True,True,False,False,0.002,0.0098
locked,locked_harder_holdout,holdout_bin_7,M5_Isolation_Forest_top64,46,main_42_46,iforest_n100_auto,0.6030852179602025,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_7,M6_OC_SVM_top64,46,main_42_46,sgd_ocsvm_nu001,-29.223700875725214,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_7,M7_HistGB_shallow_top64,46,main_42_46,histgb_depth3_iter50_lr005,0.00040314027158818073,0.01,True,True,False,False,0.004,0.0018
locked,locked_harder_holdout,holdout_bin_7,M8_DevNet_like_MLP_top64,46,main_42_46,mlp_h16_alpha001,0.005118742506019815,0.01,True,True,False,False,0.0015,0.01
locked,locked_harder_holdout,holdout_bin_7,M9_DeepSAD_like_center_top64,46,main_42_46,center_lambda2,1056.1468655700585,0.01,True,True,False,False,0.01,0.007
locked,locked_harder_holdout,holdout_bin_7,M0_V1_original100_fixed_guard_LR,47,heldout_47_51,fixed_lr,-2.3126683191097466,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_7,M1_V2_top32_fixed_guard_LR,47,heldout_47_51,fixed_lr,-2.8243662522618793,0.01,True,True,False,False,0.0095,0.0022
locked,locked_harder_holdout,holdout_bin_7,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,47,heldout_47_51,fixed_lr,-4.067457114802276,0.01,True,True,False,False,0.0015,0.01
locked,locked_harder_holdout,holdout_bin_7,M3_top64_no_guard_LR,47,heldout_47_51,fixed_lr,71.18712401964892,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_7,M4_top64_random32_fixed_guard_LR,47,heldout_47_51,fixed_lr,-3.9650941905804293,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_7,M5_Isolation_Forest_top64,47,heldout_47_51,iforest_n100_auto,0.6117435080596001,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_7,M6_OC_SVM_top64,47,heldout_47_51,sgd_ocsvm_nu001,-38.18557765052054,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_7,M7_HistGB_shallow_top64,47,heldout_47_51,histgb_depth3_iter50_lr005,0.0003183026512462695,0.01,True,True,False,False,0.0085,0.0074
locked,locked_harder_holdout,holdout_bin_7,M8_DevNet_like_MLP_top64,47,heldout_47_51,mlp_h16_alpha001,0.0030914105044212185,0.01,True,True,False,False,0.004,0.01
locked,locked_harder_holdout,holdout_bin_7,M9_DeepSAD_like_center_top64,47,heldout_47_51,center_lambda1,694.7202195434569,0.01,True,True,False,False,0.01,0.0058
locked,locked_harder_holdout,holdout_bin_7,M0_V1_original100_fixed_guard_LR,48,heldout_47_51,fixed_lr,-2.3126683191097466,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_7,M1_V2_top32_fixed_guard_LR,48,heldout_47_51,fixed_lr,-2.8243662522618793,0.01,True,True,False,False,0.0095,0.0022
locked,locked_harder_holdout,holdout_bin_7,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,48,heldout_47_51,fixed_lr,-4.067457114802276,0.01,True,True,False,False,0.0015,0.01
locked,locked_harder_holdout,holdout_bin_7,M3_top64_no_guard_LR,48,heldout_47_51,fixed_lr,71.18712401964892,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_7,M4_top64_random32_fixed_guard_LR,48,heldout_47_51,fixed_lr,-3.8989358557007967,0.01,True,True,False,False,0.0025,0.01
locked,locked_harder_holdout,holdout_bin_7,M5_Isolation_Forest_top64,48,heldout_47_51,iforest_n100_auto,0.6189715982884402,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_7,M6_OC_SVM_top64,48,heldout_47_51,sgd_ocsvm_nu001,-44.43829500702588,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_7,M7_HistGB_shallow_top64,48,heldout_47_51,histgb_depth2_iter50_lr005,0.001172755960887568,0.01,True,True,False,False,0.004,0.0
locked,locked_harder_holdout,holdout_bin_7,M8_DevNet_like_MLP_top64,48,heldout_47_51,mlp_h16_alpha001,0.005074498192407225,0.01,True,True,False,False,0.002,0.0098
locked,locked_harder_holdout,holdout_bin_7,M9_DeepSAD_like_center_top64,48,heldout_47_51,center_lambda1,694.7202195434569,0.01,True,True,False,False,0.01,0.0058
locked,locked_harder_holdout,holdout_bin_7,M0_V1_original100_fixed_guard_LR,49,heldout_47_51,fixed_lr,-2.3126683191097466,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_7,M1_V2_top32_fixed_guard_LR,49,heldout_47_51,fixed_lr,-2.8243662522618793,0.01,True,True,False,False,0.0095,0.0022
locked,locked_harder_holdout,holdout_bin_7,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,49,heldout_47_51,fixed_lr,-4.067457114802276,0.01,True,True,False,False,0.0015,0.01
locked,locked_harder_holdout,holdout_bin_7,M3_top64_no_guard_LR,49,heldout_47_51,fixed_lr,71.18712401964892,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_7,M4_top64_random32_fixed_guard_LR,49,heldout_47_51,fixed_lr,-4.28090961700597,0.01,True,True,False,False,0.001,0.0098
locked,locked_harder_holdout,holdout_bin_7,M5_Isolation_Forest_top64,49,heldout_47_51,iforest_n100_auto,0.6008414326351543,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_7,M6_OC_SVM_top64,49,heldout_47_51,sgd_ocsvm_nu001,-28.448850814084246,0.01,True,True,False,False,0.0,0.0098
locked,locked_harder_holdout,holdout_bin_7,M7_HistGB_shallow_top64,49,heldout_47_51,histgb_depth3_iter50_lr005,0.0011264055527310179,0.01,True,True,False,False,0.008,0.0018
locked,locked_harder_holdout,holdout_bin_7,M8_DevNet_like_MLP_top64,49,heldout_47_51,mlp_h16_alpha001,0.005165347661823034,0.01,True,True,False,False,0.003,0.01
locked,locked_harder_holdout,holdout_bin_7,M9_DeepSAD_like_center_top64,49,heldout_47_51,center_lambda2,1056.1468655700585,0.01,True,True,False,False,0.01,0.007
locked,locked_harder_holdout,holdout_bin_7,M0_V1_original100_fixed_guard_LR,50,heldout_47_51,fixed_lr,-2.3126683191097466,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_7,M1_V2_top32_fixed_guard_LR,50,heldout_47_51,fixed_lr,-2.8243662522618793,0.01,True,True,False,False,0.0095,0.0022
locked,locked_harder_holdout,holdout_bin_7,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,50,heldout_47_51,fixed_lr,-4.067457114802276,0.01,True,True,False,False,0.0015,0.01
locked,locked_harder_holdout,holdout_bin_7,M3_top64_no_guard_LR,50,heldout_47_51,fixed_lr,71.18712401964892,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_7,M4_top64_random32_fixed_guard_LR,50,heldout_47_51,fixed_lr,-4.458588967162141,0.01,True,True,False,False,0.0065,0.01
locked,locked_harder_holdout,holdout_bin_7,M5_Isolation_Forest_top64,50,heldout_47_51,iforest_n100_auto,0.624519307955526,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_7,M6_OC_SVM_top64,50,heldout_47_51,sgd_ocsvm_nu001,-25.807905542734687,0.01,True,True,False,False,0.01,0.0002
locked,locked_harder_holdout,holdout_bin_7,M7_HistGB_shallow_top64,50,heldout_47_51,histgb_depth3_iter50_lr005,0.0011403695801206102,0.01,True,True,False,False,0.0075,0.0018
locked,locked_harder_holdout,holdout_bin_7,M8_DevNet_like_MLP_top64,50,heldout_47_51,mlp_h16_alpha001,0.0038803581185638827,0.01,True,True,False,False,0.003,0.01
locked,locked_harder_holdout,holdout_bin_7,M9_DeepSAD_like_center_top64,50,heldout_47_51,center_lambda1,694.7202195434569,0.01,True,True,False,False,0.01,0.0058
locked,locked_harder_holdout,holdout_bin_7,M0_V1_original100_fixed_guard_LR,51,heldout_47_51,fixed_lr,-2.3126683191097466,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_7,M1_V2_top32_fixed_guard_LR,51,heldout_47_51,fixed_lr,-2.8243662522618793,0.01,True,True,False,False,0.0095,0.0022
locked,locked_harder_holdout,holdout_bin_7,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,51,heldout_47_51,fixed_lr,-4.067457114802276,0.01,True,True,False,False,0.0015,0.01
locked,locked_harder_holdout,holdout_bin_7,M3_top64_no_guard_LR,51,heldout_47_51,fixed_lr,71.18712401964892,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_7,M4_top64_random32_fixed_guard_LR,51,heldout_47_51,fixed_lr,-4.312764652511412,0.01,True,True,False,False,0.01,0.009
locked,locked_harder_holdout,holdout_bin_7,M5_Isolation_Forest_top64,51,heldout_47_51,iforest_n100_auto,0.6215789850402744,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_7,M6_OC_SVM_top64,51,heldout_47_51,sgd_ocsvm_nu001,-27.454158800771193,0.01,True,True,False,False,0.01,0.0094
locked,locked_harder_holdout,holdout_bin_7,M7_HistGB_shallow_top64,51,heldout_47_51,histgb_depth3_iter50_lr005,0.00035194776494947466,0.01,True,True,False,False,0.008,0.0036
locked,locked_harder_holdout,holdout_bin_7,M8_DevNet_like_MLP_top64,51,heldout_47_51,mlp_h16_alpha001,0.004223252620548003,0.01,True,True,False,False,0.003,0.01
locked,locked_harder_holdout,holdout_bin_7,M9_DeepSAD_like_center_top64,51,heldout_47_51,center_lambda2,1056.1468655700585,0.01,True,True,False,False,0.01,0.007
locked,locked_harder_holdout,holdout_bin_8,M0_V1_original100_fixed_guard_LR,42,main_42_46,fixed_lr,-3.022682424935188,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_8,M1_V2_top32_fixed_guard_LR,42,main_42_46,fixed_lr,-3.0569668455981613,0.01,True,True,False,False,0.01,0.0044
locked,locked_harder_holdout,holdout_bin_8,M2_Enhanced_LOW_GUARD_top64_fixed_guard_LR,42,main_42_46,fixed_lr,-4.423520833673828,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_8,M3_top64_no_guard_LR,42,main_42_46,fixed_lr,41.3226637976937,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_8,M4_top64_random32_fixed_guard_LR,42,main_42_46,fixed_lr,-3.1479960923294175,0.01,True,True,False,False,0.008,0.0098
locked,locked_harder_holdout,holdout_bin_8,M5_Isolation_Forest_top64,42,main_42_46,iforest_n100_auto,0.6144431259153561,0.01,True,True,False,False,0.01,0.0
locked,locked_harder_holdout,holdout_bin_8,M6_OC_SVM_top64,42,main_42_46,sgd_ocsvm_nu001,-32.407992228108924,0.01,True,True,False,False,0.01,0.0048
locked,locked_harder_holdout,holdout_bin_8,M7_HistGB_shallow_top64,42,main_42_46,histgb_depth3_iter50_lr005,0.00043596813970272813,0.01,True,True,False,False,0.002,0.0098
locked,locked_harder_holdout,holdout_bin_8,M8_DevNet_like_MLP_top64,42,main_42_46,mlp_h16_alpha001,0.004441898781340597,0.01,True,True,False,False,0.001,0.0098
locked,locked_harder_holdout,holdout_bin_8,M9_DeepSAD_like_center_top64,42,main_42_46,center_lambda1,568.4514444732658,0.01,True,True,False,False,0.01,0.0014
locked,locked_harder_holdout,holdout_bin_8,M0_V1_original100_fixed_guard_LR,43,main_42_46,fixed_lr,-3.022682424935188,0.01,True,True,False,False,0.0005,0.01
locked,locked_harder_holdout,holdout_bin_8,M1_V2_top32_fixed_guard_LR,43,main_42_46,fixed_lr,-3.0569668455981613,0.01,True,True,False,False,0.01,0.0044
