holdout,seed,seed_group,head_id,head_family,protocol_variant,selected_config_id,train_uses_ood_guard,threshold_uses_ood_val_guard,threshold,threshold_source,id_calib_alarm,ood_val_alarm,final_ood_alarm,support_detection,attack_detection,attack_margin_median,attack_margin_q25,support_margin_median,ood_tail_count,ood_tail_rate,roc_auc_attack_vs_ood,score_direction_risk,train_time,id_calib_min,id_calib_q01,id_calib_q05,id_calib_q25,id_calib_median,id_calib_q75,id_calib_q95,id_calib_q99,id_calib_max,id_calib_threshold_percentile,ood_val_min,ood_val_q01,ood_val_q05,ood_val_q25,ood_val_median,ood_val_q75,ood_val_q95,ood_val_q99,ood_val_max,ood_val_threshold_percentile,final_ood_eval_min,final_ood_eval_q01,final_ood_eval_q05,final_ood_eval_q25,final_ood_eval_median,final_ood_eval_q75,final_ood_eval_q95,final_ood_eval_q99,final_ood_eval_max,final_ood_eval_threshold_percentile,support_min,support_q01,support_q05,support_q25,support_median,support_q75,support_q95,support_q99,support_max,support_threshold_percentile,attack_eval_min,attack_eval_q01,attack_eval_q05,attack_eval_q25,attack_eval_median,attack_eval_q75,attack_eval_q95,attack_eval_q99,attack_eval_max,attack_eval_threshold_percentile,attack_median_minus_final_ood_q99,support_median_minus_ood_val_q99
holdout_bin_5,42,main_42_46,LOW_GUARD_LR_reference,lr,P0_raw_train_id_threshold,lr_C1,False,False,-4.95345075905269,id_calib_only_1pct,0.01,0.508,0.5164,1.0,0.9680729760547321,10.153582821283933,7.644392878749159,15.419929976185667,5164,0.5164,0.9267826681870012,False,0.11234980000881478,-28.68087166979856,-8.19675472095685,-7.672413901598665,-7.055993130784306,-6.6464894486767605,-6.234281780263492,-5.518812799427661,-4.95345075905269,0.5315468043711276,0.99,-21.352203930896323,-14.246105876484453,-12.023848689054844,-8.769934190272652,-4.8250158649019665,-1.416097659425199,0.6014610385806596,52.18978593845561,62.199243046368096,0.492,-54.335073028449656,-14.893393605619377,-11.926743860917881,-8.530600415196108,-4.6980713208238285,-1.438090209512842,3.4339926167931267,39.604138769672666,62.038528278604346,0.4836,6.131589144073204,6.158092074661036,6.3373066213356495,7.460177397367165,10.466479217132978,14.289425799800476,18.611275023032263,21.79669241857505,22.138025868811983,0.0,-11.25525229368128,-10.19841434263707,-0.10026967191722827,2.6909421196964685,5.200132062231243,8.149090629433328,11.017353582563675,12.455981921160962,13.34372738623145,0.03192702394526796,-34.404006707441425,-41.72330672132263
holdout_bin_5,42,main_42_46,LOW_GUARD_LR_reference,lr,P1_raw_train_oodval_threshold,lr_C1,False,True,52.191294881078356,id_calib_plus_ood_val_guarded_1pct,0.0,0.01,0.0082,0.0,0.0,-46.991162818847116,-49.50035276138189,-41.72481566394538,82,0.0082,0.9267826681870012,False,0.10750809998717159,-28.68087166979856,-8.19675472095685,-7.672413901598665,-7.055993130784306,-6.6464894486767605,-6.234281780263492,-5.518812799427661,-4.95345075905269,0.5315468043711276,1.0,-21.352203930896323,-14.246105876484453,-12.023848689054844,-8.769934190272652,-4.8250158649019665,-1.416097659425199,0.6014610385806596,52.18978593845561,62.199243046368096,0.99,-54.335073028449656,-14.893393605619377,-11.926743860917881,-8.530600415196108,-4.6980713208238285,-1.438090209512842,3.4339926167931267,39.604138769672666,62.038528278604346,0.9918,6.131589144073204,6.158092074661036,6.3373066213356495,7.460177397367165,10.466479217132978,14.289425799800476,18.611275023032263,21.79669241857505,22.138025868811983,1.0,-11.25525229368128,-10.19841434263707,-0.10026967191722827,2.6909421196964685,5.200132062231243,8.149090629433328,11.017353582563675,12.455981921160962,13.34372738623145,1.0,-34.404006707441425,-41.72330672132263
holdout_bin_5,42,main_42_46,LOW_GUARD_LR_reference,lr,P2_guarded_train_id_threshold,lr_C1,True,False,-4.105001834742048,id_calib_only_1pct,0.01,0.0005,0.0045,1.0,0.9680729760547321,11.822874609574953,9.821282358866176,15.164132023631787,45,0.0045,0.9811110604332952,False,0.31251720001455396,-23.908680978570846,-10.958161404296154,-9.51752904469717,-8.190934337525395,-7.28414971720893,-6.450260584785036,-5.201174695506159,-4.105001834742048,-0.527606393176848,0.99,-24.9607173927794,-18.133833712437106,-12.521786941013998,-9.862540339581154,-8.500960919213089,-7.287227065930194,-5.96390739364758,-5.1708001569428195,-3.200464886979992,0.9995,-32.23176325305087,-18.60774573877088,-12.490481347673253,-9.821624893548023,-8.474349444920627,-7.3383620876660025,-5.974042588845139,-4.981127021815484,2.0137693576116185,0.9955,5.368319594575787,5.597227924170813,6.185108601241549,7.20519711833216,11.059130188889739,17.88104636694527,23.858954640827754,29.596311417008902,31.51511445921793,0.0,-14.683601664777495,-9.6710079418816,0.8001376539067028,5.716280524124128,7.717872774832905,9.778608593451015,13.794981344714056,15.520707808425101,16.755526789721014,0.03192702394526796,12.69899979664839,16.229930345832557
holdout_bin_5,42,main_42_46,LOW_GUARD_LR_reference,lr,P3_full_lowguard,lr_C1,True,True,-4.102580408336336,id_calib_plus_ood_val_guarded_1pct,0.01,0.0005,0.0045,1.0,0.9680729760547321,11.820453183169242,9.818860932460463,15.161710597226076,45,0.0045,0.9811110604332952,False,0.33766050002304837,-23.908680978570846,-10.958161404296154,-9.51752904469717,-8.190934337525395,-7.28414971720893,-6.450260584785036,-5.201174695506159,-4.105001834742048,-0.527606393176848,0.99,-24.9607173927794,-18.133833712437106,-12.521786941013998,-9.862540339581154,-8.500960919213089,-7.287227065930194,-5.96390739364758,-5.1708001569428195,-3.200464886979992,0.9995,-32.23176325305087,-18.60774573877088,-12.490481347673253,-9.821624893548023,-8.474349444920627,-7.3383620876660025,-5.974042588845139,-4.981127021815484,2.0137693576116185,0.9955,5.368319594575787,5.597227924170813,6.185108601241549,7.20519711833216,11.059130188889739,17.88104636694527,23.858954640827754,29.596311417008902,31.51511445921793,0.0,-14.683601664777495,-9.6710079418816,0.8001376539067028,5.716280524124128,7.717872774832905,9.778608593451015,13.794981344714056,15.520707808425101,16.755526789721014,0.03192702394526796,12.69899979664839,16.229930345832557
holdout_bin_5,42,main_42_46,DevNet_like_MLP,devnet_like_mlp,P0_raw_train_id_threshold,mlp_h16_alpha001,False,False,0.004728072332218318,id_calib_only_1pct,0.01,0.722,0.7201,1.0,0.9726339794754846,0.9718073075544089,0.9311086004506797,0.9939402704965323,7201,0.7201,0.9484018244013683,False,0.8435676000081003,2.20958190766396e-06,2.236609247120214e-05,6.346014379232656e-05,0.00015778703163960017,0.0003305312857264653,0.0006628921837545931,0.0021353244432248176,0.004728072332218318,0.1078004240989685,0.99,2.82270775642246e-06,0.00036463106167502704,0.0007545197848230601,0.0038448532577604055,0.02418405096977949,0.15686075761914253,0.5618552178144455,0.9978133428096772,0.9999489784240723,0.278,4.251462293325403e-09,0.00020731542419525798,0.0007257613498950378,0.003762598498724401,0.024854129180312157,0.17069413512945175,0.5709305018186562,0.998890797495842,0.9999970197677612,0.2799,0.9568501710891724,0.9633186608552933,0.9818764060735703,0.9951570332050323,0.9986683428287506,0.9996938109397888,0.9999667823314666,0.9999880754947662,0.9999922513961792,0.0,0.0006119206082075834,0.0019279700377956032,0.4552534937858583,0.935836672782898,0.9765353798866272,0.9961209893226624,0.9992878675460816,0.9999127674102783,0.9999557733535767,0.027366020524515394,-0.02235541760921478,0.0008550000190734597
holdout_bin_5,42,main_42_46,DevNet_like_MLP,devnet_like_mlp,P1_raw_train_oodval_threshold,mlp_h8_alpha001,False,True,0.8075320093035672,id_calib_plus_ood_val_guarded_1pct,0.0,0.01,0.016,1.0,0.8962371721778791,0.16148561555147434,0.09978103953600193,0.19102323371172214,160,0.016,0.9668576966932726,False,0.7234640000388026,1.2126369256293401e-05,3.071001712669386e-05,4.935527740599355e-05,0.00012593283463502303,0.00026670396619010717,0.000618251709965989,0.002464248938485981,0.007067971541546288,0.10514169186353683,1.0,0.00010542584641370922,0.0001469159206317272,0.0002561893837992102,0.005101587623357773,0.01726213190704584,0.059102801606059074,0.19122373834252346,0.8018339323997496,0.9739900231361389,0.99,3.150573846255611e-08,0.00011808334893430583,0.00022392316604964436,0.005148582044057548,0.018181758001446724,0.05674219783395529,0.20390124022960623,0.9093535971641544,0.9915674328804016,0.984,0.9671536087989807,0.9687960684299469,0.9758899688720704,0.9940888732671738,0.9985552430152893,0.9998147338628769,0.9999953746795655,0.9999988865852356,0.9999994039535522,0.0,0.00042685639346018434,0.0006923181819729507,0.6873505592346192,0.9073130488395691,0.9690176248550415,0.9947482943534851,0.9992684960365296,0.999630241394043,0.99988853931427,0.10376282782212087,0.05966402769088708,0.19672131061553966
holdout_bin_5,42,main_42_46,DevNet_like_MLP,devnet_like_mlp,P2_guarded_train_id_threshold,mlp_h8_alpha001,True,False,0.003941846564412126,id_calib_only_1pct,0.01,0.0025,0.0079,1.0,0.9612314709236032,0.9897557371109724,0.9520802371948958,0.9943562620133162,79,0.0079,0.9847846066134551,False,1.1999972999910824,4.0968760117721104e-07,2.056632624771737e-06,5.2345370932016525e-06,2.2680835172650404e-05,7.444700531777926e-05,0.0002798994319164194,0.0013026058906689287,0.003941846564412126,0.04377341642975807,0.99,1.9520204119771734e-08,6.021460495730937e-07,4.291009418011527e-06,2.7278073957859306e-05,6.42107188468799e-05,0.00014925405048415996,0.0007439176115440204,0.0018619326315820217,0.05215400457382202,0.9975,1.706307983795341e-08,7.952140009592768e-07,4.552911627797585e-06,2.605487770779291e-05,6.307106377789751e-05,0.00014925404684618115,0.0007862697326345342,0.0031303627206943963,0.9657047986984253,0.9921,0.8644901514053345,0.8966416358947754,0.9738185971975326,0.9891106933355331,0.9982981085777283,0.9999974370002747,1.0,1.0,1.0,0.0,6.435060186049668e-06,5.4504929430549964e-05,0.02250388115644455,0.9560220837593079,0.9936975836753845,0.9985093474388123,0.9998697757720947,0.9999990749359131,0.9999997615814209,0.03876852907639681,0.9905672209546901,0.9964361759461462
holdout_bin_5,42,main_42_46,DevNet_like_MLP,devnet_like_mlp,P3_full_lowguard,mlp_h8_alpha001,True,True,0.003972698320168992,id_calib_plus_ood_val_guarded_1pct,0.01,0.0025,0.0079,1.0,0.9612314709236032,0.9897248853552155,0.9520493854391389,0.9943254102575593,79,0.0079,0.9847846066134551,False,1.2005907999700867,4.0968760117721104e-07,2.056632624771737e-06,5.2345370932016525e-06,2.2680835172650404e-05,7.444700531777926e-05,0.0002798994319164194,0.0013026058906689287,0.003941846564412126,0.04377341642975807,0.99,1.9520204119771734e-08,6.021460495730937e-07,4.291009418011527e-06,2.7278073957859306e-05,6.42107188468799e-05,0.00014925405048415996,0.0007439176115440204,0.0018619326315820217,0.05215400457382202,0.9975,1.706307983795341e-08,7.952140009592768e-07,4.552911627797585e-06,2.605487770779291e-05,6.307106377789751e-05,0.00014925404684618115,0.0007862697326345342,0.0031303627206943963,0.9657047986984253,0.9921,0.8644901514053345,0.8966416358947754,0.9738185971975326,0.9891106933355331,0.9982981085777283,0.9999974370002747,1.0,1.0,1.0,0.0,6.435060186049668e-06,5.4504929430549964e-05,0.02250388115644455,0.9560220837593079,0.9936975836753845,0.9985093474388123,0.9998697757720947,0.9999990749359131,0.9999997615814209,0.03876852907639681,0.9905672209546901,0.9964361759461462
holdout_bin_5,42,main_42_46,HistGB_shallow,histgb,P0_raw_train_id_threshold,histgb_depth3_iter50_lr005,False,False,0.0008499567004778843,id_calib_only_1pct,0.0096,0.7795,0.7891,1.0,0.984036488027366,0.9987537548146547,0.18346297627463717,0.9987817792514608,7891,0.7891,0.9527080957810719,False,3.380985600000713,0.00032741119411724946,0.00032741119411724946,0.00032969410184376243,0.00032969410184376243,0.00032969410184376243,0.00032969410184376243,0.000368812234930949,0.0008499567004778843,0.006853743943361607,0.9904,0.00032509273640534894,0.0003286300358570612,0.0004862010347106205,0.0009830713287411327,0.003658325664903177,0.0059337018018014095,0.1512793311576539,0.25296841628591377,0.5361296374433231,0.2205,0.00018933638049424586,0.00032741119411724946,0.00047130677061720704,0.0009923396993057614,0.003658325664903177,0.007037410753527405,0.14978411615403367,0.25296841628591377,0.8252401891972163,0.2109,0.595474669360548,0.6716902603724223,0.8539547673939603,0.986826935336408,0.9996317359519388,0.9998548878440267,0.999942245796862,0.9999565041795452,0.9999575522458687,0.0,0.00039988105114969227,0.0006252801302395992,0.022184609359640655,0.18431293297511506,0.9996037115151326,0.9996971237836818,0.9997957183778549,0.9998344394876535,0.9999635754682844,0.01596351197263398,0.7466352952292188,0.7466633196660251
holdout_bin_5,42,main_42_46,HistGB_shallow,histgb,P1_raw_train_oodval_threshold,histgb_depth2_iter50_lr005,False,True,0.12140935496071886,id_calib_plus_ood_val_guarded_1pct,0.0,0.001,0.0009,1.0,0.7548460661345496,0.8775871657814873,0.0012753634434596317,0.8779498522556326,9,0.0009,0.9579780501710375,False,0.13767450000159442,0.00020800130015248607,0.0003118224083508696,0.0003118224083508696,0.0003118224083508696,0.0003118224083508696,0.0003118224083508696,0.0006469573452434135,0.0008980514001295264,0.011666971889345424,1.0,0.00011247344873866823,0.00020738360169789355,0.0003780169054846541,0.0006021970616380334,0.003553122034711103,0.005574153774648953,0.06166661508207491,0.12140935496071886,0.3540094682172884,0.999,3.774239482177132e-05,0.00020738360169789355,0.0003780169054846541,0.0006173462143908866,0.003553122034711103,0.005574153774648953,0.06166661508207491,0.12140935496071886,0.6654697537919559,0.9991,0.4689377502109342,0.5478981512309202,0.7814214862611347,0.9763765255796192,0.9993592072163514,0.9998099756673517,0.9999503295681954,0.9999605800556544,0.9999628031093962,0.0,0.0005552098893702554,0.0006173462143908866,0.011580190435013302,0.1226847184041785,0.9989965207422062,0.9993592072163514,0.9995896110483722,0.9996527741329976,0.9999628031093962,0.2451539338654504,0.8775871657814873,0.8779498522556326
