evaluation_role,dataset,holdout,split_protocol,head_id,head_family,head_label,protocol_variant,train_uses_ood_guard,threshold_uses_ood_val_guard,selected_config_id,seed,seed_group,feature_input,feature_dim,support_method,support_count,ood_target,threshold_source,threshold,attack_detection,final_ood_alarm,id_calib_alarm,ood_val_alarm,roc_auc_attack_vs_ood,pr_auc_attack_vs_ood,pauc_fpr_1pct,tpr_at_fpr_1pct,feasible_under_1pct,attack_eval_size,final_ood_eval_size,train_time,inference_time,param_count,selection_used_final_eval,threshold_uses_final_eval,hyperparameter_uses_final_eval
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,HistGB_shallow,histgb,HistGB shallow,P1_raw_train_oodval_threshold,False,True,histgb_depth3_iter50_lr005,47,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,0.25296841628591377,0.6522234891676169,0.0054,0.0,0.006,0.9527080957810719,0.8211847132610861,0.8189235802730872,0.6522234891676169,True,877,10000,0.11823399999411777,0.023123099992517382,50,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,HistGB_shallow,histgb,HistGB shallow,P2_guarded_train_id_threshold,True,False,histgb_depth2_iter50_lr005,47,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,0.00017529290810640278,0.9680729760547321,0.0213,0.01,0.0205,0.9946378563283922,0.9760479119704256,0.9839562693742372,0.9680729760547321,False,877,10000,0.17132660001516342,0.015581300016492605,50,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,HistGB_shallow,histgb,HistGB shallow,P3_full_lowguard,True,True,histgb_depth2_iter50_lr005,47,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,0.0003429593287908327,0.9680729760547321,0.0097,0.0096,0.0095,0.9946378563283922,0.9760479119704256,0.9839562693742372,0.9680729760547321,True,877,10000,0.16108789999270812,0.01853020000271499,50,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,DeepSAD_like_center,deepsad_like_center,DeepSAD-like center,P0_raw_train_id_threshold,False,False,center_lambda0,47,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,368.8057672119144,0.03078677309007982,0.2736,0.01,0.267,0.3696525655644242,0.05895249390758186,0.49748743718592964,0.0,False,877,10000,0.008304900024086237,0.011331699963193387,128,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,DeepSAD_like_center,deepsad_like_center,DeepSAD-like center,P1_raw_train_oodval_threshold,False,True,center_lambda0,47,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,16514.30026855469,0.0,0.0088,0.0,0.01,0.3696525655644242,0.05895249390758186,0.49748743718592964,0.0,True,877,10000,0.011898200027644634,0.009400399983860552,128,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,DeepSAD_like_center,deepsad_like_center,DeepSAD-like center,P2_guarded_train_id_threshold,True,False,center_lambda2,47,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,512.7422131347663,0.12086659064994298,0.0268,0.01,0.0215,0.8261974914481185,0.2349829614422868,0.5131931034877925,0.07297605473204105,False,877,10000,0.020447199989575893,0.010947400005534291,128,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,DeepSAD_like_center,deepsad_like_center,DeepSAD-like center,P3_full_lowguard,True,True,center_lambda2,47,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,669.7069595642089,0.08095781071835804,0.0124,0.002,0.01,0.8261974914481185,0.2349829614422868,0.5131931034877925,0.07297605473204105,False,877,10000,0.020120800007134676,0.01084529998479411,128,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,Prototype_metric_LR,prototype_metric_lr,Prototype / metric LR,P0_raw_train_id_threshold,False,False,prototype_metric_lr_C1,47,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,2.9725521564011768,0.10148232611174458,0.0547,0.01,0.0505,0.7091856328392246,0.16809916948295667,0.49748743718592964,0.0,False,877,10000,0.010167200001887977,0.007589699991513044,132,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,Prototype_metric_LR,prototype_metric_lr,Prototype / metric LR,P1_raw_train_oodval_threshold,False,True,prototype_metric_lr_C1,47,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,3.426539629259672,0.0,0.0081,0.0,0.01,0.7091856328392246,0.16809916948295667,0.49748743718592964,0.0,True,877,10000,0.00893270003143698,0.008579300018027425,132,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,Prototype_metric_LR,prototype_metric_lr,Prototype / metric LR,P2_guarded_train_id_threshold,True,False,prototype_metric_lr_C1,47,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,2.0207419884223023,0.2645381984036488,0.0094,0.01,0.007,0.9340183580387683,0.49847009590096475,0.5235183901262298,0.29646522234891676,True,877,10000,0.033966599963605404,0.012153799994848669,198,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,Prototype_metric_LR,prototype_metric_lr,Prototype / metric LR,P3_full_lowguard,True,True,prototype_metric_lr_C1,47,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,2.021098766274577,0.2645381984036488,0.0094,0.0098,0.007,0.9340183580387683,0.49847009590096475,0.5235183901262298,0.29646522234891676,True,877,10000,0.02503489999799058,0.012284500000532717,198,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,RFF_Logistic,rff_logistic,RFF Logistic optional,P0_raw_train_id_threshold,False,False,rff256_gamma1_C1,47,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,0.8896061801162058,0.028506271379703536,0.0162,0.01,0.014,0.5044294184720639,0.09560597289214587,0.5035038361705907,0.018244013683010263,False,877,10000,0.36111699999310076,0.0456527000060305,16641,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,RFF_Logistic,rff_logistic,RFF Logistic optional,P1_raw_train_oodval_threshold,False,True,rff128_gamma01_C1,47,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,4.908372196032498,0.002280501710376283,0.0103,0.0,0.01,0.46036100342075253,0.07633852960140863,0.49804896775783136,0.002280501710376283,False,877,10000,0.1745636000414379,0.02187870000489056,8321,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,RFF_Logistic,rff_logistic,RFF Logistic optional,P2_guarded_train_id_threshold,True,False,rff256_gamma01_C1,47,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,0.03568235875840021,0.29646522234891676,0.0043,0.01,0.004,0.8596385404789053,0.595306559369859,0.639560401780854,0.39680729760547323,True,877,10000,0.9031862000119872,0.03869629994733259,16641,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,RFF_Logistic,rff_logistic,RFF Logistic optional,P3_full_lowguard,True,True,rff256_gamma01_C1,47,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,0.03585407899135519,0.29646522234891676,0.0043,0.01,0.004,0.8596385404789053,0.595306559369859,0.639560401780854,0.39680729760547323,True,877,10000,0.9414631999679841,0.04369999998016283,16641,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,LOW_GUARD_LR_reference,lr,LOW-GUARD-LR reference,P0_raw_train_id_threshold,False,False,lr_C1,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,-4.95345075905269,0.9680729760547321,0.5164,0.01,0.508,0.9267826681870012,0.41135281277860847,0.49748743718592964,0.0,False,877,10000,0.12114840000867844,0.011773600010201335,65,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,LOW_GUARD_LR_reference,lr,LOW-GUARD-LR reference,P1_raw_train_oodval_threshold,False,True,lr_C1,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,52.191294881078356,0.0,0.0082,0.0,0.01,0.9267826681870012,0.41135281277860847,0.49748743718592964,0.0,True,877,10000,0.11181900004157797,0.010926500021014363,65,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,LOW_GUARD_LR_reference,lr,LOW-GUARD-LR reference,P2_guarded_train_id_threshold,True,False,lr_C1,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,-4.105001834742048,0.9680729760547321,0.0045,0.01,0.0005,0.9811110604332952,0.9727854578991534,0.9830738641898202,0.9680729760547321,True,877,10000,0.3994137999834493,0.011157500033732504,65,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,LOW_GUARD_LR_reference,lr,LOW-GUARD-LR reference,P3_full_lowguard,True,True,lr_C1,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,-4.102580408336336,0.9680729760547321,0.0045,0.01,0.0005,0.9811110604332952,0.9727854578991534,0.9830738641898202,0.9680729760547321,True,877,10000,0.36606159998336807,0.010953799996059388,65,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,DevNet_like_MLP,devnet_like_mlp,DevNet-like MLP,P0_raw_train_id_threshold,False,False,mlp_h16_alpha001,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,0.004081586408428871,0.9680729760547321,0.6303,0.01,0.629,0.9559232611174457,0.7539551323346311,0.6086819502300556,0.34549600912200684,False,877,10000,0.7927090000011958,0.011430200014729053,1057,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,DevNet_like_MLP,devnet_like_mlp,DevNet-like MLP,P1_raw_train_oodval_threshold,False,True,mlp_h8_alpha001,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,0.9707252677232024,0.5290763968072976,0.0104,0.0,0.01,0.9652405929304446,0.7746454173553398,0.6283126006314355,0.5153933865450399,False,877,10000,0.8022666000179015,0.010218799987342209,529,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,DevNet_like_MLP,devnet_like_mlp,DevNet-like MLP,P2_guarded_train_id_threshold,True,False,mlp_h16_alpha001,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,0.0038859731261618445,0.9657924743443558,0.0076,0.01,0.0005,0.9902420752565563,0.9765506640596759,0.9692418764288948,0.9680729760547321,True,877,10000,1.3581454000086524,0.010860100039280951,1057,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,DevNet_like_MLP,devnet_like_mlp,DevNet-like MLP,P3_full_lowguard,True,True,mlp_h16_alpha001,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,0.003887063970381862,0.9657924743443558,0.0076,0.01,0.0005,0.9902420752565563,0.9765506640596759,0.9692418764288948,0.9680729760547321,True,877,10000,1.2684857999556698,0.009557700017467141,1057,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,HistGB_shallow,histgb,HistGB shallow,P0_raw_train_id_threshold,False,False,histgb_depth2_iter50_lr005,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,0.0008980514001295264,0.9703534777651083,0.5795,0.0084,0.5685,0.9579780501710375,0.8693668078983201,0.8728534347908299,0.7548460661345496,False,877,10000,0.11090760002844036,0.0165320000378415,50,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,HistGB_shallow,histgb,HistGB shallow,P1_raw_train_oodval_threshold,False,True,histgb_depth2_iter50_lr005,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,0.12140935496071886,0.7548460661345496,0.0009,0.0,0.001,0.9579780501710375,0.8693668078983201,0.8728534347908299,0.7548460661345496,True,877,10000,0.13336159999016672,0.021687200001906604,50,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,HistGB_shallow,histgb,HistGB shallow,P2_guarded_train_id_threshold,True,False,histgb_depth2_iter50_lr005,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,0.0002543621282206211,0.9874572405929305,0.0455,0.01,0.0435,0.9959198973774231,0.9835808337783849,0.9830394847670507,0.9669327251995439,False,877,10000,0.18540479999501258,0.015218599990475923,50,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,HistGB_shallow,histgb,HistGB shallow,P3_full_lowguard,True,True,histgb_depth2_iter50_lr005,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,0.0006034081775978518,0.9669327251995439,0.0077,0.0,0.0085,0.9959198973774231,0.9835808337783849,0.9830394847670507,0.9669327251995439,True,877,10000,0.15553669998189434,0.01685760001419112,50,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,DeepSAD_like_center,deepsad_like_center,DeepSAD-like center,P0_raw_train_id_threshold,False,False,center_lambda0,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,368.8057672119144,0.03078677309007982,0.2736,0.01,0.267,0.3696525655644242,0.05895249390758186,0.49748743718592964,0.0,False,877,10000,0.008039399981498718,0.010840500006452203,128,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,DeepSAD_like_center,deepsad_like_center,DeepSAD-like center,P1_raw_train_oodval_threshold,False,True,center_lambda0,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,16514.30026855469,0.0,0.0088,0.0,0.01,0.3696525655644242,0.05895249390758186,0.49748743718592964,0.0,True,877,10000,0.009159800014458597,0.010311300051398575,128,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,DeepSAD_like_center,deepsad_like_center,DeepSAD-like center,P2_guarded_train_id_threshold,True,False,center_lambda2,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,512.7422131347663,0.12086659064994298,0.0268,0.01,0.0215,0.8261974914481185,0.2349829614422868,0.5131931034877925,0.07297605473204105,False,877,10000,0.02082269999664277,0.010862900002393872,128,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,DeepSAD_like_center,deepsad_like_center,DeepSAD-like center,P3_full_lowguard,True,True,center_lambda2,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,669.7069595642089,0.08095781071835804,0.0124,0.002,0.01,0.8261974914481185,0.2349829614422868,0.5131931034877925,0.07297605473204105,False,877,10000,0.01686090003931895,0.009916900016833097,128,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,Prototype_metric_LR,prototype_metric_lr,Prototype / metric LR,P0_raw_train_id_threshold,False,False,prototype_metric_lr_C1,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,2.9725521564011768,0.10148232611174458,0.0547,0.01,0.0505,0.7091856328392246,0.16809916948295667,0.49748743718592964,0.0,False,877,10000,0.009411999955773354,0.007418100023642182,132,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,Prototype_metric_LR,prototype_metric_lr,Prototype / metric LR,P1_raw_train_oodval_threshold,False,True,prototype_metric_lr_C1,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,3.426539629259672,0.0,0.0081,0.0,0.01,0.7091856328392246,0.16809916948295667,0.49748743718592964,0.0,True,877,10000,0.009207800030708313,0.009714999992866069,132,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,Prototype_metric_LR,prototype_metric_lr,Prototype / metric LR,P2_guarded_train_id_threshold,True,False,prototype_metric_lr_C1,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,2.0207419884223023,0.2645381984036488,0.0094,0.01,0.007,0.9340183580387683,0.49847009590096475,0.5235183901262298,0.29646522234891676,True,877,10000,0.024883300007786602,0.016410699987318367,198,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,Prototype_metric_LR,prototype_metric_lr,Prototype / metric LR,P3_full_lowguard,True,True,prototype_metric_lr_C1,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,2.021098766274577,0.2645381984036488,0.0094,0.0098,0.007,0.9340183580387683,0.49847009590096475,0.5235183901262298,0.29646522234891676,True,877,10000,0.02239309996366501,0.01320410001790151,198,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,RFF_Logistic,rff_logistic,RFF Logistic optional,P0_raw_train_id_threshold,False,False,rff256_gamma1_C1,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,0.7118717839644753,0.036488027366020526,0.0212,0.01,0.0185,0.5090262257696693,0.08872782685255066,0.5017046463789873,0.020524515393386546,False,877,10000,0.3716784000280313,0.042785099998582155,16641,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,RFF_Logistic,rff_logistic,RFF Logistic optional,P1_raw_train_oodval_threshold,False,True,rff256_gamma01_C1,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,2.24717074094903,0.01710376282782212,0.0125,0.0002,0.01,0.5742355758266819,0.09515250100101022,0.4993840353420466,0.014823261117445839,False,877,10000,0.4511865000240505,0.04254270001547411,16641,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,RFF_Logistic,rff_logistic,RFF Logistic optional,P2_guarded_train_id_threshold,True,False,rff256_gamma01_C1,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,-0.17152892916221396,0.12884834663625996,0.0075,0.01,0.0035,0.8340208665906499,0.3932196095708985,0.5434699151401248,0.17673888255416192,True,877,10000,0.9826935000019148,0.04209940001601353,16641,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,RFF_Logistic,rff_logistic,RFF Logistic optional,P3_full_lowguard,True,True,rff256_gamma01_C1,48,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,-0.13478599947804065,0.12542759407069556,0.0073,0.0098,0.0035,0.8340208665906499,0.3932196095708985,0.5434699151401248,0.17673888255416192,True,877,10000,0.9774004999781027,0.04226700001163408,16641,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,LOW_GUARD_LR_reference,lr,LOW-GUARD-LR reference,P0_raw_train_id_threshold,False,False,lr_C1,49,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,-4.95345075905269,0.9680729760547321,0.5164,0.01,0.508,0.9267826681870012,0.41135281277860847,0.49748743718592964,0.0,False,877,10000,0.1176949999644421,0.010227199993096292,65,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,LOW_GUARD_LR_reference,lr,LOW-GUARD-LR reference,P1_raw_train_oodval_threshold,False,True,lr_C1,49,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,52.191294881078356,0.0,0.0082,0.0,0.01,0.9267826681870012,0.41135281277860847,0.49748743718592964,0.0,True,877,10000,0.11746470001526177,0.013438900001347065,65,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,LOW_GUARD_LR_reference,lr,LOW-GUARD-LR reference,P2_guarded_train_id_threshold,True,False,lr_C1,49,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,-4.105001834742048,0.9680729760547321,0.0045,0.01,0.0005,0.9811110604332952,0.9727854578991534,0.9830738641898202,0.9680729760547321,True,877,10000,0.3681780000333674,0.011594699986744672,65,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,LOW_GUARD_LR_reference,lr,LOW-GUARD-LR reference,P3_full_lowguard,True,True,lr_C1,49,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,-4.102580408336336,0.9680729760547321,0.0045,0.01,0.0005,0.9811110604332952,0.9727854578991534,0.9830738641898202,0.9680729760547321,True,877,10000,0.3841627000365406,0.010683500033337623,65,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,DevNet_like_MLP,devnet_like_mlp,DevNet-like MLP,P0_raw_train_id_threshold,False,False,mlp_h8_alpha001,49,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,0.005927419187501078,0.9680729760547321,0.776,0.01,0.766,0.9532350627137971,0.7666333190722101,0.6252900763796176,0.5359179019384265,False,877,10000,0.779671500029508,0.00935030000982806,529,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,DevNet_like_MLP,devnet_like_mlp,DevNet-like MLP,P1_raw_train_oodval_threshold,False,True,mlp_h8_alpha001,49,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,0.8016888551712001,0.8175598631698974,0.0163,0.0,0.01,0.9532350627137971,0.7666333190722101,0.6252900763796176,0.5359179019384265,False,877,10000,0.7360037000034936,0.009453599981497973,529,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,DevNet_like_MLP,devnet_like_mlp,DevNet-like MLP,P2_guarded_train_id_threshold,True,False,mlp_h16_alpha001,49,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,0.004445136422291398,0.9669327251995439,0.0063,0.01,0.0015,0.9871631698973773,0.9781657570423755,0.9801344235430287,0.9680729760547321,True,877,10000,1.3730526000144891,0.014637799991760403,1057,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,DevNet_like_MLP,devnet_like_mlp,DevNet-like MLP,P3_full_lowguard,True,True,mlp_h16_alpha001,49,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,0.004445409325417132,0.9669327251995439,0.0062,0.01,0.0015,0.9871631698973773,0.9781657570423755,0.9801344235430287,0.9680729760547321,True,877,10000,1.306494800024666,0.010949800023809075,1057,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,HistGB_shallow,histgb,HistGB shallow,P0_raw_train_id_threshold,False,False,histgb_depth2_iter50_lr005,49,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,0.0008980514001295264,0.9703534777651083,0.5795,0.0084,0.5685,0.9579780501710375,0.8693668078983201,0.8728534347908299,0.7548460661345496,False,877,10000,0.12264429999049753,0.018394299957435578,50,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,HistGB_shallow,histgb,HistGB shallow,P1_raw_train_oodval_threshold,False,True,histgb_depth2_iter50_lr005,49,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,0.12140935496071886,0.7548460661345496,0.0009,0.0,0.001,0.9579780501710375,0.8693668078983201,0.8728534347908299,0.7548460661345496,True,877,10000,0.11855469999136403,0.017657299991697073,50,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,HistGB_shallow,histgb,HistGB shallow,P2_guarded_train_id_threshold,True,False,histgb_depth2_iter50_lr005,49,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,0.0003877212230870557,0.8392246294184721,0.0227,0.0038,0.026,0.9032491448118586,0.8591216656825222,0.908424677549664,0.8278221208665907,False,877,10000,0.1736131000216119,0.017572399985510856,50,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,HistGB_shallow,histgb,HistGB shallow,P3_full_lowguard,True,True,histgb_depth3_iter50_lr005,49,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,0.000423206455790015,0.8335233751425314,0.0139,0.0014,0.01,0.9096464082098061,0.8562238028184002,0.9131117388539046,0.8335233751425314,False,877,10000,0.19257110002217814,0.02311730000656098,50,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,DeepSAD_like_center,deepsad_like_center,DeepSAD-like center,P0_raw_train_id_threshold,False,False,center_lambda0,49,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,368.8057672119144,0.03078677309007982,0.2736,0.01,0.267,0.3696525655644242,0.05895249390758186,0.49748743718592964,0.0,False,877,10000,0.007948499987833202,0.012670400028582662,128,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,DeepSAD_like_center,deepsad_like_center,DeepSAD-like center,P1_raw_train_oodval_threshold,False,True,center_lambda0,49,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,16514.30026855469,0.0,0.0088,0.0,0.01,0.3696525655644242,0.05895249390758186,0.49748743718592964,0.0,True,877,10000,0.007343399978708476,0.00972100003855303,128,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,DeepSAD_like_center,deepsad_like_center,DeepSAD-like center,P2_guarded_train_id_threshold,True,False,center_lambda1,49,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_only_1pct,330.0843359375002,0.11060433295324971,0.0273,0.01,0.0225,0.8265279361459521,0.22264665645230236,0.5017103762827823,0.03534777651083238,False,877,10000,0.018592400010675192,0.009200300031807274,128,False,False,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,DeepSAD_like_center,deepsad_like_center,DeepSAD-like center,P3_full_lowguard,True,True,center_lambda1,49,heldout_47_51,selected_source_rich_top64,64,kcenter,32,0.01,id_calib_plus_ood_val_guarded_1pct,461.7895325088493,0.03876852907639681,0.0115,0.0014,0.01,0.8265279361459521,0.22264665645230236,0.5017103762827823,0.03534777651083238,False,877,10000,0.01716869999654591,0.00953730003675446,128,False,False,False
