dataset,holdout,seed,seed_group,head_id,head_family,protocol_variant,config_id,support_train_size,support_validation_size,support_val_detection,support_val_margin_q25,support_val_margin_median,id_calib_alarm_at_selection,ood_val_alarm_at_selection,validation_feasible_under_1pct,selection_used_final_eval,config_param_count,selected,selection_rule,rejection_reason
locked_harder_holdout,holdout_bin_5,48,heldout_47_51,RFF_Logistic,rff_logistic,P0_raw_train_id_threshold,rff128_gamma1_C1,24,8,0.0,-7.9218934783400785,-5.932471333312391,0.01,0.0305,False,False,8321,False,no_feasible_config_lowest_ood_val_alarm_then_support_signal,lower_validation_rank
locked_harder_holdout,holdout_bin_5,48,heldout_47_51,RFF_Logistic,rff_logistic,P0_raw_train_id_threshold,rff256_gamma01_C1,24,8,0.25,-2.274573070793631,-1.7257932394791737,0.01,0.2295,False,False,16641,False,no_feasible_config_lowest_ood_val_alarm_then_support_signal,lower_validation_rank
locked_harder_holdout,holdout_bin_5,48,heldout_47_51,RFF_Logistic,rff_logistic,P0_raw_train_id_threshold,rff256_gamma1_C1,24,8,0.0,-5.246286369093486,-4.628815878943655,0.01,0.0155,False,False,16641,True,no_feasible_config_lowest_ood_val_alarm_then_support_signal,selected
locked_harder_holdout,holdout_bin_5,48,heldout_47_51,RFF_Logistic,rff_logistic,P1_raw_train_oodval_threshold,rff128_gamma01_C1,24,8,0.0,-6.534141548357552,-4.959477064009035,0.0,0.01,True,False,8321,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,48,heldout_47_51,RFF_Logistic,rff_logistic,P1_raw_train_oodval_threshold,rff128_gamma1_C1,24,8,0.0,-9.132284559786504,-7.142862414758815,0.002,0.01,True,False,8321,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,48,heldout_47_51,RFF_Logistic,rff_logistic,P1_raw_train_oodval_threshold,rff256_gamma01_C1,24,8,0.0,-4.861197068058291,-4.312417236743833,0.0006,0.01,True,False,16641,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,48,heldout_47_51,RFF_Logistic,rff_logistic,P1_raw_train_oodval_threshold,rff256_gamma1_C1,24,8,0.0,-5.449966320458735,-4.832495830308906,0.007,0.01,True,False,16641,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,48,heldout_47_51,RFF_Logistic,rff_logistic,P2_guarded_train_id_threshold,rff128_gamma01_C1,24,8,0.25,-6.80520413782298,-1.789659513880491,0.01,0.004,True,False,8321,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,48,heldout_47_51,RFF_Logistic,rff_logistic,P2_guarded_train_id_threshold,rff128_gamma1_C1,24,8,0.0,-8.362720489005266,-7.657991934661627,0.01,0.008,True,False,8321,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,48,heldout_47_51,RFF_Logistic,rff_logistic,P2_guarded_train_id_threshold,rff256_gamma01_C1,24,8,0.375,-2.704360951783439,-0.7042461587223563,0.01,0.0065,True,False,16641,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,48,heldout_47_51,RFF_Logistic,rff_logistic,P2_guarded_train_id_threshold,rff256_gamma1_C1,24,8,0.0,-6.382466296536379,-5.510633854771829,0.01,0.008,True,False,16641,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,48,heldout_47_51,RFF_Logistic,rff_logistic,P3_full_lowguard,rff128_gamma01_C1,24,8,0.25,-6.8114074912210105,-1.795862867278522,0.01,0.004,True,False,8321,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,48,heldout_47_51,RFF_Logistic,rff_logistic,P3_full_lowguard,rff128_gamma1_C1,24,8,0.0,-8.37055439583844,-7.6658258414948035,0.01,0.0075,True,False,8321,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,48,heldout_47_51,RFF_Logistic,rff_logistic,P3_full_lowguard,rff256_gamma01_C1,24,8,0.375,-2.7042888716924747,-0.7041740786313913,0.01,0.0065,True,False,16641,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,48,heldout_47_51,RFF_Logistic,rff_logistic,P3_full_lowguard,rff256_gamma1_C1,24,8,0.0,-6.419220069114204,-5.547387627349654,0.0098,0.008,True,False,16641,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,LOW_GUARD_LR_reference,lr,P0_raw_train_id_threshold,lr_C1,24,8,1.0,9.815960988592181,14.23033771666145,0.01,0.471,False,False,65,True,no_feasible_config_lowest_ood_val_alarm_then_support_signal,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,LOW_GUARD_LR_reference,lr,P1_raw_train_oodval_threshold,lr_C1,24,8,0.0,-54.32667773807334,-49.912301010004064,0.0,0.01,True,False,65,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,LOW_GUARD_LR_reference,lr,P2_guarded_train_id_threshold,lr_C1,24,8,1.0,9.242212623266369,14.213876051289818,0.01,0.0,True,False,65,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,LOW_GUARD_LR_reference,lr,P3_full_lowguard,lr_C1,24,8,1.0,9.23791154666127,14.209574974684719,0.0098,0.0,True,False,65,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,DevNet_like_MLP,devnet_like_mlp,P0_raw_train_id_threshold,mlp_h8_alpha001,24,8,1.0,0.5550912296026944,0.9757706740498542,0.01,0.432,False,False,529,True,no_feasible_config_lowest_ood_val_alarm_then_support_signal,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,DevNet_like_MLP,devnet_like_mlp,P0_raw_train_id_threshold,mlp_h16_alpha001,24,8,1.0,0.6819369104178622,0.9557950552972033,0.01,0.7505,False,False,1057,False,no_feasible_config_lowest_ood_val_alarm_then_support_signal,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,DevNet_like_MLP,devnet_like_mlp,P1_raw_train_oodval_threshold,mlp_h8_alpha001,24,8,0.5,-0.429757816702127,-0.009078372254967215,0.0,0.01,True,False,529,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,DevNet_like_MLP,devnet_like_mlp,P1_raw_train_oodval_threshold,mlp_h16_alpha001,24,8,0.0,-0.31395526951551433,-0.04009712463617321,0.0,0.01,True,False,1057,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,DevNet_like_MLP,devnet_like_mlp,P2_guarded_train_id_threshold,mlp_h8_alpha001,24,8,1.0,0.7789354896335863,0.9154845452099107,0.01,0.002,True,False,529,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,DevNet_like_MLP,devnet_like_mlp,P2_guarded_train_id_threshold,mlp_h16_alpha001,24,8,1.0,0.9609906966728158,0.9817739869398064,0.01,0.0045,True,False,1057,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,DevNet_like_MLP,devnet_like_mlp,P3_full_lowguard,mlp_h8_alpha001,24,8,1.0,0.7789307676511816,0.9154798232275061,0.0098,0.002,True,False,529,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,DevNet_like_MLP,devnet_like_mlp,P3_full_lowguard,mlp_h16_alpha001,24,8,1.0,0.9609709065415082,0.9817541968084988,0.01,0.004,True,False,1057,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,HistGB_shallow,histgb,P0_raw_train_id_threshold,histgb_depth2_iter50_lr005,24,8,1.0,0.9084162173862221,0.9801839716602714,0.0098,0.7155,False,False,50,True,no_feasible_config_lowest_ood_val_alarm_then_support_signal,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,HistGB_shallow,histgb,P0_raw_train_id_threshold,histgb_depth3_iter50_lr005,24,8,1.0,0.9033692555484366,0.9820507621427419,0.0094,0.91,False,False,50,False,no_feasible_config_lowest_ood_val_alarm_then_support_signal,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,HistGB_shallow,histgb,P1_raw_train_oodval_threshold,histgb_depth2_iter50_lr005,24,8,0.875,0.2912257124243093,0.3629934666983586,0.0,0.01,True,False,50,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,HistGB_shallow,histgb,P1_raw_train_oodval_threshold,histgb_depth3_iter50_lr005,24,8,0.875,0.1496402145322492,0.2283217211265544,0.0,0.007,True,False,50,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,HistGB_shallow,histgb,P2_guarded_train_id_threshold,histgb_depth2_iter50_lr005,24,8,0.25,-0.00958658592534808,-0.00958658592534808,0.0076,0.0,True,False,50,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,HistGB_shallow,histgb,P2_guarded_train_id_threshold,histgb_depth3_iter50_lr005,24,8,0.25,-0.0008163583833853696,-0.0008163559545452649,0.0084,0.012,False,False,50,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,HistGB_shallow,histgb,P3_full_lowguard,histgb_depth2_iter50_lr005,24,8,0.25,-0.00958658592534808,-0.00958658592534808,0.0076,0.0,True,False,50,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,HistGB_shallow,histgb,P3_full_lowguard,histgb_depth3_iter50_lr005,24,8,0.25,-0.002334496780615254,-0.0023344943517751493,0.0034,0.01,True,False,50,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,DeepSAD_like_center,deepsad_like_center,P0_raw_train_id_threshold,center_lambda0,24,8,0.5,-171.9599894714358,-42.97621337890649,0.01,0.2675,False,False,128,True,no_feasible_config_lowest_ood_val_alarm_then_support_signal,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,DeepSAD_like_center,deepsad_like_center,P0_raw_train_id_threshold,center_lambda1,24,8,0.5,-338.29063049316414,-1.8354455566407069,0.01,0.301,False,False,128,False,no_feasible_config_lowest_ood_val_alarm_then_support_signal,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,DeepSAD_like_center,deepsad_like_center,P0_raw_train_id_threshold,center_lambda2,24,8,0.5,-549.1529687500001,48.48371948242175,0.01,0.313,False,False,128,False,no_feasible_config_lowest_ood_val_alarm_then_support_signal,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,DeepSAD_like_center,deepsad_like_center,P1_raw_train_oodval_threshold,center_lambda0,24,8,0.0,-16363.305593841553,-16234.321817749023,0.0,0.01,True,False,128,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,DeepSAD_like_center,deepsad_like_center,P1_raw_train_oodval_threshold,center_lambda1,24,8,0.0,-42360.706872924806,-42024.25168798828,0.0,0.01,True,False,128,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,DeepSAD_like_center,deepsad_like_center,P1_raw_train_oodval_threshold,center_lambda2,24,8,0.0,-68421.40413500977,-67823.76744677735,0.0,0.01,True,False,128,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,DeepSAD_like_center,deepsad_like_center,P2_guarded_train_id_threshold,center_lambda0,24,8,0.5,-39.61689155578614,8.602558441162103,0.01,0.0315,False,False,128,False,no_feasible_config_lowest_ood_val_alarm_then_support_signal,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,DeepSAD_like_center,deepsad_like_center,P2_guarded_train_id_threshold,center_lambda1,24,8,0.375,-117.32434097290042,-23.741115722656275,0.01,0.026,False,False,128,True,no_feasible_config_lowest_ood_val_alarm_then_support_signal,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,DeepSAD_like_center,deepsad_like_center,P2_guarded_train_id_threshold,center_lambda2,24,8,0.375,-189.65837646484425,-56.47410369873097,0.01,0.026,False,False,128,False,no_feasible_config_lowest_ood_val_alarm_then_support_signal,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,DeepSAD_like_center,deepsad_like_center,P3_full_lowguard,center_lambda0,24,8,0.25,-175.9419639739952,-127.72251397704696,0.0004,0.0095,True,False,128,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,DeepSAD_like_center,deepsad_like_center,P3_full_lowguard,center_lambda1,24,8,0.375,-289.51039842224725,-195.9271731720031,0.0012,0.0095,True,False,128,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,DeepSAD_like_center,deepsad_like_center,P3_full_lowguard,center_lambda2,24,8,0.375,-415.1362562255904,-281.9519834594771,0.0012,0.0095,True,False,128,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,Prototype_metric_LR,prototype_metric_lr,P0_raw_train_id_threshold,prototype_metric_lr_C1,24,8,0.0,-2.6702125310539238,-1.9181661100990963,0.01,0.1215,False,False,132,True,no_feasible_config_lowest_ood_val_alarm_then_support_signal,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,Prototype_metric_LR,prototype_metric_lr,P1_raw_train_oodval_threshold,prototype_metric_lr_C1,24,8,0.0,-3.332570506413295,-2.580524085458468,0.0,0.01,True,False,132,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,Prototype_metric_LR,prototype_metric_lr,P2_guarded_train_id_threshold,prototype_metric_lr_C1,24,8,0.125,-2.8824937726596955,-2.317255039553592,0.01,0.007,True,False,198,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,Prototype_metric_LR,prototype_metric_lr,P3_full_lowguard,prototype_metric_lr_C1,24,8,0.125,-2.8826985398293354,-2.3174598067232317,0.0098,0.007,True,False,198,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,RFF_Logistic,rff_logistic,P0_raw_train_id_threshold,rff128_gamma01_C1,24,8,0.25,-3.6798786581268708,-1.9164085233515884,0.01,0.1535,False,False,8321,False,no_feasible_config_lowest_ood_val_alarm_then_support_signal,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,RFF_Logistic,rff_logistic,P0_raw_train_id_threshold,rff128_gamma1_C1,24,8,0.0,-7.641624594740167,-5.763081075952806,0.01,0.014,False,False,8321,True,no_feasible_config_lowest_ood_val_alarm_then_support_signal,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,RFF_Logistic,rff_logistic,P0_raw_train_id_threshold,rff256_gamma01_C1,24,8,0.25,-2.292527303080607,-1.5370216196010633,0.01,0.417,False,False,16641,False,no_feasible_config_lowest_ood_val_alarm_then_support_signal,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,RFF_Logistic,rff_logistic,P0_raw_train_id_threshold,rff256_gamma1_C1,24,8,0.0,-5.2017089077392455,-4.5891794563160175,0.01,0.0255,False,False,16641,False,no_feasible_config_lowest_ood_val_alarm_then_support_signal,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,RFF_Logistic,rff_logistic,P1_raw_train_oodval_threshold,rff128_gamma01_C1,24,8,0.0,-6.518861246093556,-4.755391111318273,0.0002,0.01,True,False,8321,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,RFF_Logistic,rff_logistic,P1_raw_train_oodval_threshold,rff128_gamma1_C1,24,8,0.0,-8.030260744759783,-6.151717225972423,0.0072,0.01,True,False,8321,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,RFF_Logistic,rff_logistic,P1_raw_train_oodval_threshold,rff256_gamma01_C1,24,8,0.0,-5.1510686825317595,-4.395562999052216,0.0,0.01,True,False,16641,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,RFF_Logistic,rff_logistic,P1_raw_train_oodval_threshold,rff256_gamma1_C1,24,8,0.0,-5.646492936034358,-5.03396348461113,0.0052,0.01,True,False,16641,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,RFF_Logistic,rff_logistic,P2_guarded_train_id_threshold,rff128_gamma01_C1,24,8,0.25,-4.554517620682773,-1.223633219656004,0.01,0.007,True,False,8321,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,RFF_Logistic,rff_logistic,P2_guarded_train_id_threshold,rff128_gamma1_C1,24,8,0.0,-12.591692187996854,-9.07556186664326,0.01,0.0065,True,False,8321,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,RFF_Logistic,rff_logistic,P2_guarded_train_id_threshold,rff256_gamma01_C1,24,8,0.5,-2.2676247932301763,-0.04245084179427017,0.01,0.0035,True,False,16641,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,RFF_Logistic,rff_logistic,P2_guarded_train_id_threshold,rff256_gamma1_C1,24,8,0.0,-6.009639879405995,-4.490974182529316,0.01,0.004,True,False,16641,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,RFF_Logistic,rff_logistic,P3_full_lowguard,rff128_gamma01_C1,24,8,0.25,-4.560645568257499,-1.2297611672307296,0.0098,0.007,True,False,8321,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,RFF_Logistic,rff_logistic,P3_full_lowguard,rff128_gamma1_C1,24,8,0.0,-12.591683948068116,-9.075553626714525,0.01,0.0065,True,False,8321,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,RFF_Logistic,rff_logistic,P3_full_lowguard,rff256_gamma01_C1,24,8,0.5,-2.3217286410297646,-0.09655468959385805,0.0098,0.0035,True,False,16641,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,49,heldout_47_51,RFF_Logistic,rff_logistic,P3_full_lowguard,rff256_gamma1_C1,24,8,0.0,-6.009778936235776,-4.4911132393590965,0.01,0.004,True,False,16641,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,LOW_GUARD_LR_reference,lr,P0_raw_train_id_threshold,lr_C1,24,8,1.0,7.895452662991801,10.15218022074621,0.01,0.6705,False,False,65,True,no_feasible_config_lowest_ood_val_alarm_then_support_signal,selected
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,LOW_GUARD_LR_reference,lr,P1_raw_train_oodval_threshold,lr_C1,24,8,0.0,-70.02049492910709,-67.76376737135269,0.0,0.01,True,False,65,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,LOW_GUARD_LR_reference,lr,P2_guarded_train_id_threshold,lr_C1,24,8,1.0,6.80838897945323,9.088772587836942,0.01,0.0025,True,False,65,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,LOW_GUARD_LR_reference,lr,P3_full_lowguard,lr_C1,24,8,1.0,6.799094344711534,9.079477953095246,0.01,0.0025,True,False,65,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,DevNet_like_MLP,devnet_like_mlp,P0_raw_train_id_threshold,mlp_h8_alpha001,24,8,1.0,0.3899143608799204,0.6870765509596094,0.01,0.337,False,False,529,False,no_feasible_config_lowest_ood_val_alarm_then_support_signal,lower_validation_rank
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,DevNet_like_MLP,devnet_like_mlp,P0_raw_train_id_threshold,mlp_h16_alpha001,24,8,0.875,0.002232970772311024,0.45214821187313636,0.01,0.286,False,False,1057,True,no_feasible_config_lowest_ood_val_alarm_then_support_signal,selected
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,DevNet_like_MLP,devnet_like_mlp,P1_raw_train_oodval_threshold,mlp_h8_alpha001,24,8,0.375,-0.4205291440188883,-0.12336695393919928,0.0,0.01,True,False,529,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,DevNet_like_MLP,devnet_like_mlp,P1_raw_train_oodval_threshold,mlp_h16_alpha001,24,8,0.5,-0.42768955670390196,0.022225684396923406,0.0,0.01,True,False,1057,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,DevNet_like_MLP,devnet_like_mlp,P2_guarded_train_id_threshold,mlp_h8_alpha001,24,8,0.75,0.018483359946403644,0.7742247173422947,0.01,0.0015,True,False,529,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,DevNet_like_MLP,devnet_like_mlp,P2_guarded_train_id_threshold,mlp_h16_alpha001,24,8,0.875,0.03554657829925416,0.2591190485469997,0.01,0.0015,True,False,1057,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,DevNet_like_MLP,devnet_like_mlp,P3_full_lowguard,mlp_h8_alpha001,24,8,0.75,0.018467453030170854,0.7742088104260619,0.01,0.0015,True,False,529,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,DevNet_like_MLP,devnet_like_mlp,P3_full_lowguard,mlp_h16_alpha001,24,8,0.875,0.035493704561376876,0.2590661748091224,0.01,0.0015,True,False,1057,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,HistGB_shallow,histgb,P0_raw_train_id_threshold,histgb_depth2_iter50_lr005,24,8,1.0,0.07757294378084743,0.9782946540256662,0.0066,0.502,False,False,50,True,no_feasible_config_lowest_ood_val_alarm_then_support_signal,selected
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,HistGB_shallow,histgb,P0_raw_train_id_threshold,histgb_depth3_iter50_lr005,24,8,1.0,0.06816839879034542,0.9724786315989686,0.01,0.518,False,False,50,False,no_feasible_config_lowest_ood_val_alarm_then_support_signal,lower_validation_rank
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,HistGB_shallow,histgb,P1_raw_train_oodval_threshold,histgb_depth2_iter50_lr005,24,8,0.875,0.03792472213882353,0.9386464323836422,0.0,0.0085,True,False,50,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,HistGB_shallow,histgb,P1_raw_train_oodval_threshold,histgb_depth3_iter50_lr005,24,8,0.625,-0.12780814283195482,0.7765020899766684,0.0,0.0015,True,False,50,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,HistGB_shallow,histgb,P2_guarded_train_id_threshold,histgb_depth2_iter50_lr005,24,8,0.625,-0.0004432146562053592,0.4996968080277504,0.006,0.0065,True,False,50,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,HistGB_shallow,histgb,P2_guarded_train_id_threshold,histgb_depth3_iter50_lr005,24,8,0.75,0.00030821606171572215,0.4999404965102831,0.0072,0.0065,True,False,50,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,HistGB_shallow,histgb,P3_full_lowguard,histgb_depth2_iter50_lr005,24,8,0.625,-0.0004432146562053592,0.4996968080277504,0.006,0.0065,True,False,50,False,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,lower_validation_rank
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,HistGB_shallow,histgb,P3_full_lowguard,histgb_depth3_iter50_lr005,24,8,0.75,0.00030821606171572215,0.4999404965102831,0.0072,0.0065,True,False,50,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,DeepSAD_like_center,deepsad_like_center,P0_raw_train_id_threshold,center_lambda0,24,8,0.125,-209.97195449829104,-166.69643035888674,0.01,0.1655,False,False,128,True,no_feasible_config_lowest_ood_val_alarm_then_support_signal,selected
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,DeepSAD_like_center,deepsad_like_center,P0_raw_train_id_threshold,center_lambda1,24,8,0.25,-478.2179928588873,-238.28626831054748,0.01,0.236,False,False,128,False,no_feasible_config_lowest_ood_val_alarm_then_support_signal,lower_validation_rank
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,DeepSAD_like_center,deepsad_like_center,P0_raw_train_id_threshold,center_lambda2,24,8,0.25,-771.9249417114261,-370.8052441406253,0.01,0.2295,False,False,128,False,no_feasible_config_lowest_ood_val_alarm_then_support_signal,lower_validation_rank
locked_harder_holdout,holdout_bin_5,50,heldout_47_51,DeepSAD_like_center,deepsad_like_center,P1_raw_train_oodval_threshold,center_lambda0,24,8,0.0,-16135.31814175415,-16092.042617614745,0.0,0.01,True,False,128,True,feasible_ood_val_then_support_val_detection_then_margin_then_simplicity,selected
