candidate,split,dro_round,class_label,env_value,rows,mean_weight,mean_loss,max_loss,held_field,held_value
CKM_M3_device_family_dro_seed42,train,0,0,iotsim-cooler-motor,15956,0.4048633742792679,0.0009921650850135636,0.9385628930615728,,
CKM_M3_device_family_dro_seed42,train,0,1,iotsim-building-monitor,2604,2.4807987711213513,0.04745758710525326,1.7244700845425165,,
CKM_M3_device_family_dro_seed42,train,0,1,iotsim-hydraulic-system,8691,0.743297664250374,0.12441785248193833,2.2210871297536054,,
CKM_M3_device_family_dro_seed42,train,0,2,iotsim-stream-consumer,20000,0.32300000000000006,0.006579383784118128,6.118028991183506,,
CKM_M3_device_family_dro_seed42,train,0,3,city-power,137,47.153284671532845,0.0010304509686598579,0.010144404667282775,,
CKM_M3_device_family_dro_seed42,train,0,3,combined-cycle,33,195.75757575757575,0.0019971243193743064,0.04028470123189802,,
CKM_M3_device_family_dro_seed42,train,0,3,ip-camera-museum,215,30.04651162790697,0.00231674402056538,0.18251962965087648,,
CKM_M3_device_family_dro_seed42,train,1,0,iotsim-combined-cycle-tls,4044,1.8604396496849203,0.1580770158879637,1.0327475629837646,,
CKM_M3_device_family_dro_seed42,train,1,0,iotsim-cooler-motor,15956,0.38241539025354176,0.0010365166827486798,0.87800169850826,,
CKM_M3_device_family_dro_seed42,train,1,1,iotsim-building-monitor,2604,2.4833790056379725,0.05088832311687161,1.7452189453786882,,
CKM_M3_device_family_dro_seed42,train,1,1,iotsim-hydraulic-system,8691,0.8192067243448276,0.12946482593010017,2.2716604181566615,,
CKM_M3_device_family_dro_seed42,train,1,2,iotsim-stream-consumer,20000,0.3072292190081694,0.006817195892062605,6.217801280655146,,
CKM_M3_device_family_dro_seed42,train,1,3,city-power,137,44.54096343675043,0.0011261248576891363,0.009413283770097725,,
CKM_M3_device_family_dro_seed42,train,1,3,combined-cycle,33,185.13605708335365,0.0014018980608415028,0.016914126596127472,,
CKM_M3_device_family_dro_seed42,train,1,3,ip-camera-museum,215,28.427587270128484,0.0026319603560359586,0.23142107034603768,,
CKM_M3_device_family_dro_seed42,train,2,0,iotsim-combined-cycle-tls,4044,1.8370846147571822,0.16006117672305137,1.0234466279496441,,
CKM_M3_device_family_dro_seed42,train,2,0,iotsim-cooler-motor,15956,0.38261677035218694,0.0010427244722103898,0.8938257691399796,,
CKM_M3_device_family_dro_seed42,train,2,1,iotsim-building-monitor,2604,2.4952266765501983,0.0500823572646788,1.6815538043510543,,
CKM_M3_device_family_dro_seed42,train,2,1,iotsim-hydraulic-system,8691,0.8247796021962676,0.12795941158421112,2.2333816899228354,,
CKM_M3_device_family_dro_seed42,train,2,2,iotsim-stream-consumer,20000,0.3074653500535912,0.006818526321409855,6.230171068322512,,
CKM_M3_device_family_dro_seed42,train,2,3,city-power,137,44.56727775285445,0.0010984214271708885,0.007604661135130721,,
CKM_M3_device_family_dro_seed42,train,2,3,combined-cycle,33,185.08551989056258,0.0013727711530255792,0.016703747912850304,,
CKM_M3_device_family_dro_seed42,train,2,3,ip-camera-museum,215,28.452188986774566,0.002554277614094036,0.22155932538300796,,
CKM_M4_source_family_dro_seed42,train,0,0,iotsim-combined-cycle-tls,4044,1.5974282888229472,0.16856020495955273,1.067657436653497,,
CKM_M4_source_family_dro_seed42,train,0,0,iotsim-cooler-motor,15956,0.4048633742792679,0.0009921650850135636,0.9385628930615728,,
CKM_M4_source_family_dro_seed42,train,0,1,iotsim-building-monitor,2604,2.4807987711213513,0.04745758710525326,1.7244700845425165,,
CKM_M4_source_family_dro_seed42,train,0,1,iotsim-hydraulic-system,8691,0.743297664250374,0.12441785248193833,2.2210871297536054,,
CKM_M4_source_family_dro_seed42,train,0,2,iotsim-stream-consumer,20000,0.32300000000000006,0.006579383784118128,6.118028991183506,,
CKM_M4_source_family_dro_seed42,train,0,3,iotsim-city-power,137,47.153284671532845,0.0010304509686598579,0.010144404667282775,,
CKM_M4_source_family_dro_seed42,train,0,3,iotsim-combined-cycle,33,195.75757575757575,0.0019971243193743064,0.04028470123189802,,
CKM_M4_source_family_dro_seed42,train,0,3,iotsim-ip-camera-museum,215,30.04651162790697,0.00231674402056538,0.18251962965087648,,
CKM_M4_source_family_dro_seed42,train,1,0,iotsim-combined-cycle-tls,4044,1.8604396496849203,0.1580770158879637,1.0327475629837646,,
CKM_M4_source_family_dro_seed42,train,1,0,iotsim-cooler-motor,15956,0.38241539025354176,0.0010365166827486798,0.87800169850826,,
CKM_M4_source_family_dro_seed42,train,1,1,iotsim-building-monitor,2604,2.4833790056379725,0.05088832311687161,1.7452189453786882,,
CKM_M4_source_family_dro_seed42,train,1,1,iotsim-hydraulic-system,8691,0.8192067243448276,0.12946482593010017,2.2716604181566615,,
CKM_M4_source_family_dro_seed42,train,1,2,iotsim-stream-consumer,20000,0.3072292190081694,0.006817195892062605,6.217801280655146,,
CKM_M4_source_family_dro_seed42,train,1,3,iotsim-city-power,137,44.54096343675043,0.0011261248576891363,0.009413283770097725,,
CKM_M4_source_family_dro_seed42,train,1,3,iotsim-combined-cycle,33,185.13605708335365,0.0014018980608415028,0.016914126596127472,,
CKM_M4_source_family_dro_seed42,train,1,3,iotsim-ip-camera-museum,215,28.427587270128484,0.0026319603560359586,0.23142107034603768,,
CKM_M4_source_family_dro_seed42,train,2,0,iotsim-combined-cycle-tls,4044,1.8370846147571822,0.16006117672305137,1.0234466279496441,,
CKM_M4_source_family_dro_seed42,train,2,0,iotsim-cooler-motor,15956,0.38261677035218694,0.0010427244722103898,0.8938257691399796,,
CKM_M4_source_family_dro_seed42,train,2,1,iotsim-building-monitor,2604,2.4952266765501983,0.0500823572646788,1.6815538043510543,,
CKM_M4_source_family_dro_seed42,train,2,1,iotsim-hydraulic-system,8691,0.8247796021962676,0.12795941158421112,2.2333816899228354,,
CKM_M4_source_family_dro_seed42,train,2,2,iotsim-stream-consumer,20000,0.3074653500535912,0.006818526321409855,6.230171068322512,,
CKM_M4_source_family_dro_seed42,train,2,3,iotsim-city-power,137,44.56727775285445,0.0010984214271708885,0.007604661135130721,,
CKM_M4_source_family_dro_seed42,train,2,3,iotsim-combined-cycle,33,185.08551989056258,0.0013727711530255792,0.016703747912850304,,
CKM_M4_source_family_dro_seed42,train,2,3,iotsim-ip-camera-museum,215,28.452188986774566,0.002554277614094036,0.22155932538300796,,
CKM_M0_c4_baseline_seed43,train,0,0,ALL,20000,0.6459999999999997,0.0693949755499615,2.294783217550644,,
CKM_M0_c4_baseline_seed43,train,0,1,ALL,11295,1.1438689685701637,0.04363570122218138,1.2119771535213593,,
CKM_M0_c4_baseline_seed43,train,0,2,ALL,20000,0.6459999999999997,0.005471666650281151,5.681516918952362,,
CKM_M0_c4_baseline_seed43,train,0,3,ALL,385,33.558441558441544,0.0015884551910002919,0.02918995276161802,,
CKM_M1_device_family_env_balanced_seed43,train,0,0,iotsim-combined-cycle-tls,4044,1.5974282888229472,0.17384813560663973,1.2560138480577216,,
CKM_M1_device_family_env_balanced_seed43,train,0,0,iotsim-cooler-motor,15956,0.4048633742792679,0.0009837269973305683,0.9654933999190535,,
CKM_M1_device_family_env_balanced_seed43,train,0,1,iotsim-building-monitor,2604,2.4807987711213513,0.045609054276549155,1.6033188196997745,,
CKM_M1_device_family_env_balanced_seed43,train,0,1,iotsim-hydraulic-system,8691,0.743297664250374,0.11934932114722746,1.9478100497610968,,
CKM_M1_device_family_env_balanced_seed43,train,0,2,iotsim-stream-consumer,20000,0.32300000000000006,0.006917321087048481,6.051927838359683,,
CKM_M1_device_family_env_balanced_seed43,train,0,3,city-power,137,47.153284671532845,0.0012829905523755966,0.034670355084998605,,
CKM_M1_device_family_env_balanced_seed43,train,0,3,combined-cycle,33,195.75757575757575,0.0016652688328223876,0.02849913943060817,,
CKM_M1_device_family_env_balanced_seed43,train,0,3,ip-camera-museum,215,30.04651162790697,0.0013105429898887314,0.0665948281230828,,
CKM_M2_source_family_env_balanced_seed43,train,0,0,iotsim-combined-cycle-tls,4044,1.5974282888229472,0.17384813560663973,1.2560138480577216,,
CKM_M2_source_family_env_balanced_seed43,train,0,0,iotsim-cooler-motor,15956,0.4048633742792679,0.0009837269973305683,0.9654933999190535,,
CKM_M2_source_family_env_balanced_seed43,train,0,1,iotsim-building-monitor,2604,2.4807987711213513,0.045609054276549155,1.6033188196997745,,
CKM_M2_source_family_env_balanced_seed43,train,0,1,iotsim-hydraulic-system,8691,0.743297664250374,0.11934932114722746,1.9478100497610968,,
CKM_M2_source_family_env_balanced_seed43,train,0,2,iotsim-stream-consumer,20000,0.32300000000000006,0.006917321087048481,6.051927838359683,,
CKM_M2_source_family_env_balanced_seed43,train,0,3,iotsim-city-power,137,47.153284671532845,0.0012829905523755966,0.034670355084998605,,
CKM_M2_source_family_env_balanced_seed43,train,0,3,iotsim-combined-cycle,33,195.75757575757575,0.0016652688328223876,0.02849913943060817,,
CKM_M2_source_family_env_balanced_seed43,train,0,3,iotsim-ip-camera-museum,215,30.04651162790697,0.0013105429898887314,0.0665948281230828,,
CKM_M3_device_family_dro_seed43,train,0,0,iotsim-combined-cycle-tls,4044,1.5974282888229472,0.17384813560663973,1.2560138480577216,,
CKM_M3_device_family_dro_seed43,train,0,0,iotsim-cooler-motor,15956,0.4048633742792679,0.0009837269973305683,0.9654933999190535,,
CKM_M3_device_family_dro_seed43,train,0,1,iotsim-building-monitor,2604,2.4807987711213513,0.045609054276549155,1.6033188196997745,,
CKM_M3_device_family_dro_seed43,train,0,1,iotsim-hydraulic-system,8691,0.743297664250374,0.11934932114722746,1.9478100497610968,,
CKM_M3_device_family_dro_seed43,train,0,2,iotsim-stream-consumer,20000,0.32300000000000006,0.006917321087048481,6.051927838359683,,
CKM_M3_device_family_dro_seed43,train,0,3,city-power,137,47.153284671532845,0.0012829905523755966,0.034670355084998605,,
CKM_M3_device_family_dro_seed43,train,0,3,combined-cycle,33,195.75757575757575,0.0016652688328223876,0.02849913943060817,,
CKM_M3_device_family_dro_seed43,train,0,3,ip-camera-museum,215,30.04651162790697,0.0013105429898887314,0.0665948281230828,,
CKM_M3_device_family_dro_seed43,train,1,0,iotsim-combined-cycle-tls,4044,1.8733487743705206,0.1618995399392924,1.111461219607625,,
CKM_M3_device_family_dro_seed43,train,1,0,iotsim-cooler-motor,15956,0.3825279617027668,0.0011187915445472763,0.8911838802645339,,
CKM_M3_device_family_dro_seed43,train,1,1,iotsim-building-monitor,2604,2.4784028556609266,0.049434557231266316,1.6903161102789854,,
CKM_M3_device_family_dro_seed43,train,1,1,iotsim-hydraulic-system,8691,0.8142811279104868,0.1259445743578034,2.0219493983423216,,
CKM_M3_device_family_dro_seed43,train,1,2,iotsim-stream-consumer,20000,0.3074527467052254,0.00726915418413312,6.027030780098973,,
CKM_M3_device_family_dro_seed43,train,1,3,city-power,137,44.56861183486038,0.001308241426099924,0.025444844180400095,,
CKM_M3_device_family_dro_seed43,train,1,3,combined-cycle,33,185.11570332419706,0.0012305933580986814,0.010437856151500044,,
CKM_M3_device_family_dro_seed43,train,1,3,ip-camera-museum,215,28.40051216523853,0.0013094525604202694,0.05411828350586365,,
CKM_M3_device_family_dro_seed43,train,2,0,iotsim-combined-cycle-tls,4044,1.8463695903665955,0.16429290844432617,1.2075569228840226,,
CKM_M3_device_family_dro_seed43,train,2,0,iotsim-cooler-motor,15956,0.38275689092966925,0.001076066668328964,0.9225603535502191,,
CKM_M3_device_family_dro_seed43,train,2,1,iotsim-building-monitor,2604,2.4913523510958346,0.04857294108281246,1.704937067509643,,
CKM_M3_device_family_dro_seed43,train,2,1,iotsim-hydraulic-system,8691,0.8213745301714662,0.12366936368021211,2.0666055523199014,,
CKM_M3_device_family_dro_seed43,train,2,2,iotsim-stream-consumer,20000,0.30772011487463674,0.007294311887126127,6.048483383071046,,
CKM_M3_device_family_dro_seed43,train,2,3,city-power,137,44.58916350116644,0.001265566338972101,0.02204189878332259,,
CKM_M3_device_family_dro_seed43,train,2,3,combined-cycle,33,185.09462169687865,0.0011411148520211376,0.008689036096789577,,
CKM_M3_device_family_dro_seed43,train,2,3,ip-camera-museum,215,28.412672780280907,0.0013707832081799262,0.05791748429121683,,
CKM_M4_source_family_dro_seed43,train,0,0,iotsim-combined-cycle-tls,4044,1.5974282888229472,0.17384813560663973,1.2560138480577216,,
CKM_M4_source_family_dro_seed43,train,0,0,iotsim-cooler-motor,15956,0.4048633742792679,0.0009837269973305683,0.9654933999190535,,
CKM_M4_source_family_dro_seed43,train,0,1,iotsim-building-monitor,2604,2.4807987711213513,0.045609054276549155,1.6033188196997745,,
CKM_M4_source_family_dro_seed43,train,0,1,iotsim-hydraulic-system,8691,0.743297664250374,0.11934932114722746,1.9478100497610968,,
CKM_M4_source_family_dro_seed43,train,0,2,iotsim-stream-consumer,20000,0.32300000000000006,0.006917321087048481,6.051927838359683,,
CKM_M4_source_family_dro_seed43,train,0,3,iotsim-city-power,137,47.153284671532845,0.0012829905523755966,0.034670355084998605,,
CKM_M4_source_family_dro_seed43,train,0,3,iotsim-combined-cycle,33,195.75757575757575,0.0016652688328223876,0.02849913943060817,,
CKM_M4_source_family_dro_seed43,train,0,3,iotsim-ip-camera-museum,215,30.04651162790697,0.0013105429898887314,0.0665948281230828,,
CKM_M4_source_family_dro_seed43,train,1,0,iotsim-combined-cycle-tls,4044,1.8733487743705206,0.1618995399392924,1.111461219607625,,
CKM_M4_source_family_dro_seed43,train,1,0,iotsim-cooler-motor,15956,0.3825279617027668,0.0011187915445472763,0.8911838802645339,,
CKM_M4_source_family_dro_seed43,train,1,1,iotsim-building-monitor,2604,2.4784028556609266,0.049434557231266316,1.6903161102789854,,
CKM_M4_source_family_dro_seed43,train,1,1,iotsim-hydraulic-system,8691,0.8142811279104868,0.1259445743578034,2.0219493983423216,,
CKM_M4_source_family_dro_seed43,train,1,2,iotsim-stream-consumer,20000,0.3074527467052254,0.00726915418413312,6.027030780098973,,
CKM_M4_source_family_dro_seed43,train,1,3,iotsim-city-power,137,44.56861183486038,0.001308241426099924,0.025444844180400095,,
CKM_M4_source_family_dro_seed43,train,1,3,iotsim-combined-cycle,33,185.11570332419706,0.0012305933580986814,0.010437856151500044,,
CKM_M4_source_family_dro_seed43,train,1,3,iotsim-ip-camera-museum,215,28.40051216523853,0.0013094525604202694,0.05411828350586365,,
CKM_M4_source_family_dro_seed43,train,2,0,iotsim-combined-cycle-tls,4044,1.8463695903665955,0.16429290844432617,1.2075569228840226,,
CKM_M4_source_family_dro_seed43,train,2,0,iotsim-cooler-motor,15956,0.38275689092966925,0.001076066668328964,0.9225603535502191,,
CKM_M4_source_family_dro_seed43,train,2,1,iotsim-building-monitor,2604,2.4913523510958346,0.04857294108281246,1.704937067509643,,
CKM_M4_source_family_dro_seed43,train,2,1,iotsim-hydraulic-system,8691,0.8213745301714662,0.12366936368021211,2.0666055523199014,,
CKM_M4_source_family_dro_seed43,train,2,2,iotsim-stream-consumer,20000,0.30772011487463674,0.007294311887126127,6.048483383071046,,
CKM_M4_source_family_dro_seed43,train,2,3,iotsim-city-power,137,44.58916350116644,0.001265566338972101,0.02204189878332259,,
CKM_M4_source_family_dro_seed43,train,2,3,iotsim-combined-cycle,33,185.09462169687865,0.0011411148520211376,0.008689036096789577,,
CKM_M4_source_family_dro_seed43,train,2,3,iotsim-ip-camera-museum,215,28.412672780280907,0.0013707832081799262,0.05791748429121683,,
CKM_M0_c4_baseline_seed44,train,0,0,ALL,20000,0.6459999999999997,0.06912148028948638,2.3119890148823656,,
CKM_M0_c4_baseline_seed44,train,0,1,ALL,11295,1.1438689685701637,0.04450657786660691,1.0286655980575843,,
CKM_M0_c4_baseline_seed44,train,0,2,ALL,20000,0.6459999999999997,0.005138040630829698,5.648670914888901,,
CKM_M0_c4_baseline_seed44,train,0,3,ALL,385,33.558441558441544,0.0015510969584155525,0.024711823657460254,,
CKM_M1_device_family_env_balanced_seed44,train,0,0,iotsim-combined-cycle-tls,4044,1.5974282888229472,0.1715107510515084,1.1885420697316411,,
CKM_M1_device_family_env_balanced_seed44,train,0,0,iotsim-cooler-motor,15956,0.4048633742792679,0.001115647577750644,0.9109441755410033,,
CKM_M1_device_family_env_balanced_seed44,train,0,1,iotsim-building-monitor,2604,2.4807987711213513,0.0476110127930717,1.6349138585991778,,
CKM_M1_device_family_env_balanced_seed44,train,0,1,iotsim-hydraulic-system,8691,0.743297664250374,0.12129152698921082,1.8952325394819383,,
CKM_M1_device_family_env_balanced_seed44,train,0,2,iotsim-stream-consumer,20000,0.32300000000000006,0.006515232194469534,6.01286520735889,,
CKM_M1_device_family_env_balanced_seed44,train,0,3,city-power,137,47.153284671532845,0.001103289779581016,0.008536023597213211,,
CKM_M1_device_family_env_balanced_seed44,train,0,3,combined-cycle,33,195.75757575757575,0.0012654086907170122,0.011123604088774115,,
CKM_M1_device_family_env_balanced_seed44,train,0,3,ip-camera-museum,215,30.04651162790697,0.0014204403470562724,0.06407304301632206,,
CKM_M2_source_family_env_balanced_seed44,train,0,0,iotsim-combined-cycle-tls,4044,1.5974282888229472,0.1715107510515084,1.1885420697316411,,
CKM_M2_source_family_env_balanced_seed44,train,0,0,iotsim-cooler-motor,15956,0.4048633742792679,0.001115647577750644,0.9109441755410033,,
CKM_M2_source_family_env_balanced_seed44,train,0,1,iotsim-building-monitor,2604,2.4807987711213513,0.0476110127930717,1.6349138585991778,,
CKM_M2_source_family_env_balanced_seed44,train,0,1,iotsim-hydraulic-system,8691,0.743297664250374,0.12129152698921082,1.8952325394819383,,
CKM_M2_source_family_env_balanced_seed44,train,0,2,iotsim-stream-consumer,20000,0.32300000000000006,0.006515232194469534,6.01286520735889,,
CKM_M2_source_family_env_balanced_seed44,train,0,3,iotsim-city-power,137,47.153284671532845,0.001103289779581016,0.008536023597213211,,
CKM_M2_source_family_env_balanced_seed44,train,0,3,iotsim-combined-cycle,33,195.75757575757575,0.0012654086907170122,0.011123604088774115,,
CKM_M2_source_family_env_balanced_seed44,train,0,3,iotsim-ip-camera-museum,215,30.04651162790697,0.0014204403470562724,0.06407304301632206,,
CKM_M3_device_family_dro_seed44,train,0,0,iotsim-combined-cycle-tls,4044,1.5974282888229472,0.1715107510515084,1.1885420697316411,,
CKM_M3_device_family_dro_seed44,train,0,0,iotsim-cooler-motor,15956,0.4048633742792679,0.001115647577750644,0.9109441755410033,,
CKM_M3_device_family_dro_seed44,train,0,1,iotsim-building-monitor,2604,2.4807987711213513,0.0476110127930717,1.6349138585991778,,
CKM_M3_device_family_dro_seed44,train,0,1,iotsim-hydraulic-system,8691,0.743297664250374,0.12129152698921082,1.8952325394819383,,
CKM_M3_device_family_dro_seed44,train,0,2,iotsim-stream-consumer,20000,0.32300000000000006,0.006515232194469534,6.01286520735889,,
CKM_M3_device_family_dro_seed44,train,0,3,city-power,137,47.153284671532845,0.001103289779581016,0.008536023597213211,,
CKM_M3_device_family_dro_seed44,train,0,3,combined-cycle,33,195.75757575757575,0.0012654086907170122,0.011123604088774115,,
CKM_M3_device_family_dro_seed44,train,0,3,ip-camera-museum,215,30.04651162790697,0.0014204403470562724,0.06407304301632206,,
CKM_M3_device_family_dro_seed44,train,1,0,iotsim-combined-cycle-tls,4044,1.867680896880386,0.16027758178271861,1.106361571547504,,
CKM_M3_device_family_dro_seed44,train,1,0,iotsim-cooler-motor,15956,0.38254958004073997,0.0011435327192826517,0.8495603511500075,,
CKM_M3_device_family_dro_seed44,train,1,1,iotsim-building-monitor,2604,2.4843434095376313,0.05108331049535696,1.615064543428103,,
CKM_M3_device_family_dro_seed44,train,1,1,iotsim-hydraulic-system,8691,0.816171938521256,0.12677323821233905,2.2099174179660506,,
CKM_M3_device_family_dro_seed44,train,1,2,iotsim-stream-consumer,20000,0.3072649507499219,0.006747844312708475,6.3068027677181515,,
CKM_M3_device_family_dro_seed44,train,1,3,city-power,137,44.55377233911809,0.0012126984656936908,0.00856839081114812,,
CKM_M3_device_family_dro_seed44,train,1,3,combined-cycle,33,185.00314776063837,0.0013032052885902422,0.008685815028063522,,
CKM_M3_device_family_dro_seed44,train,1,3,ip-camera-museum,215,28.40133533117565,0.0014309578734793141,0.054366680060632014,,
CKM_M3_device_family_dro_seed44,train,2,0,iotsim-combined-cycle-tls,4044,1.8425375609497285,0.16222122104401238,1.1590063684980907,,
CKM_M3_device_family_dro_seed44,train,2,0,iotsim-cooler-motor,15956,0.382749533414689,0.0011779649508859176,0.8861178134558805,,
CKM_M3_device_family_dro_seed44,train,2,1,iotsim-building-monitor,2604,2.496366983730556,0.05038306700253487,1.6121156981854936,,
CKM_M3_device_family_dro_seed44,train,2,1,iotsim-hydraulic-system,8691,0.8221845423687022,0.1250664854161388,2.1416560995301723,,
CKM_M3_device_family_dro_seed44,train,2,2,iotsim-stream-consumer,20000,0.30750423683715933,0.006734982743966597,6.158977586298635,,
CKM_M3_device_family_dro_seed44,train,2,3,city-power,137,44.58160281102289,0.0012121371337044538,0.009181058067188106,,
CKM_M3_device_family_dro_seed44,train,2,3,combined-cycle,33,185.10213962246817,0.0013953215096963868,0.011270411660764833,,
CKM_M3_device_family_dro_seed44,train,2,3,ip-camera-museum,215,28.415563421390647,0.0014294387744157046,0.05675587928747804,,
CKM_M4_source_family_dro_seed44,train,0,0,iotsim-combined-cycle-tls,4044,1.5974282888229472,0.1715107510515084,1.1885420697316411,,
CKM_M4_source_family_dro_seed44,train,0,0,iotsim-cooler-motor,15956,0.4048633742792679,0.001115647577750644,0.9109441755410033,,
CKM_M4_source_family_dro_seed44,train,0,1,iotsim-building-monitor,2604,2.4807987711213513,0.0476110127930717,1.6349138585991778,,
CKM_M4_source_family_dro_seed44,train,0,1,iotsim-hydraulic-system,8691,0.743297664250374,0.12129152698921082,1.8952325394819383,,
CKM_M4_source_family_dro_seed44,train,0,2,iotsim-stream-consumer,20000,0.32300000000000006,0.006515232194469534,6.01286520735889,,
CKM_M4_source_family_dro_seed44,train,0,3,iotsim-city-power,137,47.153284671532845,0.001103289779581016,0.008536023597213211,,
CKM_M4_source_family_dro_seed44,train,0,3,iotsim-combined-cycle,33,195.75757575757575,0.0012654086907170122,0.011123604088774115,,
CKM_M4_source_family_dro_seed44,train,0,3,iotsim-ip-camera-museum,215,30.04651162790697,0.0014204403470562724,0.06407304301632206,,
CKM_M4_source_family_dro_seed44,train,1,0,iotsim-combined-cycle-tls,4044,1.867680896880386,0.16027758178271861,1.106361571547504,,
CKM_M4_source_family_dro_seed44,train,1,0,iotsim-cooler-motor,15956,0.38254958004073997,0.0011435327192826517,0.8495603511500075,,
CKM_M4_source_family_dro_seed44,train,1,1,iotsim-building-monitor,2604,2.4843434095376313,0.05108331049535696,1.615064543428103,,
CKM_M4_source_family_dro_seed44,train,1,1,iotsim-hydraulic-system,8691,0.816171938521256,0.12677323821233905,2.2099174179660506,,
CKM_M4_source_family_dro_seed44,train,1,2,iotsim-stream-consumer,20000,0.3072649507499219,0.006747844312708475,6.3068027677181515,,
CKM_M4_source_family_dro_seed44,train,1,3,iotsim-city-power,137,44.55377233911809,0.0012126984656936908,0.00856839081114812,,
CKM_M4_source_family_dro_seed44,train,1,3,iotsim-combined-cycle,33,185.00314776063837,0.0013032052885902422,0.008685815028063522,,
CKM_M4_source_family_dro_seed44,train,1,3,iotsim-ip-camera-museum,215,28.40133533117565,0.0014309578734793141,0.054366680060632014,,
CKM_M4_source_family_dro_seed44,train,2,0,iotsim-combined-cycle-tls,4044,1.8425375609497285,0.16222122104401238,1.1590063684980907,,
CKM_M4_source_family_dro_seed44,train,2,0,iotsim-cooler-motor,15956,0.382749533414689,0.0011779649508859176,0.8861178134558805,,
CKM_M4_source_family_dro_seed44,train,2,1,iotsim-building-monitor,2604,2.496366983730556,0.05038306700253487,1.6121156981854936,,
CKM_M4_source_family_dro_seed44,train,2,1,iotsim-hydraulic-system,8691,0.8221845423687022,0.1250664854161388,2.1416560995301723,,
CKM_M4_source_family_dro_seed44,train,2,2,iotsim-stream-consumer,20000,0.30750423683715933,0.006734982743966597,6.158977586298635,,
CKM_M4_source_family_dro_seed44,train,2,3,iotsim-city-power,137,44.58160281102289,0.0012121371337044538,0.009181058067188106,,
CKM_M4_source_family_dro_seed44,train,2,3,iotsim-combined-cycle,33,185.10213962246817,0.0013953215096963868,0.011270411660764833,,
CKM_M4_source_family_dro_seed44,train,2,3,iotsim-ip-camera-museum,215,28.415563421390647,0.0014294387744157046,0.05675587928747804,,
CKM_M0_c4_baseline_seed45,train,0,0,ALL,20000,0.6459999999999997,0.06772096442198391,2.291940906391371,,
CKM_M0_c4_baseline_seed45,train,0,1,ALL,11295,1.1438689685701637,0.04494515103304161,1.1196420801099218,,
CKM_M0_c4_baseline_seed45,train,0,2,ALL,20000,0.6459999999999997,0.005000183833520319,5.616884594419116,,
CKM_M0_c4_baseline_seed45,train,0,3,ALL,385,33.558441558441544,0.004166913726345405,0.9208219161782037,,
