object_label,orientation,threshold_q99,id_equal_threshold_ratio,id_gt_threshold_ratio,id_ge_threshold_ratio,is_precheck_chosen_orientation
dA,raw_score,1.7991714282483922,0.0,0.01,0.01,False
dA,neg_raw_score,-0.004927511042990001,0.0,0.01,0.01,True
strongest_candidate_transformer_covreg_v2_seed101,raw_score,0.15997737167572976,0.0,0.01,0.01,False
strongest_candidate_transformer_covreg_v2_seed101,neg_raw_score,-0.07126987142658234,0.19625,0.00125,0.1975,True
ft_transformer_ae,raw_score,60.78002990722656,0.0,0.01,0.01,False
ft_transformer_ae,neg_raw_score,-0.030798068270087242,0.19075,0.00575,0.1965,True
