candidate,metric,rows,hard_recall,c1_hard_recall,delta_vs_c1_pp,delta_ci_low_pp,delta_ci_high_pp,ci_cluster_unit,ci_clusters,review_rate,seed,attack_family
M1-Random,attack_family_recall,27722,0.9999278551331072,1.0,-0.007214486689277599,-0.199203187250996,0.0,source,6.0,0.0,27,Merlin TCP Flooding
M1-Random,attack_family_recall,10298,0.9995144688288988,1.0,-0.04855311711011723,-1.910828025477707,0.0,source,6.0,0.0,27,Merlin UDP Flooding
M1-Random,attack_family_recall,369,0.8401084010840109,0.8644986449864499,-2.4390243902439046,-2.5139664804469275,0.0,source,3.0,0.0,27,Mirai C&C Communication
M1-Random,attack_family_recall,27722,0.9999639275665536,1.0,-0.0036072433446387997,-0.0065928270042194086,0.0,source,6.0,0.0,27,Mirai GRE Flooding
M1-Random,attack_family_recall,27721,0.999855705061145,1.0,-0.014429493885503852,-0.19933554817275745,-0.007903857482455416,source,6.0,0.0,27,Mirai TCP Flooding
M1-Random,attack_family_recall,27722,0.9997114205324291,1.0,-0.028857946757088193,-0.606341189674523,-0.00404481656756866,source,6.0,0.0,27,Mirai UDP Flooding
M1-Random,attack_family_recall,167,1.0,1.0,0.0,0.0,0.0,source,4.0,0.0,27,Reporting
M1-Random,attack_family_recall,39711,0.9993956334516885,1.0,-0.060436654831153014,-0.1400560224089636,-0.023720654237873458,source,5.0,0.0,27,TCP Scan
M1-Random,attack_family_recall,39712,0.9944349315068494,1.0,-0.5565068493150638,-1.3334145153433998,-0.25662251655629137,source,5.0,0.0,27,Telnet Brute Force
M1-Random,attack_family_recall,113,0.3008849557522124,1.0,-69.91150442477876,-78.90139542055354,-61.015915667631255,episode,60.0,0.0,27,UDP Scan
M1-Random,worst_family_recall,113,0.3008849557522124,1.0,-69.91150442477876,,,,,0.0,27,UDP Scan
M1-SSL,overall_attack_hard_recall,244050,0.98079901659496,0.9997951239500102,-1.8996107355050196,-5.1186886259955156,-1.4525462686064272,source,8.0,0.0,27,
M1-SSL,support_val_recall,69,0.8405797101449275,1.0,-15.94202898550725,-21.73913043478261,-12.5,source,3.0,0.0,27,
M1-SSL,same_file_attack_recall,2486,0.9444891391794047,1.0,-5.5510860820595305,-6.847133030452494,-4.290558415124422,episode,14.0,0.0,27,
M1-SSL,future_attack_recall,131391,0.9776544816616054,0.9996194564315668,-2.19649747699614,-5.3115564095525665,-1.4255414316014257,source,5.0,0.0,27,
M1-SSL,sealed_attack_recall,110104,0.9854592022088208,1.0,-1.4540797791179227,-2.77681850734822,-0.8347979634253012,episode,208.0,0.0,27,
M1-SSL,domotic_attack_recall,3000,0.9486666666666667,1.0,-5.133333333333335,-8.88733217121859,-2.9011629488706694,episode,77.0,0.0,27,
M1-SSL,combined_attack_recall,5492,0.954843408594319,1.0,-4.515659140568095,-6.411483253588517,-1.9940602460755197,source,2.0,0.0,27,
M1-SSL,attack_family_recall,179,0.9441340782122905,1.0,-5.586592178770955,-7.6923076923076925,0.0,source,4.0,0.0,27,C&C Communication
M1-SSL,attack_family_recall,320,0.984375,1.0,-1.5625,-1.8867924528301887,-1.2422360248447204,episode,2.0,0.0,27,CoAP Amplification
M1-SSL,attack_family_recall,2569,0.9980537173997664,1.0,-0.1946282600233551,-2.0408163265306123,0.0,source,4.0,0.0,27,File Download
M1-SSL,attack_family_recall,10069,0.9479590823319098,1.0,-5.204091766809016,-7.3957237995092875,-4.675794368380264,source,5.0,0.0,27,Ingress Tool Transfer
M1-SSL,attack_family_recall,9926,0.9582913560346564,1.0,-4.170864396534357,-20.0,-3.966035000517759,source,3.0,0.0,27,Merlin C&C Communication
M1-SSL,attack_family_recall,19730,1.0,1.0,0.0,0.0,0.0,source,6.0,0.0,27,Merlin ICMP Flooding
M1-SSL,attack_family_recall,27722,0.9998557102662146,1.0,-0.014428973378544097,-0.199203187250996,0.0,source,6.0,0.0,27,Merlin TCP Flooding
M1-SSL,attack_family_recall,10298,0.9956302194600893,1.0,-0.43697805399106615,-19.426751592356688,-0.019973349683538904,source,6.0,0.0,27,Merlin UDP Flooding
M1-SSL,attack_family_recall,369,0.6964769647696477,0.8644986449864499,-16.80216802168022,-50.0,-15.921787709497206,source,3.0,0.0,27,Mirai C&C Communication
M1-SSL,attack_family_recall,27722,0.9997474929658755,1.0,-0.025250703412449393,-0.985663082437276,-0.007494004796163069,source,6.0,0.0,27,Mirai GRE Flooding
M1-SSL,attack_family_recall,27721,0.9998917787958588,1.0,-0.010822120414122338,-0.19933554817275745,0.0,source,6.0,0.0,27,Mirai TCP Flooding
M1-SSL,attack_family_recall,27722,0.9998557102662146,1.0,-0.014428973378544097,-0.8221993833504625,-0.001730844716428108,source,6.0,0.0,27,Mirai UDP Flooding
M1-SSL,attack_family_recall,167,0.9940119760479041,1.0,-0.5988023952095856,-20.0,0.0,source,4.0,0.0,27,Reporting
M1-SSL,attack_family_recall,39711,0.9854952028405227,1.0,-1.4504797159477278,-3.7865876250463137,-0.5214819427148194,source,5.0,0.0,27,TCP Scan
M1-SSL,attack_family_recall,39712,0.9252115229653505,1.0,-7.478847703464952,-9.169508037018996,-6.240012783636945,source,5.0,0.0,27,Telnet Brute Force
M1-SSL,attack_family_recall,113,0.9469026548672567,1.0,-5.309734513274334,-10.317460317460316,-1.0189364207221363,episode,60.0,0.0,27,UDP Scan
M1-SSL,worst_family_recall,369,0.6964769647696477,0.8644986449864499,-16.80216802168022,,,,,0.0,27,Mirai C&C Communication
TGN-only,overall_attack_hard_recall,244050,0.9820446629788978,0.9997951239500102,-1.7750460971112436,-4.844753721985206,-1.3529356757236919,source,8.0,0.0,27,
TGN-only,support_val_recall,69,0.8405797101449275,1.0,-15.94202898550725,-21.73913043478261,-12.5,source,3.0,0.0,27,
TGN-only,same_file_attack_recall,2486,0.9444891391794047,1.0,-5.5510860820595305,-7.240968569065344,-3.9136095303905725,episode,14.0,0.0,27,
TGN-only,future_attack_recall,131391,0.979085325478914,0.9996194564315668,-2.0534130952652774,-4.9409827065605265,-1.3298320035013298,source,5.0,0.0,27,
TGN-only,sealed_attack_recall,110104,0.986512751580324,1.0,-1.3487248419675968,-2.6002414132686353,-0.7685918986391514,episode,208.0,0.0,27,
TGN-only,domotic_attack_recall,3000,0.9503333333333334,1.0,-4.966666666666663,-8.583332398081788,-2.7167334441794924,episode,77.0,0.0,27,
TGN-only,combined_attack_recall,5492,0.956300072833212,1.0,-4.369992716678805,-6.188197767145136,-1.951633432329232,source,2.0,0.0,27,
TGN-only,attack_family_recall,179,0.9497206703910615,1.0,-5.027932960893855,-6.593406593406594,0.0,source,4.0,0.0,27,C&C Communication
TGN-only,attack_family_recall,320,0.984375,1.0,-1.5625,-1.8867924528301887,-1.2422360248447204,episode,2.0,0.0,27,CoAP Amplification
TGN-only,attack_family_recall,2569,0.9980537173997664,1.0,-0.1946282600233551,-2.0408163265306123,0.0,source,4.0,0.0,27,File Download
TGN-only,attack_family_recall,10069,0.9478597676035356,1.0,-5.214023239646437,-7.3957237995092875,-4.546628778093516,source,5.0,0.0,27,Ingress Tool Transfer
TGN-only,attack_family_recall,9926,0.96060850292162,1.0,-3.9391497078379967,-20.0,-3.748576162369266,source,3.0,0.0,27,Merlin C&C Communication
TGN-only,attack_family_recall,19730,1.0,1.0,0.0,0.0,0.0,source,6.0,0.0,27,Merlin ICMP Flooding
TGN-only,attack_family_recall,27722,0.9999278551331072,1.0,-0.007214486689277599,-0.013186088676446349,0.0,source,6.0,0.0,27,Merlin TCP Flooding
TGN-only,attack_family_recall,10298,0.9954360069916489,1.0,-0.4563993008351086,-20.382165605095544,-0.019973349683538904,source,6.0,0.0,27,Merlin UDP Flooding
TGN-only,attack_family_recall,369,0.8021680216802168,0.8644986449864499,-6.233062330623307,-55.55555555555556,-4.748603351955307,source,3.0,0.0,27,Mirai C&C Communication
TGN-only,attack_family_recall,27722,0.9997835653993218,1.0,-0.021643460067821696,-0.8620689655172413,-0.003971090461440711,source,6.0,0.0,27,Mirai GRE Flooding
TGN-only,attack_family_recall,27721,0.9998917787958588,1.0,-0.010822120414122338,-0.19933554817275745,0.0,source,6.0,0.0,27,Mirai TCP Flooding
TGN-only,attack_family_recall,27722,0.9998557102662146,1.0,-0.014428973378544097,-0.8221993833504625,-0.001730844716428108,source,6.0,0.0,27,Mirai UDP Flooding
TGN-only,attack_family_recall,167,0.9940119760479041,1.0,-0.5988023952095856,-20.0,0.0,source,4.0,0.0,27,Reporting
TGN-only,attack_family_recall,39711,0.9866787539976329,1.0,-1.332124600236706,-3.423490181548722,-0.4845112079701121,source,5.0,0.0,27,TCP Scan
TGN-only,attack_family_recall,39712,0.9300966962127317,1.0,-6.990330378726828,-8.536288358499757,-5.94106463878327,source,5.0,0.0,27,Telnet Brute Force
TGN-only,attack_family_recall,113,0.9469026548672567,1.0,-5.309734513274334,-10.317460317460316,-1.0189364207221363,episode,60.0,0.0,27,UDP Scan
TGN-only,worst_family_recall,369,0.8021680216802168,0.8644986449864499,-6.233062330623307,,,,,0.0,27,Mirai C&C Communication
