candidate,verifier_threshold,quantile,support_val_c1_recall,support_val_hard_recall,select_benign_hard_rate,eligible,selected,selected_despite_constraint_failure,gate_constraint_pass,held_value,c1_candidate_threshold,seed
M1-Random,0.5057255973313982,0.9689473684210527,1.0,0.782608695652174,0.0,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-Random,0.7336866974830624,0.995,1.0,0.6666666666666666,0.0,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-SSL,0.06394274160265923,0.5,1.0,0.8405797101449275,0.0012222222222222222,False,True,True,False,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-SSL,0.06993989719960249,0.5260526315789473,1.0,0.8260869565217391,0.0008888888888888889,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-SSL,0.07586071965333663,0.5521052631578948,1.0,0.7971014492753623,0.0008888888888888889,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-SSL,0.08203077748025718,0.5781578947368421,1.0,0.7971014492753623,0.0007777777777777777,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-SSL,0.08878234529181533,0.6042105263157895,1.0,0.7971014492753623,0.0007777777777777777,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-SSL,0.09686085638639175,0.6302631578947369,1.0,0.7971014492753623,0.0006666666666666666,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-SSL,0.10469608486875107,0.6563157894736842,1.0,0.7681159420289855,0.0005555555555555556,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-SSL,0.1137354492690218,0.6823684210526315,1.0,0.7681159420289855,0.0005555555555555556,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-SSL,0.12450192571470613,0.708421052631579,1.0,0.7391304347826086,0.0005555555555555556,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-SSL,0.1369375547256909,0.7344736842105264,1.0,0.7391304347826086,0.0005555555555555556,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-SSL,0.15084278532548956,0.7605263157894737,1.0,0.7246376811594203,0.0005555555555555556,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-SSL,0.16659584291671453,0.786578947368421,1.0,0.7246376811594203,0.00044444444444444447,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-SSL,0.18528927015630822,0.8126315789473684,1.0,0.7246376811594203,0.0003333333333333333,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-SSL,0.20683720579664963,0.8386842105263158,1.0,0.7246376811594203,0.00022222222222222223,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-SSL,0.23442831760958618,0.8647368421052631,1.0,0.6956521739130435,0.00022222222222222223,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-SSL,0.2678047146844237,0.8907894736842106,1.0,0.6376811594202898,0.00022222222222222223,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-SSL,0.31478603962220647,0.9168421052631579,1.0,0.6376811594202898,0.00022222222222222223,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-SSL,0.3702542255191426,0.9428947368421052,1.0,0.6376811594202898,0.00011111111111111112,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-SSL,0.46432002230694414,0.9689473684210527,1.0,0.6231884057971014,0.00011111111111111112,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-SSL,0.6963037967681873,0.995,1.0,0.391304347826087,0.00011111111111111112,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
TGN-only,0.06485111266374588,0.5,1.0,0.8405797101449275,0.5,False,True,True,False,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
TGN-only,0.07066438431018277,0.5260526315789473,1.0,0.8260869565217391,0.474,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
TGN-only,0.07638942989863848,0.5521052631578948,1.0,0.8115942028985508,0.4478888888888889,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
TGN-only,0.08267575900021353,0.5781578947368421,1.0,0.7971014492753623,0.42188888888888887,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
TGN-only,0.09002710444362541,0.6042105263157895,1.0,0.782608695652174,0.3957777777777778,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
TGN-only,0.09736232465427173,0.6302631578947369,1.0,0.782608695652174,0.36977777777777776,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
TGN-only,0.10494554274568432,0.6563157894736842,1.0,0.782608695652174,0.3436666666666667,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
TGN-only,0.11458084539559325,0.6823684210526315,1.0,0.7681159420289855,0.31766666666666665,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
TGN-only,0.12546586491559683,0.708421052631579,1.0,0.7536231884057971,0.29155555555555557,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
TGN-only,0.13848506036165517,0.7344736842105264,1.0,0.7391304347826086,0.26555555555555554,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
TGN-only,0.15319872129904596,0.7605263157894737,1.0,0.7246376811594203,0.23955555555555555,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
TGN-only,0.1680618813986841,0.786578947368421,1.0,0.7246376811594203,0.21344444444444444,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
TGN-only,0.18824861256699812,0.8126315789473684,1.0,0.7246376811594203,0.18744444444444444,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
TGN-only,0.2084038041257545,0.8386842105263158,1.0,0.7246376811594203,0.16133333333333333,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
TGN-only,0.2354263639842209,0.8647368421052631,1.0,0.6956521739130435,0.13533333333333333,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
TGN-only,0.27033781091633596,0.8907894736842106,1.0,0.6666666666666666,0.10922222222222222,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
TGN-only,0.31348226035896104,0.9168421052631579,1.0,0.6376811594202898,0.08322222222222223,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
TGN-only,0.370820221124511,0.9428947368421052,1.0,0.6376811594202898,0.05711111111111111,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
TGN-only,0.46466769105509675,0.9689473684210527,1.0,0.6231884057971014,0.03111111111111111,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
TGN-only,0.6926978617906546,0.995,1.0,0.391304347826087,0.005,False,,,,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,27
M1-Random,0.06486746668815613,0.5,1.0,0.9420289855072463,0.0016666666666666668,False,True,True,False,iotsim-stream-consumer,0.0003644103102766704,27
M1-Random,0.0706862325985965,0.5260526315789473,1.0,0.9420289855072463,0.0015,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-Random,0.07626273944189677,0.5521052631578948,1.0,0.9420289855072463,0.0015,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-Random,0.08311959575665624,0.5781578947368421,1.0,0.9130434782608695,0.0013333333333333333,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-Random,0.09054530532736528,0.6042105263157895,1.0,0.9130434782608695,0.0011666666666666668,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-Random,0.09928878683988986,0.6302631578947369,1.0,0.8985507246376812,0.0011666666666666668,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-Random,0.1093988881417011,0.6563157894736842,1.0,0.8985507246376812,0.0011666666666666668,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-Random,0.11902352659717985,0.6823684210526315,1.0,0.8985507246376812,0.0011666666666666668,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-Random,0.13138391264175117,0.708421052631579,1.0,0.8985507246376812,0.0008333333333333334,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-Random,0.14415525579923083,0.7344736842105264,1.0,0.8985507246376812,0.0006666666666666666,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-Random,0.15873150123577398,0.7605263157894737,1.0,0.8985507246376812,0.0006666666666666666,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-Random,0.1782447246815029,0.786578947368421,1.0,0.8985507246376812,0.0005,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-Random,0.2003307636474308,0.8126315789473684,1.0,0.8985507246376812,0.0003333333333333333,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-Random,0.22263775607472974,0.8386842105263158,1.0,0.8985507246376812,0.0003333333333333333,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-Random,0.2529496953048204,0.8647368421052631,1.0,0.8985507246376812,0.0003333333333333333,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-Random,0.28554375740258336,0.8907894736842106,1.0,0.8985507246376812,0.0003333333333333333,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-Random,0.3327037322521205,0.9168421052631579,1.0,0.8840579710144928,0.0003333333333333333,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-Random,0.3921327685760824,0.9428947368421052,1.0,0.855072463768116,0.0003333333333333333,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-Random,0.4994845296207227,0.9689473684210527,1.0,0.7971014492753623,0.0003333333333333333,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-Random,0.7707833120226874,0.995,1.0,0.6811594202898551,0.0,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-SSL,0.038406115025281906,0.5,1.0,1.0,0.0018333333333333333,True,True,False,True,iotsim-stream-consumer,0.0003644103102766704,27
M1-SSL,0.04093238034824791,0.5260526315789473,1.0,0.9855072463768116,0.0018333333333333333,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-SSL,0.044283570372744614,0.5521052631578948,1.0,0.9855072463768116,0.0018333333333333333,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-SSL,0.0469607228011285,0.5781578947368421,1.0,0.9855072463768116,0.0016666666666666668,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-SSL,0.0503327646537831,0.6042105263157895,1.0,0.9855072463768116,0.0016666666666666668,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-SSL,0.053851974280060916,0.6302631578947369,1.0,0.9855072463768116,0.0016666666666666668,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-SSL,0.05786552678009397,0.6563157894736842,1.0,0.9855072463768116,0.0015,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-SSL,0.06217043241191851,0.6823684210526315,1.0,0.9855072463768116,0.0015,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-SSL,0.06698305684484934,0.708421052631579,1.0,0.9855072463768116,0.0015,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-SSL,0.07314052401600703,0.7344736842105264,1.0,0.9855072463768116,0.0013333333333333333,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-SSL,0.07931627505703981,0.7605263157894737,1.0,0.9855072463768116,0.0013333333333333333,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-SSL,0.08732680804635348,0.786578947368421,1.0,0.9855072463768116,0.0011666666666666668,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-SSL,0.09630587557428762,0.8126315789473684,1.0,0.9855072463768116,0.001,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-SSL,0.10643501727204574,0.8386842105263158,1.0,0.9855072463768116,0.0006666666666666666,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-SSL,0.12216931128580324,0.8647368421052631,1.0,0.9855072463768116,0.0005,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-SSL,0.1419620862132625,0.8907894736842106,1.0,0.9565217391304348,0.0005,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-SSL,0.16989190004373841,0.9168421052631579,1.0,0.9565217391304348,0.0003333333333333333,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-SSL,0.2156248497217893,0.9428947368421052,1.0,0.9420289855072463,0.00016666666666666666,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-SSL,0.33125267209191067,0.9689473684210527,1.0,0.8985507246376812,0.00016666666666666666,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-SSL,0.9195810690522197,0.995,1.0,0.463768115942029,0.00016666666666666666,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
TGN-only,0.037214552983641624,0.5,1.0,1.0,0.5,True,,,,iotsim-stream-consumer,0.0003644103102766704,27
TGN-only,0.039783961012175205,0.5260526315789473,1.0,1.0,0.474,True,True,False,True,iotsim-stream-consumer,0.0003644103102766704,27
TGN-only,0.04258376353665404,0.5521052631578948,1.0,0.9855072463768116,0.44783333333333336,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
TGN-only,0.04565992390736937,0.5781578947368421,1.0,0.9855072463768116,0.42183333333333334,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
TGN-only,0.04928260651073958,0.6042105263157895,1.0,0.9855072463768116,0.3958333333333333,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
TGN-only,0.05266153668788704,0.6302631578947369,1.0,0.9855072463768116,0.36983333333333335,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
TGN-only,0.0568123354723579,0.6563157894736842,1.0,0.9855072463768116,0.3436666666666667,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
TGN-only,0.06132304047871576,0.6823684210526315,1.0,0.9855072463768116,0.31766666666666665,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
TGN-only,0.06572196703992393,0.708421052631579,1.0,0.9855072463768116,0.2916666666666667,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
TGN-only,0.07200074699364212,0.7344736842105264,1.0,0.9855072463768116,0.2655,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
TGN-only,0.07861148089562592,0.7605263157894737,1.0,0.9855072463768116,0.2395,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
TGN-only,0.08632398692989035,0.786578947368421,1.0,0.9855072463768116,0.2135,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
TGN-only,0.09565053339067257,0.8126315789473684,1.0,0.9855072463768116,0.1875,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
TGN-only,0.1062888096214125,0.8386842105263158,1.0,0.9855072463768116,0.16133333333333333,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
TGN-only,0.12109087688750343,0.8647368421052631,1.0,0.9855072463768116,0.13533333333333333,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
TGN-only,0.14298756663736545,0.8907894736842106,1.0,0.9710144927536232,0.10933333333333334,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
TGN-only,0.17316895382969,0.9168421052631579,1.0,0.9565217391304348,0.08316666666666667,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
TGN-only,0.21922677238520819,0.9428947368421052,1.0,0.9420289855072463,0.057166666666666664,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
TGN-only,0.33720964210598087,0.9689473684210527,1.0,0.9130434782608695,0.031166666666666665,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
TGN-only,0.9481313741207124,0.995,1.0,0.42028985507246375,0.005,False,,,,iotsim-stream-consumer,0.0003644103102766704,27
M1-Random,0.12178611755371094,0.5,1.0,0.8840579710144928,0.0028333333333333335,False,True,True,False,iotsim-hydraulic-system,0.001667079643329124,27
M1-Random,0.13135074963302987,0.5260526315789473,1.0,0.8840579710144928,0.0021666666666666666,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-Random,0.14287152750711696,0.5521052631578948,1.0,0.8840579710144928,0.002,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-Random,0.15479456329816266,0.5781578947368421,1.0,0.8840579710144928,0.0018333333333333333,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-Random,0.16533300926810818,0.6042105263157895,1.0,0.8840579710144928,0.0018333333333333333,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-Random,0.17865449315623239,0.6302631578947369,1.0,0.8695652173913043,0.0016666666666666668,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-Random,0.19111245045536443,0.6563157894736842,1.0,0.855072463768116,0.0016666666666666668,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-Random,0.20797294493176435,0.6823684210526315,1.0,0.8405797101449275,0.0015,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-Random,0.2245738818143544,0.708421052631579,1.0,0.8405797101449275,0.0013333333333333333,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-Random,0.2428928123767439,0.7344736842105264,1.0,0.8115942028985508,0.0011666666666666668,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-Random,0.2632320069953017,0.7605263157894737,1.0,0.7971014492753623,0.001,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-Random,0.28276261990791873,0.786578947368421,1.0,0.7971014492753623,0.001,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-Random,0.3122047800766794,0.8126315789473684,1.0,0.7971014492753623,0.001,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-Random,0.3376812084332893,0.8386842105263158,1.0,0.782608695652174,0.0008333333333333334,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-Random,0.36913255286844165,0.8647368421052631,1.0,0.782608695652174,0.0008333333333333334,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-Random,0.4069482653548843,0.8907894736842106,1.0,0.7536231884057971,0.0006666666666666666,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-Random,0.4548162484482714,0.9168421052631579,1.0,0.7391304347826086,0.0006666666666666666,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-Random,0.5203807855122967,0.9428947368421052,1.0,0.7101449275362319,0.0003333333333333333,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-Random,0.6020296060725261,0.9689473684210527,1.0,0.6811594202898551,0.00016666666666666666,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-Random,0.8101538583636287,0.995,1.0,0.4927536231884058,0.0,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-SSL,0.03715922124683857,0.5,1.0,0.9420289855072463,0.0018333333333333333,False,True,True,False,iotsim-hydraulic-system,0.001667079643329124,27
M1-SSL,0.04162444875526584,0.5260526315789473,1.0,0.9420289855072463,0.0016666666666666668,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-SSL,0.047095833020774955,0.5521052631578948,1.0,0.9420289855072463,0.0015,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-SSL,0.0528463856023001,0.5781578947368421,1.0,0.9130434782608695,0.0011666666666666668,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-SSL,0.05852605714609749,0.6042105263157895,1.0,0.9130434782608695,0.0011666666666666668,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-SSL,0.06476691794630729,0.6302631578947369,1.0,0.9130434782608695,0.0011666666666666668,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-SSL,0.07331003959633801,0.6563157894736842,1.0,0.8985507246376812,0.0011666666666666668,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-SSL,0.08394233612049566,0.6823684210526315,1.0,0.8840579710144928,0.001,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-SSL,0.09512657744319816,0.708421052631579,1.0,0.8695652173913043,0.001,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-SSL,0.10838768569262412,0.7344736842105264,1.0,0.855072463768116,0.0008333333333333334,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-SSL,0.12343270090457654,0.7605263157894737,1.0,0.855072463768116,0.0008333333333333334,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-SSL,0.14235570002543296,0.786578947368421,1.0,0.8405797101449275,0.0008333333333333334,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-SSL,0.16217746179354817,0.8126315789473684,1.0,0.8260869565217391,0.0006666666666666666,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-SSL,0.18541839424716802,0.8386842105263158,1.0,0.8260869565217391,0.0005,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-SSL,0.21518138453364377,0.8647368421052631,1.0,0.782608695652174,0.0003333333333333333,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-SSL,0.25794325784633054,0.8907894736842106,1.0,0.7681159420289855,0.00016666666666666666,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-SSL,0.3101820424355954,0.9168421052631579,1.0,0.7536231884057971,0.00016666666666666666,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-SSL,0.37819345009170047,0.9428947368421052,1.0,0.7536231884057971,0.0,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-SSL,0.487514534467145,0.9689473684210527,1.0,0.6956521739130435,0.0,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
M1-SSL,0.7780677193403245,0.995,1.0,0.5652173913043478,0.0,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
TGN-only,0.042028410360217094,0.5,1.0,0.9420289855072463,0.5,False,True,True,False,iotsim-hydraulic-system,0.001667079643329124,27
TGN-only,0.04585193459238661,0.5260526315789473,1.0,0.9420289855072463,0.474,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
TGN-only,0.05133002692343373,0.5521052631578948,1.0,0.9420289855072463,0.44783333333333336,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
TGN-only,0.05620677301464112,0.5781578947368421,1.0,0.9420289855072463,0.42183333333333334,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
TGN-only,0.06301519917814356,0.6042105263157895,1.0,0.927536231884058,0.3958333333333333,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
TGN-only,0.06927220759619224,0.6302631578947369,1.0,0.9130434782608695,0.36983333333333335,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
TGN-only,0.07741964048853046,0.6563157894736842,1.0,0.8985507246376812,0.3436666666666667,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
TGN-only,0.08680086573095697,0.6823684210526315,1.0,0.8695652173913043,0.31766666666666665,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
TGN-only,0.09663722220220067,0.708421052631579,1.0,0.8695652173913043,0.2916666666666667,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
TGN-only,0.11062550381022067,0.7344736842105264,1.0,0.855072463768116,0.2655,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
TGN-only,0.12584155915599132,0.7605263157894737,1.0,0.8405797101449275,0.2395,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
TGN-only,0.14283378350891562,0.786578947368421,1.0,0.8405797101449275,0.2135,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
TGN-only,0.16335530255970201,0.8126315789473684,1.0,0.8260869565217391,0.1875,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
TGN-only,0.18494851263338014,0.8386842105263158,1.0,0.8260869565217391,0.16133333333333333,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
TGN-only,0.21033275441119545,0.8647368421052631,1.0,0.8115942028985508,0.13533333333333333,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
TGN-only,0.2490777693492802,0.8907894736842106,1.0,0.7681159420289855,0.10933333333333334,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
TGN-only,0.2989275725891715,0.9168421052631579,1.0,0.7536231884057971,0.08316666666666667,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
TGN-only,0.3684227609006982,0.9428947368421052,1.0,0.7536231884057971,0.057166666666666664,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
TGN-only,0.48570848353599244,0.9689473684210527,1.0,0.6956521739130435,0.031166666666666665,False,,,,iotsim-hydraulic-system,0.001667079643329124,27
