candidate,verifier_threshold,threshold_frontier,support_val_c1_recall,support_val_hard_recall,select_benign_hard_rate,eligible,support_val_rows_used,select_benign_rows_used,report_rows_used,held_value,c1_candidate_threshold,gate_constraint_pass,seed,selected,selected_despite_constraint_failure
M2-TabM-Global,0.9999969601631165,exact_support_val_attack_scores,1.0,0.6376811594202898,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M2-TabM-Global,0.9999972581863403,exact_support_val_attack_scores,1.0,0.6231884057971014,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M2-TabM-Global,0.9999975562095642,exact_support_val_attack_scores,1.0,0.6086956521739131,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M2-TabM-Global,0.999997615814209,exact_support_val_attack_scores,1.0,0.5942028985507246,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M2-TabM-Global,0.9999977350234985,exact_support_val_attack_scores,1.0,0.5797101449275363,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M2-TabM-Global,0.9999978542327881,exact_support_val_attack_scores,1.0,0.5652173913043478,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M2-TabM-Global,0.9999979734420776,exact_support_val_attack_scores,1.0,0.5507246376811594,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M2-TabM-Global,0.9999980330467224,exact_support_val_attack_scores,1.0,0.5362318840579711,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M2-TabM-Global,0.9999980926513672,exact_support_val_attack_scores,1.0,0.5217391304347826,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M2-TabM-Global,0.9999982714653015,exact_support_val_attack_scores,1.0,0.5072463768115942,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M2-TabM-Global,0.9999984502792358,exact_support_val_attack_scores,1.0,0.4927536231884058,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M2-TabM-Global,0.9999990463256836,exact_support_val_attack_scores,1.0,0.463768115942029,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M2-TabM-Global,0.9999991059303284,exact_support_val_attack_scores,1.0,0.4492753623188406,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M2-TabM-Global,0.9999992847442627,exact_support_val_attack_scores,1.0,0.43478260869565216,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M2-TabM-Global,0.9999993443489075,exact_support_val_attack_scores,1.0,0.42028985507246375,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M2-TabM-Global,0.9999996423721313,exact_support_val_attack_scores,1.0,0.4057971014492754,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M2-TabM-Global,0.9999998807907104,exact_support_val_attack_scores,1.0,0.391304347826087,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M2-TabM-Global,0.9999999403953552,exact_support_val_attack_scores,1.0,0.34782608695652173,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M2-TabM-Global,1.0,exact_support_val_attack_scores,1.0,0.3188405797101449,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,1.2344911224377163e-15,exact_support_val_attack_scores,1.0,1.0,0.0034444444444444444,True,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.4374801814556122,exact_support_val_attack_scores,1.0,1.0,0.0,True,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,True,False
M3-TabM-CSR,0.5144957304000854,exact_support_val_attack_scores,1.0,0.9855072463768116,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.5678650736808777,exact_support_val_attack_scores,1.0,0.9710144927536232,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.8548578023910522,exact_support_val_attack_scores,1.0,0.9565217391304348,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9072442650794983,exact_support_val_attack_scores,1.0,0.9420289855072463,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
M3-TabM-CSR,0.9233583211898804,exact_support_val_attack_scores,1.0,0.927536231884058,0.0,False,69,9000,0,GLOBAL_ATTACK_PRESERVATION,0.0020498713313795458,True,27,,
