epoch,weighted_cross_entropy,batches,rows_visited,all_unique_rows_covered,sampling_contract,finite_losses,support_val_used_for_early_stopping,candidate,held_value,seed
11,0.002268294570355544,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
12,0.002767856977505705,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
13,0.0021036527187408304,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
14,0.0021215509160319346,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
15,0.0012437562915288568,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
16,0.0019444357770036604,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
17,0.0014190006580479522,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
18,0.0008349700191351659,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
19,0.0012248946112058212,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
20,0.0015112128610278467,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
21,0.0017145374287884322,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
22,0.0033680594308505007,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
23,0.003657811559076529,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
24,0.0025198166917692064,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
25,0.0013155503923858694,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
26,0.0009663439270787372,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
27,0.0007491168655802648,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
28,0.0005985728335702867,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
29,0.00042828859415942026,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
30,0.00031143284323860556,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
31,0.0002818675530435576,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
32,0.0001898318008005295,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
33,0.00015461054975200462,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
34,0.00012050611063487938,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
35,0.0023340444158025074,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
36,0.0015212720307533484,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
37,0.00042810191251887666,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
38,0.00039052623493642495,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
39,0.00032277563378132644,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
40,0.0006914082496788871,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
41,0.0005098429366531265,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
42,0.0008863293162882443,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
43,0.0009742671193763178,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
44,0.003001714520085214,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
45,0.0009411221745156978,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
46,0.0006160020015521187,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
47,0.0005735419345498198,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
48,0.0002796567016428514,22,11204,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,iotsim-hydraulic-system,27
1,0.2948392813387753,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
2,0.014173093850533903,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
3,0.006209265153247681,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
4,0.004312593313443582,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
5,0.0026934628326950806,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
6,0.0011550380348789308,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
7,0.0012912590699040946,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
8,0.0006355232299444128,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
9,0.0005501686495298873,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
10,0.00029495411586195165,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
11,0.00016049818566846573,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
12,0.00019030684742860895,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
13,0.0005059570542454547,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
14,0.000868427532347758,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
15,0.0003086895617700481,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
16,0.00036530510277375285,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
17,0.000321340994667306,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
18,0.00035955250463286383,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
19,0.0011213119878046409,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
20,0.0017426148047171974,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
21,0.0007351591304060999,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
22,0.001059324856362087,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
23,0.0012233921242428784,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
24,0.0013747972947214253,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
25,0.0007277635608834263,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
26,0.0005920927129714825,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
27,0.0021659780043497947,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
28,0.002303657045064254,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
29,0.0052507557988954855,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
30,0.0032467464439967105,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
31,0.0014700240622873622,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
32,0.0018198308857613587,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
33,0.002763318257647517,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
34,0.0023254790740668842,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
35,0.002372261760854467,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
36,0.001071055870318835,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
37,0.0010548413729474342,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
38,0.0009859888874495825,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
39,0.0016062584846849156,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
40,0.00028189653885251693,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
41,0.0010117208837840397,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
42,0.0016806644005158949,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
43,0.0010562312986571586,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
44,0.00038108519885876217,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
45,0.0008614553582163974,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
46,0.0005510466443873929,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
47,0.002548335526723785,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
48,0.00041703526766359236,22,11204,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,iotsim-hydraulic-system,27
1,,1,11204,True,coverage_first_attack_family_balanced,True,False,A1-ExtraTrees-CSR,iotsim-hydraulic-system,27
1,,1,12600,True,coverage_first_attack_family_balanced,True,False,M1-ExtraTrees-Global,domotic-monitor,27
1,0.2935518783003354,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
2,0.0305867331663149,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
3,0.01198652741027643,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
4,0.007260693428213756,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
5,0.004113642816915359,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
6,0.0029494431613576212,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
7,0.0030895409842309485,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
8,0.0022924281045779266,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
9,0.0025893177307798254,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
10,0.002649178655036977,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
11,0.0016625279964766837,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
12,0.0013964145931902238,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
13,0.0016637955200833122,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
14,0.00173227602290933,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
15,0.0020948929886332288,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
16,0.0024991453416864243,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
17,0.001201462209919769,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
18,0.0009166440992023832,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
19,0.0009770717483836993,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
20,0.0007483843267373175,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
21,0.0012867577580416934,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
22,0.000830736968713434,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
23,0.0009643024270289728,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
24,0.0008486749116506494,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
25,0.000542735562155779,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
26,0.000293052832229079,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
27,0.00019617760524367093,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
28,0.000149974091168627,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
29,0.00013730074777795756,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
30,0.00015162296039254362,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
31,0.0002637997070864077,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
32,0.00010343224493955369,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
33,0.000401257666757314,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
34,0.000879494549263448,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
35,0.00283336935717566,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
36,0.0066331547221075635,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
37,0.0038207193505393425,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
38,0.0014600105482866414,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
39,0.0013010814708503896,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
40,0.0007622625900258863,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
41,0.001262297061624549,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
42,0.0023109348936368296,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
43,0.001234744690750512,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
44,0.00222339019700832,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
45,0.0022242884000829334,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
46,0.0019700683793871417,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
47,0.0006633429419603469,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
48,0.0007538638192941778,25,12600,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,domotic-monitor,27
1,0.274141941156328,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
2,0.01706003384689743,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
3,0.008205391355967158,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
4,0.0038468418857979295,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
5,0.0025570721703346445,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
6,0.0014663671986789937,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
7,0.0017396334789389536,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
8,0.0010105510342337573,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
9,0.0008799777339383742,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
10,0.0008568260118114934,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
11,0.0007691240337896966,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
12,0.0010288230571322654,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
13,0.0007604716309792373,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
14,0.0005901990641775128,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
15,0.0009679047265824342,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
16,0.004651312373893104,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
17,0.0019342926954686271,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
18,0.0005576319283631863,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
19,0.0005780946251361251,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
20,0.0028309918966990914,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
21,0.0028789792114342354,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
22,0.0022392146696706473,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
23,0.0013630175025259412,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
24,0.0011019175557523378,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
25,0.0017595450183343258,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
26,0.0015344250218174427,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
27,0.002220171725060216,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
28,0.0018278803131433548,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
29,0.0019160690510227902,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
30,0.0005963458124943517,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
31,0.0009705013247986798,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
32,0.0006264448675528211,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
33,0.0005763653349561106,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
34,0.0006967787585748222,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
35,0.00021059353802700069,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
36,0.0007910061801735274,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
37,0.0057420429069301405,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
38,0.006481647783702588,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
39,0.002493526878292874,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
40,0.0015326858039567495,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
41,0.001903678421851742,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
42,0.003565019408414803,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
43,0.002719832102402385,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
44,0.0012333093955390272,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
45,0.0008088521476465591,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
46,0.0030518736610486035,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
47,0.0019636167743911836,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
48,0.001522706014431815,25,12600,True,coverage_first_attack_family_balanced,True,False,M3-TabM-CSR,domotic-monitor,27
1,,1,12600,True,coverage_first_attack_family_balanced,True,False,A1-ExtraTrees-CSR,domotic-monitor,27
1,,1,12480,True,coverage_first_attack_family_balanced,True,False,M1-ExtraTrees-Global,combined-cycle,27
1,0.3128989998205246,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
2,0.03226440442386173,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
3,0.013388368939268449,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
4,0.005928095759211893,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
5,0.00433449787023139,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
6,0.0030236190834979602,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
7,0.0027611894899922853,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
8,0.0015689820358733546,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
9,0.0019516577353719882,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
10,0.001900975482238451,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
11,0.0012828354362082626,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
12,0.0007229472035940695,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
13,0.0005730962111767278,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
14,0.0013647374588944448,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
15,0.0016985999417870263,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
16,0.0007750430326647361,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
17,0.00045438267358860354,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
18,0.00027851582389324027,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
19,0.0002733928816602287,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
20,0.00021897362678304383,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
21,0.0001430011201489163,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
22,0.004128224846508555,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
23,0.003404291973693142,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
24,0.0031022847583657477,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
25,0.007322569589718449,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
26,0.005078507958876242,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
27,0.0036598188489818163,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
28,0.0026557003270387823,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
29,0.0026898120289897444,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
30,0.00326898368642175,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
31,0.002360161760883626,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
32,0.001598515727033979,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
33,0.0007720414548614695,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
34,0.0011127145199177411,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
35,0.0018036236441183581,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
36,0.0007893760348416174,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
37,0.000685279824824205,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
38,0.0003958626782635657,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
39,0.0003169550965642526,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
40,0.00048445705876207495,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
41,0.0006857223740250975,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
42,0.0015797183956116976,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
43,0.000645798032734726,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
44,0.002283989427576684,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
45,0.0004329775146193509,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
46,0.0001652818574851401,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
47,0.00023856645271386797,25,12480,True,coverage_first_attack_family_balanced,True,False,M2-TabM-Global,combined-cycle,27
