alignment_status,base_detector,exists,expected_shape,path,role,score_name,shape
available_current_low_ood_protocol,dA,True,"(50000,)",D:\study\paper\anomaly_detection\paper04\worktrees\kitnet-exp-mainline\runs\original100_fewshot_official_control_2026-04-22\score_cache\da_full_id_scores.npy,base_score,da_full_id_scores,"(50000,)"
available_current_low_ood_protocol,dA,True,"(20000,)",D:\study\paper\anomaly_detection\paper04\worktrees\kitnet-exp-mainline\runs\original100_fewshot_official_control_2026-04-22\score_cache\da_ood_scores.npy,base_score,da_ood_scores,"(20000,)"
available_current_low_ood_protocol,dA,True,"(10000,)",D:\study\paper\anomaly_detection\paper04\worktrees\kitnet-exp-mainline\runs\original100_fewshot_official_control_2026-04-22\score_cache\da_attack_scores.npy,base_score,da_attack_scores,"(10000,)"
available_current_low_ood_protocol,Transformer,True,"(50000,)",D:\study\paper\anomaly_detection\paper04\worktrees\kitnet-exp-mainline\runs\issue07b_transformer_full_id_score_recovery_2026-05-14\score_cache\transformer_full_id_scores.npy,base_score,transformer_full_id_scores,"(50000,)"
available_current_low_ood_protocol,Transformer,True,"(20000,)",D:\study\paper\anomaly_detection\paper04\worktrees\kitnet-exp-mainline\runs\issue07b_transformer_full_id_score_recovery_2026-05-14\score_cache\transformer_ood_scores.npy,base_score,transformer_ood_scores,"(20000,)"
available_current_low_ood_protocol,Transformer,True,"(10000,)",D:\study\paper\anomaly_detection\paper04\worktrees\kitnet-exp-mainline\runs\issue07b_transformer_full_id_score_recovery_2026-05-14\score_cache\transformer_attack_scores.npy,base_score,transformer_attack_scores,"(10000,)"
