role,seeds,before_hard_alarm_rate_mean,before_hard_alarm_rate_min,before_hard_alarm_rate_max,after_hard_alarm_rate_mean,after_hard_alarm_rate_min,after_hard_alarm_rate_max,after_needs_review_rate_mean,after_needs_review_rate_min,after_needs_review_rate_max,after_operational_attention_rate_mean,after_operational_attention_rate_min,after_operational_attention_rate_max,after_suppressed_rate_mean,after_suppressed_rate_min,after_suppressed_rate_max
dev_heavy_query_report_only,5,0.9970000000000001,0.991,0.9995,0.99695,0.991,0.9995,0.0,0.0,0.0,0.99695,0.991,0.9995,5e-05,0.0,0.00025
final_ood_benign_eval_report_only,5,0.12033333333333332,0.011,0.2753333333333333,0.0708,0.011,0.261,0.0,0.0,0.0,0.0708,0.011,0.261,0.04953333333333333,0.0,0.24766666666666667
id_calib_dev,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medium_attack_eval_report_only,5,0.917688888888889,0.7644444444444445,0.992,0.9088888888888889,0.7644444444444445,0.9915555555555555,0.0,0.0,0.0,0.9088888888888889,0.7644444444444445,0.9915555555555555,0.008799999999999999,0.0,0.044
ood_val_dev,5,0.0004,0.0,0.0013333333333333333,0.0002666666666666667,0.0,0.0013333333333333333,0.0,0.0,0.0,0.0002666666666666667,0.0,0.0013333333333333333,0.00013333333333333334,0.0,0.0006666666666666666
support_val_dev,5,0.8875,0.84375,1.0,0.8875,0.84375,1.0,0.0,0.0,0.0,0.8875,0.84375,1.0,0.0,0.0,0.0
