feature_set,future_hard,same_file_hard,support_hard,sealed_attack_hard,sealed_attack_review,sealed_ood_hard,sealed_ood_review,sealed_ood_group_hard_max,ood_stress_hard,ood_stress_review
M0_raw115,0.9993333333333333,1.0,0.9855072463768116,0.991,0.0006666666666666666,0.0026666666666666666,0.008333333333333333,0.0026666666666666666,0.002,0.005333333333333333
M1_mechanism_only,0.9993333333333333,1.0,1.0,0.8723333333333333,0.07233333333333333,0.0,0.009666666666666667,0.0,0.0,0.0006666666666666666
M2_raw115_plus_mechanism,0.99,1.0,1.0,0.9456666666666667,0.0,0.19633333333333333,0.0,0.19633333333333333,0.01,0.0
