seed,active_label_budget,gate_name,radius_quantile,margin,id_calib_hard_alarm,id_calib_review,ood_val_hard_alarm,ood_val_review,ood_stress_hard_alarm,ood_stress_review,support_medium_hard_detection,support_heavy_hard_detection,dev_support_attack_min,stress_feasible,stress_relaxed_feasible,dev_selection_score,selection_uses_final_ood,selection_uses_attack_eval,selection_uses_dev_heavy_query
42,64,soft_benign_veto,0.9,1.0,0.0,0.0,0.0,0.0,0.0968421052631579,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
42,64,soft_benign_veto,0.95,-0.25,0.0,0.0,0.0,0.0,0.047017543859649125,0.0,0.0,0.1875,0.0,False,False,0.0,False,False,False
42,64,soft_benign_veto,0.95,0.0,0.0,0.0,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
42,64,soft_benign_veto,0.95,0.25,0.0,0.0,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
42,64,soft_benign_veto,0.95,0.5,0.0,0.0,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
42,64,soft_benign_veto,0.95,0.75,0.0,0.0,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
42,64,soft_benign_veto,0.95,1.0,0.0,0.0,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
42,64,attack_advantage_margin,0.75,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,0.0,True,True,0.0,False,False,False
42,64,attack_advantage_margin,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,True,True,0.0,False,False,False
42,64,attack_advantage_margin,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,True,True,0.0,False,False,False
42,64,attack_advantage_margin,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,64,attack_advantage_margin,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,64,attack_advantage_margin,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,64,attack_advantage_margin,0.9,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,64,attack_advantage_margin,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,64,attack_advantage_margin,0.9,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,64,attack_advantage_margin,0.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,64,attack_advantage_margin,0.9,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,64,attack_advantage_margin,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,64,attack_advantage_margin,0.95,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,True,True,0.0,False,False,False
42,64,attack_advantage_margin,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,64,attack_advantage_margin,0.95,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,64,attack_advantage_margin,0.95,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,64,attack_advantage_margin,0.95,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,64,attack_advantage_margin,0.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,64,conflict_to_review,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.0,0.0,False,False,-0.02256140350877193,False,False,False
42,64,conflict_to_review,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0968421052631579,0.0,0.0,0.0,True,True,-0.00968421052631579,False,False,False
42,64,conflict_to_review,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,True,True,-0.004701754385964913,False,False,False
42,128,no_gate,0.95,0.0,0.0,0.0,0.0,0.0,0.24070175438596492,0.0,1.0,1.0,1.0,False,False,1.0,False,False,False
42,128,soft_benign_veto,0.75,-0.25,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.0,0.71875,0.0,False,False,0.0,False,False,False
42,128,soft_benign_veto,0.75,0.0,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.0,0.59375,0.0,False,False,0.0,False,False,False
42,128,soft_benign_veto,0.75,0.25,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.0,0.25,0.0,False,False,0.0,False,False,False
42,128,soft_benign_veto,0.75,0.5,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.0,0.03125,0.0,False,False,0.0,False,False,False
42,128,soft_benign_veto,0.75,0.75,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
42,128,soft_benign_veto,0.75,1.0,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
42,128,soft_benign_veto,0.9,-0.25,0.0,0.0,0.0,0.0,0.0968421052631579,0.0,0.0,0.59375,0.0,False,False,0.0,False,False,False
42,128,soft_benign_veto,0.9,0.0,0.0,0.0,0.0,0.0,0.0968421052631579,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
42,128,soft_benign_veto,0.9,0.25,0.0,0.0,0.0,0.0,0.0968421052631579,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
42,128,soft_benign_veto,0.9,0.5,0.0,0.0,0.0,0.0,0.0968421052631579,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
42,128,soft_benign_veto,0.9,0.75,0.0,0.0,0.0,0.0,0.0968421052631579,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
42,128,soft_benign_veto,0.9,1.0,0.0,0.0,0.0,0.0,0.0968421052631579,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
42,128,soft_benign_veto,0.95,-0.25,0.0,0.0,0.0,0.0,0.047017543859649125,0.0,0.0,0.84375,0.0,False,False,0.0,False,False,False
42,128,soft_benign_veto,0.95,0.0,0.0,0.0,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
42,128,soft_benign_veto,0.95,0.25,0.0,0.0,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
42,128,soft_benign_veto,0.95,0.5,0.0,0.0,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
42,128,soft_benign_veto,0.95,0.75,0.0,0.0,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
42,128,soft_benign_veto,0.95,1.0,0.0,0.0,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
42,128,attack_advantage_margin,0.75,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71875,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59375,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.9,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59375,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.9,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.9,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.95,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84375,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.95,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.95,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.95,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,128,attack_advantage_margin,0.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
42,128,conflict_to_review,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.0,0.0,False,False,-0.02256140350877193,False,False,False
42,128,conflict_to_review,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0968421052631579,0.0,0.0,0.0,True,True,-0.00968421052631579,False,False,False
42,128,conflict_to_review,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,True,True,-0.004701754385964913,False,False,False
43,64,no_gate,0.95,0.0,0.0033333333333333335,0.0,0.0,0.0,0.24,0.0,0.96875,1.0,0.96875,False,False,0.96875,False,False,False
43,64,soft_benign_veto,0.75,-0.25,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.03125,0.75,0.03125,False,False,0.03125,False,False,False
43,64,soft_benign_veto,0.75,0.0,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.03125,0.5625,0.03125,False,False,0.03125,False,False,False
43,64,soft_benign_veto,0.75,0.25,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.03125,0.1875,0.03125,False,False,0.03125,False,False,False
43,64,soft_benign_veto,0.75,0.5,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.03125,0.0,0.0,False,False,0.0,False,False,False
43,64,soft_benign_veto,0.75,0.75,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.03125,0.0,0.0,False,False,0.0,False,False,False
43,64,soft_benign_veto,0.75,1.0,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.03125,0.0,0.0,False,False,0.0,False,False,False
43,64,soft_benign_veto,0.9,-0.25,0.0,0.0016666666666666668,0.0,0.0,0.0968421052631579,0.0,0.0,0.5,0.0,False,False,0.0,False,False,False
43,64,soft_benign_veto,0.9,0.0,0.0,0.0016666666666666668,0.0,0.0,0.0968421052631579,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
43,64,soft_benign_veto,0.9,0.25,0.0,0.0016666666666666668,0.0,0.0,0.0968421052631579,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
43,64,soft_benign_veto,0.9,0.5,0.0,0.0016666666666666668,0.0,0.0,0.0968421052631579,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
43,64,soft_benign_veto,0.9,0.75,0.0,0.0016666666666666668,0.0,0.0,0.0968421052631579,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
43,64,soft_benign_veto,0.9,1.0,0.0,0.0016666666666666668,0.0,0.0,0.0968421052631579,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
43,64,soft_benign_veto,0.95,-0.25,0.0,0.0033333333333333335,0.0,0.0,0.047017543859649125,0.0,0.0,0.5,0.0,False,False,0.0,False,False,False
43,64,soft_benign_veto,0.95,0.0,0.0,0.0033333333333333335,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
43,64,soft_benign_veto,0.95,0.25,0.0,0.0033333333333333335,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
43,64,soft_benign_veto,0.95,0.5,0.0,0.0033333333333333335,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
43,64,soft_benign_veto,0.95,0.75,0.0,0.0033333333333333335,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
43,64,soft_benign_veto,0.95,1.0,0.0,0.0033333333333333335,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
43,64,attack_advantage_margin,0.75,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.9,-0.25,0.0,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.5,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.9,0.0,0.0,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.9,0.25,0.0,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.9,0.5,0.0,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.9,0.75,0.0,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.9,1.0,0.0,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.95,-0.25,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.5,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.95,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.95,0.25,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.95,0.5,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.95,0.75,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,64,attack_advantage_margin,0.95,1.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,64,conflict_to_review,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.0,0.0,False,False,-0.02256140350877193,False,False,False
43,64,conflict_to_review,0.9,0.0,0.0,0.0016666666666666668,0.0,0.0,0.0,0.0968421052631579,0.0,0.0,0.0,True,True,-0.00968421052631579,False,False,False
43,64,conflict_to_review,0.95,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,True,True,-0.004701754385964913,False,False,False
43,128,no_gate,0.95,0.0,0.0033333333333333335,0.0,0.0,0.0,0.24,0.0,0.96875,1.0,0.96875,False,False,0.96875,False,False,False
43,128,soft_benign_veto,0.75,-0.25,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.03125,0.625,0.03125,False,False,0.03125,False,False,False
43,128,soft_benign_veto,0.75,0.0,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.03125,0.59375,0.03125,False,False,0.03125,False,False,False
43,128,soft_benign_veto,0.75,0.25,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.03125,0.28125,0.03125,False,False,0.03125,False,False,False
43,128,soft_benign_veto,0.75,0.5,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.03125,0.03125,0.03125,False,False,0.03125,False,False,False
43,128,soft_benign_veto,0.75,0.75,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.03125,0.0,0.0,False,False,0.0,False,False,False
43,128,soft_benign_veto,0.75,1.0,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.03125,0.0,0.0,False,False,0.0,False,False,False
43,128,soft_benign_veto,0.9,-0.25,0.0,0.0016666666666666668,0.0,0.0,0.0968421052631579,0.0,0.0,0.375,0.0,False,False,0.0,False,False,False
43,128,soft_benign_veto,0.9,0.0,0.0,0.0016666666666666668,0.0,0.0,0.0968421052631579,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
43,128,soft_benign_veto,0.9,0.25,0.0,0.0016666666666666668,0.0,0.0,0.0968421052631579,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
43,128,soft_benign_veto,0.9,0.5,0.0,0.0016666666666666668,0.0,0.0,0.0968421052631579,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
43,128,soft_benign_veto,0.9,0.75,0.0,0.0016666666666666668,0.0,0.0,0.0968421052631579,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
43,128,soft_benign_veto,0.9,1.0,0.0,0.0016666666666666668,0.0,0.0,0.0968421052631579,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
43,128,soft_benign_veto,0.95,-0.25,0.0,0.0033333333333333335,0.0,0.0,0.047017543859649125,0.0,0.0,0.53125,0.0,False,False,0.0,False,False,False
43,128,soft_benign_veto,0.95,0.0,0.0,0.0033333333333333335,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
43,128,soft_benign_veto,0.95,0.25,0.0,0.0033333333333333335,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
43,128,soft_benign_veto,0.95,0.5,0.0,0.0033333333333333335,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
43,128,soft_benign_veto,0.95,0.75,0.0,0.0033333333333333335,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
43,128,soft_benign_veto,0.95,1.0,0.0,0.0033333333333333335,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False
43,128,attack_advantage_margin,0.75,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59375,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28125,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.9,-0.25,0.0,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.375,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.9,0.0,0.0,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.9,0.25,0.0,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.9,0.5,0.0,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.9,0.75,0.0,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.9,1.0,0.0,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.95,-0.25,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.53125,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.95,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.95,0.25,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.95,0.5,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.95,0.75,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,128,attack_advantage_margin,0.95,1.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,False,False,False
43,128,conflict_to_review,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.0,0.0,False,False,-0.02256140350877193,False,False,False
43,128,conflict_to_review,0.9,0.0,0.0,0.0016666666666666668,0.0,0.0,0.0,0.0968421052631579,0.0,0.0,0.0,True,True,-0.00968421052631579,False,False,False
43,128,conflict_to_review,0.95,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.047017543859649125,0.0,0.0,0.0,True,True,-0.004701754385964913,False,False,False
44,64,no_gate,0.95,0.0,0.0033333333333333335,0.0,0.0,0.0,0.26035087719298244,0.0,0.96875,1.0,0.96875,False,False,0.96875,False,False,False
44,64,soft_benign_veto,0.75,-0.25,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.03125,0.625,0.03125,False,False,0.03125,False,False,False
44,64,soft_benign_veto,0.75,0.0,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.03125,0.5625,0.03125,False,False,0.03125,False,False,False
44,64,soft_benign_veto,0.75,0.25,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.03125,0.125,0.03125,False,False,0.03125,False,False,False
44,64,soft_benign_veto,0.75,0.5,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.03125,0.0625,0.03125,False,False,0.03125,False,False,False
44,64,soft_benign_veto,0.75,0.75,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.03125,0.0,0.0,False,False,0.0,False,False,False
44,64,soft_benign_veto,0.75,1.0,0.0,0.0,0.0,0.0,0.2256140350877193,0.0,0.03125,0.0,0.0,False,False,0.0,False,False,False
44,64,soft_benign_veto,0.9,-0.25,0.0,0.0,0.0,0.0,0.0968421052631579,0.0017543859649122807,0.0,0.375,0.0,False,False,-0.00017543859649122808,False,False,False
44,64,soft_benign_veto,0.9,0.0,0.0,0.0,0.0,0.0,0.0968421052631579,0.0017543859649122807,0.0,0.0,0.0,False,False,-0.00017543859649122808,False,False,False
44,64,soft_benign_veto,0.9,0.25,0.0,0.0,0.0,0.0,0.0968421052631579,0.0017543859649122807,0.0,0.0,0.0,False,False,-0.00017543859649122808,False,False,False
44,64,soft_benign_veto,0.9,0.5,0.0,0.0,0.0,0.0,0.0968421052631579,0.0017543859649122807,0.0,0.0,0.0,False,False,-0.00017543859649122808,False,False,False
44,64,soft_benign_veto,0.9,0.75,0.0,0.0,0.0,0.0,0.0968421052631579,0.0017543859649122807,0.0,0.0,0.0,False,False,-0.00017543859649122808,False,False,False
44,64,soft_benign_veto,0.9,1.0,0.0,0.0,0.0,0.0,0.0968421052631579,0.0017543859649122807,0.0,0.0,0.0,False,False,-0.00017543859649122808,False,False,False
44,64,soft_benign_veto,0.95,-0.25,0.0,0.0,0.0,0.0,0.047017543859649125,0.002105263157894737,0.0,0.375,0.0,False,False,-0.0002105263157894737,False,False,False
44,64,soft_benign_veto,0.95,0.0,0.0,0.0,0.0,0.0,0.047017543859649125,0.002105263157894737,0.0,0.0,0.0,False,False,-0.0002105263157894737,False,False,False
