active_label_budget,gate_name,radius_quantile,margin,seeds,medium_attack_eval_report_only_hard_alarm_rate_mean,medium_attack_eval_report_only_hard_alarm_rate_min,medium_attack_eval_report_only_hard_alarm_rate_max,medium_attack_eval_report_only_review_rate_mean,medium_attack_eval_report_only_review_rate_min,medium_attack_eval_report_only_review_rate_max,medium_attack_eval_report_only_suppress_rate_mean,medium_attack_eval_report_only_suppress_rate_min,medium_attack_eval_report_only_suppress_rate_max,medium_attack_eval_report_only_raw_alarm_rate_mean,medium_attack_eval_report_only_raw_alarm_rate_min,medium_attack_eval_report_only_raw_alarm_rate_max,dev_heavy_query_report_only_hard_alarm_rate_mean,dev_heavy_query_report_only_hard_alarm_rate_min,dev_heavy_query_report_only_hard_alarm_rate_max,dev_heavy_query_report_only_review_rate_mean,dev_heavy_query_report_only_review_rate_min,dev_heavy_query_report_only_review_rate_max,dev_heavy_query_report_only_suppress_rate_mean,dev_heavy_query_report_only_suppress_rate_min,dev_heavy_query_report_only_suppress_rate_max,dev_heavy_query_report_only_raw_alarm_rate_mean,dev_heavy_query_report_only_raw_alarm_rate_min,dev_heavy_query_report_only_raw_alarm_rate_max,final_ood_report_only_hard_alarm_rate_mean,final_ood_report_only_hard_alarm_rate_min,final_ood_report_only_hard_alarm_rate_max,final_ood_report_only_review_rate_mean,final_ood_report_only_review_rate_min,final_ood_report_only_review_rate_max,final_ood_report_only_suppress_rate_mean,final_ood_report_only_suppress_rate_min,final_ood_report_only_suppress_rate_max,final_ood_report_only_raw_alarm_rate_mean,final_ood_report_only_raw_alarm_rate_min,final_ood_report_only_raw_alarm_rate_max,id_calib_hard_alarm_rate_mean,id_calib_hard_alarm_rate_min,id_calib_hard_alarm_rate_max,id_calib_review_rate_mean,id_calib_review_rate_min,id_calib_review_rate_max,id_calib_suppress_rate_mean,id_calib_suppress_rate_min,id_calib_suppress_rate_max,id_calib_raw_alarm_rate_mean,id_calib_raw_alarm_rate_min,id_calib_raw_alarm_rate_max,ood_val_hard_alarm_rate_mean,ood_val_hard_alarm_rate_min,ood_val_hard_alarm_rate_max,ood_val_review_rate_mean,ood_val_review_rate_min,ood_val_review_rate_max,ood_val_suppress_rate_mean,ood_val_suppress_rate_min,ood_val_suppress_rate_max,ood_val_raw_alarm_rate_mean,ood_val_raw_alarm_rate_min,ood_val_raw_alarm_rate_max,ood_stress_val_hard_alarm_rate_mean,ood_stress_val_hard_alarm_rate_min,ood_stress_val_hard_alarm_rate_max,ood_stress_val_review_rate_mean,ood_stress_val_review_rate_min,ood_stress_val_review_rate_max,ood_stress_val_suppress_rate_mean,ood_stress_val_suppress_rate_min,ood_stress_val_suppress_rate_max,ood_stress_val_raw_alarm_rate_mean,ood_stress_val_raw_alarm_rate_min,ood_stress_val_raw_alarm_rate_max,support_medium_val_hard_alarm_rate_mean,support_medium_val_hard_alarm_rate_min,support_medium_val_hard_alarm_rate_max,support_medium_val_review_rate_mean,support_medium_val_review_rate_min,support_medium_val_review_rate_max,support_medium_val_suppress_rate_mean,support_medium_val_suppress_rate_min,support_medium_val_suppress_rate_max,support_medium_val_raw_alarm_rate_mean,support_medium_val_raw_alarm_rate_min,support_medium_val_raw_alarm_rate_max,support_heavy_val_hard_alarm_rate_mean,support_heavy_val_hard_alarm_rate_min,support_heavy_val_hard_alarm_rate_max,support_heavy_val_review_rate_mean,support_heavy_val_review_rate_min,support_heavy_val_review_rate_max,support_heavy_val_suppress_rate_mean,support_heavy_val_suppress_rate_min,support_heavy_val_suppress_rate_max,support_heavy_val_raw_alarm_rate_mean,support_heavy_val_raw_alarm_rate_min,support_heavy_val_raw_alarm_rate_max,triple_attack_hard_min,triple_attack_score_or_review_min
64,attack_advantage_margin,0.75,-0.25,4,0.0768888888888889,0.064,0.09555555555555556,0.7701111111111112,0.7351111111111112,0.796,0.14144444444444446,0.10133333333333333,0.1768888888888889,0.9884444444444445,0.976,0.9928888888888889,0.2271875,0.12325,0.30675,0.214,0.19925,0.2245,0.5580625,0.46825,0.677,0.9992500000000002,0.9985,0.9995,8.333333333333333e-05,0.0,0.0003333333333333333,0.004166666666666667,0.0,0.014666666666666666,0.35141666666666665,0.3383333333333333,0.384,0.3556666666666667,0.3383333333333333,0.39866666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.002916666666666667,0.0,0.005,0.002916666666666667,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017543859649122806,0.0,0.0007017543859649122,0.24640350877192985,0.24,0.26035087719298244,0.24657894736842106,0.24,0.26035087719298244,0.0,0.0,0.0,0.75,0.75,0.75,0.2265625,0.21875,0.25,0.9765625,0.96875,1.0,0.671875,0.625,0.75,0.078125,0.0,0.125,0.25,0.25,0.25,1.0,1.0,1.0,0.0,0.0
64,attack_advantage_margin,0.95,-0.25,1,0.8831111111111111,0.8831111111111111,0.8831111111111111,0.10755555555555556,0.10755555555555556,0.10755555555555556,0.0013333333333333333,0.0013333333333333333,0.0013333333333333333,0.992,0.992,0.992,0.33675,0.33675,0.33675,0.4125,0.4125,0.4125,0.25025,0.25025,0.25025,0.9995,0.9995,0.9995,0.0023333333333333335,0.0023333333333333335,0.0023333333333333335,0.0,0.0,0.0,0.338,0.338,0.338,0.3403333333333333,0.3403333333333333,0.3403333333333333,0.0,0.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,0.0,0.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007017543859649122,0.0007017543859649122,0.0007017543859649122,0.24105263157894738,0.24105263157894738,0.24105263157894738,0.24175438596491228,0.24175438596491228,0.24175438596491228,0.90625,0.90625,0.90625,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.96875,0.96875,0.96875,0.6875,0.6875,0.6875,0.25,0.25,0.25,0.0625,0.0625,0.0625,1.0,1.0,1.0,0.33675,0.6875
128,attack_advantage_margin,0.75,-0.25,4,0.0768888888888889,0.064,0.09555555555555556,0.7717777777777777,0.7417777777777778,0.796,0.1421111111111111,0.10133333333333333,0.17955555555555555,0.9907777777777778,0.9853333333333333,0.9928888888888889,0.190375,0.076,0.31425,0.19993750000000002,0.19425,0.20275,0.6091875,0.4825,0.72925,0.9995,0.9995,0.9995,8.333333333333333e-05,0.0,0.0003333333333333333,0.004166666666666667,0.0,0.014666666666666666,0.35141666666666665,0.3383333333333333,0.384,0.3556666666666667,0.3383333333333333,0.39866666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.002916666666666667,0.0,0.005,0.002916666666666667,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017543859649122806,0.0,0.0007017543859649122,0.24640350877192985,0.24,0.26035087719298244,0.24657894736842106,0.24,0.26035087719298244,0.0,0.0,0.0,0.75,0.75,0.75,0.2265625,0.21875,0.25,0.9765625,0.96875,1.0,0.671875,0.625,0.71875,0.078125,0.03125,0.125,0.25,0.25,0.25,1.0,1.0,1.0,0.0,0.0
128,attack_advantage_margin,0.95,-0.25,1,0.8831111111111111,0.8831111111111111,0.8831111111111111,0.10755555555555556,0.10755555555555556,0.10755555555555556,0.0013333333333333333,0.0013333333333333333,0.0013333333333333333,0.992,0.992,0.992,0.209,0.209,0.209,0.404,0.404,0.404,0.3865,0.3865,0.3865,0.9995,0.9995,0.9995,0.0023333333333333335,0.0023333333333333335,0.0023333333333333335,0.0,0.0,0.0,0.338,0.338,0.338,0.3403333333333333,0.3403333333333333,0.3403333333333333,0.0,0.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,0.0,0.0,0.0,0.0016666666666666668,0.0016666666666666668,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007017543859649122,0.0007017543859649122,0.0007017543859649122,0.24105263157894738,0.24105263157894738,0.24105263157894738,0.24175438596491228,0.24175438596491228,0.24175438596491228,0.90625,0.90625,0.90625,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.96875,0.96875,0.96875,0.65625,0.65625,0.65625,0.28125,0.28125,0.28125,0.0625,0.0625,0.0625,1.0,1.0,1.0,0.209,0.613
