setting,seed,seed_group,evidence_strategy,k,pool_size,reviewed_count,confirmed_attack_count,attack_fraction_if_labels_available_for_simulation,estimated_manual_review_cost,selection_efficiency,selection_score_mean,selection_uses_final_eval
primary_lowood,51,heldout_47_51,R3_near_threshold_uncertainty_review,8,6090,8,4,0.5,8,0.5,-0.03511410776625323,False
primary_lowood,51,heldout_47_51,R3_near_threshold_uncertainty_review,16,6090,16,9,0.5625,16,0.5625,-0.061563473210806074,False
primary_lowood,51,heldout_47_51,R3_near_threshold_uncertainty_review,32,6090,32,17,0.53125,32,0.53125,-0.12759012394565777,False
primary_lowood,51,heldout_47_51,R4_representation_shift_high_review,4,6090,4,4,1.0,4,1.0,36.16728591918945,False
primary_lowood,51,heldout_47_51,R4_representation_shift_high_review,8,6090,8,8,1.0,8,1.0,34.565704345703125,False
primary_lowood,51,heldout_47_51,R4_representation_shift_high_review,16,6090,16,16,1.0,16,1.0,33.10676193237305,False
primary_lowood,51,heldout_47_51,R4_representation_shift_high_review,32,6090,32,32,1.0,32,1.0,31.511869430541992,False
primary_lowood,51,heldout_47_51,R5_hybrid_active_review,4,6090,4,4,1.0,4,1.0,5.543186194752529,False
primary_lowood,51,heldout_47_51,R5_hybrid_active_review,8,6090,8,8,1.0,8,1.0,5.4355461477722695,False
primary_lowood,51,heldout_47_51,R5_hybrid_active_review,16,6090,16,16,1.0,16,1.0,5.227106407360932,False
primary_lowood,51,heldout_47_51,R5_hybrid_active_review,32,6090,32,32,1.0,32,1.0,4.963668315192992,False
chrono_late_train_early_eval,42,main_42_46,R0_random_confirmed_attack_validation,4,2536,4,4,1.0,4,1.0,1.0,False
chrono_late_train_early_eval,42,main_42_46,R0_random_confirmed_attack_validation,8,2536,8,8,1.0,8,1.0,1.0,False
chrono_late_train_early_eval,42,main_42_46,R0_random_confirmed_attack_validation,16,2536,16,16,1.0,16,1.0,1.0,False
chrono_late_train_early_eval,42,main_42_46,R0_random_confirmed_attack_validation,32,2536,32,32,1.0,32,1.0,1.0,False
chrono_late_train_early_eval,42,main_42_46,R1_kcenter_confirmed_attack_validation,4,2536,4,4,1.0,4,1.0,1.0,False
chrono_late_train_early_eval,42,main_42_46,R1_kcenter_confirmed_attack_validation,8,2536,8,8,1.0,8,1.0,1.0,False
chrono_late_train_early_eval,42,main_42_46,R1_kcenter_confirmed_attack_validation,16,2536,16,16,1.0,16,1.0,1.0,False
chrono_late_train_early_eval,42,main_42_46,R1_kcenter_confirmed_attack_validation,32,2536,32,32,1.0,32,1.0,1.0,False
chrono_late_train_early_eval,42,main_42_46,R2_V2_high_V1_low_disagreement_review,4,20,4,0,0.0,4,0.0,2.8376323432159163,False
chrono_late_train_early_eval,42,main_42_46,R2_V2_high_V1_low_disagreement_review,8,20,8,0,0.0,8,0.0,1.9163169966830738,False
chrono_late_train_early_eval,42,main_42_46,R2_V2_high_V1_low_disagreement_review,16,20,16,0,0.0,16,0.0,1.2876466513116347,False
chrono_late_train_early_eval,42,main_42_46,R2_V2_high_V1_low_disagreement_review,32,20,20,0,0.0,20,0.0,1.0638705336808736,False
chrono_late_train_early_eval,42,main_42_46,R3_near_threshold_uncertainty_review,4,4536,4,3,0.75,4,0.75,-0.03314157917652816,False
chrono_late_train_early_eval,42,main_42_46,R3_near_threshold_uncertainty_review,8,4536,8,5,0.625,8,0.625,-0.04892664017007364,False
chrono_late_train_early_eval,42,main_42_46,R3_near_threshold_uncertainty_review,16,4536,16,11,0.6875,16,0.6875,-0.0800421698671028,False
chrono_late_train_early_eval,42,main_42_46,R3_near_threshold_uncertainty_review,32,4536,32,18,0.5625,32,0.5625,-0.15726416754755435,False
chrono_late_train_early_eval,42,main_42_46,R4_representation_shift_high_review,4,4536,4,4,1.0,4,1.0,27.985458374023438,False
chrono_late_train_early_eval,42,main_42_46,R4_representation_shift_high_review,8,4536,8,8,1.0,8,1.0,27.58946418762207,False
chrono_late_train_early_eval,42,main_42_46,R4_representation_shift_high_review,16,4536,16,16,1.0,16,1.0,27.206100463867188,False
chrono_late_train_early_eval,42,main_42_46,R4_representation_shift_high_review,32,4536,32,32,1.0,32,1.0,26.62615203857422,False
chrono_late_train_early_eval,42,main_42_46,R5_hybrid_active_review,4,4536,4,2,0.5,4,0.5,3.5022723633421573,False
chrono_late_train_early_eval,42,main_42_46,R5_hybrid_active_review,8,4536,8,4,0.5,8,0.5,3.3372750333710046,False
chrono_late_train_early_eval,42,main_42_46,R5_hybrid_active_review,16,4536,16,6,0.375,16,0.375,3.2430342350060735,False
chrono_late_train_early_eval,42,main_42_46,R5_hybrid_active_review,32,4536,32,21,0.65625,32,0.65625,3.100733815002715,False
chrono_late_train_early_eval,43,main_42_46,R0_random_confirmed_attack_validation,4,2536,4,4,1.0,4,1.0,1.0,False
chrono_late_train_early_eval,43,main_42_46,R0_random_confirmed_attack_validation,8,2536,8,8,1.0,8,1.0,1.0,False
chrono_late_train_early_eval,43,main_42_46,R0_random_confirmed_attack_validation,16,2536,16,16,1.0,16,1.0,1.0,False
chrono_late_train_early_eval,43,main_42_46,R0_random_confirmed_attack_validation,32,2536,32,32,1.0,32,1.0,1.0,False
chrono_late_train_early_eval,43,main_42_46,R1_kcenter_confirmed_attack_validation,4,2536,4,4,1.0,4,1.0,1.0,False
chrono_late_train_early_eval,43,main_42_46,R1_kcenter_confirmed_attack_validation,8,2536,8,8,1.0,8,1.0,1.0,False
chrono_late_train_early_eval,43,main_42_46,R1_kcenter_confirmed_attack_validation,16,2536,16,16,1.0,16,1.0,1.0,False
chrono_late_train_early_eval,43,main_42_46,R1_kcenter_confirmed_attack_validation,32,2536,32,32,1.0,32,1.0,1.0,False
chrono_late_train_early_eval,43,main_42_46,R2_V2_high_V1_low_disagreement_review,4,20,4,0,0.0,4,0.0,2.8376323432159163,False
chrono_late_train_early_eval,43,main_42_46,R2_V2_high_V1_low_disagreement_review,8,20,8,0,0.0,8,0.0,1.9163169966830738,False
chrono_late_train_early_eval,43,main_42_46,R2_V2_high_V1_low_disagreement_review,16,20,16,0,0.0,16,0.0,1.2876466513116347,False
chrono_late_train_early_eval,43,main_42_46,R2_V2_high_V1_low_disagreement_review,32,20,20,0,0.0,20,0.0,1.0638705336808736,False
chrono_late_train_early_eval,43,main_42_46,R3_near_threshold_uncertainty_review,4,4536,4,3,0.75,4,0.75,-0.03314157917652816,False
chrono_late_train_early_eval,43,main_42_46,R3_near_threshold_uncertainty_review,8,4536,8,5,0.625,8,0.625,-0.04892664017007364,False
chrono_late_train_early_eval,43,main_42_46,R3_near_threshold_uncertainty_review,16,4536,16,11,0.6875,16,0.6875,-0.0800421698671028,False
chrono_late_train_early_eval,43,main_42_46,R3_near_threshold_uncertainty_review,32,4536,32,18,0.5625,32,0.5625,-0.15726416754755435,False
chrono_late_train_early_eval,43,main_42_46,R4_representation_shift_high_review,4,4536,4,4,1.0,4,1.0,27.985458374023438,False
chrono_late_train_early_eval,43,main_42_46,R4_representation_shift_high_review,8,4536,8,8,1.0,8,1.0,27.58946418762207,False
chrono_late_train_early_eval,43,main_42_46,R4_representation_shift_high_review,16,4536,16,16,1.0,16,1.0,27.206100463867188,False
chrono_late_train_early_eval,43,main_42_46,R4_representation_shift_high_review,32,4536,32,32,1.0,32,1.0,26.62615203857422,False
chrono_late_train_early_eval,43,main_42_46,R5_hybrid_active_review,4,4536,4,2,0.5,4,0.5,3.5022723633421573,False
chrono_late_train_early_eval,43,main_42_46,R5_hybrid_active_review,8,4536,8,4,0.5,8,0.5,3.3372750333710046,False
chrono_late_train_early_eval,43,main_42_46,R5_hybrid_active_review,16,4536,16,6,0.375,16,0.375,3.2430342350060735,False
chrono_late_train_early_eval,43,main_42_46,R5_hybrid_active_review,32,4536,32,21,0.65625,32,0.65625,3.100733815002715,False
chrono_late_train_early_eval,44,main_42_46,R0_random_confirmed_attack_validation,4,2536,4,4,1.0,4,1.0,1.0,False
chrono_late_train_early_eval,44,main_42_46,R0_random_confirmed_attack_validation,8,2536,8,8,1.0,8,1.0,1.0,False
chrono_late_train_early_eval,44,main_42_46,R0_random_confirmed_attack_validation,16,2536,16,16,1.0,16,1.0,1.0,False
chrono_late_train_early_eval,44,main_42_46,R0_random_confirmed_attack_validation,32,2536,32,32,1.0,32,1.0,1.0,False
chrono_late_train_early_eval,44,main_42_46,R1_kcenter_confirmed_attack_validation,4,2536,4,4,1.0,4,1.0,1.0,False
chrono_late_train_early_eval,44,main_42_46,R1_kcenter_confirmed_attack_validation,8,2536,8,8,1.0,8,1.0,1.0,False
chrono_late_train_early_eval,44,main_42_46,R1_kcenter_confirmed_attack_validation,16,2536,16,16,1.0,16,1.0,1.0,False
chrono_late_train_early_eval,44,main_42_46,R1_kcenter_confirmed_attack_validation,32,2536,32,32,1.0,32,1.0,1.0,False
chrono_late_train_early_eval,44,main_42_46,R2_V2_high_V1_low_disagreement_review,4,20,4,0,0.0,4,0.0,2.8376323432159163,False
chrono_late_train_early_eval,44,main_42_46,R2_V2_high_V1_low_disagreement_review,8,20,8,0,0.0,8,0.0,1.9163169966830738,False
chrono_late_train_early_eval,44,main_42_46,R2_V2_high_V1_low_disagreement_review,16,20,16,0,0.0,16,0.0,1.2876466513116347,False
chrono_late_train_early_eval,44,main_42_46,R2_V2_high_V1_low_disagreement_review,32,20,20,0,0.0,20,0.0,1.0638705336808736,False
chrono_late_train_early_eval,44,main_42_46,R3_near_threshold_uncertainty_review,4,4536,4,3,0.75,4,0.75,-0.03314157917652816,False
chrono_late_train_early_eval,44,main_42_46,R3_near_threshold_uncertainty_review,8,4536,8,5,0.625,8,0.625,-0.04892664017007364,False
chrono_late_train_early_eval,44,main_42_46,R3_near_threshold_uncertainty_review,16,4536,16,11,0.6875,16,0.6875,-0.0800421698671028,False
chrono_late_train_early_eval,44,main_42_46,R3_near_threshold_uncertainty_review,32,4536,32,18,0.5625,32,0.5625,-0.15726416754755435,False
chrono_late_train_early_eval,44,main_42_46,R4_representation_shift_high_review,4,4536,4,4,1.0,4,1.0,27.985458374023438,False
chrono_late_train_early_eval,44,main_42_46,R4_representation_shift_high_review,8,4536,8,8,1.0,8,1.0,27.58946418762207,False
chrono_late_train_early_eval,44,main_42_46,R4_representation_shift_high_review,16,4536,16,16,1.0,16,1.0,27.206100463867188,False
chrono_late_train_early_eval,44,main_42_46,R4_representation_shift_high_review,32,4536,32,32,1.0,32,1.0,26.62615203857422,False
chrono_late_train_early_eval,44,main_42_46,R5_hybrid_active_review,4,4536,4,2,0.5,4,0.5,3.5022723633421573,False
chrono_late_train_early_eval,44,main_42_46,R5_hybrid_active_review,8,4536,8,4,0.5,8,0.5,3.3372750333710046,False
chrono_late_train_early_eval,44,main_42_46,R5_hybrid_active_review,16,4536,16,6,0.375,16,0.375,3.2430342350060735,False
chrono_late_train_early_eval,44,main_42_46,R5_hybrid_active_review,32,4536,32,21,0.65625,32,0.65625,3.100733815002715,False
chrono_late_train_early_eval,45,main_42_46,R0_random_confirmed_attack_validation,4,2536,4,4,1.0,4,1.0,1.0,False
chrono_late_train_early_eval,45,main_42_46,R0_random_confirmed_attack_validation,8,2536,8,8,1.0,8,1.0,1.0,False
chrono_late_train_early_eval,45,main_42_46,R0_random_confirmed_attack_validation,16,2536,16,16,1.0,16,1.0,1.0,False
chrono_late_train_early_eval,45,main_42_46,R0_random_confirmed_attack_validation,32,2536,32,32,1.0,32,1.0,1.0,False
chrono_late_train_early_eval,45,main_42_46,R1_kcenter_confirmed_attack_validation,4,2536,4,4,1.0,4,1.0,1.0,False
chrono_late_train_early_eval,45,main_42_46,R1_kcenter_confirmed_attack_validation,8,2536,8,8,1.0,8,1.0,1.0,False
chrono_late_train_early_eval,45,main_42_46,R1_kcenter_confirmed_attack_validation,16,2536,16,16,1.0,16,1.0,1.0,False
chrono_late_train_early_eval,45,main_42_46,R1_kcenter_confirmed_attack_validation,32,2536,32,32,1.0,32,1.0,1.0,False
chrono_late_train_early_eval,45,main_42_46,R2_V2_high_V1_low_disagreement_review,4,20,4,0,0.0,4,0.0,2.8376323432159163,False
chrono_late_train_early_eval,45,main_42_46,R2_V2_high_V1_low_disagreement_review,8,20,8,0,0.0,8,0.0,1.9163169966830738,False
chrono_late_train_early_eval,45,main_42_46,R2_V2_high_V1_low_disagreement_review,16,20,16,0,0.0,16,0.0,1.2876466513116347,False
chrono_late_train_early_eval,45,main_42_46,R2_V2_high_V1_low_disagreement_review,32,20,20,0,0.0,20,0.0,1.0638705336808736,False
chrono_late_train_early_eval,45,main_42_46,R3_near_threshold_uncertainty_review,4,4536,4,3,0.75,4,0.75,-0.03314157917652816,False
chrono_late_train_early_eval,45,main_42_46,R3_near_threshold_uncertainty_review,8,4536,8,5,0.625,8,0.625,-0.04892664017007364,False
chrono_late_train_early_eval,45,main_42_46,R3_near_threshold_uncertainty_review,16,4536,16,11,0.6875,16,0.6875,-0.0800421698671028,False
chrono_late_train_early_eval,45,main_42_46,R3_near_threshold_uncertainty_review,32,4536,32,18,0.5625,32,0.5625,-0.15726416754755435,False
chrono_late_train_early_eval,45,main_42_46,R4_representation_shift_high_review,4,4536,4,4,1.0,4,1.0,27.985458374023438,False
chrono_late_train_early_eval,45,main_42_46,R4_representation_shift_high_review,8,4536,8,8,1.0,8,1.0,27.58946418762207,False
chrono_late_train_early_eval,45,main_42_46,R4_representation_shift_high_review,16,4536,16,16,1.0,16,1.0,27.206100463867188,False
chrono_late_train_early_eval,45,main_42_46,R4_representation_shift_high_review,32,4536,32,32,1.0,32,1.0,26.62615203857422,False
chrono_late_train_early_eval,45,main_42_46,R5_hybrid_active_review,4,4536,4,2,0.5,4,0.5,3.5022723633421573,False
chrono_late_train_early_eval,45,main_42_46,R5_hybrid_active_review,8,4536,8,4,0.5,8,0.5,3.3372750333710046,False
chrono_late_train_early_eval,45,main_42_46,R5_hybrid_active_review,16,4536,16,6,0.375,16,0.375,3.2430342350060735,False
chrono_late_train_early_eval,45,main_42_46,R5_hybrid_active_review,32,4536,32,21,0.65625,32,0.65625,3.100733815002715,False
chrono_late_train_early_eval,46,main_42_46,R0_random_confirmed_attack_validation,4,2536,4,4,1.0,4,1.0,1.0,False
chrono_late_train_early_eval,46,main_42_46,R0_random_confirmed_attack_validation,8,2536,8,8,1.0,8,1.0,1.0,False
chrono_late_train_early_eval,46,main_42_46,R0_random_confirmed_attack_validation,16,2536,16,16,1.0,16,1.0,1.0,False
chrono_late_train_early_eval,46,main_42_46,R0_random_confirmed_attack_validation,32,2536,32,32,1.0,32,1.0,1.0,False
chrono_late_train_early_eval,46,main_42_46,R1_kcenter_confirmed_attack_validation,4,2536,4,4,1.0,4,1.0,1.0,False
chrono_late_train_early_eval,46,main_42_46,R1_kcenter_confirmed_attack_validation,8,2536,8,8,1.0,8,1.0,1.0,False
chrono_late_train_early_eval,46,main_42_46,R1_kcenter_confirmed_attack_validation,16,2536,16,16,1.0,16,1.0,1.0,False
chrono_late_train_early_eval,46,main_42_46,R1_kcenter_confirmed_attack_validation,32,2536,32,32,1.0,32,1.0,1.0,False
chrono_late_train_early_eval,46,main_42_46,R2_V2_high_V1_low_disagreement_review,4,20,4,0,0.0,4,0.0,2.8376323432159163,False
chrono_late_train_early_eval,46,main_42_46,R2_V2_high_V1_low_disagreement_review,8,20,8,0,0.0,8,0.0,1.9163169966830738,False
chrono_late_train_early_eval,46,main_42_46,R2_V2_high_V1_low_disagreement_review,16,20,16,0,0.0,16,0.0,1.2876466513116347,False
chrono_late_train_early_eval,46,main_42_46,R2_V2_high_V1_low_disagreement_review,32,20,20,0,0.0,20,0.0,1.0638705336808736,False
chrono_late_train_early_eval,46,main_42_46,R3_near_threshold_uncertainty_review,4,4536,4,3,0.75,4,0.75,-0.03314157917652816,False
chrono_late_train_early_eval,46,main_42_46,R3_near_threshold_uncertainty_review,8,4536,8,5,0.625,8,0.625,-0.04892664017007364,False
chrono_late_train_early_eval,46,main_42_46,R3_near_threshold_uncertainty_review,16,4536,16,11,0.6875,16,0.6875,-0.0800421698671028,False
chrono_late_train_early_eval,46,main_42_46,R3_near_threshold_uncertainty_review,32,4536,32,18,0.5625,32,0.5625,-0.15726416754755435,False
chrono_late_train_early_eval,46,main_42_46,R4_representation_shift_high_review,4,4536,4,4,1.0,4,1.0,27.985458374023438,False
chrono_late_train_early_eval,46,main_42_46,R4_representation_shift_high_review,8,4536,8,8,1.0,8,1.0,27.58946418762207,False
chrono_late_train_early_eval,46,main_42_46,R4_representation_shift_high_review,16,4536,16,16,1.0,16,1.0,27.206100463867188,False
chrono_late_train_early_eval,46,main_42_46,R4_representation_shift_high_review,32,4536,32,32,1.0,32,1.0,26.62615203857422,False
chrono_late_train_early_eval,46,main_42_46,R5_hybrid_active_review,4,4536,4,2,0.5,4,0.5,3.5022723633421573,False
chrono_late_train_early_eval,46,main_42_46,R5_hybrid_active_review,8,4536,8,4,0.5,8,0.5,3.3372750333710046,False
chrono_late_train_early_eval,46,main_42_46,R5_hybrid_active_review,16,4536,16,6,0.375,16,0.375,3.2430342350060735,False
chrono_late_train_early_eval,46,main_42_46,R5_hybrid_active_review,32,4536,32,21,0.65625,32,0.65625,3.100733815002715,False
chrono_late_train_early_eval,47,heldout_47_51,R0_random_confirmed_attack_validation,4,2536,4,4,1.0,4,1.0,1.0,False
chrono_late_train_early_eval,47,heldout_47_51,R0_random_confirmed_attack_validation,8,2536,8,8,1.0,8,1.0,1.0,False
chrono_late_train_early_eval,47,heldout_47_51,R0_random_confirmed_attack_validation,16,2536,16,16,1.0,16,1.0,1.0,False
chrono_late_train_early_eval,47,heldout_47_51,R0_random_confirmed_attack_validation,32,2536,32,32,1.0,32,1.0,1.0,False
chrono_late_train_early_eval,47,heldout_47_51,R1_kcenter_confirmed_attack_validation,4,2536,4,4,1.0,4,1.0,1.0,False
chrono_late_train_early_eval,47,heldout_47_51,R1_kcenter_confirmed_attack_validation,8,2536,8,8,1.0,8,1.0,1.0,False
chrono_late_train_early_eval,47,heldout_47_51,R1_kcenter_confirmed_attack_validation,16,2536,16,16,1.0,16,1.0,1.0,False
chrono_late_train_early_eval,47,heldout_47_51,R1_kcenter_confirmed_attack_validation,32,2536,32,32,1.0,32,1.0,1.0,False
chrono_late_train_early_eval,47,heldout_47_51,R2_V2_high_V1_low_disagreement_review,4,20,4,0,0.0,4,0.0,2.8376323432159163,False
chrono_late_train_early_eval,47,heldout_47_51,R2_V2_high_V1_low_disagreement_review,8,20,8,0,0.0,8,0.0,1.9163169966830738,False
chrono_late_train_early_eval,47,heldout_47_51,R2_V2_high_V1_low_disagreement_review,16,20,16,0,0.0,16,0.0,1.2876466513116347,False
chrono_late_train_early_eval,47,heldout_47_51,R2_V2_high_V1_low_disagreement_review,32,20,20,0,0.0,20,0.0,1.0638705336808736,False
chrono_late_train_early_eval,47,heldout_47_51,R3_near_threshold_uncertainty_review,4,4536,4,3,0.75,4,0.75,-0.03314157917652816,False
chrono_late_train_early_eval,47,heldout_47_51,R3_near_threshold_uncertainty_review,8,4536,8,5,0.625,8,0.625,-0.04892664017007364,False
chrono_late_train_early_eval,47,heldout_47_51,R3_near_threshold_uncertainty_review,16,4536,16,11,0.6875,16,0.6875,-0.0800421698671028,False
chrono_late_train_early_eval,47,heldout_47_51,R3_near_threshold_uncertainty_review,32,4536,32,18,0.5625,32,0.5625,-0.15726416754755435,False
chrono_late_train_early_eval,47,heldout_47_51,R4_representation_shift_high_review,4,4536,4,4,1.0,4,1.0,27.985458374023438,False
chrono_late_train_early_eval,47,heldout_47_51,R4_representation_shift_high_review,8,4536,8,8,1.0,8,1.0,27.58946418762207,False
chrono_late_train_early_eval,47,heldout_47_51,R4_representation_shift_high_review,16,4536,16,16,1.0,16,1.0,27.206100463867188,False
chrono_late_train_early_eval,47,heldout_47_51,R4_representation_shift_high_review,32,4536,32,32,1.0,32,1.0,26.62615203857422,False
chrono_late_train_early_eval,47,heldout_47_51,R5_hybrid_active_review,4,4536,4,2,0.5,4,0.5,3.5022723633421573,False
chrono_late_train_early_eval,47,heldout_47_51,R5_hybrid_active_review,8,4536,8,4,0.5,8,0.5,3.3372750333710046,False
chrono_late_train_early_eval,47,heldout_47_51,R5_hybrid_active_review,16,4536,16,6,0.375,16,0.375,3.2430342350060735,False
chrono_late_train_early_eval,47,heldout_47_51,R5_hybrid_active_review,32,4536,32,21,0.65625,32,0.65625,3.100733815002715,False
chrono_late_train_early_eval,48,heldout_47_51,R0_random_confirmed_attack_validation,4,2536,4,4,1.0,4,1.0,1.0,False
chrono_late_train_early_eval,48,heldout_47_51,R0_random_confirmed_attack_validation,8,2536,8,8,1.0,8,1.0,1.0,False
chrono_late_train_early_eval,48,heldout_47_51,R0_random_confirmed_attack_validation,16,2536,16,16,1.0,16,1.0,1.0,False
chrono_late_train_early_eval,48,heldout_47_51,R0_random_confirmed_attack_validation,32,2536,32,32,1.0,32,1.0,1.0,False
chrono_late_train_early_eval,48,heldout_47_51,R1_kcenter_confirmed_attack_validation,4,2536,4,4,1.0,4,1.0,1.0,False
chrono_late_train_early_eval,48,heldout_47_51,R1_kcenter_confirmed_attack_validation,8,2536,8,8,1.0,8,1.0,1.0,False
chrono_late_train_early_eval,48,heldout_47_51,R1_kcenter_confirmed_attack_validation,16,2536,16,16,1.0,16,1.0,1.0,False
chrono_late_train_early_eval,48,heldout_47_51,R1_kcenter_confirmed_attack_validation,32,2536,32,32,1.0,32,1.0,1.0,False
chrono_late_train_early_eval,48,heldout_47_51,R2_V2_high_V1_low_disagreement_review,4,20,4,0,0.0,4,0.0,2.8376323432159163,False
chrono_late_train_early_eval,48,heldout_47_51,R2_V2_high_V1_low_disagreement_review,8,20,8,0,0.0,8,0.0,1.9163169966830738,False
chrono_late_train_early_eval,48,heldout_47_51,R2_V2_high_V1_low_disagreement_review,16,20,16,0,0.0,16,0.0,1.2876466513116347,False
chrono_late_train_early_eval,48,heldout_47_51,R2_V2_high_V1_low_disagreement_review,32,20,20,0,0.0,20,0.0,1.0638705336808736,False
chrono_late_train_early_eval,48,heldout_47_51,R3_near_threshold_uncertainty_review,4,4536,4,3,0.75,4,0.75,-0.03314157917652816,False
chrono_late_train_early_eval,48,heldout_47_51,R3_near_threshold_uncertainty_review,8,4536,8,5,0.625,8,0.625,-0.04892664017007364,False
chrono_late_train_early_eval,48,heldout_47_51,R3_near_threshold_uncertainty_review,16,4536,16,11,0.6875,16,0.6875,-0.0800421698671028,False
chrono_late_train_early_eval,48,heldout_47_51,R3_near_threshold_uncertainty_review,32,4536,32,18,0.5625,32,0.5625,-0.15726416754755435,False
chrono_late_train_early_eval,48,heldout_47_51,R4_representation_shift_high_review,4,4536,4,4,1.0,4,1.0,27.985458374023438,False
chrono_late_train_early_eval,48,heldout_47_51,R4_representation_shift_high_review,8,4536,8,8,1.0,8,1.0,27.58946418762207,False
chrono_late_train_early_eval,48,heldout_47_51,R4_representation_shift_high_review,16,4536,16,16,1.0,16,1.0,27.206100463867188,False
chrono_late_train_early_eval,48,heldout_47_51,R4_representation_shift_high_review,32,4536,32,32,1.0,32,1.0,26.62615203857422,False
chrono_late_train_early_eval,48,heldout_47_51,R5_hybrid_active_review,4,4536,4,2,0.5,4,0.5,3.5022723633421573,False
chrono_late_train_early_eval,48,heldout_47_51,R5_hybrid_active_review,8,4536,8,4,0.5,8,0.5,3.3372750333710046,False
chrono_late_train_early_eval,48,heldout_47_51,R5_hybrid_active_review,16,4536,16,6,0.375,16,0.375,3.2430342350060735,False
chrono_late_train_early_eval,48,heldout_47_51,R5_hybrid_active_review,32,4536,32,21,0.65625,32,0.65625,3.100733815002715,False
chrono_late_train_early_eval,49,heldout_47_51,R0_random_confirmed_attack_validation,4,2536,4,4,1.0,4,1.0,1.0,False
chrono_late_train_early_eval,49,heldout_47_51,R0_random_confirmed_attack_validation,8,2536,8,8,1.0,8,1.0,1.0,False
chrono_late_train_early_eval,49,heldout_47_51,R0_random_confirmed_attack_validation,16,2536,16,16,1.0,16,1.0,1.0,False
chrono_late_train_early_eval,49,heldout_47_51,R0_random_confirmed_attack_validation,32,2536,32,32,1.0,32,1.0,1.0,False
chrono_late_train_early_eval,49,heldout_47_51,R1_kcenter_confirmed_attack_validation,4,2536,4,4,1.0,4,1.0,1.0,False
chrono_late_train_early_eval,49,heldout_47_51,R1_kcenter_confirmed_attack_validation,8,2536,8,8,1.0,8,1.0,1.0,False
chrono_late_train_early_eval,49,heldout_47_51,R1_kcenter_confirmed_attack_validation,16,2536,16,16,1.0,16,1.0,1.0,False
chrono_late_train_early_eval,49,heldout_47_51,R1_kcenter_confirmed_attack_validation,32,2536,32,32,1.0,32,1.0,1.0,False
chrono_late_train_early_eval,49,heldout_47_51,R2_V2_high_V1_low_disagreement_review,4,20,4,0,0.0,4,0.0,2.8376323432159163,False
chrono_late_train_early_eval,49,heldout_47_51,R2_V2_high_V1_low_disagreement_review,8,20,8,0,0.0,8,0.0,1.9163169966830738,False
chrono_late_train_early_eval,49,heldout_47_51,R2_V2_high_V1_low_disagreement_review,16,20,16,0,0.0,16,0.0,1.2876466513116347,False
chrono_late_train_early_eval,49,heldout_47_51,R2_V2_high_V1_low_disagreement_review,32,20,20,0,0.0,20,0.0,1.0638705336808736,False
chrono_late_train_early_eval,49,heldout_47_51,R3_near_threshold_uncertainty_review,4,4536,4,3,0.75,4,0.75,-0.03314157917652816,False
chrono_late_train_early_eval,49,heldout_47_51,R3_near_threshold_uncertainty_review,8,4536,8,5,0.625,8,0.625,-0.04892664017007364,False
chrono_late_train_early_eval,49,heldout_47_51,R3_near_threshold_uncertainty_review,16,4536,16,11,0.6875,16,0.6875,-0.0800421698671028,False
chrono_late_train_early_eval,49,heldout_47_51,R3_near_threshold_uncertainty_review,32,4536,32,18,0.5625,32,0.5625,-0.15726416754755435,False
chrono_late_train_early_eval,49,heldout_47_51,R4_representation_shift_high_review,4,4536,4,4,1.0,4,1.0,27.985458374023438,False
chrono_late_train_early_eval,49,heldout_47_51,R4_representation_shift_high_review,8,4536,8,8,1.0,8,1.0,27.58946418762207,False
chrono_late_train_early_eval,49,heldout_47_51,R4_representation_shift_high_review,16,4536,16,16,1.0,16,1.0,27.206100463867188,False
chrono_late_train_early_eval,49,heldout_47_51,R4_representation_shift_high_review,32,4536,32,32,1.0,32,1.0,26.62615203857422,False
chrono_late_train_early_eval,49,heldout_47_51,R5_hybrid_active_review,4,4536,4,2,0.5,4,0.5,3.5022723633421573,False
chrono_late_train_early_eval,49,heldout_47_51,R5_hybrid_active_review,8,4536,8,4,0.5,8,0.5,3.3372750333710046,False
chrono_late_train_early_eval,49,heldout_47_51,R5_hybrid_active_review,16,4536,16,6,0.375,16,0.375,3.2430342350060735,False
chrono_late_train_early_eval,49,heldout_47_51,R5_hybrid_active_review,32,4536,32,21,0.65625,32,0.65625,3.100733815002715,False
chrono_late_train_early_eval,50,heldout_47_51,R0_random_confirmed_attack_validation,4,2536,4,4,1.0,4,1.0,1.0,False
chrono_late_train_early_eval,50,heldout_47_51,R0_random_confirmed_attack_validation,8,2536,8,8,1.0,8,1.0,1.0,False
chrono_late_train_early_eval,50,heldout_47_51,R0_random_confirmed_attack_validation,16,2536,16,16,1.0,16,1.0,1.0,False
chrono_late_train_early_eval,50,heldout_47_51,R0_random_confirmed_attack_validation,32,2536,32,32,1.0,32,1.0,1.0,False
chrono_late_train_early_eval,50,heldout_47_51,R1_kcenter_confirmed_attack_validation,4,2536,4,4,1.0,4,1.0,1.0,False
chrono_late_train_early_eval,50,heldout_47_51,R1_kcenter_confirmed_attack_validation,8,2536,8,8,1.0,8,1.0,1.0,False
chrono_late_train_early_eval,50,heldout_47_51,R1_kcenter_confirmed_attack_validation,16,2536,16,16,1.0,16,1.0,1.0,False
