regime,feature_set,model,role,phase,source_group,device,rows,hard_alarm_rate,score_mean
label_rich_upper,raw_plus_temporal,histgb_stronger,future_query,select,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,12652,0.9992886500158078,0.7911939682055961
label_rich_upper,raw_plus_temporal,histgb_stronger,ood_val,select,processed/iotsim-hydraulic-system-12.csv,iotsim-hydraulic-system-12,2446,0.008994276369582993,0.0012149278534434288
label_rich_upper,raw_plus_temporal,histgb_stronger,ood_val,select,processed/iotsim-hydraulic-system-13.csv,iotsim-hydraulic-system-13,2431,0.008227067050596462,0.0005269552558697006
label_rich_upper,raw_plus_temporal,histgb_stronger,ood_val,select,processed/iotsim-hydraulic-system-14.csv,iotsim-hydraulic-system-14,2431,0.01192924722336487,0.0005490828100377504
label_rich_upper,raw_plus_temporal,histgb_stronger,ood_val,select,processed/iotsim-hydraulic-system-15.csv,iotsim-hydraulic-system-15,2446,0.009811937857726901,0.0002159937525870259
label_rich_upper,raw_plus_temporal,histgb_stronger,ood_val,select,processed/iotsim-hydraulic-system-2.csv,iotsim-hydraulic-system-2,2451,0.01142390860873113,0.001245829302697888
label_rich_upper,raw_plus_temporal,histgb_stronger,ood_stress,select,processed/iotsim-stream-consumer-2.csv,iotsim-stream-consumer-2,79950,0.0034771732332707942,0.0002630912708443092
label_rich_upper,raw_plus_temporal,histgb_stronger,sealed_final_attack,all,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,110104,0.9997456949792923,0.9786105580017754
label_rich_upper,raw_plus_temporal,histgb_stronger,sealed_final_ood,all,processed/iotsim-ip-camera-museum-2.csv,iotsim-ip-camera-museum-2,42570,0.015668311017148228,0.0016358459627584076
label_rich_upper,raw_plus_temporal,histgb_stronger,sealed_final_ood,all,processed/iotsim-ip-camera-street-2.csv,iotsim-ip-camera-street-2,77430,0.09173446984372982,0.0036038675289596805
label_rich_upper,raw_plus_temporal,mlp_small,id_calib,select,processed/iotsim-cooler-motor-6.csv,iotsim-cooler-motor-6,22418,0.00022303506111160675,9.807711893493506e-05
label_rich_upper,raw_plus_temporal,mlp_small,id_calib,select,processed/iotsim-cooler-motor-7.csv,iotsim-cooler-motor-7,22425,0.0004459308807134894,0.00013382336865150208
label_rich_upper,raw_plus_temporal,mlp_small,id_calib,select,processed/iotsim-cooler-motor-8.csv,iotsim-cooler-motor-8,5011,0.00019956096587507485,0.00013713526277316562
label_rich_upper,raw_plus_temporal,mlp_small,id_calib,select,processed/iotsim-cooler-motor-9.csv,iotsim-cooler-motor-9,1643,0.0012172854534388314,0.0003206109650487143
label_rich_upper,raw_plus_temporal,mlp_small,support_val,select,processed/iotsim-city-power-1.csv,city-power,23,1.0,0.9961623808611995
label_rich_upper,raw_plus_temporal,mlp_small,support_val,select,processed/iotsim-combined-cycle-10.csv,combined-cycle,6,1.0,0.999945064385732
label_rich_upper,raw_plus_temporal,mlp_small,support_val,select,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,40,1.0,0.9782173357903957
label_rich_upper,raw_plus_temporal,mlp_small,same_file_query,select,processed/iotsim-combined-cycle-10.csv,combined-cycle,2486,1.0,0.9999027825945918
label_rich_upper,raw_plus_temporal,mlp_small,same_file_query,select,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,65263,0.9996629024102478,0.997289951775522
label_rich_upper,raw_plus_temporal,mlp_small,future_query,select,processed/iotsim-combined-cycle-1.csv,combined-cycle,46486,0.9776706965538011,0.971563215887099
label_rich_upper,raw_plus_temporal,mlp_small,future_query,select,processed/iotsim-combined-cycle-10.csv,combined-cycle,12677,0.99771239252189,0.9959903092719345
label_rich_upper,raw_plus_temporal,mlp_small,future_query,select,processed/iotsim-domotic-monitor-1.csv,domotic-monitor,48185,0.9995226730310263,0.9992028077506729
label_rich_upper,raw_plus_temporal,mlp_small,future_query,select,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,12652,0.9887764780271894,0.947606640884676
label_rich_upper,raw_plus_temporal,mlp_small,ood_val,select,processed/iotsim-hydraulic-system-12.csv,iotsim-hydraulic-system-12,2446,0.011856091578086671,0.004862767514433149
label_rich_upper,raw_plus_temporal,mlp_small,ood_val,select,processed/iotsim-hydraulic-system-13.csv,iotsim-hydraulic-system-13,2431,0.009872480460715755,0.003383058558275814
label_rich_upper,raw_plus_temporal,mlp_small,ood_val,select,processed/iotsim-hydraulic-system-14.csv,iotsim-hydraulic-system-14,2431,0.009872480460715755,0.003801085499987381
label_rich_upper,raw_plus_temporal,mlp_small,ood_val,select,processed/iotsim-hydraulic-system-15.csv,iotsim-hydraulic-system-15,2446,0.006950122649223222,0.0033061372272581435
label_rich_upper,raw_plus_temporal,mlp_small,ood_val,select,processed/iotsim-hydraulic-system-2.csv,iotsim-hydraulic-system-2,2451,0.011831905344757242,0.004322340899268065
label_rich_upper,raw_plus_temporal,mlp_small,ood_stress,select,processed/iotsim-stream-consumer-2.csv,iotsim-stream-consumer-2,79950,0.0015509693558474046,0.0007747892728646705
label_rich_upper,raw_plus_temporal,mlp_small,sealed_final_attack,all,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,110104,0.9997911065901329,0.9895083764333295
label_rich_upper,raw_plus_temporal,mlp_small,sealed_final_ood,all,processed/iotsim-ip-camera-museum-2.csv,iotsim-ip-camera-museum-2,42570,0.002137655626027719,0.0009391490091187043
label_rich_upper,raw_plus_temporal,mlp_small,sealed_final_ood,all,processed/iotsim-ip-camera-street-2.csv,iotsim-ip-camera-street-2,77430,0.0033578716259847602,0.0018559221259978789
