group,delta,c1_score_at_delta,L1_final_hard_rate,L1_veto_fire_rate,L1_newly_fired_rate,L2_final_hard_rate,L2_newly_fired_rate,n_rows,n_c1_covered,m7_hard_rate,frozen_ckbq_hard_rate
support_val_69,0.00014765100671140937,0.9982328509058515,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.00015771812080536923,0.9982429180199454,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.00016778523489932888,0.9982529851340394,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.00017785234899328874,0.9982630522481333,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.00018791946308724839,0.9982731193622273,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.00019798657718120803,0.9982831864763212,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0002080536912751679,0.9982932535904152,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.00021812080536912754,0.9983033207045091,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0002281879194630874,0.9983133878186031,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.00023825503355704705,0.998323454932697,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0002483221476510067,0.998333522046791,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.00025838926174496656,0.998343589160885,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0002684563758389262,0.998353656274979,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.00027852348993288607,0.9983637233890729,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
