sample_space,split,row_id,label,seed,seed_group,positive_budget,gda_score,gda_threshold,gda_high
ood_benign,final_ood_eval,10060,OOD_benign,42,main_paired_42_46,32,-8.914436992117015,-3.4927500915454304,False
ood_benign,final_ood_eval,10061,OOD_benign,42,main_paired_42_46,32,-9.36971899320735,-3.4927500915454304,False
ood_benign,final_ood_eval,10062,OOD_benign,42,main_paired_42_46,32,-7.753705007098144,-3.4927500915454304,False
ood_benign,final_ood_eval,10063,OOD_benign,42,main_paired_42_46,32,-8.016552600001086,-3.4927500915454304,False
ood_benign,final_ood_eval,10064,OOD_benign,42,main_paired_42_46,32,-8.063503458591109,-3.4927500915454304,False
ood_benign,final_ood_eval,10065,OOD_benign,42,main_paired_42_46,32,-8.005772598749235,-3.4927500915454304,False
ood_benign,final_ood_eval,10066,OOD_benign,42,main_paired_42_46,32,-7.869837259988281,-3.4927500915454304,False
ood_benign,final_ood_eval,10067,OOD_benign,42,main_paired_42_46,32,-7.689940014370888,-3.4927500915454304,False
ood_benign,final_ood_eval,10068,OOD_benign,42,main_paired_42_46,32,-10.12754729302045,-3.4927500915454304,False
ood_benign,final_ood_eval,10069,OOD_benign,42,main_paired_42_46,32,-8.915242692539318,-3.4927500915454304,False
ood_benign,final_ood_eval,10070,OOD_benign,42,main_paired_42_46,32,-9.780704258550204,-3.4927500915454304,False
ood_benign,final_ood_eval,10071,OOD_benign,42,main_paired_42_46,32,-8.774740355434696,-3.4927500915454304,False
ood_benign,final_ood_eval,10072,OOD_benign,42,main_paired_42_46,32,-8.147091041462653,-3.4927500915454304,False
ood_benign,final_ood_eval,10073,OOD_benign,42,main_paired_42_46,32,-8.163205467377773,-3.4927500915454304,False
ood_benign,final_ood_eval,10074,OOD_benign,42,main_paired_42_46,32,-8.150836749568867,-3.4927500915454304,False
ood_benign,final_ood_eval,10075,OOD_benign,42,main_paired_42_46,32,-8.095244516115986,-3.4927500915454304,False
ood_benign,final_ood_eval,10076,OOD_benign,42,main_paired_42_46,32,-7.979628015631772,-3.4927500915454304,False
ood_benign,final_ood_eval,10077,OOD_benign,42,main_paired_42_46,32,-7.807567851654724,-3.4927500915454304,False
ood_benign,final_ood_eval,10078,OOD_benign,42,main_paired_42_46,32,-10.658324004360848,-3.4927500915454304,False
ood_benign,final_ood_eval,10079,OOD_benign,42,main_paired_42_46,32,-8.782100801102082,-3.4927500915454304,False
ood_benign,final_ood_eval,10080,OOD_benign,42,main_paired_42_46,32,-8.375420804547991,-3.4927500915454304,False
ood_benign,final_ood_eval,10081,OOD_benign,42,main_paired_42_46,32,-10.100818374741337,-3.4927500915454304,False
ood_benign,final_ood_eval,10082,OOD_benign,42,main_paired_42_46,32,-9.639194270620157,-3.4927500915454304,False
ood_benign,final_ood_eval,10083,OOD_benign,42,main_paired_42_46,32,-9.600950067358056,-3.4927500915454304,False
ood_benign,final_ood_eval,10084,OOD_benign,42,main_paired_42_46,32,-8.981050608497108,-3.4927500915454304,False
ood_benign,final_ood_eval,10085,OOD_benign,42,main_paired_42_46,32,-8.141971432170822,-3.4927500915454304,False
ood_benign,final_ood_eval,10086,OOD_benign,42,main_paired_42_46,32,-8.181272775869648,-3.4927500915454304,False
ood_benign,final_ood_eval,10087,OOD_benign,42,main_paired_42_46,32,-8.167788426679335,-3.4927500915454304,False
ood_benign,final_ood_eval,10088,OOD_benign,42,main_paired_42_46,32,-8.101604440676113,-3.4927500915454304,False
ood_benign,final_ood_eval,10089,OOD_benign,42,main_paired_42_46,32,-7.978169994078152,-3.4927500915454304,False
ood_benign,final_ood_eval,10090,OOD_benign,42,main_paired_42_46,32,-7.807844801074253,-3.4927500915454304,False
ood_benign,final_ood_eval,10091,OOD_benign,42,main_paired_42_46,32,-8.524540071731995,-3.4927500915454304,False
ood_benign,final_ood_eval,10092,OOD_benign,42,main_paired_42_46,32,-8.024345807136298,-3.4927500915454304,False
ood_benign,final_ood_eval,10093,OOD_benign,42,main_paired_42_46,32,-8.430474063329534,-3.4927500915454304,False
ood_benign,final_ood_eval,10094,OOD_benign,42,main_paired_42_46,32,-10.07362523315583,-3.4927500915454304,False
ood_benign,final_ood_eval,10095,OOD_benign,42,main_paired_42_46,32,-9.977309086986484,-3.4927500915454304,False
ood_benign,final_ood_eval,10096,OOD_benign,42,main_paired_42_46,32,-9.099090959511788,-3.4927500915454304,False
ood_benign,final_ood_eval,10097,OOD_benign,42,main_paired_42_46,32,-9.516440760690534,-3.4927500915454304,False
ood_benign,final_ood_eval,10098,OOD_benign,42,main_paired_42_46,32,-8.722543735841924,-3.4927500915454304,False
ood_benign,final_ood_eval,10099,OOD_benign,42,main_paired_42_46,32,-8.18180144710436,-3.4927500915454304,False
ood_benign,final_ood_eval,10100,OOD_benign,42,main_paired_42_46,32,-8.309096791891376,-3.4927500915454304,False
ood_benign,final_ood_eval,10101,OOD_benign,42,main_paired_42_46,32,-8.315610677602647,-3.4927500915454304,False
ood_benign,final_ood_eval,10102,OOD_benign,42,main_paired_42_46,32,-8.239008279718345,-3.4927500915454304,False
ood_benign,final_ood_eval,10103,OOD_benign,42,main_paired_42_46,32,-8.099925309652013,-3.4927500915454304,False
ood_benign,final_ood_eval,10104,OOD_benign,42,main_paired_42_46,32,-7.920123689852707,-3.4927500915454304,False
ood_benign,final_ood_eval,10105,OOD_benign,42,main_paired_42_46,32,-10.442693286756638,-3.4927500915454304,False
ood_benign,final_ood_eval,10106,OOD_benign,42,main_paired_42_46,32,-9.010234673799143,-3.4927500915454304,False
ood_benign,final_ood_eval,10107,OOD_benign,42,main_paired_42_46,32,-8.500312445890739,-3.4927500915454304,False
ood_benign,final_ood_eval,10108,OOD_benign,42,main_paired_42_46,32,-9.915311141868514,-3.4927500915454304,False
ood_benign,final_ood_eval,10109,OOD_benign,42,main_paired_42_46,32,-9.391489269937457,-3.4927500915454304,False
ood_benign,final_ood_eval,10110,OOD_benign,42,main_paired_42_46,32,-9.640233386346772,-3.4927500915454304,False
ood_benign,final_ood_eval,10111,OOD_benign,42,main_paired_42_46,32,-8.699220532452566,-3.4927500915454304,False
ood_benign,final_ood_eval,10112,OOD_benign,42,main_paired_42_46,32,-7.627577738996121,-3.4927500915454304,False
ood_benign,final_ood_eval,10113,OOD_benign,42,main_paired_42_46,32,-7.960393398286449,-3.4927500915454304,False
ood_benign,final_ood_eval,10114,OOD_benign,42,main_paired_42_46,32,-8.046999527580049,-3.4927500915454304,False
ood_benign,final_ood_eval,10115,OOD_benign,42,main_paired_42_46,32,-8.016471297600226,-3.4927500915454304,False
ood_benign,final_ood_eval,10116,OOD_benign,42,main_paired_42_46,32,-7.904256508161243,-3.4927500915454304,False
ood_benign,final_ood_eval,10117,OOD_benign,42,main_paired_42_46,32,-7.728177865627968,-3.4927500915454304,False
ood_benign,final_ood_eval,10118,OOD_benign,42,main_paired_42_46,32,-8.528161906997227,-3.4927500915454304,False
ood_benign,final_ood_eval,10119,OOD_benign,42,main_paired_42_46,32,-8.329291361990725,-3.4927500915454304,False
ood_benign,final_ood_eval,10120,OOD_benign,42,main_paired_42_46,32,-8.696883399794496,-3.4927500915454304,False
ood_benign,final_ood_eval,10121,OOD_benign,42,main_paired_42_46,32,-9.869127512762507,-3.4927500915454304,False
ood_benign,final_ood_eval,10122,OOD_benign,42,main_paired_42_46,32,-8.312734578502976,-3.4927500915454304,False
ood_benign,final_ood_eval,10123,OOD_benign,42,main_paired_42_46,32,-8.325732059400517,-3.4927500915454304,False
ood_benign,final_ood_eval,10124,OOD_benign,42,main_paired_42_46,32,-8.306218694628953,-3.4927500915454304,False
ood_benign,final_ood_eval,10125,OOD_benign,42,main_paired_42_46,32,-8.238020225125494,-3.4927500915454304,False
ood_benign,final_ood_eval,10126,OOD_benign,42,main_paired_42_46,32,-8.117401712090256,-3.4927500915454304,False
ood_benign,final_ood_eval,10127,OOD_benign,42,main_paired_42_46,32,-7.953220220176233,-3.4927500915454304,False
ood_benign,final_ood_eval,10128,OOD_benign,42,main_paired_42_46,32,-10.600259941288247,-3.4927500915454304,False
ood_benign,final_ood_eval,10129,OOD_benign,42,main_paired_42_46,32,-8.653319634611886,-3.4927500915454304,False
ood_benign,final_ood_eval,10130,OOD_benign,42,main_paired_42_46,32,-10.122998547777804,-3.4927500915454304,False
ood_benign,final_ood_eval,10131,OOD_benign,42,main_paired_42_46,32,-8.422394283542795,-3.4927500915454304,False
ood_benign,final_ood_eval,10132,OOD_benign,42,main_paired_42_46,32,-10.294821504951235,-3.4927500915454304,False
ood_benign,final_ood_eval,10133,OOD_benign,42,main_paired_42_46,32,-9.17559345475998,-3.4927500915454304,False
ood_benign,final_ood_eval,10134,OOD_benign,42,main_paired_42_46,32,-8.653300746473864,-3.4927500915454304,False
ood_benign,final_ood_eval,10135,OOD_benign,42,main_paired_42_46,32,-9.654028992045335,-3.4927500915454304,False
ood_benign,final_ood_eval,10136,OOD_benign,42,main_paired_42_46,32,-8.32767980240385,-3.4927500915454304,False
ood_benign,final_ood_eval,10137,OOD_benign,42,main_paired_42_46,32,-8.380182041760078,-3.4927500915454304,False
ood_benign,final_ood_eval,10138,OOD_benign,42,main_paired_42_46,32,-8.360161889535917,-3.4927500915454304,False
ood_benign,final_ood_eval,10139,OOD_benign,42,main_paired_42_46,32,-8.279560090918359,-3.4927500915454304,False
ood_benign,final_ood_eval,10140,OOD_benign,42,main_paired_42_46,32,-8.145337036696702,-3.4927500915454304,False
ood_benign,final_ood_eval,10141,OOD_benign,42,main_paired_42_46,32,-7.970913840505812,-3.4927500915454304,False
ood_benign,final_ood_eval,10142,OOD_benign,42,main_paired_42_46,32,-9.839228395415423,-3.4927500915454304,False
ood_benign,final_ood_eval,10143,OOD_benign,42,main_paired_42_46,32,-9.350128454030907,-3.4927500915454304,False
ood_benign,final_ood_eval,10144,OOD_benign,42,main_paired_42_46,32,-9.385201791552996,-3.4927500915454304,False
ood_benign,final_ood_eval,10145,OOD_benign,42,main_paired_42_46,32,-8.315982681598506,-3.4927500915454304,False
ood_benign,final_ood_eval,10146,OOD_benign,42,main_paired_42_46,32,-8.440162641642361,-3.4927500915454304,False
ood_benign,final_ood_eval,10147,OOD_benign,42,main_paired_42_46,32,-8.766152968825004,-3.4927500915454304,False
ood_benign,final_ood_eval,10148,OOD_benign,42,main_paired_42_46,32,-9.614294709618674,-3.4927500915454304,False
ood_benign,final_ood_eval,10149,OOD_benign,42,main_paired_42_46,32,-8.209516443730196,-3.4927500915454304,False
ood_benign,final_ood_eval,10150,OOD_benign,42,main_paired_42_46,32,-8.360781892580693,-3.4927500915454304,False
ood_benign,final_ood_eval,10151,OOD_benign,42,main_paired_42_46,32,-8.374107001928849,-3.4927500915454304,False
ood_benign,final_ood_eval,10152,OOD_benign,42,main_paired_42_46,32,-8.305113435245374,-3.4927500915454304,False
ood_benign,final_ood_eval,10153,OOD_benign,42,main_paired_42_46,32,-8.166083150663539,-3.4927500915454304,False
ood_benign,final_ood_eval,10154,OOD_benign,42,main_paired_42_46,32,-7.984061006937018,-3.4927500915454304,False
ood_benign,final_ood_eval,10155,OOD_benign,42,main_paired_42_46,32,-10.357619794047492,-3.4927500915454304,False
ood_benign,final_ood_eval,10156,OOD_benign,42,main_paired_42_46,32,-8.951316658020987,-3.4927500915454304,False
ood_benign,final_ood_eval,10157,OOD_benign,42,main_paired_42_46,32,-9.981006139973632,-3.4927500915454304,False
ood_benign,final_ood_eval,10158,OOD_benign,42,main_paired_42_46,32,-8.662796804706744,-3.4927500915454304,False
ood_benign,final_ood_eval,10159,OOD_benign,42,main_paired_42_46,32,-8.304429842607487,-3.4927500915454304,False
ood_benign,final_ood_eval,10160,OOD_benign,42,main_paired_42_46,32,-8.319308308847825,-3.4927500915454304,False
ood_benign,final_ood_eval,10161,OOD_benign,42,main_paired_42_46,32,-8.313098328587897,-3.4927500915454304,False
ood_benign,final_ood_eval,10162,OOD_benign,42,main_paired_42_46,32,-8.253349470466196,-3.4927500915454304,False
ood_benign,final_ood_eval,10163,OOD_benign,42,main_paired_42_46,32,-11.312281956290473,-3.4927500915454304,False
ood_benign,final_ood_eval,10164,OOD_benign,42,main_paired_42_46,32,-8.597480219612065,-3.4927500915454304,False
ood_benign,final_ood_eval,10165,OOD_benign,42,main_paired_42_46,32,-9.124544951941466,-3.4927500915454304,False
ood_benign,final_ood_eval,10166,OOD_benign,42,main_paired_42_46,32,-8.321577867869001,-3.4927500915454304,False
ood_benign,final_ood_eval,10167,OOD_benign,42,main_paired_42_46,32,-8.539940525245948,-3.4927500915454304,False
ood_benign,final_ood_eval,10168,OOD_benign,42,main_paired_42_46,32,-10.442068157954335,-3.4927500915454304,False
ood_benign,final_ood_eval,10169,OOD_benign,42,main_paired_42_46,32,-9.79439580880596,-3.4927500915454304,False
ood_benign,final_ood_eval,10170,OOD_benign,42,main_paired_42_46,32,-9.617422936814409,-3.4927500915454304,False
ood_benign,final_ood_eval,10171,OOD_benign,42,main_paired_42_46,32,-9.142250208422752,-3.4927500915454304,False
ood_benign,final_ood_eval,10172,OOD_benign,42,main_paired_42_46,32,-8.255351930395557,-3.4927500915454304,False
ood_benign,final_ood_eval,10173,OOD_benign,42,main_paired_42_46,32,-8.286363311815448,-3.4927500915454304,False
ood_benign,final_ood_eval,10174,OOD_benign,42,main_paired_42_46,32,-8.271799808525909,-3.4927500915454304,False
ood_benign,final_ood_eval,10175,OOD_benign,42,main_paired_42_46,32,-8.203339355251325,-3.4927500915454304,False
ood_benign,final_ood_eval,10176,OOD_benign,42,main_paired_42_46,32,-8.085476351296474,-3.4927500915454304,False
ood_benign,final_ood_eval,10177,OOD_benign,42,main_paired_42_46,32,-7.914101262963311,-3.4927500915454304,False
ood_benign,final_ood_eval,10178,OOD_benign,42,main_paired_42_46,32,-8.633798194398853,-3.4927500915454304,False
ood_benign,final_ood_eval,10179,OOD_benign,42,main_paired_42_46,32,-8.011464392942479,-3.4927500915454304,False
ood_benign,final_ood_eval,10180,OOD_benign,42,main_paired_42_46,32,-8.350093402913814,-3.4927500915454304,False
ood_benign,final_ood_eval,10181,OOD_benign,42,main_paired_42_46,32,-10.184026029592902,-3.4927500915454304,False
ood_benign,final_ood_eval,10182,OOD_benign,42,main_paired_42_46,32,-10.097713892751376,-3.4927500915454304,False
ood_benign,final_ood_eval,10183,OOD_benign,42,main_paired_42_46,32,-9.109899348791943,-3.4927500915454304,False
ood_benign,final_ood_eval,10184,OOD_benign,42,main_paired_42_46,32,-9.638442820188466,-3.4927500915454304,False
ood_benign,final_ood_eval,10185,OOD_benign,42,main_paired_42_46,32,-8.703062182217382,-3.4927500915454304,False
ood_benign,final_ood_eval,10186,OOD_benign,42,main_paired_42_46,32,-8.283769323503334,-3.4927500915454304,False
ood_benign,final_ood_eval,10187,OOD_benign,42,main_paired_42_46,32,-8.394389276248948,-3.4927500915454304,False
ood_benign,final_ood_eval,10188,OOD_benign,42,main_paired_42_46,32,-8.387930760729814,-3.4927500915454304,False
ood_benign,final_ood_eval,10189,OOD_benign,42,main_paired_42_46,32,-8.309108235301554,-3.4927500915454304,False
ood_benign,final_ood_eval,10190,OOD_benign,42,main_paired_42_46,32,-8.174778616707107,-3.4927500915454304,False
ood_benign,final_ood_eval,10191,OOD_benign,42,main_paired_42_46,32,-7.987072162703375,-3.4927500915454304,False
ood_benign,final_ood_eval,10192,OOD_benign,42,main_paired_42_46,32,-10.513137057392594,-3.4927500915454304,False
ood_benign,final_ood_eval,10193,OOD_benign,42,main_paired_42_46,32,-8.991632005591866,-3.4927500915454304,False
ood_benign,final_ood_eval,10194,OOD_benign,42,main_paired_42_46,32,-8.454759437689837,-3.4927500915454304,False
ood_benign,final_ood_eval,10195,OOD_benign,42,main_paired_42_46,32,-10.019953287552417,-3.4927500915454304,False
ood_benign,final_ood_eval,10196,OOD_benign,42,main_paired_42_46,32,-9.476540849083896,-3.4927500915454304,False
ood_benign,final_ood_eval,10197,OOD_benign,42,main_paired_42_46,32,-9.654008460318424,-3.4927500915454304,False
ood_benign,final_ood_eval,10198,OOD_benign,42,main_paired_42_46,32,-8.779351825146252,-3.4927500915454304,False
ood_benign,final_ood_eval,10199,OOD_benign,42,main_paired_42_46,32,-8.21369469615419,-3.4927500915454304,False
ood_benign,final_ood_eval,10200,OOD_benign,42,main_paired_42_46,32,-8.36928636549147,-3.4927500915454304,False
ood_benign,final_ood_eval,10201,OOD_benign,42,main_paired_42_46,32,-8.386397691854661,-3.4927500915454304,False
ood_benign,final_ood_eval,10202,OOD_benign,42,main_paired_42_46,32,-8.320234353388935,-3.4927500915454304,False
ood_benign,final_ood_eval,10203,OOD_benign,42,main_paired_42_46,32,-8.192885356041888,-3.4927500915454304,False
ood_benign,final_ood_eval,10204,OOD_benign,42,main_paired_42_46,32,-8.008292861458335,-3.4927500915454304,False
ood_benign,final_ood_eval,10205,OOD_benign,42,main_paired_42_46,32,-8.62098063138798,-3.4927500915454304,False
ood_benign,final_ood_eval,10206,OOD_benign,42,main_paired_42_46,32,-8.272163654682956,-3.4927500915454304,False
ood_benign,final_ood_eval,10207,OOD_benign,42,main_paired_42_46,32,-8.617427877683852,-3.4927500915454304,False
ood_benign,final_ood_eval,10208,OOD_benign,42,main_paired_42_46,32,-10.015588601585481,-3.4927500915454304,False
ood_benign,final_ood_eval,10209,OOD_benign,42,main_paired_42_46,32,-8.322048225837719,-3.4927500915454304,False
ood_benign,final_ood_eval,10210,OOD_benign,42,main_paired_42_46,32,-8.336340808276942,-3.4927500915454304,False
ood_benign,final_ood_eval,10211,OOD_benign,42,main_paired_42_46,32,-8.319447637431935,-3.4927500915454304,False
ood_benign,final_ood_eval,10212,OOD_benign,42,main_paired_42_46,32,-8.253211966036,-3.4927500915454304,False
ood_benign,final_ood_eval,10213,OOD_benign,42,main_paired_42_46,32,-8.139424567713283,-3.4927500915454304,False
ood_benign,final_ood_eval,10214,OOD_benign,42,main_paired_42_46,32,-7.971294364160875,-3.4927500915454304,False
ood_benign,final_ood_eval,10215,OOD_benign,42,main_paired_42_46,32,-10.945092149318997,-3.4927500915454304,False
ood_benign,final_ood_eval,10216,OOD_benign,42,main_paired_42_46,32,-8.68616131494749,-3.4927500915454304,False
ood_benign,final_ood_eval,10217,OOD_benign,42,main_paired_42_46,32,-10.197919996665153,-3.4927500915454304,False
ood_benign,final_ood_eval,10218,OOD_benign,42,main_paired_42_46,32,-8.383456073002781,-3.4927500915454304,False
ood_benign,final_ood_eval,10219,OOD_benign,42,main_paired_42_46,32,-10.364471613043818,-3.4927500915454304,False
ood_benign,final_ood_eval,10220,OOD_benign,42,main_paired_42_46,32,-9.173649289990673,-3.4927500915454304,False
ood_benign,final_ood_eval,10221,OOD_benign,42,main_paired_42_46,32,-8.64259195677248,-3.4927500915454304,False
ood_benign,final_ood_eval,10222,OOD_benign,42,main_paired_42_46,32,-9.73697230242501,-3.4927500915454304,False
ood_benign,final_ood_eval,10223,OOD_benign,42,main_paired_42_46,32,-8.351658345062003,-3.4927500915454304,False
ood_benign,final_ood_eval,10224,OOD_benign,42,main_paired_42_46,32,-8.3891636537534,-3.4927500915454304,False
ood_benign,final_ood_eval,10225,OOD_benign,42,main_paired_42_46,32,-8.367056129134905,-3.4927500915454304,False
ood_benign,final_ood_eval,10226,OOD_benign,42,main_paired_42_46,32,-8.288376417970827,-3.4927500915454304,False
ood_benign,final_ood_eval,10227,OOD_benign,42,main_paired_42_46,32,-8.155560165453608,-3.4927500915454304,False
ood_benign,final_ood_eval,10228,OOD_benign,42,main_paired_42_46,32,-7.977416245487183,-3.4927500915454304,False
ood_benign,final_ood_eval,10229,OOD_benign,42,main_paired_42_46,32,-9.863933081292956,-3.4927500915454304,False
ood_benign,final_ood_eval,10230,OOD_benign,42,main_paired_42_46,32,-9.327701785506033,-3.4927500915454304,False
ood_benign,final_ood_eval,10231,OOD_benign,42,main_paired_42_46,32,-9.421786309476998,-3.4927500915454304,False
ood_benign,final_ood_eval,10232,OOD_benign,42,main_paired_42_46,32,-10.4789503073194,-3.4927500915454304,False
ood_benign,final_ood_eval,10233,OOD_benign,42,main_paired_42_46,32,-9.143278780751128,-3.4927500915454304,False
ood_benign,final_ood_eval,10234,OOD_benign,42,main_paired_42_46,32,-8.103552474086566,-3.4927500915454304,False
ood_benign,final_ood_eval,10235,OOD_benign,42,main_paired_42_46,32,-7.111104763499906,-3.4927500915454304,False
ood_benign,final_ood_eval,10236,OOD_benign,42,main_paired_42_46,32,-8.93018078884944,-3.4927500915454304,False
ood_benign,final_ood_eval,10237,OOD_benign,42,main_paired_42_46,32,-9.315520319961234,-3.4927500915454304,False
ood_benign,final_ood_eval,10238,OOD_benign,42,main_paired_42_46,32,-8.044578442543306,-3.4927500915454304,False
