variant,future_hard_mean,future_hard_min,future_review_mean,sealed_attack_hard_mean,sealed_attack_hard_min,sealed_attack_review_mean,sealed_ood_hard_mean,sealed_ood_hard_max,sealed_ood_review_mean,sealed_ood_review_max,ood_stress_hard_max,ood_stress_review_mean
baseline_cap20000,0.9716517456888069,0.901578401829879,0.027417570162126183,0.9943962072222625,0.9921801206132383,0.00405616508028768,0.0025913492575855,0.0034021949644932,0.07332601678502257,0.1046610716591349,0.0002626641651031,0.00444777986241396
device_time_balanced,0.9419118386697516,0.8983420001836877,0.05719771352597206,0.9775848288890504,0.9760771634091404,0.020869359877933542,0.00346804389928982,0.003989670755326,0.066271142672692,0.11302130406714,0.0003627267041901,0.007734834271419582
fit_tail_source_balanced,0.9954602906638559,0.9910911484414976,0.00259349483269112,0.9714796919276321,0.8675615781442999,0.020484269418004738,0.00829180116203998,0.0118398967075532,0.00828921885087148,0.0140671400903808,0.003264540337711,0.007164477798624081
source_balanced,0.9501742846021631,0.9187531981333836,0.04889240713932704,0.9946396134563686,0.9918985686260264,0.0038018600595799605,0.0028534538411878205,0.0036604260813428,0.10986313750806967,0.1669464170432537,0.0002626641651031,0.00559849906191366
source_balanced_group_weighted,0.9969000520448372,0.9966061517872372,0.00128231481440982,0.9964724260698976,0.992770471554167,0.00075746566882214,0.018078760490639077,0.0384699806326662,0.0110277598450613,0.0254422207876049,0.0046904315196998,0.0080975609756097
