candidate,split,seed,role,phase,rows,raw_alarm_rate,conflict_review_rate,hard_alarm_rate,review_count,hard_count,attack_score_mean,attack_score_p95,attack_threshold,threshold_roles,variant,held_field,held_value
C4_baseline_cap20000_seed42_leaveout,leave_source_group,42,ood_stress,select,79950,0.005666041275797374,0.005403377110694184,0.0002626641651031895,432,21,0.0006625180196149276,0.0009315709009482169,0.010761205956304138,id_calib|ood_val,baseline_cap20000,source_group,processed/iotsim-stream-consumer-2.csv
C4_baseline_cap20000_seed42_leaveout,leave_source_group,42,support_val,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val,baseline_cap20000,source_group,processed/iotsim-stream-consumer-2.csv
C4_baseline_cap20000_seed42_leaveout,leave_source_group,42,same_file_query,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val,baseline_cap20000,source_group,processed/iotsim-stream-consumer-2.csv
C4_baseline_cap20000_seed42_leaveout,leave_source_group,42,future_query,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val,baseline_cap20000,source_group,processed/iotsim-stream-consumer-2.csv
C4_baseline_cap20000_seed42_leaveout,leave_source_group,42,sealed_final_ood,all,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val,baseline_cap20000,source_group,processed/iotsim-stream-consumer-2.csv
C4_baseline_cap20000_seed42_leaveout,leave_source_group,42,sealed_final_attack,all,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val,baseline_cap20000,source_group,processed/iotsim-stream-consumer-2.csv
C4_baseline_cap20000_seed42_leaveout,leave_source_group,42,id_calib,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,source_group,processed/iotsim-hydraulic-system-12.csv
C4_baseline_cap20000_seed42_leaveout,leave_source_group,42,ood_val,select,2446,0.013082583810302535,0.013082583810302535,0.0,32,0,0.0013832035224802378,0.002848024010781185,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,source_group,processed/iotsim-hydraulic-system-12.csv
C4_baseline_cap20000_seed42_leaveout,leave_source_group,42,ood_stress,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,source_group,processed/iotsim-hydraulic-system-12.csv
C4_baseline_cap20000_seed42_leaveout,leave_source_group,42,support_val,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,source_group,processed/iotsim-hydraulic-system-12.csv
C4_baseline_cap20000_seed42_leaveout,leave_source_group,42,same_file_query,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,source_group,processed/iotsim-hydraulic-system-12.csv
C4_baseline_cap20000_seed42_leaveout,leave_source_group,42,future_query,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,source_group,processed/iotsim-hydraulic-system-12.csv
C4_baseline_cap20000_seed42_leaveout,leave_source_group,42,sealed_final_ood,all,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,source_group,processed/iotsim-hydraulic-system-12.csv
C4_baseline_cap20000_seed42_leaveout,leave_source_group,42,sealed_final_attack,all,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,source_group,processed/iotsim-hydraulic-system-12.csv
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,id_calib,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,device_family,iotsim-ip-camera-street
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,ood_val,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,device_family,iotsim-ip-camera-street
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,ood_stress,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,device_family,iotsim-ip-camera-street
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,support_val,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,device_family,iotsim-ip-camera-street
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,same_file_query,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,device_family,iotsim-ip-camera-street
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,future_query,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,device_family,iotsim-ip-camera-street
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,sealed_final_ood,all,99950,0.05042521260630315,0.04676338169084542,0.0036618309154577288,4674,366,0.006633086889657149,0.011001228604174282,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,device_family,iotsim-ip-camera-street
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,sealed_final_attack,all,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,device_family,iotsim-ip-camera-street
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,id_calib,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,device_family,iotsim-ip-camera-museum
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,ood_val,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,device_family,iotsim-ip-camera-museum
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,ood_stress,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,device_family,iotsim-ip-camera-museum
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,support_val,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,device_family,iotsim-ip-camera-museum
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,same_file_query,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,device_family,iotsim-ip-camera-museum
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,future_query,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,device_family,iotsim-ip-camera-museum
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,sealed_final_ood,all,54950,0.021910828025477707,0.019326660600545952,0.002584167424931756,1062,142,0.0038127760797502836,0.00387249928986902,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,device_family,iotsim-ip-camera-museum
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,sealed_final_attack,all,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,device_family,iotsim-ip-camera-museum
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,id_calib,select,0,,,,0,0,,,0.005925718619987394,id_calib|ood_val,baseline_cap20000,device_family,iotsim-stream-consumer
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,ood_val,select,0,,,,0,0,,,0.005925718619987394,id_calib|ood_val,baseline_cap20000,device_family,iotsim-stream-consumer
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,ood_stress,select,79950,0.9986491557223265,0.0009130706691682301,0.9977360850531583,73,79769,0.9972175979562128,0.9995892484060981,0.005925718619987394,id_calib|ood_val,baseline_cap20000,device_family,iotsim-stream-consumer
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,support_val,select,0,,,,0,0,,,0.005925718619987394,id_calib|ood_val,baseline_cap20000,device_family,iotsim-stream-consumer
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,same_file_query,select,0,,,,0,0,,,0.005925718619987394,id_calib|ood_val,baseline_cap20000,device_family,iotsim-stream-consumer
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,future_query,select,0,,,,0,0,,,0.005925718619987394,id_calib|ood_val,baseline_cap20000,device_family,iotsim-stream-consumer
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,sealed_final_ood,all,0,,,,0,0,,,0.005925718619987394,id_calib|ood_val,baseline_cap20000,device_family,iotsim-stream-consumer
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,sealed_final_attack,all,0,,,,0,0,,,0.005925718619987394,id_calib|ood_val,baseline_cap20000,device_family,iotsim-stream-consumer
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,id_calib,select,0,,,,0,0,,,0.01337261921102279,id_calib|ood_stress,baseline_cap20000,device_family,iotsim-hydraulic-system
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,ood_val,select,12205,0.7009422367882016,0.19262597296190087,0.5083162638263007,2351,6204,0.49683502846666255,0.9947449460772915,0.01337261921102279,id_calib|ood_stress,baseline_cap20000,device_family,iotsim-hydraulic-system
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,ood_stress,select,0,,,,0,0,,,0.01337261921102279,id_calib|ood_stress,baseline_cap20000,device_family,iotsim-hydraulic-system
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,support_val,select,0,,,,0,0,,,0.01337261921102279,id_calib|ood_stress,baseline_cap20000,device_family,iotsim-hydraulic-system
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,same_file_query,select,0,,,,0,0,,,0.01337261921102279,id_calib|ood_stress,baseline_cap20000,device_family,iotsim-hydraulic-system
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,future_query,select,0,,,,0,0,,,0.01337261921102279,id_calib|ood_stress,baseline_cap20000,device_family,iotsim-hydraulic-system
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,sealed_final_ood,all,0,,,,0,0,,,0.01337261921102279,id_calib|ood_stress,baseline_cap20000,device_family,iotsim-hydraulic-system
C4_baseline_cap20000_seed42_leaveout,leave_device_family,42,sealed_final_attack,all,0,,,,0,0,,,0.01337261921102279,id_calib|ood_stress,baseline_cap20000,device_family,iotsim-hydraulic-system
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,id_calib,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,TCP Scan
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,ood_val,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,TCP Scan
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,ood_stress,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,TCP Scan
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,support_val,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,TCP Scan
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,same_file_query,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,TCP Scan
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,future_query,select,36000,0.9990833333333333,0.011361111111111112,0.9877222222222222,409,35558,0.7986454779431224,0.9976767788193371,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,TCP Scan
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,sealed_final_ood,all,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,TCP Scan
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,sealed_final_attack,all,15000,0.9922,0.035333333333333335,0.9568666666666666,530,14353,0.8241883837202632,0.999226184315695,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,TCP Scan
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,id_calib,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,UDP Scan
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,ood_val,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,UDP Scan
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,ood_stress,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,UDP Scan
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,support_val,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,UDP Scan
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,same_file_query,select,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,UDP Scan
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,future_query,select,4242,1.0,0.0983026874115983,0.9016973125884017,417,3825,0.6314115914452044,0.9693368074215639,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,UDP Scan
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,sealed_final_ood,all,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,UDP Scan
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,sealed_final_attack,all,0,,,,0,0,,,0.010761205956304138,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,UDP Scan
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,id_calib,select,0,,,,0,0,,,0.008388655240151293,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,Merlin C&C Communication
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,ood_val,select,0,,,,0,0,,,0.008388655240151293,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,Merlin C&C Communication
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,ood_stress,select,0,,,,0,0,,,0.008388655240151293,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,Merlin C&C Communication
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,support_val,select,5,0.6,0.6,0.0,3,0,0.009228816219400486,0.015136707409905355,0.008388655240151293,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,Merlin C&C Communication
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,same_file_query,select,6827,0.7799912113666325,0.19173868463453933,0.5882525267320932,1309,4016,0.44098375022257125,0.7772952448218143,0.008388655240151293,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,Merlin C&C Communication
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,future_query,select,9933,0.9919460384576664,0.3257827443873956,0.6661632940702709,3236,6617,0.49151731353990064,0.8135807178683793,0.008388655240151293,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,Merlin C&C Communication
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,sealed_final_ood,all,0,,,,0,0,,,0.008388655240151293,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,Merlin C&C Communication
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,sealed_final_attack,all,0,,,,0,0,,,0.008388655240151293,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,Merlin C&C Communication
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,id_calib,select,0,,,,0,0,,,0.008710235565988099,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,Mirai C&C Communication
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,ood_val,select,0,,,,0,0,,,0.008710235565988099,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,Mirai C&C Communication
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,ood_stress,select,0,,,,0,0,,,0.008710235565988099,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,Mirai C&C Communication
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,support_val,select,2,0.5,0.5,0.0,1,0,0.019422681083990423,0.035473683823591715,0.008710235565988099,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,Mirai C&C Communication
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,same_file_query,select,106,0.7641509433962265,0.20754716981132076,0.5566037735849056,22,59,0.3428090954824542,0.7620423565204897,0.008710235565988099,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,Mirai C&C Communication
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,future_query,select,358,0.3435754189944134,0.2011173184357542,0.1424581005586592,72,51,0.10545655443839957,0.4670703878674534,0.008710235565988099,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,Mirai C&C Communication
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,sealed_final_ood,all,0,,,,0,0,,,0.008710235565988099,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,Mirai C&C Communication
C4_baseline_cap20000_seed42_leaveout,leave_attack_label,42,sealed_final_attack,all,0,,,,0,0,,,0.008710235565988099,id_calib|ood_val|ood_stress,baseline_cap20000,attack_label,Mirai C&C Communication
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,id_calib,select,0,,,,0,0,,,0.11125533603644991,id_calib|ood_val|ood_stress,source_balanced_group_weighted,source_group,processed/iotsim-ip-camera-street-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,ood_val,select,0,,,,0,0,,,0.11125533603644991,id_calib|ood_val|ood_stress,source_balanced_group_weighted,source_group,processed/iotsim-ip-camera-street-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,ood_stress,select,0,,,,0,0,,,0.11125533603644991,id_calib|ood_val|ood_stress,source_balanced_group_weighted,source_group,processed/iotsim-ip-camera-street-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,support_val,select,0,,,,0,0,,,0.11125533603644991,id_calib|ood_val|ood_stress,source_balanced_group_weighted,source_group,processed/iotsim-ip-camera-street-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,same_file_query,select,0,,,,0,0,,,0.11125533603644991,id_calib|ood_val|ood_stress,source_balanced_group_weighted,source_group,processed/iotsim-ip-camera-street-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,future_query,select,0,,,,0,0,,,0.11125533603644991,id_calib|ood_val|ood_stress,source_balanced_group_weighted,source_group,processed/iotsim-ip-camera-street-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,sealed_final_ood,all,99950,0.021190595297648825,0.01150575287643822,0.009684842421210605,1150,968,0.013486571114613514,0.00865893625774131,0.11125533603644991,id_calib|ood_val|ood_stress,source_balanced_group_weighted,source_group,processed/iotsim-ip-camera-street-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,sealed_final_attack,all,0,,,,0,0,,,0.11125533603644991,id_calib|ood_val|ood_stress,source_balanced_group_weighted,source_group,processed/iotsim-ip-camera-street-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,id_calib,select,0,,,,0,0,,,0.11125533603644991,id_calib|ood_val|ood_stress,source_balanced_group_weighted,source_group,processed/iotsim-ip-camera-museum-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,ood_val,select,0,,,,0,0,,,0.11125533603644991,id_calib|ood_val|ood_stress,source_balanced_group_weighted,source_group,processed/iotsim-ip-camera-museum-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,ood_stress,select,0,,,,0,0,,,0.11125533603644991,id_calib|ood_val|ood_stress,source_balanced_group_weighted,source_group,processed/iotsim-ip-camera-museum-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,support_val,select,0,,,,0,0,,,0.11125533603644991,id_calib|ood_val|ood_stress,source_balanced_group_weighted,source_group,processed/iotsim-ip-camera-museum-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,same_file_query,select,0,,,,0,0,,,0.11125533603644991,id_calib|ood_val|ood_stress,source_balanced_group_weighted,source_group,processed/iotsim-ip-camera-museum-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,future_query,select,0,,,,0,0,,,0.11125533603644991,id_calib|ood_val|ood_stress,source_balanced_group_weighted,source_group,processed/iotsim-ip-camera-museum-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,sealed_final_ood,all,54950,0.008425841674249318,0.006205641492265696,0.0022202001819836216,341,122,0.004414708450625991,0.007912093192487481,0.11125533603644991,id_calib|ood_val|ood_stress,source_balanced_group_weighted,source_group,processed/iotsim-ip-camera-museum-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,sealed_final_attack,all,0,,,,0,0,,,0.11125533603644991,id_calib|ood_val|ood_stress,source_balanced_group_weighted,source_group,processed/iotsim-ip-camera-museum-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,id_calib,select,0,,,,0,0,,,0.01838728268550163,id_calib|ood_val,source_balanced_group_weighted,source_group,processed/iotsim-stream-consumer-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,ood_val,select,0,,,,0,0,,,0.01838728268550163,id_calib|ood_val,source_balanced_group_weighted,source_group,processed/iotsim-stream-consumer-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,ood_stress,select,79950,0.021913696060037523,0.021288305190744216,0.0006253908692933083,1702,50,0.0036701931571542033,0.007912093192487481,0.01838728268550163,id_calib|ood_val,source_balanced_group_weighted,source_group,processed/iotsim-stream-consumer-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,support_val,select,0,,,,0,0,,,0.01838728268550163,id_calib|ood_val,source_balanced_group_weighted,source_group,processed/iotsim-stream-consumer-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,same_file_query,select,0,,,,0,0,,,0.01838728268550163,id_calib|ood_val,source_balanced_group_weighted,source_group,processed/iotsim-stream-consumer-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,future_query,select,0,,,,0,0,,,0.01838728268550163,id_calib|ood_val,source_balanced_group_weighted,source_group,processed/iotsim-stream-consumer-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,sealed_final_ood,all,0,,,,0,0,,,0.01838728268550163,id_calib|ood_val,source_balanced_group_weighted,source_group,processed/iotsim-stream-consumer-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,sealed_final_attack,all,0,,,,0,0,,,0.01838728268550163,id_calib|ood_val,source_balanced_group_weighted,source_group,processed/iotsim-stream-consumer-2.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,id_calib,select,0,,,,0,0,,,0.11125533603644991,id_calib|ood_val|ood_stress,source_balanced_group_weighted,source_group,processed/iotsim-hydraulic-system-12.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,ood_val,select,2446,0.002044153720359771,0.0012264922322158627,0.0008176614881439084,3,2,0.002919817706776148,0.00685329295974483,0.11125533603644991,id_calib|ood_val|ood_stress,source_balanced_group_weighted,source_group,processed/iotsim-hydraulic-system-12.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,ood_stress,select,0,,,,0,0,,,0.11125533603644991,id_calib|ood_val|ood_stress,source_balanced_group_weighted,source_group,processed/iotsim-hydraulic-system-12.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,support_val,select,0,,,,0,0,,,0.11125533603644991,id_calib|ood_val|ood_stress,source_balanced_group_weighted,source_group,processed/iotsim-hydraulic-system-12.csv
C4_source_balanced_group_weighted_seed42_leaveout,leave_source_group,42,same_file_query,select,0,,,,0,0,,,0.11125533603644991,id_calib|ood_val|ood_stress,source_balanced_group_weighted,source_group,processed/iotsim-hydraulic-system-12.csv
