split,seed,role,group_field,group_value,rows,raw_alarm_rate,conflict_review_rate,hard_alarm_rate,raw_alarm_count,review_count,hard_count,attack_score_mean,attack_score_p95,variant
main,42,future_query,attack_family,TCP Scan,36000,0.9990833333333332,0.0113611111111111,0.9877222222222222,35967,409,35558,0.7986454779431224,0.9976767788193373,baseline_cap20000
main,42,future_query,attack_family,Telnet Brute,36000,1.0,0.0032222222222222,0.9967777777777778,36000,116,35884,0.8077773158440119,0.9977371488467792,baseline_cap20000
main,42,future_query,attack_family,UDP Scan,4242,1.0,0.0983026874115983,0.9016973125884016,4242,417,3825,0.6314115914452044,0.969336807421564,baseline_cap20000
main,42,future_query,support_seen,seen,140099,0.9987651589233328,0.0027551945410031,0.9960099643823296,139926,386,139540,0.9693820672538374,0.9995146063725217,baseline_cap20000
main,42,future_query,support_seen,unseen,88550,0.9988368153585544,0.0115189158667419,0.9873178994918126,88447,1020,87427,0.7892247351481071,0.9977371488467792,baseline_cap20000
main,42,sealed_final_ood,source_group,processed/iotsim-ip-camera-museum-2.csv,54950,0.0219108280254777,0.0193266606005459,0.0025841674249317,1204,1062,142,0.0038127760797502,0.003872499289869,baseline_cap20000
main,42,sealed_final_ood,source_group,processed/iotsim-ip-camera-street-2.csv,99950,0.0504252126063031,0.0467633816908454,0.0036618309154577,5040,4674,366,0.0066330868896571,0.0110012286041742,baseline_cap20000
main,42,sealed_final_ood,device_family,iotsim-ip-camera-museum,54950,0.0219108280254777,0.0193266606005459,0.0025841674249317,1204,1062,142,0.0038127760797502,0.003872499289869,baseline_cap20000
main,42,sealed_final_ood,device_family,iotsim-ip-camera-street,99950,0.0504252126063031,0.0467633816908454,0.0036618309154577,5040,4674,366,0.0066330868896571,0.0110012286041742,baseline_cap20000
main,42,sealed_final_ood,time_block,q1,38725,0.0757391865719819,0.0666494512588767,0.0090897353131052,2933,2581,352,0.012118706116913,0.0153257046068323,baseline_cap20000
main,42,sealed_final_ood,time_block,q2,38725,0.026417043253712,0.0242479018721755,0.0021691413815364,1023,939,84,0.0040128753495086,0.0055243982676925,baseline_cap20000
main,42,sealed_final_ood,time_block,q3,38725,0.0302646868947708,0.0290768237572627,0.001187863137508,1172,1126,46,0.0034684373034771,0.0073193487918368,baseline_cap20000
main,42,sealed_final_ood,time_block,q4,38725,0.0288185926404131,0.0281471917366042,0.0006714009038089,1116,1090,26,0.0029303641921027,0.0077183751106013,baseline_cap20000
main,42,sealed_final_ood,attack_label,benign,154900,0.0403098773402195,0.0370303421562298,0.0032795351839896,6244,5736,508,0.0056325957405003,0.0091790339988699,baseline_cap20000
