evaluation_role,holdout,adapter,seed,selected_config_id,model_type,train_time,inference_time,parameter_count,hard_negative_count
consistency,holdout_bin_2,A2_linear_svm_margin,46,sgd_hinge_alpha0.0001_a1.0,linear_svm,0.06546509999316186,0.017543199995998293,65,0
consistency,holdout_bin_2,A0_lr_baseline,47,lr_fixed_guard,lr,0.634179699991364,0.017578099999809638,65,0
consistency,holdout_bin_2,A1_low_fpr_weighted_lr,47,lr_tail_q0.975_w8.0_a1.0,lr,1.1057186000107322,0.017384300008416176,65,50
consistency,holdout_bin_2,A2_linear_svm_margin,47,sgd_hinge_alpha1e-05_a1.0,linear_svm,0.07113369999569841,0.016663300018990412,65,0
consistency,holdout_bin_2,A0_lr_baseline,48,lr_fixed_guard,lr,0.5960004999942612,0.01876300000003539,65,0
consistency,holdout_bin_2,A1_low_fpr_weighted_lr,48,lr_tail_q0.95_w4.0_a1.0,lr,1.1138976000074763,0.020619199989596382,65,100
consistency,holdout_bin_2,A2_linear_svm_margin,48,sgd_hinge_alpha1e-05_a1.0,linear_svm,0.07578369998373091,0.015441700001247227,65,0
consistency,holdout_bin_2,A0_lr_baseline,49,lr_fixed_guard,lr,0.5528934999892954,0.019858799991197884,65,0
consistency,holdout_bin_2,A1_low_fpr_weighted_lr,49,lr_tail_q0.975_w4.0_a1.0,lr,1.1224833999876864,0.01697779999813065,65,50
consistency,holdout_bin_2,A2_linear_svm_margin,49,sgd_hinge_alpha0.0001_a1.0,linear_svm,0.07198239999706857,0.01565600000321865,65,0
consistency,holdout_bin_2,A0_lr_baseline,50,lr_fixed_guard,lr,0.6161927000212017,0.01844030001666397,65,0
consistency,holdout_bin_2,A1_low_fpr_weighted_lr,50,lr_tail_q0.95_w4.0_a1.0,lr,1.1570746999932453,0.01872579997871071,65,100
consistency,holdout_bin_2,A2_linear_svm_margin,50,sgd_hinge_alpha1e-05_a1.0,linear_svm,0.051585900015197694,0.014635900006396696,65,0
consistency,holdout_bin_2,A0_lr_baseline,51,lr_fixed_guard,lr,0.6072429999767337,0.017670600005658343,65,0
consistency,holdout_bin_2,A1_low_fpr_weighted_lr,51,lr_tail_q0.95_w4.0_a1.0,lr,1.199849999975413,0.01427980000153184,65,100
consistency,holdout_bin_2,A2_linear_svm_margin,51,sgd_hinge_alpha1e-05_a1.0,linear_svm,0.08039669998106547,0.01619250001385808,65,0
