evaluation_role,dataset,holdout,split_protocol,adapter,selected_config_id,model_type,seed,seed_group,representation,support_method,support_size,ood_target,ood_target_label,roc_auc,pr_auc,pauc_fpr_1pct,tpr_at_fpr_1pct,attack_high_detection,final_ood_high_alarm,feasible_final_1pct,threshold,attack_eval_size,final_ood_eval_size,feature_dim,train_time,inference_time,parameter_count,hard_negative_count,provenance_clean,final_eval_used_for_selection
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,A1_low_fpr_weighted_lr,lr_tail_q0.975_w8.0_a1.0,lr,45,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9810759407069556,0.972827290021989,0.9831082436125897,0.9680729760547321,0.9680729760547321,0.0039,True,-4.109648427469117,877,10000,64,0.9474300000001676,0.01756740000564605,65,50,True,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,A2_linear_svm_margin,sgd_hinge_alpha0.0001_a2.0,linear_svm,45,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9857257696693272,0.9155324847680585,0.8236564808076873,0.855188141391106,0.8358038768529077,0.0096,True,-237.70865737415872,877,10000,64,0.12738749998970889,0.026157199987210333,65,0,True,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,A0_lr_baseline,lr_fixed_guard,lr,46,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9811110604332952,0.9727854578991534,0.9830738641898202,0.9680729760547321,0.9680729760547321,0.0045,True,-4.102580408336336,877,10000,64,0.5616903000045568,0.01962090001325123,65,0,True,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,A1_low_fpr_weighted_lr,lr_tail_q0.975_w8.0_a1.0,lr,46,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9810759407069556,0.972827290021989,0.9831082436125897,0.9680729760547321,0.9680729760547321,0.0039,True,-4.109648427469117,877,10000,64,1.0477247000089847,0.01748419998330064,65,50,True,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,A2_linear_svm_margin,sgd_hinge_alpha1e-05_a1.0,linear_svm,46,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9867428734321549,0.9388489902180223,0.8669344441706823,0.887115165336374,0.9007981755986317,0.011,False,-2993.202674502064,877,10000,64,0.09811749999062158,0.015681899996707216,65,0,True,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,A0_lr_baseline,lr_fixed_guard,lr,47,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9811110604332952,0.9727854578991534,0.9830738641898202,0.9680729760547321,0.9680729760547321,0.0045,True,-4.102580408336336,877,10000,64,0.5397884000267368,0.013400399999227375,65,0,True,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,A1_low_fpr_weighted_lr,lr_tail_q0.95_w4.0_a1.0,lr,47,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9811726339794755,0.9728602134945449,0.9831025137087948,0.9680729760547321,0.9680729760547321,0.0042,True,-4.112643225080585,877,10000,64,1.1040824000083376,0.020233199989888817,65,100,True,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,A2_linear_svm_margin,sgd_hinge_alpha1e-05_a1.0,linear_svm,47,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9779956670467503,0.9112388633742081,0.8337869507170974,0.8734321550741163,0.8574686431014823,0.0087,True,-3295.3229980647397,877,10000,64,0.07931800000369549,0.01600879998295568,65,0,True,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,A0_lr_baseline,lr_fixed_guard,lr,48,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9811110604332952,0.9727854578991534,0.9830738641898202,0.9680729760547321,0.9680729760547321,0.0045,True,-4.102580408336336,877,10000,64,0.5510317000153009,0.02105080001638271,65,0,True,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,A1_low_fpr_weighted_lr,lr_tail_q0.975_w4.0_a1.0,lr,48,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9810710376282781,0.9728031164917126,0.9831139735163846,0.9680729760547321,0.9680729760547321,0.0042,True,-4.125760918009893,877,10000,64,1.0135846000048332,0.024753600009717047,65,50,True,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,A2_linear_svm_margin,sgd_hinge_alpha0.0001_a2.0,linear_svm,48,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9776900798175598,0.8804584069005168,0.805486955874011,0.8540478905359179,0.36830102622576966,0.0021,True,456.7167150917896,877,10000,64,0.06271339999511838,0.01849799999035895,65,0,True,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,A0_lr_baseline,lr_fixed_guard,lr,49,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9811110604332952,0.9727854578991534,0.9830738641898202,0.9680729760547321,0.9680729760547321,0.0045,True,-4.102580408336336,877,10000,64,0.5392300999956205,0.02397519999067299,65,0,True,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,A1_low_fpr_weighted_lr,lr_tail_q0.975_w8.0_a1.0,lr,49,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9810759407069556,0.972827290021989,0.9831082436125897,0.9680729760547321,0.9680729760547321,0.0039,True,-4.109648427469117,877,10000,64,1.0529476999945473,0.03073430000222288,65,50,True,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,A2_linear_svm_margin,sgd_hinge_alpha0.0001_a2.0,linear_svm,49,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9836521094640821,0.9350251408573851,0.876291377067779,0.8996579247434435,0.7810718358038768,0.0038,True,109.01036760194546,877,10000,64,0.06234699999913573,0.01491240001632832,65,0,True,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,A0_lr_baseline,lr_fixed_guard,lr,50,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9811110604332952,0.9727854578991534,0.9830738641898202,0.9680729760547321,0.9680729760547321,0.0045,True,-4.102580408336336,877,10000,64,0.4731681999983266,0.0222238999849651,65,0,True,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,A1_low_fpr_weighted_lr,lr_tail_q0.95_w4.0_a1.0,lr,50,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9811726339794755,0.9728602134945449,0.9831025137087948,0.9680729760547321,0.9680729760547321,0.0042,True,-4.112643225080585,877,10000,64,0.999413999990793,0.029208599997218698,65,100,True,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,A2_linear_svm_margin,sgd_hinge_alpha0.0001_a1.0,linear_svm,50,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9837099771949829,0.9245585644151222,0.8641583057820459,0.8608893956670467,0.8129988597491448,0.0045,True,-273.6705904606813,877,10000,64,0.05980250000720844,0.019363500003237277,65,0,True,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,A0_lr_baseline,lr_fixed_guard,lr,51,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9811110604332952,0.9727854578991534,0.9830738641898202,0.9680729760547321,0.9680729760547321,0.0045,True,-4.102580408336336,877,10000,64,0.5372705000045244,0.017348699999274686,65,0,True,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,A1_low_fpr_weighted_lr,lr_tail_q0.975_w8.0_a1.0,lr,51,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9810759407069556,0.972827290021989,0.9831082436125897,0.9680729760547321,0.9680729760547321,0.0039,True,-4.109648427469117,877,10000,64,1.0473743000184186,0.025124800013145432,65,50,True,False
locked,locked_harder_holdout,holdout_bin_5,issue23_locked_leave_one_bin_local_calibration,A2_linear_svm_margin,sgd_hinge_alpha1e-05_a1.0,linear_svm,51,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9867091220068416,0.9529757343857393,0.904843487677842,0.9293044469783353,0.9122006841505131,0.0069,True,-2107.353269776809,877,10000,64,0.07477720000315458,0.011038900003768504,65,0,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A0_lr_baseline,lr_fixed_guard,lr,42,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9826834165834166,0.9750582019196735,0.9841615670761399,0.97002997002997,0.97002997002997,0.0045,True,-4.118561382207412,1001,10000,64,0.5045505999878515,0.025365499983308837,65,0,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A1_low_fpr_weighted_lr,lr_tail_q0.95_w4.0_a1.0,lr,42,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9828815184815185,0.975164002229791,0.9841013258098685,0.97002997002997,0.97002997002997,0.0044,True,-4.118493743169519,1001,10000,64,1.068989799998235,0.01650930001051165,65,100,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A2_linear_svm_margin,sgd_hinge_alpha1e-05_a1.0,linear_svm,42,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9891678321678322,0.9594233725618638,0.8983629435890743,0.9070929070929071,0.8751248751248751,0.0061,True,-2158.8799556712916,1001,10000,64,0.095341299980646,0.014652600017143413,65,0,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A0_lr_baseline,lr_fixed_guard,lr,43,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9826834165834166,0.9750582019196735,0.9841615670761399,0.97002997002997,0.97002997002997,0.0045,True,-4.118561382207412,1001,10000,64,0.4976977000187617,0.019455800007563084,65,0,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A1_low_fpr_weighted_lr,lr_tail_q0.975_w8.0_a1.0,lr,43,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9828490509490508,0.9751468283753705,0.9841113660209138,0.97002997002997,0.97002997002997,0.004,True,-4.115765722165853,1001,10000,64,1.0419571000093129,0.03445669999928214,65,50,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A2_linear_svm_margin,sgd_hinge_alpha0.0001_a2.0,linear_svm,43,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9625374625374625,0.8982926692197486,0.843593592337311,0.8651348651348651,0.8621378621378621,0.0099,True,-103.79884866841618,1001,10000,64,0.07554859999800101,0.023214799992274493,65,0,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A0_lr_baseline,lr_fixed_guard,lr,44,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9826834165834166,0.9750582019196735,0.9841615670761399,0.97002997002997,0.97002997002997,0.0045,True,-4.118561382207412,1001,10000,64,0.5510523999982979,0.02105209999717772,65,0,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A1_low_fpr_weighted_lr,lr_tail_q0.975_w8.0_a1.0,lr,44,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9828490509490508,0.9751468283753705,0.9841113660209138,0.97002997002997,0.97002997002997,0.004,True,-4.115765722165853,1001,10000,64,0.9759660999989137,0.017452900006901473,65,50,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A2_linear_svm_margin,sgd_hinge_alpha1e-05_a1.0,linear_svm,44,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.982278921078921,0.9098477417474311,0.7926997625490088,0.8491508491508492,0.8791208791208791,0.0135,False,-3546.1733557982193,1001,10000,64,0.07388440001523122,0.009109100006753579,65,0,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A0_lr_baseline,lr_fixed_guard,lr,45,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9826834165834166,0.9750582019196735,0.9841615670761399,0.97002997002997,0.97002997002997,0.0045,True,-4.118561382207412,1001,10000,64,0.5914277999836486,0.024685600015800446,65,0,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A1_low_fpr_weighted_lr,lr_tail_q0.975_w8.0_a1.0,lr,45,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9828490509490508,0.9751468283753705,0.9841113660209138,0.97002997002997,0.97002997002997,0.004,True,-4.115765722165853,1001,10000,64,0.9973373000102583,0.01861199998529628,65,50,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A2_linear_svm_margin,sgd_hinge_alpha0.0001_a2.0,linear_svm,45,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9855529470529472,0.9460148050310547,0.8826801339364153,0.922077922077922,0.5114885114885115,0.0009,True,454.1118513184095,1001,10000,64,0.05956980001064949,0.012092500022845343,65,0,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A0_lr_baseline,lr_fixed_guard,lr,46,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9826834165834166,0.9750582019196735,0.9841615670761399,0.97002997002997,0.97002997002997,0.0045,True,-4.118561382207412,1001,10000,64,0.4829450999968685,0.02110840001842007,65,0,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A1_low_fpr_weighted_lr,lr_tail_q0.975_w8.0_a1.0,lr,46,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9828490509490508,0.9751468283753705,0.9841113660209138,0.97002997002997,0.97002997002997,0.004,True,-4.115765722165853,1001,10000,64,1.0074504000076558,0.018504400009987876,65,50,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A2_linear_svm_margin,sgd_hinge_alpha1e-05_a1.0,linear_svm,46,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9768091908091907,0.9091903941689142,0.8082420092470344,0.8351648351648352,0.6703296703296703,0.0046,True,-946.7437308933465,1001,10000,64,0.05995579998125322,0.01512130000628531,65,0,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A0_lr_baseline,lr_fixed_guard,lr,47,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9826834165834166,0.9750582019196735,0.9841615670761399,0.97002997002997,0.97002997002997,0.0045,True,-4.118561382207412,1001,10000,64,0.5143613000109326,0.022188999981153756,65,0,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A1_low_fpr_weighted_lr,lr_tail_q0.95_w4.0_a1.0,lr,47,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9828815184815185,0.975164002229791,0.9841013258098685,0.97002997002997,0.97002997002997,0.0044,True,-4.118493743169519,1001,10000,64,0.9756816999870352,0.018719099985901266,65,100,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A2_linear_svm_margin,sgd_hinge_alpha1e-05_a1.0,linear_svm,47,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9792165834165834,0.9345099350014918,0.8939201502015572,0.8811188811188811,0.38461538461538464,0.0,True,4626.335793175365,1001,10000,64,0.0771662000042852,0.01580130000365898,65,0,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A0_lr_baseline,lr_fixed_guard,lr,48,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9826834165834166,0.9750582019196735,0.9841615670761399,0.97002997002997,0.97002997002997,0.0045,True,-4.118561382207412,1001,10000,64,0.5212921000202186,0.022817199991550297,65,0,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A1_low_fpr_weighted_lr,lr_tail_q0.975_w8.0_a1.0,lr,48,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9828490509490508,0.9751468283753705,0.9841113660209138,0.97002997002997,0.97002997002997,0.004,True,-4.115765722165853,1001,10000,64,1.1165676000237,0.02756680001039058,65,50,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A2_linear_svm_margin,sgd_hinge_alpha0.0001_a1.0,linear_svm,48,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9799811188811187,0.931852154623827,0.8611087405057254,0.9150849150849151,0.8831168831168831,0.0074,True,-286.2821242962477,1001,10000,64,0.09344930000952445,0.023910600022645667,65,0,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A0_lr_baseline,lr_fixed_guard,lr,49,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9826834165834166,0.9750582019196735,0.9841615670761399,0.97002997002997,0.97002997002997,0.0045,True,-4.118561382207412,1001,10000,64,0.5090010000276379,0.018649300007382408,65,0,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A1_low_fpr_weighted_lr,lr_tail_q0.975_w8.0_a1.0,lr,49,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9828490509490508,0.9751468283753705,0.9841113660209138,0.97002997002997,0.97002997002997,0.004,True,-4.115765722165853,1001,10000,64,0.9785294999892358,0.017654299997957423,65,50,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A2_linear_svm_margin,sgd_hinge_alpha1e-05_a1.0,linear_svm,49,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9676678321678321,0.8762003816144383,0.7905109965411473,0.7992007992007992,0.8181818181818182,0.0118,False,113.92063368026899,1001,10000,64,0.05180250000557862,0.016818099975353107,65,0,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A0_lr_baseline,lr_fixed_guard,lr,50,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9826834165834166,0.9750582019196735,0.9841615670761399,0.97002997002997,0.97002997002997,0.0045,True,-4.118561382207412,1001,10000,64,0.5058802999847103,0.015954899979988113,65,0,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A1_low_fpr_weighted_lr,lr_tail_q0.95_w4.0_a1.0,lr,50,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9828815184815185,0.975164002229791,0.9841013258098685,0.97002997002997,0.97002997002997,0.0044,True,-4.118493743169519,1001,10000,64,0.9947409000014886,0.017584699991857633,65,100,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A2_linear_svm_margin,sgd_hinge_alpha0.0001_a1.0,linear_svm,50,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9811711288711288,0.9114817754292065,0.7985130447442006,0.8541458541458542,0.8791208791208791,0.0144,False,-426.58456320416735,1001,10000,64,0.07503629999700934,0.01623529999051243,65,0,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A0_lr_baseline,lr_fixed_guard,lr,51,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9826834165834166,0.9750582019196735,0.9841615670761399,0.97002997002997,0.97002997002997,0.0045,True,-4.118561382207412,1001,10000,64,0.5279817999980878,0.030385100020794198,65,0,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A1_low_fpr_weighted_lr,lr_tail_q0.975_w8.0_a1.0,lr,51,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9828490509490508,0.9751468283753705,0.9841113660209138,0.97002997002997,0.97002997002997,0.004,True,-4.115765722165853,1001,10000,64,1.0458612999937031,0.022957800014410168,65,50,True,False
locked,locked_harder_holdout,holdout_bin_6,issue23_locked_leave_one_bin_local_calibration,A2_linear_svm_margin,sgd_hinge_alpha0.0001_a2.0,linear_svm,51,heldout_47_51,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9903024975024974,0.9693057003787439,0.9260990266015392,0.9430569430569431,0.916083916083916,0.006,True,-61.27749379388355,1001,10000,64,0.06304810001165606,0.014648500015027821,65,0,True,False
locked,locked_harder_holdout,holdout_bin_7,issue23_locked_leave_one_bin_local_calibration,A0_lr_baseline,lr_fixed_guard,lr,42,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9819418054338301,0.9804776193977849,0.9873292844591053,0.9780893952673094,0.9780893952673094,0.0041,True,-4.067457114802276,1141,10000,64,0.5158123000001069,0.015209500008495525,65,0,True,False
locked,locked_harder_holdout,holdout_bin_7,issue23_locked_leave_one_bin_local_calibration,A1_low_fpr_weighted_lr,lr_tail_q0.975_w8.0_a1.0,lr,42,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9823863277826468,0.9805390453039584,0.9872015643511158,0.9780893952673094,0.9780893952673094,0.0036,True,-4.0429225793898675,1141,10000,64,1.017191199993249,0.025620299973525107,65,50,True,False
locked,locked_harder_holdout,holdout_bin_7,issue23_locked_leave_one_bin_local_calibration,A2_linear_svm_margin,sgd_hinge_alpha1e-05_a1.0,linear_svm,42,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9422460999123576,0.8125499148250205,0.7122157677079526,0.6187554776511832,0.7055214723926381,0.0145,False,-3841.6572447287776,1141,10000,64,0.0604616999917198,0.014545999991241843,65,0,True,False
locked,locked_harder_holdout,holdout_bin_7,issue23_locked_leave_one_bin_local_calibration,A0_lr_baseline,lr_fixed_guard,lr,43,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9819418054338301,0.9804776193977849,0.9873292844591053,0.9780893952673094,0.9780893952673094,0.0041,True,-4.067457114802276,1141,10000,64,0.5037442999891937,0.018375999992713332,65,0,True,False
locked,locked_harder_holdout,holdout_bin_7,issue23_locked_leave_one_bin_local_calibration,A1_low_fpr_weighted_lr,lr_tail_q0.95_w4.0_a1.0,lr,43,main_42_46,selected_source_rich_top64,kcenter,32,0.01,1.0pct,0.9822538124452235,0.9805255335430093,0.9872632223342831,0.9780893952673094,0.9780893952673094,0.0036,True,-4.056565737391442,1141,10000,64,1.0395507999928668,0.018048600002657622,65,100,True,False
