candidate_rank_ascending,threshold,global_rows,baseline_global_hard,candidate_global_hard,baseline_global_recall,candidate_global_recall,global_recall_loss_pp,eligible_family_count,max_eligible_family_recall_loss_pp,global_gate_pass,all_family_gates_pass,admissible
462,0.99999965039146177,4385,4385,3663,1,0.83534777651083236,16.465222348916765,11,100,false,false,false
463,0.99999965075393116,4385,4385,3662,1,0.83511972633979481,16.488027366020518,11,100,false,false,false
464,0.99999965119480638,4385,4385,3661,1,0.83489167616875715,16.510832383124285,11,100,false,false,false
465,0.99999965420948544,4385,4385,3660,1,0.83466362599771948,16.533637400228052,11,100,false,false,false
466,0.99999965463981222,4385,4385,3659,1,0.83443557582668182,16.556442417331819,11,100,false,false,false
467,0.99999965592962536,4385,4385,3658,1,0.83420752565564427,16.579247434435572,11,100,false,false,false
468,0.99999965669145685,4385,4385,3657,1,0.8339794754846066,16.60205245153934,11,100,false,false,false
469,0.99999965875348462,4385,4385,3656,1,0.83375142531356894,16.624857468643107,11,100,false,false,false
470,0.99999966083545644,4385,4385,3655,1,0.83352337514253139,16.64766248574686,11,100,false,false,false
471,0.99999966267279305,4385,4385,3654,1,0.83329532497149372,16.670467502850627,11,100,false,false,false
472,0.99999966585733824,4385,4385,3653,1,0.83306727480045606,16.693272519954395,11,100,false,false,false
473,0.9999996662332532,4385,4385,3652,1,0.83283922462941851,16.716077537058148,11,100,false,false,false
474,0.9999996663255547,4385,4385,3651,1,0.83261117445838084,16.738882554161915,11,100,false,false,false
475,0.99999966883164793,4385,4385,3650,1,0.83238312428734318,16.761687571265682,11,100,false,false,false
476,0.99999967314294902,4385,4385,3649,1,0.83215507411630563,16.784492588369439,11,100,false,false,false
477,0.99999967478508578,4385,4385,3648,1,0.83192702394526796,16.807297605473202,11,100,false,false,false
478,0.99999967533304168,4385,4385,3647,1,0.8316989737742303,16.83010262257697,11,100,false,false,false
479,0.99999967666639011,4385,4385,3646,1,0.83147092360319275,16.852907639680726,11,100,false,false,false
480,0.99999967951800983,4385,4385,3645,1,0.83124287343215508,16.875712656784494,11,100,false,false,false
481,0.99999968159298802,4385,4385,3644,1,0.83101482326111742,16.898517673888257,11,100,false,false,false
482,0.99999968161420461,4385,4385,3643,1,0.83078677309007987,16.921322690992014,11,100,false,false,false
483,0.99999968216721102,4385,4385,3642,1,0.8305587229190422,16.944127708095781,11,100,false,false,false
484,0.99999968514086335,4385,4385,3641,1,0.83033067274800454,16.966932725199545,11,100,false,false,false
485,0.9999996852431392,4385,4385,3640,1,0.83010262257696699,16.989737742303301,11,100,false,false,false
486,0.999999686730495,4385,4385,3639,1,0.82987457240592932,17.012542759407069,11,100,false,false,false
487,0.99999968938957096,4385,4385,3638,1,0.82964652223489166,17.035347776510832,11,100,false,false,false
488,0.9999996905225087,4385,4385,3637,1,0.829418472063854,17.0581527936146,11,100,false,false,false
489,0.99999969084620155,4385,4385,3636,1,0.82919042189281644,17.080957810718356,11,100,false,false,false
490,0.99999969111297216,4385,4385,3635,1,0.82896237172177878,17.103762827822123,11,100,false,false,false
491,0.99999969206131012,4385,4385,3634,1,0.82873432155074112,17.126567844925887,11,100,false,false,false
492,0.99999969428601165,4385,4385,3633,1,0.82850627137970356,17.149372862029644,11,100,false,false,false
493,0.99999969756479268,4385,4385,3632,1,0.8282782212086659,17.172177879133411,11,100,false,false,false
494,0.99999969982009462,4385,4385,3631,1,0.82805017103762824,17.194982896237178,11,100,false,false,false
495,0.99999970020777362,4385,4385,3630,1,0.82782212086659068,17.217787913340931,11,100,false,false,false
496,0.99999970239853253,4385,4385,3629,1,0.82759407069555302,17.240592930444699,11,100,false,false,false
497,0.99999970359001533,4385,4385,3628,1,0.82736602052451536,17.263397947548466,11,100,false,false,false
498,0.99999970537259597,4385,4385,3627,1,0.8271379703534778,17.286202964652219,11,100,false,false,false
499,0.99999970564212104,4385,4385,3626,1,0.82690992018244014,17.309007981755986,11,100,false,false,false
500,0.9999997071718234,4385,4385,3625,1,0.82668187001140248,17.331812998859753,11,100,false,false,false
501,0.9999997080334333,4385,4385,3624,1,0.82645381984036492,17.354618015963506,11,100,false,false,false
502,0.99999970850267739,4385,4385,3623,1,0.82622576966932726,17.377423033067274,11,100,false,false,false
503,0.99999970905477098,4385,4385,3622,1,0.8259977194982896,17.400228050171041,11,100,false,false,false
504,0.99999970988472109,4385,4385,3621,1,0.82576966932725204,17.423033067274794,11,100,false,false,false
505,0.9999997098847766,4385,4385,3620,1,0.82554161915621438,17.445838084378561,11,100,false,false,false
506,0.99999970994810039,4385,4385,3619,1,0.82531356898517672,17.468643101482328,11,100,false,false,false
507,0.99999971240849239,4385,4385,3618,1,0.82508551881413916,17.491448118586085,11,100,false,false,false
508,0.99999971615357675,4385,4385,3617,1,0.8248574686431015,17.514253135689849,11,100,false,false,false
509,0.99999971661950038,4385,4385,3616,1,0.82462941847206384,17.537058152793616,11,100,false,false,false
510,0.99999971731507609,4385,4385,3615,1,0.82440136830102617,17.559863169897383,11,100,false,false,false
511,0.99999972129450754,4385,4385,3614,1,0.82417331812998862,17.58266818700114,11,100,false,false,false
512,0.99999972239728208,4385,4385,3613,1,0.82394526795895096,17.605473204104904,11,100,false,false,false
513,0.99999972363197154,4385,4385,3611,1,0.82348916761687574,17.651083238312427,11,100,false,false,false
514,0.99999972927899705,4385,4385,3610,1,0.82326111744583808,17.673888255416191,11,100,false,false,false
515,0.99999973192990932,4385,4385,3609,1,0.82303306727480041,17.696693272519958,11,100,false,false,false
516,0.9999997336219012,4385,4385,3608,1,0.82280501710376286,17.719498289623715,11,100,false,false,false
517,0.99999973390542896,4385,4385,3607,1,0.8225769669327252,17.742303306727479,11,100,false,false,false
518,0.9999997344605337,4385,4385,3606,1,0.82234891676168753,17.765108323831246,11,100,false,false,false
519,0.99999973607032067,4385,4385,3605,1,0.82212086659064998,17.787913340935003,11,100,false,false,false
520,0.99999973618722404,4385,4385,3604,1,0.82189281641961232,17.81071835803877,11,100,false,false,false
521,0.99999973688455945,4385,4385,3603,1,0.82166476624857465,17.833523375142533,11,100,false,false,false
522,0.99999973787698104,4385,4385,3602,1,0.8214367160775371,17.85632839224629,11,100,false,false,false
523,0.9999997392922384,4385,4385,3601,1,0.82120866590649944,17.879133409350057,11,100,false,false,false
524,0.99999974282401083,4385,4385,3600,1,0.82098061573546177,17.901938426453825,11,100,false,false,false
525,0.99999974689736881,4385,4385,3599,1,0.82075256556442422,17.924743443557578,11,100,false,false,false
526,0.99999974706780437,4385,4385,3598,1,0.82052451539338656,17.947548460661345,11,100,false,false,false
527,0.99999974707422457,4385,4385,3597,1,0.82029646522234889,17.970353477765112,11,100,false,false,false
528,0.99999974707460026,4385,4385,3596,1,0.82006841505131134,17.993158494868865,11,100,false,false,false
529,0.99999974828991889,4385,4385,3595,1,0.81984036488027368,18.015963511972632,11,100,false,false,false
530,0.99999975015278642,4385,4385,3594,1,0.81961231470923601,18.0387685290764,11,100,false,false,false
531,0.99999975042550571,4385,4385,3593,1,0.81938426453819846,18.061573546180153,11,100,false,false,false
532,0.99999975081110393,4385,4385,3592,1,0.8191562143671608,18.08437856328392,11,100,false,false,false
533,0.99999975202385505,4385,4385,3591,1,0.81892816419612313,18.107183580387687,11,100,false,false,false
534,0.99999975204589675,4385,4385,3590,1,0.81870011402508547,18.129988597491455,11,100,false,false,false
535,0.99999975231306559,4385,4385,3589,1,0.81847206385404792,18.152793614595208,11,100,false,false,false
536,0.99999975493802584,4385,4385,3588,1,0.81824401368301025,18.175598631698975,11,100,false,false,false
537,0.9999997563212536,4385,4385,3587,1,0.81801596351197259,18.198403648802742,11,100,false,false,false
538,0.99999975726820522,4385,4385,3586,1,0.81778791334093504,18.221208665906495,11,100,false,false,false
539,0.99999975760173221,4385,4385,3585,1,0.81755986316989737,18.244013683010262,11,100,false,false,false
540,0.99999975873132518,4385,4385,3584,1,0.81733181299885971,18.26681870011403,11,100,false,false,false
541,0.99999975891692761,4385,4385,3583,1,0.81710376282782216,18.289623717217786,11,100,false,false,false
542,0.99999975921934814,4385,4385,3582,1,0.81687571265678449,18.31242873432155,11,100,false,false,false
543,0.99999976161498005,4385,4385,3580,1,0.81641961231470928,18.358038768529074,11,100,false,false,false
544,0.99999976223054377,4385,4385,3579,1,0.81619156214367161,18.380843785632837,11,100,false,false,false
545,0.99999976413369629,4385,4385,3577,1,0.8157354618015964,18.426453819840361,11,100,false,false,false
546,0.99999976873016183,4385,4385,3576,1,0.81550741163055873,18.449258836944125,11,100,false,false,false
547,0.99999976894784048,4385,4385,3575,1,0.81527936145952107,18.472063854047892,11,100,false,false,false
548,0.99999977418483066,4385,4385,3574,1,0.81505131128848352,18.494868871151649,11,100,false,false,false
549,0.99999977418615227,4385,4385,3573,1,0.81482326111744585,18.517673888255416,11,100,false,false,false
550,0.99999977517618877,4385,4385,3572,1,0.81459521094640819,18.54047890535918,11,100,false,false,false
551,0.99999977880031021,4385,4385,3571,1,0.81436716077537064,18.563283922462936,11,100,false,false,false
552,0.99999978012215485,4385,4385,3570,1,0.81413911060433297,18.586088939566704,11,100,false,false,false
553,0.99999978304313686,4385,4385,3569,1,0.81391106043329531,18.608893956670471,11,100,false,false,false
554,0.99999978304333248,4385,4385,3568,1,0.81368301026225764,18.631698973774235,11,100,false,false,false
555,0.99999978384940935,4385,4385,3567,1,0.81345496009122009,18.654503990877991,11,100,false,false,false
556,0.99999978385585575,4385,4385,3566,1,0.81322690992018243,18.677309007981759,11,100,false,false,false
557,0.99999978396857903,4385,4385,3565,1,0.81299885974914476,18.700114025085522,11,100,false,false,false
558,0.99999978495860564,4385,4385,3564,1,0.81277080957810721,18.722919042189279,11,100,false,false,false
559,0.99999978576603465,4385,4385,3563,1,0.81254275940706955,18.745724059293046,11,100,false,false,false
560,0.99999978718527971,4385,4385,3562,1,0.81231470923603188,18.76852907639681,11,100,false,false,false
561,0.99999978919133325,4385,4385,3561,1,0.81208665906499433,18.791334093500566,11,100,false,false,false
562,0.99999979016134899,4385,4385,3560,1,0.81185860889395667,18.814139110604334,11,100,false,false,false
563,0.99999979179949294,4385,4385,3559,1,0.811630558722919,18.836944127708101,11,100,false,false,false
564,0.99999979240650516,4385,4385,3558,1,0.81140250855188145,18.859749144811854,11,100,false,false,false
565,0.99999979347928414,4385,4385,3557,1,0.81117445838084379,18.882554161915621,11,100,false,false,false
566,0.99999979611592948,4385,4385,3556,1,0.81094640820980612,18.905359179019388,11,100,false,false,false
567,0.99999979731732713,4385,4385,3555,1,0.81071835803876857,18.928164196123141,11,100,false,false,false
568,0.99999979763669999,4385,4385,3554,1,0.81049030786773091,18.950969213226909,11,100,false,false,false
569,0.99999979786093873,4385,4385,3553,1,0.81026225769669324,18.973774230330676,11,100,false,false,false
570,0.99999979859020527,4385,4385,3552,1,0.81003420752565569,18.996579247434433,11,100,false,false,false
571,0.99999979918728055,4385,4385,3551,1,0.80980615735461803,19.019384264538196,11,100,false,false,false
572,0.99999979988661536,4385,4385,3550,1,0.80957810718358036,19.042189281641964,11,100,false,false,false
573,0.99999980041927328,4385,4385,3549,1,0.80935005701254281,19.06499429874572,11,100,false,false,false
574,0.99999980043428727,4385,4385,3548,1,0.80912200684150515,19.087799315849484,11,100,false,false,false
575,0.9999998006661408,4385,4385,3547,1,0.80889395667046748,19.110604332953251,11,100,false,false,false
576,0.999999801003017,4385,4385,3546,1,0.80866590649942982,19.133409350057018,11,100,false,false,false
577,0.99999980526968657,4385,4385,3545,1,0.80843785632839227,19.156214367160771,11,100,false,false,false
578,0.99999980538041167,4385,4385,3544,1,0.8082098061573546,19.179019384264539,11,100,false,false,false
579,0.99999980542856826,4385,4385,3543,1,0.80798175598631694,19.201824401368306,11,100,false,false,false
580,0.99999980727243509,4385,4385,3542,1,0.80775370581527939,19.224629418472063,11,100,false,false,false
581,0.99999980923466936,4385,4385,3541,1,0.80752565564424172,19.247434435575826,11,100,false,false,false
582,0.9999998095235535,4385,4385,3540,1,0.80729760547320406,19.270239452679593,11,100,false,false,false
583,0.99999980996115567,4385,4385,3539,1,0.80706955530216651,19.29304446978335,11,100,false,false,false
584,0.99999981023607631,4385,4385,3538,1,0.80684150513112884,19.315849486887117,11,100,false,false,false
585,0.99999981170251118,4385,4385,3537,1,0.80661345496009118,19.338654503990881,11,100,false,false,false
586,0.99999981197346233,4385,4385,3536,1,0.80638540478905363,19.361459521094638,11,100,false,false,false
587,0.99999981295388085,4385,4385,3535,1,0.80615735461801596,19.384264538198405,11,100,false,false,false
588,0.99999981483189881,4385,4385,3534,1,0.8059293044469783,19.407069555302169,11,100,false,false,false
589,0.99999981806078853,4385,4385,3533,1,0.80570125427594075,19.429874572405925,11,100,false,false,false
590,0.99999982003935028,4385,4385,3532,1,0.80547320410490308,19.452679589509692,11,100,false,false,false
591,0.99999982054847769,4385,4385,3531,1,0.80524515393386542,19.475484606613456,11,100,false,false,false
592,0.9999998207717532,4385,4385,3530,1,0.80501710376282787,19.498289623717213,11,100,false,false,false
593,0.99999982141691912,4385,4385,3529,1,0.8047890535917902,19.52109464082098,11,100,false,false,false
594,0.99999982172011181,4385,4385,3528,1,0.80456100342075254,19.543899657924747,11,100,false,false,false
595,0.99999982198129589,4385,4385,3527,1,0.80433295324971499,19.5667046750285,11,100,false,false,false
596,0.99999982242860597,4385,4385,3526,1,0.80410490307867732,19.589509692132268,11,100,false,false,false
597,0.99999982285713529,4385,4385,3525,1,0.80387685290763966,19.612314709236035,11,100,false,false,false
598,0.99999982365662277,4385,4385,3524,1,0.803648802736602,19.635119726339802,11,100,false,false,false
599,0.99999982475614824,4385,4385,3523,1,0.80342075256556444,19.657924743443555,11,100,false,false,false
600,0.99999982527187925,4385,4385,3522,1,0.80319270239452678,19.680729760547322,11,100,false,false,false
601,0.99999982542813926,4385,4385,3521,1,0.80296465222348912,19.70353477765109,11,100,false,false,false
602,0.99999982672574883,4385,4385,3520,1,0.80273660205245156,19.726339794754843,11,100,false,false,false
603,0.99999982717524649,4385,4385,3519,1,0.8025085518814139,19.74914481185861,11,100,false,false,false
604,0.99999982761597428,4385,4385,3518,1,0.80228050171037624,19.771949828962377,11,100,false,false,false
605,0.99999982847831614,4385,4385,3517,1,0.80205245153933868,19.79475484606613,11,100,false,false,false
606,0.99999982901430717,4385,4385,3516,1,0.80182440136830102,19.817559863169897,11,100,false,false,false
607,0.9999998297008269,4385,4385,3515,1,0.80159635119726336,19.840364880273665,11,100,false,false,false
608,0.99999983164597939,4385,4385,3514,1,0.8013683010262258,19.863169897377418,11,100,false,false,false
609,0.99999983273790516,4385,4385,3513,1,0.80114025085518814,19.885974914481185,11,100,false,false,false
610,0.99999983297538952,4385,4385,3512,1,0.80091220068415048,19.908779931584952,11,100,false,false,false
611,0.99999983314519214,4385,4385,3511,1,0.80068415051311292,19.931584948688709,11,100,false,false,false
612,0.99999983493945754,4385,4385,3510,1,0.80045610034207526,19.954389965792473,11,100,false,false,false
613,0.99999983540458781,4385,4385,3509,1,0.8002280501710376,19.97719498289624,11,100,false,false,false
614,0.99999983617649923,4385,4385,3508,1,0.80000000000000004,19.999999999999996,11,100,false,false,false
615,0.99999983655641744,4385,4385,3507,1,0.79977194982896238,20.022805017103764,11,100,false,false,false
616,0.99999983688212835,4385,4385,3506,1,0.79954389965792472,20.045610034207527,11,100,false,false,false
617,0.99999983848853813,4385,4385,3505,1,0.79931584948688716,20.068415051311284,11,100,false,false,false
618,0.99999983850981911,4385,4385,3504,1,0.7990877993158495,20.091220068415051,11,100,false,false,false
619,0.99999983880661181,4385,4385,3503,1,0.79885974914481184,20.114025085518815,11,100,false,false,false
620,0.99999983899005151,4385,4385,3502,1,0.79863169897377428,20.136830102622572,11,100,false,false,false
621,0.99999983916235602,4385,4385,3501,1,0.79840364880273662,20.159635119726339,11,100,false,false,false
622,0.99999984116199869,4385,4385,3500,1,0.79817559863169896,20.182440136830103,11,100,false,false,false
623,0.99999984161474909,4385,4385,3499,1,0.79794754846066129,20.20524515393387,11,100,false,false,false
624,0.99999984206139125,4385,4385,3498,1,0.79771949828962374,20.228050171037626,11,100,false,false,false
625,0.99999984364474193,4385,4385,3497,1,0.79749144811858608,20.250855188141394,11,100,false,false,false
626,0.999999846028784,4385,4385,3496,1,0.79726339794754841,20.273660205245157,11,100,false,false,false
627,0.99999984606505621,4385,4385,3495,1,0.79703534777651086,20.296465222348914,11,100,false,false,false
628,0.9999998468308845,4385,4385,3494,1,0.7968072976054732,20.319270239452681,11,100,false,false,false
629,0.99999984875321668,4385,4385,3493,1,0.79657924743443553,20.342075256556448,11,100,false,false,false
630,0.99999984938362596,4385,4385,3492,1,0.79635119726339798,20.364880273660201,11,100,false,false,false
631,0.99999984945840636,4385,4385,3491,1,0.79612314709236032,20.387685290763969,11,100,false,false,false
632,0.99999985111697831,4385,4385,3490,1,0.79589509692132265,20.410490307867736,11,100,false,false,false
633,0.99999985462873209,4385,4385,3489,1,0.7956670467502851,20.433295324971489,11,100,false,false,false
634,0.99999985529339008,4385,4385,3488,1,0.79543899657924744,20.456100342075256,11,100,false,false,false
635,0.99999985531898894,4385,4385,3487,1,0.79521094640820977,20.478905359179024,11,100,false,false,false
636,0.99999985541278713,4385,4385,3486,1,0.79498289623717222,20.501710376282777,11,100,false,false,false
637,0.99999985697895433,4385,4385,3485,1,0.79475484606613456,20.524515393386544,11,100,false,false,false
638,0.99999985698684002,4385,4385,3484,1,0.79452679589509689,20.547320410490311,11,100,false,false,false
639,0.9999998571671378,4385,4385,3483,1,0.79429874572405934,20.570125427594064,11,100,false,false,false
640,0.99999985795134783,4385,4385,3482,1,0.79407069555302168,20.592930444697831,11,100,false,false,false
641,0.99999985868299657,4385,4385,3481,1,0.79384264538198401,20.615735461801599,11,100,false,false,false
642,0.99999985966975247,4385,4385,3480,1,0.79361459521094646,20.638540478905355,11,100,false,false,false
643,0.99999986288278564,4385,4385,3479,1,0.7933865450399088,20.661345496009119,11,100,false,false,false
644,0.99999986407865382,4385,4385,3478,1,0.79315849486887113,20.684150513112886,11,100,false,false,false
645,0.99999986443656708,4385,4385,3477,1,0.79293044469783347,20.706955530216653,11,100,false,false,false
646,0.99999986507559591,4385,4385,3476,1,0.79270239452679592,20.72976054732041,11,100,false,false,false
647,0.99999986526360574,4385,4385,3475,1,0.79247434435575825,20.752565564424174,11,100,false,false,false
648,0.99999986579909073,4385,4385,3474,1,0.79224629418472059,20.775370581527941,11,100,false,false,false
649,0.99999986588614198,4385,4385,3473,1,0.79201824401368304,20.798175598631698,11,100,false,false,false
650,0.99999986672117469,4385,4385,3472,1,0.79179019384264537,20.820980615735461,11,100,false,false,false
651,0.99999986676400665,4385,4385,3471,1,0.79156214367160771,20.843785632839229,11,100,false,false,false
652,0.99999986708196642,4385,4385,3470,1,0.79133409350057016,20.866590649942985,11,100,false,false,false
653,0.99999986812479247,4385,4385,3469,1,0.79110604332953249,20.889395667046749,11,100,false,false,false
654,0.99999986833835086,4385,4385,3468,1,0.79087799315849483,20.912200684150516,11,100,false,false,false
655,0.99999987038247273,4385,4385,3467,1,0.79064994298745728,20.935005701254273,11,100,false,false,false
656,0.99999987044881278,4385,4385,3466,1,0.79042189281641961,20.95781071835804,11,100,false,false,false
657,0.99999987111594635,4385,4385,3465,1,0.79019384264538195,20.980615735461804,11,100,false,false,false
658,0.99999987127405621,4385,4385,3464,1,0.7899657924743444,21.00342075256556,11,100,false,false,false
659,0.99999987135892388,4385,4385,3463,1,0.78973774230330673,21.026225769669328,11,100,false,false,false
660,0.99999987258404555,4385,4385,3462,1,0.78950969213226907,21.049030786773095,11,100,false,false,false
661,0.99999987288635639,4385,4385,3461,1,0.78928164196123152,21.071835803876848,11,100,false,false,false
662,0.99999987314551297,4385,4385,3460,1,0.78905359179019385,21.094640820980615,11,100,false,false,false
663,0.99999987358721398,4385,4385,3459,1,0.78882554161915619,21.117445838084382,11,100,false,false,false
664,0.99999987383028655,4385,4385,3458,1,0.78859749144811864,21.140250855188135,11,100,false,false,false
665,0.9999998741730497,4385,4385,3457,1,0.78836944127708097,21.163055872291903,11,100,false,false,false
666,0.99999987511896937,4385,4385,3456,1,0.78814139110604331,21.18586088939567,11,100,false,false,false
667,0.99999987544657176,4385,4385,3455,1,0.78791334093500565,21.208665906499434,11,100,false,false,false
668,0.99999987565391557,4385,4385,3454,1,0.78768529076396809,21.23147092360319,11,100,false,false,false
669,0.99999987580419603,4385,4385,3453,1,0.78745724059293043,21.254275940706957,11,100,false,false,false
670,0.99999987790386302,4385,4385,3452,1,0.78722919042189277,21.277080957810725,11,100,false,false,false
671,0.99999987795710732,4385,4385,3451,1,0.78700114025085521,21.299885974914478,11,100,false,false,false
672,0.999999878304214,4385,4385,3450,1,0.78677309007981755,21.322690992018245,11,100,false,false,false
673,0.99999987846198313,4385,4385,3449,1,0.78654503990877989,21.345496009122012,11,100,false,false,false
674,0.9999998785179266,4385,4385,3448,1,0.78631698973774233,21.368301026225765,11,100,false,false,false
675,0.99999987906719467,4385,4385,3447,1,0.78608893956670467,21.391106043329533,11,100,false,false,false
676,0.9999998791537752,4385,4385,3446,1,0.78586088939566701,21.4139110604333,11,100,false,false,false
677,0.99999987921215039,4385,4385,3445,1,0.78563283922462945,21.436716077537056,11,100,false,false,false
678,0.99999987947693858,4385,4385,3444,1,0.78540478905359179,21.45952109464082,11,100,false,false,false
679,0.99999987958910952,4385,4385,3443,1,0.78517673888255413,21.482326111744587,11,100,false,false,false
680,0.99999987986269212,4385,4385,3442,1,0.78494868871151657,21.505131128848344,11,100,false,false,false
681,0.99999988117236172,4385,4385,3441,1,0.78472063854047891,21.527936145952108,11,100,false,false,false
682,0.99999988173968357,4385,4385,3440,1,0.78449258836944125,21.550741163055875,11,100,false,false,false
683,0.99999988205251433,4385,4385,3439,1,0.78426453819840369,21.573546180159632,11,100,false,false,false
684,0.99999988440736831,4385,4385,3438,1,0.78403648802736603,21.596351197263395,11,100,false,false,false
685,0.99999988444302645,4385,4385,3437,1,0.78380843785632837,21.619156214367163,11,100,false,false,false
686,0.99999988505120807,4385,4385,3436,1,0.78358038768529081,21.641961231470919,11,100,false,false,false
687,0.99999988666626249,4385,4385,3435,1,0.78335233751425315,21.664766248574686,11,100,false,false,false
688,0.99999988669996265,4385,4385,3434,1,0.78312428734321549,21.68757126567845,11,100,false,false,false
689,0.9999998871068233,4385,4385,3433,1,0.78289623717217793,21.710376282782207,11,100,false,false,false
690,0.9999998873848539,4385,4385,3432,1,0.78266818700114027,21.733181299885974,11,100,false,false,false
691,0.99999988751725222,4385,4385,3431,1,0.78244013683010261,21.755986316989741,11,100,false,false,false
692,0.99999988761865333,4385,4385,3430,1,0.78221208665906494,21.778791334093505,11,100,false,false,false
693,0.99999988849076993,4385,4385,3429,1,0.78198403648802739,21.801596351197261,11,100,false,false,false
694,0.99999988872721302,4385,4385,3428,1,0.78175598631698973,21.824401368301029,11,100,false,false,false
695,0.99999989043713255,4385,4385,3427,1,0.78152793614595206,21.847206385404792,11,100,false,false,false
696,0.99999989248036969,4385,4385,3426,1,0.78129988597491451,21.870011402508549,11,100,false,false,false
697,0.99999989249632981,4385,4385,3425,1,0.78107183580387685,21.892816419612316,11,100,false,false,false
698,0.99999989276030621,4385,4385,3424,1,0.78084378563283918,21.91562143671608,11,100,false,false,false
699,0.9999998927819691,4385,4385,3423,1,0.78061573546180163,21.938426453819837,11,100,false,false,false
700,0.99999989348393514,4385,4385,3422,1,0.78038768529076397,21.961231470923604,11,100,false,false,false
701,0.99999989468213535,4385,4385,3421,1,0.7801596351197263,21.984036488027371,11,100,false,false,false
702,0.99999989573362535,4385,4385,3420,1,0.77993158494868875,22.006841505131124,11,100,false,false,false
703,0.99999989664862587,4385,4385,3419,1,0.77970353477765109,22.029646522234891,11,100,false,false,false
704,0.99999989690821356,4385,4385,3418,1,0.77947548460661342,22.052451539338659,11,100,false,false,false
705,0.99999989702012471,4385,4385,3417,1,0.77924743443557587,22.075256556442412,11,100,false,false,false
706,0.99999989717431481,4385,4385,3416,1,0.77901938426453821,22.098061573546179,11,100,false,false,false
707,0.99999989719619975,4385,4385,3415,1,0.77879133409350054,22.120866590649946,11,100,false,false,false
708,0.9999998973988985,4385,4385,3414,1,0.77856328392246299,22.143671607753703,11,100,false,false,false
709,0.99999989761627095,4385,4385,3413,1,0.77833523375142533,22.166476624857467,11,100,false,false,false
710,0.99999989853907489,4385,4385,3412,1,0.77810718358038766,22.189281641961234,11,100,false,false,false
711,0.99999989854857352,4385,4385,3411,1,0.77787913340935011,22.21208665906499,11,100,false,false,false
712,0.99999989864332617,4385,4385,3410,1,0.77765108323831245,22.234891676168754,11,100,false,false,false
713,0.99999989869742167,4385,4385,3409,1,0.77742303306727478,22.257696693272521,11,100,false,false,false
714,0.99999989873210038,4385,4385,3408,1,0.77719498289623712,22.280501710376289,11,100,false,false,false
715,0.99999989878659212,4385,4385,3407,1,0.77696693272519957,22.303306727480042,11,100,false,false,false
716,0.99999989933694866,4385,4385,3406,1,0.7767388825541619,22.326111744583809,11,100,false,false,false
717,0.99999990006728523,4385,4385,3405,1,0.77651083238312424,22.348916761687576,11,100,false,false,false
718,0.99999990139428596,4385,4385,3404,1,0.77628278221208669,22.371721778791333,11,100,false,false,false
719,0.99999990159204122,4385,4385,3403,1,0.77605473204104902,22.394526795895096,11,100,false,false,false
720,0.99999990280336604,4385,4385,3402,1,0.77582668187001136,22.417331812998864,11,100,false,false,false
721,0.99999990310155329,4385,4385,3401,1,0.77559863169897381,22.44013683010262,11,100,false,false,false
722,0.99999990326975707,4385,4385,3400,1,0.77537058152793614,22.462941847206388,11,100,false,false,false
723,0.99999990449846021,4385,4385,3399,1,0.77514253135689848,22.485746864310151,11,100,false,false,false
724,0.99999990478302192,4385,4385,3398,1,0.77491448118586093,22.508551881413908,11,100,false,false,false
725,0.99999990482102885,4385,4385,3397,1,0.77468643101482326,22.531356898517675,11,100,false,false,false
726,0.99999990484582479,4385,4385,3396,1,0.7744583808437856,22.554161915621439,11,100,false,false,false
727,0.99999990561366725,4385,4385,3395,1,0.77423033067274805,22.576966932725195,11,100,false,false,false
728,0.99999990564571917,4385,4385,3394,1,0.77400228050171038,22.599771949828963,11,100,false,false,false
729,0.99999990637478942,4385,4385,3393,1,0.77377423033067272,22.622576966932726,11,100,false,false,false
730,0.99999990654231052,4385,4385,3392,1,0.77354618015963517,22.645381984036483,11,100,false,false,false
731,0.99999990736078603,4385,4385,3391,1,0.7733181299885975,22.66818700114025,11,100,false,false,false
732,0.99999990793645366,4385,4385,3390,1,0.77309007981755984,22.690992018244017,11,100,false,false,false
733,0.99999990795794247,4385,4385,3389,1,0.77286202964652229,22.713797035347771,11,100,false,false,false
734,0.99999990816201501,4385,4385,3388,1,0.77263397947548462,22.736602052451538,11,100,false,false,false
735,0.99999990819073048,4385,4385,3387,1,0.77240592930444696,22.759407069555305,11,100,false,false,false
736,0.99999990862611587,4385,4385,3386,1,0.7721778791334093,22.782212086659072,11,100,false,false,false
737,0.99999990990533216,4385,4385,3385,1,0.77194982896237174,22.805017103762825,11,100,false,false,false
738,0.99999991052382464,4385,4385,3384,1,0.77172177879133408,22.827822120866593,11,100,false,false,false
739,0.99999991121186727,4385,4385,3383,1,0.77149372862029642,22.85062713797036,11,100,false,false,false
740,0.99999991127200538,4385,4385,3382,1,0.77126567844925886,22.873432155074113,11,100,false,false,false
741,0.99999991323244841,4385,4385,3381,1,0.7710376282782212,22.89623717217788,11,100,false,false,false
742,0.99999991461151616,4385,4385,3380,1,0.77080957810718354,22.919042189281647,11,100,false,false,false
743,0.99999991477181627,4385,4385,3379,1,0.77058152793614598,22.9418472063854,11,100,false,false,false
744,0.99999991502488939,4385,4385,3378,1,0.77035347776510832,22.964652223489168,11,100,false,false,false
