candidate_rank_ascending,threshold,attack_family,family_scope,rows,gate_eligible_rows_ge_15,baseline_hard,candidate_hard,baseline_recall,candidate_recall,recall_loss_pp,family_gate_pass
108,0.99999254243313218,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
108,0.99999254243313218,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,54,1,0.90000000000000002,9.9999999999999982,false
108,0.99999254243313218,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1907,1,0.95350000000000001,4.6499999999999986,false
108,0.99999254243313218,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1985,1,0.99250000000000005,0.74999999999999512,true
109,0.99999279264485386,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
109,0.99999279264485386,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,18,1,1,0,true
109,0.99999279264485386,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,2,1,0.066666666666666666,93.333333333333329,false
109,0.99999279264485386,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
109,0.99999279264485386,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
109,0.99999279264485386,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,30,1,1,0,true
109,0.99999279264485386,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
109,0.99999279264485386,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
109,0.99999279264485386,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
109,0.99999279264485386,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,54,1,0.90000000000000002,9.9999999999999982,false
109,0.99999279264485386,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1907,1,0.95350000000000001,4.6499999999999986,false
109,0.99999279264485386,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1984,1,0.99199999999999999,0.80000000000000071,true
110,0.99999284637631003,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
110,0.99999284637631003,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,18,1,1,0,true
110,0.99999284637631003,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,2,1,0.066666666666666666,93.333333333333329,false
110,0.99999284637631003,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
110,0.99999284637631003,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
110,0.99999284637631003,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,30,1,1,0,true
110,0.99999284637631003,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
110,0.99999284637631003,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
110,0.99999284637631003,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
110,0.99999284637631003,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,54,1,0.90000000000000002,9.9999999999999982,false
110,0.99999284637631003,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1906,1,0.95299999999999996,4.7000000000000046,false
110,0.99999284637631003,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1984,1,0.99199999999999999,0.80000000000000071,true
111,0.99999285389692627,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
111,0.99999285389692627,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,18,1,1,0,true
111,0.99999285389692627,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,2,1,0.066666666666666666,93.333333333333329,false
111,0.99999285389692627,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
111,0.99999285389692627,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
111,0.99999285389692627,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,30,1,1,0,true
111,0.99999285389692627,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
111,0.99999285389692627,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
111,0.99999285389692627,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
111,0.99999285389692627,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,54,1,0.90000000000000002,9.9999999999999982,false
111,0.99999285389692627,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1905,1,0.95250000000000001,4.7499999999999982,false
111,0.99999285389692627,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1984,1,0.99199999999999999,0.80000000000000071,true
112,0.99999286146761257,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
112,0.99999286146761257,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,18,1,1,0,true
112,0.99999286146761257,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,2,1,0.066666666666666666,93.333333333333329,false
112,0.99999286146761257,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
112,0.99999286146761257,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
112,0.99999286146761257,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,30,1,1,0,true
112,0.99999286146761257,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
112,0.99999286146761257,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
112,0.99999286146761257,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
112,0.99999286146761257,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,54,1,0.90000000000000002,9.9999999999999982,false
112,0.99999286146761257,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1904,1,0.95199999999999996,4.8000000000000043,false
112,0.99999286146761257,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1984,1,0.99199999999999999,0.80000000000000071,true
113,0.99999297156329392,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
113,0.99999297156329392,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,18,1,1,0,true
113,0.99999297156329392,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,2,1,0.066666666666666666,93.333333333333329,false
113,0.99999297156329392,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
113,0.99999297156329392,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
113,0.99999297156329392,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,30,1,1,0,true
113,0.99999297156329392,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
113,0.99999297156329392,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
113,0.99999297156329392,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
113,0.99999297156329392,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,54,1,0.90000000000000002,9.9999999999999982,false
113,0.99999297156329392,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1903,1,0.95150000000000001,4.8499999999999988,false
113,0.99999297156329392,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1984,1,0.99199999999999999,0.80000000000000071,true
114,0.99999300817250192,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
114,0.99999300817250192,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,18,1,1,0,true
114,0.99999300817250192,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,2,1,0.066666666666666666,93.333333333333329,false
114,0.99999300817250192,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
114,0.99999300817250192,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
114,0.99999300817250192,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,30,1,1,0,true
114,0.99999300817250192,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
114,0.99999300817250192,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
114,0.99999300817250192,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
114,0.99999300817250192,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,54,1,0.90000000000000002,9.9999999999999982,false
114,0.99999300817250192,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1902,1,0.95099999999999996,4.9000000000000039,false
114,0.99999300817250192,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1984,1,0.99199999999999999,0.80000000000000071,true
115,0.99999312079847447,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
115,0.99999312079847447,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,18,1,1,0,true
115,0.99999312079847447,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,2,1,0.066666666666666666,93.333333333333329,false
115,0.99999312079847447,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
115,0.99999312079847447,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
115,0.99999312079847447,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,30,1,1,0,true
115,0.99999312079847447,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
115,0.99999312079847447,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
115,0.99999312079847447,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
115,0.99999312079847447,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,54,1,0.90000000000000002,9.9999999999999982,false
115,0.99999312079847447,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1901,1,0.95050000000000001,4.9499999999999993,false
115,0.99999312079847447,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1984,1,0.99199999999999999,0.80000000000000071,true
116,0.99999312276759067,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
116,0.99999312276759067,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,18,1,1,0,true
116,0.99999312276759067,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,2,1,0.066666666666666666,93.333333333333329,false
116,0.99999312276759067,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
116,0.99999312276759067,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
116,0.99999312276759067,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,30,1,1,0,true
116,0.99999312276759067,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
116,0.99999312276759067,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
116,0.99999312276759067,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
116,0.99999312276759067,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,54,1,0.90000000000000002,9.9999999999999982,false
116,0.99999312276759067,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1900,1,0.94999999999999996,5.0000000000000044,false
116,0.99999312276759067,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1984,1,0.99199999999999999,0.80000000000000071,true
117,0.99999327211310207,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
117,0.99999327211310207,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,18,1,1,0,true
117,0.99999327211310207,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,2,1,0.066666666666666666,93.333333333333329,false
117,0.99999327211310207,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
117,0.99999327211310207,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
117,0.99999327211310207,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,30,1,1,0,true
117,0.99999327211310207,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
117,0.99999327211310207,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
117,0.99999327211310207,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
117,0.99999327211310207,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,54,1,0.90000000000000002,9.9999999999999982,false
117,0.99999327211310207,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1899,1,0.94950000000000001,5.0499999999999989,false
117,0.99999327211310207,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1984,1,0.99199999999999999,0.80000000000000071,true
118,0.99999352288480248,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
118,0.99999352288480248,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,18,1,1,0,true
118,0.99999352288480248,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,2,1,0.066666666666666666,93.333333333333329,false
118,0.99999352288480248,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
118,0.99999352288480248,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
118,0.99999352288480248,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,30,1,1,0,true
118,0.99999352288480248,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
118,0.99999352288480248,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
118,0.99999352288480248,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
118,0.99999352288480248,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,54,1,0.90000000000000002,9.9999999999999982,false
118,0.99999352288480248,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1898,1,0.94899999999999995,5.100000000000005,false
118,0.99999352288480248,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1984,1,0.99199999999999999,0.80000000000000071,true
119,0.99999355166345649,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
119,0.99999355166345649,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,18,1,1,0,true
119,0.99999355166345649,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,2,1,0.066666666666666666,93.333333333333329,false
119,0.99999355166345649,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
119,0.99999355166345649,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
119,0.99999355166345649,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,30,1,1,0,true
119,0.99999355166345649,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
119,0.99999355166345649,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
119,0.99999355166345649,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
119,0.99999355166345649,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,54,1,0.90000000000000002,9.9999999999999982,false
119,0.99999355166345649,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1897,1,0.94850000000000001,5.1499999999999986,false
119,0.99999355166345649,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1984,1,0.99199999999999999,0.80000000000000071,true
120,0.99999365795187067,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
120,0.99999365795187067,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,18,1,1,0,true
120,0.99999365795187067,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,2,1,0.066666666666666666,93.333333333333329,false
120,0.99999365795187067,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
120,0.99999365795187067,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
120,0.99999365795187067,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,30,1,1,0,true
120,0.99999365795187067,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
120,0.99999365795187067,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
120,0.99999365795187067,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
120,0.99999365795187067,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,54,1,0.90000000000000002,9.9999999999999982,false
120,0.99999365795187067,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1896,1,0.94799999999999995,5.2000000000000046,false
120,0.99999365795187067,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1984,1,0.99199999999999999,0.80000000000000071,true
121,0.99999370807165688,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
121,0.99999370807165688,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,18,1,1,0,true
121,0.99999370807165688,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,2,1,0.066666666666666666,93.333333333333329,false
121,0.99999370807165688,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
121,0.99999370807165688,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
121,0.99999370807165688,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,30,1,1,0,true
121,0.99999370807165688,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
121,0.99999370807165688,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
121,0.99999370807165688,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
121,0.99999370807165688,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,54,1,0.90000000000000002,9.9999999999999982,false
121,0.99999370807165688,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1895,1,0.94750000000000001,5.2499999999999991,false
121,0.99999370807165688,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1984,1,0.99199999999999999,0.80000000000000071,true
122,0.99999380428088436,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
122,0.99999380428088436,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,18,1,1,0,true
122,0.99999380428088436,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,2,1,0.066666666666666666,93.333333333333329,false
122,0.99999380428088436,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
122,0.99999380428088436,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
122,0.99999380428088436,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,30,1,1,0,true
122,0.99999380428088436,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
122,0.99999380428088436,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
122,0.99999380428088436,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
122,0.99999380428088436,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,54,1,0.90000000000000002,9.9999999999999982,false
122,0.99999380428088436,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1894,1,0.94699999999999995,5.3000000000000043,false
122,0.99999380428088436,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1984,1,0.99199999999999999,0.80000000000000071,true
123,0.99999400553888729,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
123,0.99999400553888729,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,18,1,1,0,true
123,0.99999400553888729,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,2,1,0.066666666666666666,93.333333333333329,false
123,0.99999400553888729,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
123,0.99999400553888729,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
123,0.99999400553888729,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,30,1,1,0,true
123,0.99999400553888729,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
123,0.99999400553888729,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
123,0.99999400553888729,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
123,0.99999400553888729,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,54,1,0.90000000000000002,9.9999999999999982,false
123,0.99999400553888729,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1893,1,0.94650000000000001,5.3499999999999996,false
123,0.99999400553888729,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1984,1,0.99199999999999999,0.80000000000000071,true
124,0.99999408936429179,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
124,0.99999408936429179,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,18,1,1,0,true
124,0.99999408936429179,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,2,1,0.066666666666666666,93.333333333333329,false
124,0.99999408936429179,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
124,0.99999408936429179,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
124,0.99999408936429179,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,30,1,1,0,true
124,0.99999408936429179,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
124,0.99999408936429179,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
124,0.99999408936429179,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
124,0.99999408936429179,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,54,1,0.90000000000000002,9.9999999999999982,false
124,0.99999408936429179,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1892,1,0.94599999999999995,5.4000000000000048,false
124,0.99999408936429179,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1984,1,0.99199999999999999,0.80000000000000071,true
125,0.99999414045294555,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
125,0.99999414045294555,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,18,1,1,0,true
125,0.99999414045294555,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,2,1,0.066666666666666666,93.333333333333329,false
125,0.99999414045294555,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
125,0.99999414045294555,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
125,0.99999414045294555,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,30,1,1,0,true
125,0.99999414045294555,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
125,0.99999414045294555,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
125,0.99999414045294555,Mirai TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
125,0.99999414045294555,Mirai UDP Flooding,CKCZ_REPORT_FAMILY,60,true,60,54,1,0.90000000000000002,9.9999999999999982,false
125,0.99999414045294555,ToN-credential_bruteforce,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1891,1,0.94550000000000001,5.4499999999999993,false
125,0.99999414045294555,ToN-reconnaissance_scan,CKBW_TON_FIT_STRATUM_EXACT_NO_MAPPING,2000,true,2000,1984,1,0.99199999999999999,0.80000000000000071,true
126,0.99999418183294531,File Download,CKCZ_REPORT_FAMILY,15,true,15,8,1,0.53333333333333333,46.666666666666664,false
126,0.99999418183294531,Ingress Tool Transfer,CKCZ_REPORT_FAMILY,18,true,18,18,1,1,0,true
126,0.99999418183294531,Merlin C&C Communication,CKCZ_REPORT_FAMILY,30,true,30,2,1,0.066666666666666666,93.333333333333329,false
126,0.99999418183294531,Merlin ICMP Flooding,CKCZ_REPORT_FAMILY,43,true,43,0,1,0,100,false
126,0.99999418183294531,Merlin TCP Flooding,CKCZ_REPORT_FAMILY,60,true,60,60,1,1,0,true
126,0.99999418183294531,Merlin UDP Flooding,CKCZ_REPORT_FAMILY,30,true,30,30,1,1,0,true
126,0.99999418183294531,Mirai C&C Communication,CKCZ_REPORT_FAMILY,9,false,9,0,1,0,100,true
126,0.99999418183294531,Mirai GRE Flooding,CKCZ_REPORT_FAMILY,60,true,60,0,1,0,100,false
